"cod1","cod2","cor","disc1","disc2"
"1411191","1411184",0.99592995156635,"Laboratório de Interconexão de Redes de Computadores","Interconexão de Redes de Computadores"
"1411180","1411167",0.839499826641043,"Programação 1","Laboratório de Programação 1"
"1109103","1109035",0.642582965178749,"Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral 1"
"1411179","1411172",0.59401721744571,"Estrutura de Dados","Laboratório de Estrutura de Dados"
"1411181","1411168",0.564565920773481,"Programação 2","Laboratório de Programação 2"
"1411180","1411174",0.533002001065565,"Introdução a Computação","Laboratório de Programação 1"
"1411174","1411167",0.529417429094777,"Programação 1","Introdução a Computação"
"1411174","1109103",0.521489944893542,"Cálculo Diferencial e Integral 1","Introdução a Computação"
"1411174","1109035",0.519291713178962,"Álgebra Vetorial e Geometria Analítica","Introdução a Computação"
