"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez"
7.25,6.15,4.95,5.7,6.2,20121,1411180,"Lab. de Programação I","111150430","A",2
7.25,6.15,4.95,5.7,6.2,20121,1411167,"Programação I","111150430","A",2
2,2,2,-1,2,20111,1411174,"Introdução à Computação","111150430","R",1
3.25,4.1,4.1,-1,3.4,20112,1411180,"Lab. de Programação I","111150430","R",1
3.25,4.1,4.1,-1,3.4,20112,1411167,"Programação I","111150430","R",1
4,3.3,6.3,2,3.3,20122,1411174,"Introdução à Computação","111150430","R",2
0,1,0,-1,0.3,20121,1109053,"Cálculo Diferencial e Integral II","111150493","R",1
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111150493","R",1
6.5,5,5.5,5,5.5,20121,1411170,"Teoria dos Grafos","111150493","A",2
8.6,8.6,5.8,-1,8,20121,1411168,"Programação II","111150493","A",2
8.45,3.5,7.15,8,7,20121,1411181,"Lab. de Programação II","111150493","A",2
0.5,0.2,0,-1,0.2,20111,1109103,"Cálculo Diferencial e Integral I","111150493","R",1
1.4,0,0,-1,0.5,20122,1109053,"Cálculo Diferencial e Integral II","111150493","R",2
7,5.9,6.3,0,3.8,20122,1108089,"Fundamentos de Física Clássica","111150493","R",2
4.9,5.5,3.9,2,3.9,20112,1411170,"Teoria dos Grafos","111150493","R",1
5.1,5.1,5.1,3.1,4.3,20112,1411168,"Programação II","111150493","R",1
4.6,4.6,2.3,4.8,4.7,20112,1411181,"Lab. de Programação II","111150493","R",1
3.5,6,4.5,6,5.2,20112,1109103,"Cálculo Diferencial e Integral I","111150493","A",2
3.6,5.7,4,3.6,4.1,20111,1411180,"Lab. de Programação I","111150494","R",1
3.6,5.7,4,3.6,4.2,20111,1411167,"Programação I","111150494","R",1
0.5,0.5,0.2,-1,0.4,20111,1109103,"Cálculo Diferencial e Integral I","111150494","R",1
7.8,5.6,5.1,5,5.7,20121,1109103,"Cálculo Diferencial e Integral I","111150494","A",3
3.5,2,1,-1,2.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111150494","R",1
4.5,5,7.5,6.2,5.9,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111150494","A",3
8.9,8.05,7.85,-1,8.7,20112,1411180,"Lab. de Programação I","111150494","A",2
8.9,8.05,7.85,-1,8.7,20112,1411167,"Programação I","111150494","A",2
2.6,0,0,-1,0.9,20112,1109103,"Cálculo Diferencial e Integral I","111150494","R",2
5.5,2,4.5,1.3,2.9,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111150494","R",2
1,3,0,-1,1.3,20121,1109053,"Cálculo Diferencial e Integral II","111150551","R",1
0.2,7,1.5,-1,2.9,20121,1108089,"Fundamentos de Física Clássica","111150551","R",1
8.2,9.4,8.5,-1,8.7,20122,1109049,"Álgebra Linear","111150551","A",2
3.5,4.5,0.2,-1,2.7,20111,1109103,"Cálculo Diferencial e Integral I","111150551","R",1
0.6,0,0,-1,0.2,20122,1109053,"Cálculo Diferencial e Integral II","111150551","R",2
8,6.8,8.6,-1,7.8,20122,1108089,"Fundamentos de Física Clássica","111150551","A",2
6.8,3,0.5,-1,3.4,20112,1109049,"Álgebra Linear","111150551","R",1
6,5.2,2,7,5.4,20112,1109103,"Cálculo Diferencial e Integral I","111150551","A",2
9.5,9,4.5,-1,7.7,20121,1109103,"Cálculo Diferencial e Integral I","111210050","A",2
3.5,5.5,0.5,-1,3.2,20112,1109103,"Cálculo Diferencial e Integral I","111210050","R",1
0.1,3.5,1.5,-1,1.7,20121,1108089,"Fundamentos de Física Clássica","111210056","R",1
9,5.9,7.5,-1,7.5,20122,1108089,"Fundamentos de Física Clássica","111210056","A",2
7.5,6.5,7,-1,7,20121,1109053,"Cálculo Diferencial e Integral II","111210061","A",2
0.5,3.5,3.5,-1,2.5,20112,1109053,"Cálculo Diferencial e Integral II","111210061","R",1
4.6,6.6,6.7,2,4.4,20121,1109113,"Matemática Discreta","111210062","R",1
1.5,0,0,-1,0.5,20122,1109113,"Matemática Discreta","111210062","R",2
3.7,2.5,5.15,2.4,4.3,20121,1411180,"Lab. de Programação I","111210064","R",2
5.7,6.7,7.7,-1,7.1,20122,1411180,"Lab. de Programação I","111210064","A",3
3.7,2.5,5.15,2.4,4.3,20121,1411167,"Programação I","111210064","R",2
5.7,6.7,7.7,-1,7.1,20122,1411167,"Programação I","111210064","A",3
1.05,1.95,1.8,-1,1.6,20112,1411180,"Lab. de Programação I","111210064","R",1
1.05,1.95,1.8,-1,1.6,20112,1411167,"Programação I","111210064","R",1
4.5,7.5,6,4.5,5.4,20121,1109103,"Cálculo Diferencial e Integral I","111210079","A",2
3.5,2.5,0,-1,2,20112,1109103,"Cálculo Diferencial e Integral I","111210079","R",1
3.9,0,2.4,-1,2.1,20121,1109103,"Cálculo Diferencial e Integral I","111210081","R",2
0.5,0,0,-1,0.2,20112,1109103,"Cálculo Diferencial e Integral I","111210081","R",1
0,0.3,0,-1,0.1,20121,1109103,"Cálculo Diferencial e Integral I","111210085","R",2
2,1,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210085","R",1
2.25,4.4,7.75,5.1,5,20121,1411180,"Lab. de Programação I","111210096","A",2
2.25,4.4,7.75,5.1,5,20121,1411167,"Programação I","111210096","A",2
3.9,2.5,0,-1,2.1,20121,1109103,"Cálculo Diferencial e Integral I","111210096","R",2
4.2,3.1,6.6,2.5,3.5,20122,1411174,"Introdução à Computação","111210096","R",2
0.5,1,0,-1,0.5,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210096","R",2
1.55,2.75,3.5,-1,2.9,20112,1411180,"Lab. de Programação I","111210096","R",1
1.55,2.75,3.5,-1,3,20112,1411167,"Programação I","111210096","R",1
3.5,2.5,0,-1,2,20112,1109103,"Cálculo Diferencial e Integral I","111210096","R",1
4.25,7.55,3.45,2.8,4.2,20112,1411174,"Introdução à Computação","111210096","R",1
0.8,0.5,0,-1,0.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210096","R",1
5.65,2.6,8.6,6,6.1,20121,1411167,"Programação I","111210098","A",2
3.15,0,4.55,-1,2.9,20112,1411167,"Programação I","111210098","R",1
6.2,3.55,4.4,4.8,5.6,20121,1411180,"Lab. de Programação I","111210102","A",2
6.2,3.55,4.4,4.8,5.5,20121,1411167,"Programação I","111210102","A",2
4.8,4.8,8.3,3.8,5.1,20121,1411174,"Introdução à Computação","111210102","A",2
2.25,1.5,4.15,-1,3.1,20112,1411180,"Lab. de Programação I","111210102","R",1
2.6,1.75,4.15,-1,3.2,20112,1411167,"Programação I","111210102","R",1
5.5,4.3,8.7,1.8,4.4,20112,1411174,"Introdução à Computação","111210102","R",1
6,0,2.5,-1,2.8,20121,1411193,"Banco de Dados I","111210117","R",2
5.4,1.5,8,5.1,5,20122,1411193,"Banco de Dados I","111210117","A",3
4,4.4,5.8,-1,2.9,20121,1411195,"Sistemas de Informação II","111210117","R",1
6.7,0.9,4.4,-1,2.4,20112,1411193,"Banco de Dados I","111210117","R",1
6.85,6.5,7.9,-1,7.4,20122,1411195,"Sistemas de Informação II","111210117","A",2
7.5,5.6,2.5,5,5.1,20121,1108089,"Fundamentos de Física Clássica","111210120","A",2
5.5,7,3,2.5,4.1,20121,1114107,"Probabilidade e Estatística","111210120","R",2
6.75,7.6,7.35,-1,7.1,20122,1114107,"Probabilidade e Estatística","111210120","A",3
5.5,1.5,6,3.5,4,20112,1108089,"Fundamentos de Física Clássica","111210120","R",1
2.6,0,0.8,-1,1.1,20112,1114107,"Probabilidade e Estatística","111210120","R",1
5.75,4.45,3.6,5.7,5.1,20121,1411195,"Sistemas de Informação II","111210122","A",2
3.15,2.4,4.75,-1,2.4,20112,1411195,"Sistemas de Informação II","111210122","R",1
1,7.3,0,-1,2.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210390","R",2
8.3,7,0,3.5,4.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210390","R",1
7,5.5,5.5,6.5,6.2,20121,1109103,"Cálculo Diferencial e Integral I","111210391","A",2
5,2,0.5,-1,2.5,20112,1109103,"Cálculo Diferencial e Integral I","111210391","R",1
1,3.5,2.3,-1,2.3,20121,1411170,"Teoria dos Grafos","111210392","R",1
5.3,5.5,5.6,5,5.3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210392","A",2
4,7.5,5.8,5.8,5.8,20122,1411170,"Teoria dos Grafos","111210392","A",2
0.5,0.5,0.5,-1,0.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210392","R",1
2.3,4.8,3,-1,3.4,20121,1108089,"Fundamentos de Física Clássica","111210393","R",1
5,5.5,5.2,2,3.9,20121,1109113,"Matemática Discreta","111210393","R",1
3.5,4.3,7,3.6,4.4,20122,1108089,"Fundamentos de Física Clássica","111210393","R",2
3.6,5.4,4.1,7.7,5.7,20122,1109113,"Matemática Discreta","111210393","A",2
2.2,2.2,1.8,-1,2.1,20121,1411168,"Programação II","111210396","R",1
3,0,0,-1,1,20121,1109049,"Álgebra Linear","111210396","R",1
4.85,0,1.1,-1,1.9,20121,1411181,"Lab. de Programação II","111210396","R",1
3,2.5,2,-1,2.5,20121,1109103,"Cálculo Diferencial e Integral I","111210396","R",2
2.6,2.9,5,-1,3.5,20121,1109113,"Matemática Discreta","111210396","R",1
1.35,1.35,0.8,-1,1,20122,1411168,"Programação II","111210396","R",2
0,0,0,-1,0,20122,1109049,"Álgebra Linear","111210396","R",2
2.5,1.25,1.35,-1,1.8,20122,1411181,"Lab. de Programação II","111210396","R",2
3,0,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210396","R",1
3.7,0.1,0.1,-1,1.3,20122,1109113,"Matemática Discreta","111210396","R",2
4.7,4.7,3.7,2.7,3.8,20121,1411168,"Programação II","111210398","R",1
3.6,5.45,3.7,-1,2.4,20121,1411181,"Lab. de Programação II","111210398","R",1
2,3,1,-1,2,20121,1109103,"Cálculo Diferencial e Integral I","111210398","R",2
3.5,2,1.5,-1,2.3,20122,1109103,"Cálculo Diferencial e Integral I","111210398","R",3
7,1,0.5,-1,2.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210398","R",2
6,6,5,5,5.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210398","A",3
5.55,7.55,8.25,4.7,6,20122,1411168,"Programação II","111210398","A",2
7.45,8,7.3,-1,7.5,20122,1411181,"Lab. de Programação II","111210398","A",2
0,0,0,-1,0,20112,1109103,"Cálculo Diferencial e Integral I","111210398","R",1
0,4.5,2.9,-1,2.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210398","R",1
7,0,4,-1,3.7,20121,1114107,"Probabilidade e Estatística","111210399","R",1
4.75,5,5.5,5.5,5.3,20122,1114107,"Probabilidade e Estatística","111210399","A",2
4,3.1,1,-1,2.7,20121,1109053,"Cálculo Diferencial e Integral II","111210400","R",1
3.5,9,4.5,6,5.8,20122,1109053,"Cálculo Diferencial e Integral II","111210400","A",2
1,1,1,-1,1,20121,1109053,"Cálculo Diferencial e Integral II","111210401","R",1
3.2,5.5,1.3,-1,3.3,20122,1109053,"Cálculo Diferencial e Integral II","111210401","R",2
5,4.5,6.7,1,3.6,20121,1411184,"Lab. de Interconexão de Redes de Computadores","111210404","R",1
5,4.5,6.7,1,3.6,20121,1411191,"Interconexão de Redes de Computadores","111210404","R",1
7.1,4.7,5,4,5,20122,1411184,"Lab. de Interconexão de Redes de Computadores","111210404","A",2
7.1,4.7,5,4,5,20122,1411191,"Interconexão de Redes de Computadores","111210404","A",2
0.15,0,6.2,-1,2.5,20121,1411167,"Programação I","111210405","R",2
0,0.5,0,-1,0.2,20121,1109103,"Cálculo Diferencial e Integral I","111210405","R",2
0,1.5,0,-1,0.5,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210405","R",2
3.15,1.6,2.15,-1,2.4,20112,1411167,"Programação I","111210405","R",1
2.5,1.5,0,-1,1.3,20112,1109103,"Cálculo Diferencial e Integral I","111210405","R",1
7,3,5.7,2,3.9,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210405","R",1
7.65,1.9,5.05,5.9,5.7,20121,1411180,"Lab. de Programação I","111210406","A",2
7.65,1.9,5.05,5.9,5.6,20121,1411167,"Programação I","111210406","A",2
0,1,3,-1,1.3,20121,1109103,"Cálculo Diferencial e Integral I","111210406","R",2
5.35,1.4,4.9,4.8,4.3,20112,1411180,"Lab. de Programação I","111210406","R",1
5.35,1.4,4.9,4.8,4.4,20112,1411167,"Programação I","111210406","R",1
0,1.5,0,-1,0.5,20112,1109103,"Cálculo Diferencial e Integral I","111210406","R",1
2.5,1.5,1,-1,1.7,20121,1109053,"Cálculo Diferencial e Integral II","111210407","R",1
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111210407","R",1
5.9,5.9,5.8,2.4,4.5,20121,1411168,"Programação II","111210407","R",1
6.25,7.6,4.1,2.7,4.5,20121,1411181,"Lab. de Programação II","111210407","R",1
1.3,10,5,5,5.2,20122,1109053,"Cálculo Diferencial e Integral II","111210407","A",2
9.5,5.9,6.6,-1,7.3,20122,1108089,"Fundamentos de Física Clássica","111210407","A",2
7.35,8.15,8.25,-1,7.8,20122,1411168,"Programação II","111210407","A",2
8.3,7.4,6.95,-1,7.6,20122,1411181,"Lab. de Programação II","111210407","A",2
3.4,3.4,2.6,-1,3.2,20121,1411168,"Programação II","111210412","R",1
6.05,4,0.5,-1,2.8,20121,1411181,"Lab. de Programação II","111210412","R",1
6.5,1,1,-1,2.8,20121,1109103,"Cálculo Diferencial e Integral I","111210412","R",2
3.5,0.4,2.5,-1,2.1,20122,1109103,"Cálculo Diferencial e Integral I","111210412","R",3
1,5.2,3.5,-1,3.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210412","R",2
6.5,5,5,7.5,6.3,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210412","A",3
7.1,6.85,6.35,5,6.1,20122,1411168,"Programação II","111210412","A",2
4.45,7.5,8.1,3.4,5.1,20122,1411181,"Lab. de Programação II","111210412","A",2
3,0,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210412","R",1
3.5,2.5,5.5,-1,3.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210412","R",1
2,2.5,0.5,-1,1.7,20121,1109103,"Cálculo Diferencial e Integral I","111210413","R",2
6,1.7,4.3,5,4.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210413","R",2
2,0,0,-1,0.7,20112,1109103,"Cálculo Diferencial e Integral I","111210413","R",1
3.5,2,0,-1,1.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210413","R",1
0,0.5,0,-1,0.2,20121,1109053,"Cálculo Diferencial e Integral II","111210414","R",1
0,0.1,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111210414","R",1
0,3.8,0,-1,1.3,20122,1109053,"Cálculo Diferencial e Integral II","111210414","R",2
3,4.5,6,4,4.3,20122,1108089,"Fundamentos de Física Clássica","111210414","R",2
5.3,8,1.8,5,5,20121,1109103,"Cálculo Diferencial e Integral I","111210417","A",2
2.5,0.5,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210417","R",1
7,7.3,0.6,6.9,5.8,20121,1411189,"Compiladores","111210419","A",2
2.9,0,0,-1,1,20112,1411189,"Compiladores","111210419","R",1
4,4,2.5,-1,3.5,20121,1109103,"Cálculo Diferencial e Integral I","111210421","R",2
4.7,7.5,4.8,7.8,6.5,20122,1109103,"Cálculo Diferencial e Integral I","111210421","A",3
2,0,0,-1,0.7,20112,1109103,"Cálculo Diferencial e Integral I","111210421","R",1
0,0.3,0,-1,0.1,20121,1108089,"Fundamentos de Física Clássica","111210422","R",1
9,5.9,7.5,-1,7.5,20122,1108089,"Fundamentos de Física Clássica","111210422","A",2
7,0,0,-1,2.3,20121,1109103,"Cálculo Diferencial e Integral I","111210423","R",2
3,0,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210423","R",1
5,0,1,-1,2,20121,1109053,"Cálculo Diferencial e Integral II","111210426","R",1
0,2.5,0,-1,0.8,20121,1108089,"Fundamentos de Física Clássica","111210426","R",1
4.75,2.5,1.55,-1,3.1,20121,1411181,"Lab. de Programação II","111210426","R",1
1.5,3,5.3,-1,3.3,20122,1109053,"Cálculo Diferencial e Integral II","111210426","R",2
7,10,6.8,-1,7.9,20122,1108089,"Fundamentos de Física Clássica","111210426","A",2
5.65,2.95,2.55,5.5,4.6,20122,1411181,"Lab. de Programação II","111210426","R",2
0,1,1,-1,0.7,20121,1109053,"Cálculo Diferencial e Integral II","111210428","R",1
1.4,1.4,1.9,-1,1.5,20121,1411168,"Programação II","111210428","R",1
2.95,2.2,0.7,-1,1.8,20121,1411181,"Lab. de Programação II","111210428","R",1
4,2.5,0,-1,2.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210428","R",2
4.5,3.7,5.3,6.8,5.4,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210428","A",3
2.9,3.8,5.7,-1,2.5,20121,1109113,"Matemática Discreta","111210428","R",1
0,0,0,-1,0,20122,1109053,"Cálculo Diferencial e Integral II","111210428","R",2
4.4,5,5.65,5.4,5.1,20122,1411168,"Programação II","111210428","A",2
5.3,7.4,6.3,4.8,5.5,20122,1411181,"Lab. de Programação II","111210428","A",2
5.2,2.8,0.5,-1,2.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210428","R",1
3.9,2.7,3.4,-1,3.3,20122,1109113,"Matemática Discreta","111210428","R",2
6.8,3.5,7.7,10,7.6,20122,1411193,"Banco de Dados I","111210429","A",2
6.5,3,1,-1,3.5,20121,1109049,"Álgebra Linear","111210429","R",1
3.8,0.7,7.5,4,4,20112,1411193,"Banco de Dados I","111210429","R",1
7.5,8.4,8.5,-1,8.1,20122,1109049,"Álgebra Linear","111210429","A",2
6.15,2.2,3.8,-1,2.5,20121,1411181,"Lab. de Programação II","111210430","R",1
3.7,0,0,-1,1.2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210430","R",2
6.25,7,8.25,-1,7.2,20122,1411181,"Lab. de Programação II","111210430","A",2
2,3.5,0,-1,1.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210430","R",1
6.5,8.5,7,-1,7.3,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210438","A",2
3,2.7,7.3,3,3.8,20121,1109113,"Matemática Discreta","111210438","R",1
4.4,2.7,3,-1,3.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210438","R",1
5.3,2.5,5.1,3.3,3.9,20122,1109113,"Matemática Discreta","111210438","R",2
1.5,1.5,1.5,-1,1.5,20121,1411170,"Teoria dos Grafos","111210441","R",1
2.6,2.6,2.2,-1,2.5,20121,1411168,"Programação II","111210441","R",1
6,0,1.3,-1,2.3,20121,1411181,"Lab. de Programação II","111210441","R",1
8,8,6.5,-1,7.5,20121,1109103,"Cálculo Diferencial e Integral I","111210441","A",2
7,7.6,7.3,-1,7.3,20122,1411170,"Teoria dos Grafos","111210441","A",2
4.85,6.1,6.25,3,4.6,20122,1411168,"Programação II","111210441","R",2
5.3,4.1,5.2,6.5,5.8,20122,1411181,"Lab. de Programação II","111210441","A",2
3,0,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210441","R",1
4.5,5.7,3,4.3,4.4,20121,1109053,"Cálculo Diferencial e Integral II","111210442","R",1
2.9,6.8,5,7.5,5.9,20122,1109053,"Cálculo Diferencial e Integral II","111210442","A",2
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111210445","R",1
10,8.5,9.1,-1,9.2,20122,1108089,"Fundamentos de Física Clássica","111210445","A",2
7,4.5,2.5,2,3.6,20121,1109103,"Cálculo Diferencial e Integral I","111210448","R",2
3.4,4.5,4,5.5,4.6,20122,1109103,"Cálculo Diferencial e Integral I","111210448","R",3
2.5,0,2.5,-1,1.7,20112,1109103,"Cálculo Diferencial e Integral I","111210448","R",1
10,10,10,-1,10,20121,1411182,"Lab. de Organização e Arquitetura de Computadores","111210450","A",2
4.9,3.25,2.5,-1,3.5,20121,1411177,"Engenharia de Software I","111210450","R",1
4.2,4.5,8.1,1.8,4.1,20121,1411176,"Gerência da Informação","111210450","R",1
8.5,7.6,3.1,0,3.8,20112,1411182,"Lab. de Organização e Arquitetura de Computadores","111210450","R",1
6.3,7,8,5,6,20122,1411177,"Engenharia de Software I","111210450","A",2
5.1,7.3,7.1,7.5,6.9,20122,1411176,"Gerência da Informação","111210450","A",2
7.5,3.5,4.5,4.8,5,20121,1109103,"Cálculo Diferencial e Integral I","111210451","A",2
0,1.5,0,-1,0.5,20112,1109103,"Cálculo Diferencial e Integral I","111210451","R",1
3,3.3,3.5,-1,3.3,20121,1109053,"Cálculo Diferencial e Integral II","111210452","R",1
1.5,0.3,2,-1,1.3,20121,1108089,"Fundamentos de Física Clássica","111210452","R",1
1,7,7,8.5,6.4,20122,1109053,"Cálculo Diferencial e Integral II","111210452","A",2
10,8.5,9.1,-1,9.2,20122,1108089,"Fundamentos de Física Clássica","111210452","A",2
8,6,4.5,5.5,5.9,20121,1109103,"Cálculo Diferencial e Integral I","111210653","A",2
4.5,0,0,-1,1.5,20112,1109103,"Cálculo Diferencial e Integral I","111210653","R",1
0,1.8,0,-1,0.6,20121,1109053,"Cálculo Diferencial e Integral II","111210655","R",1
0,1.5,0,-1,0.5,20121,1108089,"Fundamentos de Física Clássica","111210655","R",1
1.6,4.8,2,-1,2.8,20122,1109053,"Cálculo Diferencial e Integral II","111210655","R",2
5.1,3.3,3.5,5,4.4,20122,1108089,"Fundamentos de Física Clássica","111210655","R",2
4.4,7.2,8.2,6.9,6.7,20121,1411180,"Lab. de Programação I","111210656","A",2
4.4,7.2,8.25,6.9,6.7,20121,1411167,"Programação I","111210656","A",2
0,0.5,0,-1,0.2,20121,1109103,"Cálculo Diferencial e Integral I","111210656","R",2
2,0,3.5,-1,1.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210656","R",2
3.25,2.35,3.55,-1,3.4,20112,1411180,"Lab. de Programação I","111210656","R",1
3.25,3.55,3.55,-1,3.5,20112,1411167,"Programação I","111210656","R",1
2.5,1.5,0,-1,1.3,20112,1109103,"Cálculo Diferencial e Integral I","111210656","R",1
4,2,1.8,-1,2.6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210656","R",1
2,2,1.2,-1,1.8,20121,1411168,"Programação II","111210658","R",1
3.8,0,0,-1,1.3,20121,1109049,"Álgebra Linear","111210658","R",1
3.35,1.9,0,-1,1.4,20121,1411181,"Lab. de Programação II","111210658","R",1
5.5,3.5,7,5,5.2,20121,1109103,"Cálculo Diferencial e Integral I","111210658","A",2
4.9,6.3,5.2,2.3,4.2,20121,1109113,"Matemática Discreta","111210658","R",1
2.2,2.2,0.85,-1,1.5,20122,1411168,"Programação II","111210658","R",2
6.7,0,1.3,-1,2.7,20122,1109049,"Álgebra Linear","111210658","R",2
2.55,2.15,1.1,-1,1.8,20122,1411181,"Lab. de Programação II","111210658","R",2
3,0,0,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111210658","R",1
7.1,6.4,6.7,4.5,5.8,20122,1109113,"Matemática Discreta","111210658","A",2
0.5,0,0,-1,0.2,20121,1109103,"Cálculo Diferencial e Integral I","111210659","R",2
8,4.5,6.2,5.7,6,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210659","A",2
0,0,0,-1,0,20112,1109103,"Cálculo Diferencial e Integral I","111210659","R",1
1,1,0,-1,0.7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210659","R",1
2.2,2.2,0.8,-1,1.9,20121,1411168,"Programação II","111210660","R",1
3.05,2.5,0,-1,1.1,20121,1411181,"Lab. de Programação II","111210660","R",1
2,0,0,-1,0.7,20121,1109103,"Cálculo Diferencial e Integral I","111210660","R",2
3,1,1.5,-1,1.8,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210660","R",2
4.2,4.95,5,2.9,3.9,20122,1411168,"Programação II","111210660","R",2
2.85,3.25,5.6,3,3.8,20122,1411181,"Lab. de Programação II","111210660","R",2
0,1.5,0,-1,0.5,20112,1109103,"Cálculo Diferencial e Integral I","111210660","R",1
5,2.5,0.5,-1,2.7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210660","R",1
6.5,6,5.5,4.5,5.4,20121,1109103,"Cálculo Diferencial e Integral I","111210661","A",2
5,4,0,-1,3,20112,1109103,"Cálculo Diferencial e Integral I","111210661","R",1
3.95,5.45,3.6,2.7,3.7,20121,1411181,"Lab. de Programação II","111210665","R",1
4.5,6,4.3,5.1,5,20121,1109103,"Cálculo Diferencial e Integral I","111210665","A",2
7,4.6,1,1,2.9,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210665","R",2
6.5,7,4,5.9,5.8,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111210665","A",3
7.05,7.95,7,-1,7.1,20122,1411181,"Lab. de Programação II","111210665","A",2
1.5,0,0,-1,0.5,20112,1109103,"Cálculo Diferencial e Integral I","111210665","R",1
2.5,5.5,4,1.5,3,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210665","R",1
6.8,6.4,9,-1,7.6,20121,1411180,"Lab. de Programação I","111210669","A",2
6.8,6.4,9,-1,7.6,20121,1411167,"Programação I","111210669","A",2
7.4,4.9,6.2,4.4,5.5,20121,1411174,"Introdução à Computação","111210669","A",2
5.5,0.5,1.5,-1,2.5,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111210669","R",2
1.3,0.9,3.3,-1,2.4,20112,1411180,"Lab. de Programação I","111210669","R",1
1.95,0.9,3.4,-1,2.6,20112,1411167,"Programação I","111210669","R",1
4.6,5,6.9,2.2,4.2,20112,1411174,"Introdução à Computação","111210669","R",1
2,0.5,0,-1,0.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111210669","R",1
2.7,0,2.5,-1,1.7,20121,1411193,"Banco de Dados I","111210748","R",2
3,0,8,-1,3.7,20122,1411193,"Banco de Dados I","111210748","R",3
5,0,0,-1,1.7,20121,1109049,"Álgebra Linear","111210748","R",2
8.2,2.9,3.2,3.4,4.2,20121,1411171,"Teoria da Computação","111210748","R",2
2.5,0,4.4,-1,2.3,20112,1411193,"Banco de Dados I","111210748","R",1
0,1.5,0,-1,0.5,20112,1109049,"Álgebra Linear","111210748","R",1
4,5.5,2.5,1,2.8,20112,1411171,"Teoria da Computação","111210748","R",1
4.55,4.35,4,2.7,4.2,20121,1411180,"Lab. de Programação I","111210787","R",2
5.2,7.6,9,-1,8,20122,1411180,"Lab. de Programação I","111210787","A",3
4.55,4.35,4,2.7,4.2,20121,1411167,"Programação I","111210787","R",2
5.2,7.6,9,-1,8,20122,1411167,"Programação I","111210787","A",3
6.5,5,4,4.8,5,20121,1109103,"Cálculo Diferencial e Integral I","111210787","A",2
3.1,3.6,1.4,-1,2.7,20112,1411180,"Lab. de Programação I","111210787","R",1
3.1,3.2,2.55,-1,2.9,20112,1411167,"Programação I","111210787","R",1
5,2,0.5,-1,2.5,20112,1109103,"Cálculo Diferencial e Integral I","111210787","R",1
0.75,0,5.6,-1,2.6,20121,1411180,"Lab. de Programação I","111210794","R",2
0.8,4.9,2.4,-1,3.4,20122,1411180,"Lab. de Programação I","111210794","R",3
0.75,0,5.5,-1,2.5,20121,1411167,"Programação I","111210794","R",2
0.8,4.9,2.4,-1,3.4,20122,1411167,"Programação I","111210794","R",3
8.25,6.8,6,-1,7.4,20121,1411174,"Introdução à Computação","111210794","A",2
0.45,0.65,1.45,-1,0.9,20112,1411180,"Lab. de Programação I","111210794","R",1
0.45,0.65,1.45,-1,1.1,20112,1411167,"Programação I","111210794","R",1
