nota1,nota2,nota3,final,media,disciplina,matricula
8.0,8.0,7.0,-1.0,7.7,Leitura e Produção de Textos,111210659
7.0,9.0,9.0,-1.0,8.3,Leitura e Produção de Textos,111210398
7.5,9.0,8.0,-1.0,8.2,Leitura e Produção de Textos,111210660
9.0,9.0,8.0,-1.0,8.7,Leitura e Produção de Textos,111210653
8.0,9.0,8.0,-1.0,8.3,Leitura e Produção de Textos,111210397
7.0,8.0,7.0,-1.0,7.3,Leitura e Produção de Textos,111210396
8.5,8.0,7.5,-1.0,8.0,Leitura e Produção de Textos,111210391
8.0,9.0,9.0,-1.0,8.7,Leitura e Produção de Textos,111110931
8.0,7.0,8.5,-1.0,7.8,Leitura e Produção de Textos,111210393
9.0,9.0,9.0,-1.0,9.0,Leitura e Produção de Textos,111210392
7.5,8.0,9.0,-1.0,8.2,Leitura e Produção de Textos,111210438
8.0,9.0,7.5,-1.0,8.2,Leitura e Produção de Textos,111110915
7.0,8.0,6.0,-1.0,7.0,Leitura e Produção de Textos,111210102
8.0,8.0,7.0,-1.0,7.7,Leitura e Produção de Textos,111210426
8.5,8.0,6.0,-1.0,7.5,Leitura e Produção de Textos,111210841
8.0,8.0,7.0,-1.0,7.7,Leitura e Produção de Textos,111210840
7.0,7.0,8.5,-1.0,7.5,Leitura e Produção de Textos,111210794
7.5,7.0,7.5,-1.0,7.3,Leitura e Produção de Textos,111210663
8.0,9.0,8.5,-1.0,8.5,Leitura e Produção de Textos,111250014
7.0,8.0,6.0,-1.0,7.0,Leitura e Produção de Textos,111210658
8.0,8.0,8.5,-1.0,8.2,Leitura e Produção de Textos,111250009
8.0,7.0,7.5,-1.0,7.5,Leitura e Produção de Textos,111210062
8.0,9.0,9.0,-1.0,8.7,Leitura e Produção de Textos,111210442
8.5,8.0,7.0,-1.0,7.8,Leitura e Produção de Textos,111210049
8.0,9.0,9.0,-1.0,8.7,Leitura e Produção de Textos,111210423
8.5,8.0,8.0,-1.0,8.2,Leitura e Produção de Textos,111210873
7.0,0.0,0.0,-1.0,2.3,Leitura e Produção de Textos,111210068
7.5,9.0,9.0,-1.0,8.5,Leitura e Produção de Textos,111210085
8.5,9.0,7.0,-1.0,8.2,Leitura e Produção de Textos,111210446
8.0,8.0,8.5,-1.0,8.2,Leitura e Produção de Textos,111210081
7.0,7.0,8.0,-1.0,7.3,Leitura e Produção de Textos,111210080
7.5,9.0,8.0,-1.0,8.2,Leitura e Produção de Textos,111210885
8.0,8.0,9.0,-1.0,8.3,Leitura e Produção de Textos,111210428
8.0,8.0,9.0,-1.0,8.3,Leitura e Produção de Textos,111210401
8.5,9.0,9.0,-1.0,8.8,Leitura e Produção de Textos,111210400
7.5,7.0,7.0,-1.0,7.2,Leitura e Produção de Textos,111210403
7.5,9.0,9.0,-1.0,8.5,Leitura e Produção de Textos,111210666
8.0,7.0,7.5,-1.0,7.5,Leitura e Produção de Textos,111210405
9.0,8.0,7.5,-1.0,8.2,Leitura e Produção de Textos,111210422
7.0,8.0,7.0,-1.0,7.3,Leitura e Produção de Textos,111210407
7.0,9.0,8.5,-1.0,8.2,Leitura e Produção de Textos,111210406
8.9,8.0,8.6,-1.0,8.5,Lab. de Interconexão de Redes de Computadores,108110028
7.7,9.2,8.9,-1.0,8.6,Lab. de Interconexão de Redes de Computadores,108110604
4.6,7.8,9.0,-1.0,7.1,Lab. de Interconexão de Redes de Computadores,111110122
7.9,8.4,8.9,-1.0,8.4,Lab. de Interconexão de Redes de Computadores,108210284
6.0,5.1,6.7,3.6,5.0,Lab. de Interconexão de Redes de Computadores,105210141
5.8,8.1,7.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,107210007
4.8,7.2,9.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,110210045
6.7,8.6,7.3,-1.0,7.5,Lab. de Interconexão de Redes de Computadores,106110138
10.0,8.9,7.8,-1.0,8.9,Lab. de Interconexão de Redes de Computadores,108110018
6.6,9.3,10.0,-1.0,8.6,Lab. de Interconexão de Redes de Computadores,108110035
9.0,7.2,6.3,-1.0,7.5,Lab. de Interconexão de Redes de Computadores,108110034
6.4,10.0,10.0,-1.0,8.8,Lab. de Interconexão de Redes de Computadores,108110502
5.5,6.4,6.7,5.7,6.0,Lab. de Interconexão de Redes de Computadores,108110501
3.7,8.7,8.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110500
5.3,10.0,6.6,-1.0,7.3,Lab. de Interconexão de Redes de Computadores,107110003
10.0,9.0,5.8,-1.0,8.3,Lab. de Interconexão de Redes de Computadores,106210166
4.8,6.4,7.4,3.5,5.1,Lab. de Interconexão de Redes de Computadores,110110978
7.3,7.4,8.0,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,107110437
8.7,9.0,6.7,-1.0,8.1,Lab. de Interconexão de Redes de Computadores,107210016
5.8,6.2,6.4,6.1,6.1,Lab. de Interconexão de Redes de Computadores,107210012
7.1,5.6,10.0,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,108110024
6.7,6.0,8.8,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,109210282
7.3,6.7,6.9,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110021
4.7,7.1,6.5,5.1,5.7,Lab. de Interconexão de Redes de Computadores,108110009
5.1,7.2,8.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109210015
5.8,8.2,9.7,-1.0,7.9,Lab. de Interconexão de Redes de Computadores,108110007
8.0,7.4,6.0,-1.0,7.1,Lab. de Interconexão de Redes de Computadores,108110004
7.9,10.0,6.7,-1.0,8.2,Lab. de Interconexão de Redes de Computadores,108110005
4.7,7.1,9.1,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110002
7.4,7.2,8.4,-1.0,7.7,Lab. de Interconexão de Redes de Computadores,110110093
4.9,7.3,8.7,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110029
0.0,5.2,7.3,1.6,3.2,Lab. de Interconexão de Redes de Computadores,105210160
6.0,7.1,7.8,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109150038
6.0,6.9,8.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110119
5.0,4.6,8.7,3.3,5.0,Lab. de Interconexão de Redes de Computadores,110110069
4.0,3.6,8.2,4.5,5.0,Lab. de Interconexão de Redes de Computadores,109110054
7.5,4.6,8.8,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110073
5.0,5.5,6.2,4.8,5.3,Lab. de Interconexão de Redes de Computadores,109110070
6.0,5.6,6.8,3.3,5.0,Lab. de Interconexão de Redes de Computadores,109110076
5.5,8.0,8.8,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,109110075
6.3,8.5,8.5,-1.0,7.8,Lab. de Interconexão de Redes de Computadores,109210300
7.5,9.5,9.0,-1.0,8.7,Lab. de Interconexão de Redes de Computadores,109110085
5.4,1.3,8.7,4.8,5.0,Lab. de Interconexão de Redes de Computadores,109110120
9.5,8.0,8.0,-1.0,8.5,Lab. de Interconexão de Redes de Computadores,109110122
6.9,6.0,8.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110100
0.0,4.9,5.5,-1.0,3.5,Lab. de Interconexão de Redes de Computadores,107210013
6.0,7.5,8.2,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,109150001
6.0,7.5,7.5,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110068
6.0,7.7,9.2,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,111210042
6.0,6.1,8.8,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108210030
4.0,3.7,8.0,4.6,5.0,Lab. de Interconexão de Redes de Computadores,109110062
9.8,5.5,5.7,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110065
5.7,5.7,9.5,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,104210032
5.0,4.5,6.7,1.0,3.6,Lab. de Interconexão de Redes de Computadores,111210404
6.6,9.0,9.0,-1.0,8.2,Lab. de Interconexão de Redes de Computadores,108210334
5.9,7.7,7.3,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,111210113
0.0,8.0,10.0,4.2,5.3,Lab. de Interconexão de Redes de Computadores,105210160
4.3,10.0,8.0,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,109110118
0.0,4.0,4.8,-1.0,2.9,Lab. de Interconexão de Redes de Computadores,109110066
3.3,6.5,9.0,3.0,5.0,Lab. de Interconexão de Redes de Computadores,108210004
7.2,10.0,9.0,-1.0,8.7,Lab. de Interconexão de Redes de Computadores,110110123
5.5,9.6,7.7,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,110110121
5.4,8.7,6.8,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,110110127
7.1,7.0,8.7,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,110110124
7.5,10.0,9.0,-1.0,8.8,Lab. de Interconexão de Redes de Computadores,109110084
5.3,7.1,8.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109210029
7.8,7.0,8.0,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,111110893
4.0,3.8,6.2,1.0,3.2,Lab. de Interconexão de Redes de Computadores,112210088
5.5,9.4,9.0,-1.0,8.0,Lab. de Interconexão de Redes de Computadores,112110031
7.7,5.2,9.3,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,112110037
5.0,9.3,8.0,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,109210285
6.3,7.6,7.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,112210874
6.2,8.0,6.7,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,109110108
0.0,8.0,6.0,5.4,5.0,Lab. de Interconexão de Redes de Computadores,107210013
6.8,6.7,5.6,3.8,5.4,Lab. de Interconexão de Redes de Computadores,111110074
5.7,3.4,8.6,3.6,5.0,Lab. de Interconexão de Redes de Computadores,112210460
5.3,8.6,7.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110025
7.2,7.3,7.9,-1.0,7.5,Lab. de Interconexão de Redes de Computadores,109210019
3.8,8.8,8.7,-1.0,7.1,Lab. de Interconexão de Redes de Computadores,109210036
5.8,8.2,7.0,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110023
5.3,10.0,9.0,-1.0,8.1,Lab. de Interconexão de Redes de Computadores,109110063
5.7,7.5,7.7,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,112110080
5.5,7.3,8.3,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108210312
5.8,7.4,7.7,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,110110118
7.0,6.9,7.3,-1.0,7.1,Lab. de Interconexão de Redes de Computadores,109110808
7.1,4.7,5.0,4.0,5.0,Lab. de Interconexão de Redes de Computadores,111210404
5.4,9.0,6.5,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,110110094
4.5,9.4,7.8,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,108210202
3.1,10.0,9.0,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,108210204
1.5,5.7,8.5,4.6,5.0,Lab. de Interconexão de Redes de Computadores,110110100
4.6,9.2,7.7,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,108210282
7.3,8.0,7.5,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,107210004
5.0,8.0,8.9,-1.0,7.3,Lab. de Interconexão de Redes de Computadores,108210003
5.1,5.8,8.0,4.2,5.5,Lab. de Interconexão de Redes de Computadores,108210039
8.3,8.0,8.9,-1.0,8.4,Lab. de Interconexão de Redes de Computadores,108110032
7.3,7.2,8.2,-1.0,7.6,Lab. de Interconexão de Redes de Computadores,108110031
6.5,4.0,8.8,5.8,6.2,Lab. de Interconexão de Redes de Computadores,108110019
2.1,4.7,7.7,5.3,5.0,Lab. de Interconexão de Redes de Computadores,111210057
5.0,7.2,7.0,5.0,5.8,Lab. de Interconexão de Redes de Computadores,108210022
4.6,10.0,7.5,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,108110015
7.3,8.0,8.9,-1.0,8.1,Lab. de Interconexão de Redes de Computadores,108210200
1.5,5.6,8.5,8.0,6.3,Lab. de Interconexão de Redes de Computadores,108110016
6.0,7.3,8.2,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,108110010
6.3,7.5,8.7,-1.0,7.5,Lab. de Interconexão de Redes de Computadores,108110013
3.0,8.0,8.9,5.0,6.0,Lab. de Interconexão de Redes de Computadores,111210419
2.3,10.0,8.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,111210090
3.0,8.6,9.3,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,106210162
3.3,10.0,8.8,-1.0,7.4,Lab. de Interconexão de Redes de Computadores,106210598
3.1,8.5,7.4,8.0,7.0,Lab. de Interconexão de Redes de Computadores,107110434
2.5,6.2,8.8,3.8,5.0,Lab. de Interconexão de Redes de Computadores,107210333
0.0,7.7,8.5,7.5,6.2,Lab. de Interconexão de Redes de Computadores,107210030
3.6,8.1,9.3,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108210351
5.8,7.0,8.8,-1.0,7.2,Lab. de Interconexão de Redes de Computadores,108210354
2.8,3.3,8.8,8.3,6.3,Lab. de Interconexão de Redes de Computadores,111210662
2.8,6.0,8.3,6.7,6.1,Lab. de Interconexão de Redes de Computadores,108110020
3.6,8.3,9.1,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,105110107
7.8,8.0,8.9,-1.0,8.2,Lab. de Interconexão de Redes de Computadores,108110003
4.1,8.0,8.8,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,108110001
3.5,3.4,7.1,5.8,5.1,Lab. de Interconexão de Redes de Computadores,107110030
4.3,6.0,9.0,3.1,5.1,Lab. de Interconexão de Redes de Computadores,109110112
3.6,8.7,8.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,106210158
2.1,9.2,9.6,-1.0,7.0,Lab. de Interconexão de Redes de Computadores,106210165
3.8,6.0,9.0,5.8,6.1,Lab. de Interconexão de Redes de Computadores,106210151
9.5,10.0,10.0,-1.0,9.8,Lab. de Engenharia de Software,108110020
9.0,7.9,9.0,-1.0,8.6,Lab. de Engenharia de Software,105210138
9.5,9.5,10.0,-1.0,9.7,Lab. de Engenharia de Software,108110023
9.0,8.5,9.0,-1.0,8.8,Lab. de Engenharia de Software,108210200
9.5,10.0,9.8,-1.0,9.8,Lab. de Engenharia de Software,108110016
9.5,10.0,9.1,-1.0,9.5,Lab. de Engenharia de Software,109110076
9.0,8.5,9.0,-1.0,8.8,Lab. de Engenharia de Software,108210204
8.2,7.9,9.1,-1.0,8.4,Lab. de Engenharia de Software,104210032
9.5,10.0,10.0,-1.0,9.8,Lab. de Engenharia de Software,110110093
8.2,7.9,9.1,-1.0,8.4,Lab. de Engenharia de Software,107210004
9.5,10.0,9.6,-1.0,9.7,Lab. de Engenharia de Software,107210333
9.5,10.0,9.6,-1.0,9.7,Lab. de Engenharia de Software,106210159
9.5,10.0,10.0,-1.0,9.8,Lab. de Engenharia de Software,107210007
9.0,8.5,8.4,-1.0,8.6,Lab. de Engenharia de Software,108210003
9.5,10.0,10.0,-1.0,9.8,Lab. de Engenharia de Software,107210016
8.7,5.0,9.1,-1.0,7.6,Lab. de Engenharia de Software,107210010
9.5,10.0,9.6,-1.0,9.7,Lab. de Engenharia de Software,107210013
9.5,10.0,10.0,-1.0,9.8,Lab. de Engenharia de Software,107210226
4.5,3.8,7.2,5.2,5.2,Lab. de Engenharia de Software,106210176
8.1,8.4,7.9,-1.0,8.1,Lab. de Engenharia de Software,111110923
7.9,8.4,7.9,-1.0,8.1,Lab. de Engenharia de Software,111210113
7.6,6.5,5.8,7.0,6.8,Lab. de Engenharia de Software,110110045
8.4,8.4,8.5,-1.0,8.4,Lab. de Engenharia de Software,109210285
8.4,8.4,8.5,-1.0,8.4,Lab. de Engenharia de Software,109210060
7.9,8.3,7.4,-1.0,7.9,Lab. de Engenharia de Software,111110086
6.1,7.5,7.5,-1.0,7.0,Lab. de Engenharia de Software,109110074
7.0,6.6,5.8,8.4,7.3,Lab. de Engenharia de Software,109150027
8.6,8.3,6.8,-1.0,7.9,Lab. de Engenharia de Software,109110120
8.3,8.3,6.8,-1.0,7.8,Lab. de Engenharia de Software,109110089
9.2,9.2,9.9,-1.0,9.4,Lab. de Engenharia de Software,110110076
9.2,9.2,9.9,-1.0,9.4,Lab. de Engenharia de Software,110110058
7.6,8.1,7.8,-1.0,7.8,Lab. de Engenharia de Software,108210353
7.7,8.5,7.4,-1.0,7.9,Lab. de Engenharia de Software,109110108
7.6,6.5,5.8,7.0,6.8,Lab. de Engenharia de Software,110110050
9.2,9.5,8.4,-1.0,9.0,Lab. de Engenharia de Software,110110116
8.4,7.3,8.6,-1.0,8.1,Lab. de Engenharia de Software,109210030
8.4,8.4,8.5,-1.0,8.4,Lab. de Engenharia de Software,109210019
8.4,8.5,7.7,-1.0,8.2,Lab. de Engenharia de Software,109210036
8.9,9.2,9.9,-1.0,9.3,Lab. de Engenharia de Software,110110110
9.2,9.5,8.4,-1.0,9.0,Lab. de Engenharia de Software,109110063
7.8,7.3,7.8,-1.0,7.6,Lab. de Engenharia de Software,107110032
6.3,7.4,7.2,-1.0,7.0,Lab. de Engenharia de Software,109110805
7.9,9.0,8.9,-1.0,8.6,Lab. de Engenharia de Software,112210955
8.1,7.6,7.4,-1.0,7.7,Lab. de Engenharia de Software,109210029
8.5,7.9,7.4,-1.0,7.9,Lab. de Engenharia de Software,110110049
5.1,4.0,1.4,-1.0,3.5,Lab. de Engenharia de Software,110110044
7.9,8.9,8.9,-1.0,8.6,Lab. de Engenharia de Software,110110047
8.7,9.0,9.1,-1.0,8.9,Lab. de Engenharia de Software,110110121
8.0,7.6,7.4,-1.0,7.7,Lab. de Engenharia de Software,111110088
8.7,9.0,9.1,-1.0,8.9,Lab. de Engenharia de Software,110110127
8.1,9.0,9.2,-1.0,8.8,Lab. de Engenharia de Software,109210065
7.2,9.0,8.7,-1.0,8.3,Lab. de Engenharia de Software,112110038
7.8,7.9,7.6,-1.0,7.8,Lab. de Engenharia de Software,112210120
7.8,7.9,7.6,-1.0,7.8,Lab. de Engenharia de Software,112110031
6.3,7.1,8.1,-1.0,7.2,Lab. de Engenharia de Software,110110085
7.9,7.6,7.4,-1.0,7.6,Lab. de Engenharia de Software,112110037
6.6,7.3,7.6,-1.0,7.2,Lab. de Engenharia de Software,110110087
7.8,7.9,7.6,-1.0,7.8,Lab. de Engenharia de Software,112110087
6.6,7.3,7.6,-1.0,7.2,Lab. de Engenharia de Software,110110973
6.6,7.3,7.6,-1.0,7.2,Lab. de Engenharia de Software,112110951
6.2,7.1,8.1,-1.0,7.1,Lab. de Engenharia de Software,110110132
7.8,2.1,0.0,-1.0,3.3,Lab. de Engenharia de Software,108210019
8.5,7.9,7.5,-1.0,8.0,Lab. de Engenharia de Software,110110052
8.5,7.9,7.5,-1.0,8.0,Lab. de Engenharia de Software,110110117
8.5,7.9,7.4,-1.0,7.9,Lab. de Engenharia de Software,111210066
6.6,7.3,7.6,-1.0,7.2,Lab. de Engenharia de Software,111110073
8.7,9.0,9.1,-1.0,8.9,Lab. de Engenharia de Software,110110114
7.8,7.9,7.6,-1.0,7.8,Lab. de Engenharia de Software,111110079
6.3,7.1,8.1,-1.0,7.2,Lab. de Engenharia de Software,110210079
8.1,7.8,7.7,-1.0,7.9,Lab. de Engenharia de Software,111210429
6.3,7.1,8.1,-1.0,7.2,Lab. de Engenharia de Software,110210526
8.7,9.0,9.1,-1.0,8.9,Lab. de Engenharia de Software,110110094
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109110075
7.3,7.3,7.3,-1.0,7.3,Lab. de Engenharia de Software,109110062
8.3,8.3,8.3,-1.0,8.3,Lab. de Engenharia de Software,109110029
7.3,7.3,7.3,-1.0,7.3,Lab. de Engenharia de Software,108210312
8.2,8.2,8.2,-1.0,8.2,Lab. de Engenharia de Software,109150038
9.4,9.4,9.4,-1.0,9.4,Lab. de Engenharia de Software,108210282
8.1,8.1,8.1,-1.0,8.1,Lab. de Engenharia de Software,109110115
8.5,8.5,8.5,-1.0,8.5,Lab. de Engenharia de Software,109110119
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109110118
8.2,8.2,8.2,-1.0,8.2,Lab. de Engenharia de Software,110110069
8.3,8.3,8.3,-1.0,8.3,Lab. de Engenharia de Software,109110066
9.0,9.0,9.0,-1.0,9.0,Lab. de Engenharia de Software,108210004
7.4,7.4,7.4,-1.0,7.4,Lab. de Engenharia de Software,110110123
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109210286
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109110054
8.1,8.1,8.1,-1.0,8.1,Lab. de Engenharia de Software,108210022
7.3,7.3,7.3,-1.0,7.3,Lab. de Engenharia de Software,109110073
7.6,7.6,7.6,-1.0,7.6,Lab. de Engenharia de Software,109110070
8.2,8.2,8.2,-1.0,8.2,Lab. de Engenharia de Software,108210202
9.4,9.4,9.4,-1.0,9.4,Lab. de Engenharia de Software,108210206
9.0,9.0,9.0,-1.0,9.0,Lab. de Engenharia de Software,111110893
9.1,9.1,9.1,-1.0,9.1,Lab. de Engenharia de Software,111210090
8.3,8.3,8.3,-1.0,8.3,Lab. de Engenharia de Software,109110084
7.4,7.4,7.4,-1.0,7.4,Lab. de Engenharia de Software,109210300
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109110085
9.4,9.4,9.4,-1.0,9.4,Lab. de Engenharia de Software,108110025
9.1,9.1,9.1,-1.0,9.1,Lab. de Engenharia de Software,109110122
8.1,8.1,8.1,-1.0,8.1,Lab. de Engenharia de Software,109110100
7.6,7.6,7.6,-1.0,7.6,Lab. de Engenharia de Software,107210030
8.3,8.3,8.3,-1.0,8.3,Lab. de Engenharia de Software,108210351
8.2,8.2,8.2,-1.0,8.2,Lab. de Engenharia de Software,109150001
7.9,7.9,7.9,-1.0,7.9,Lab. de Engenharia de Software,108210354
8.5,8.5,8.5,-1.0,8.5,Lab. de Engenharia de Software,109110068
8.2,8.2,8.2,-1.0,8.2,Lab. de Engenharia de Software,111210042
7.6,7.6,7.6,-1.0,7.6,Lab. de Engenharia de Software,111110074
8.1,8.1,8.1,-1.0,8.1,Lab. de Engenharia de Software,108210030
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109210034
9.0,9.0,9.0,-1.0,9.0,Lab. de Engenharia de Software,111110078
9.0,9.0,9.0,-1.0,9.0,Lab. de Engenharia de Software,108210211
9.6,9.6,9.6,-1.0,9.6,Lab. de Engenharia de Software,109110065
9.4,9.4,9.4,-1.0,9.4,Lab. de Engenharia de Software,108210334
7.2,7.2,7.2,-1.0,7.2,Lab. de Engenharia de Software,109210013
8.1,8.1,8.1,-1.0,8.1,Lab. de Engenharia de Software,108210039
7.6,7.6,7.6,-1.0,7.6,Lab. de Engenharia de Software,110110118
7.6,7.6,7.6,-1.0,7.6,Lab. de Engenharia de Software,109110808
6.1,6.1,6.1,5.3,5.8,Lógica Matemática,109210029
8.8,8.8,8.8,-1.0,8.8,Lógica Matemática,109210286
9.4,9.4,9.4,-1.0,9.4,Lógica Matemática,109210300
6.2,6.2,6.2,5.5,5.9,Lógica Matemática,109110092
8.2,8.2,8.2,-1.0,8.2,Lógica Matemática,109210034
9.4,9.4,9.4,-1.0,9.4,Lógica Matemática,109110063
7.0,7.0,7.0,-1.0,7.0,Lógica Matemática,109150038
8.9,8.9,8.9,-1.0,8.9,Lógica Matemática,109210065
7.0,7.0,7.0,-1.0,7.0,Lógica Matemática,109110066
5.3,5.3,5.3,4.6,5.0,Lógica Matemática,110110045
5.9,5.9,5.9,5.6,5.8,Lógica Matemática,107110032
2.2,2.2,2.2,-1.0,2.2,Lógica Matemática,109110800
0.7,0.7,0.7,-1.0,0.7,Lógica Matemática,108210348
5.6,5.6,5.6,5.0,5.4,Lógica Matemática,110210126
6.5,6.5,6.5,7.0,6.7,Lógica Matemática,108210353
7.4,7.4,7.4,-1.0,7.4,Lógica Matemática,109110108
6.1,6.1,6.1,6.3,6.2,Lógica Matemática,109110089
7.7,7.7,7.7,-1.0,7.7,Lógica Matemática,109150001
6.4,3.7,5.7,5.0,5.4,Lógica Matemática,109110095
6.0,5.3,5.8,4.8,5.4,Lógica Matemática,110210110
4.2,7.5,5.0,5.3,5.1,Lógica Matemática,112150440
6.5,10.0,7.4,-1.0,7.4,Lógica Matemática,110210114
5.4,6.0,5.6,7.8,6.5,Lógica Matemática,110210390
4.5,10.0,5.9,5.5,5.7,Lógica Matemática,110210391
2.3,2.8,2.5,-1.0,2.4,Lógica Matemática,110110065
4.8,3.7,4.5,3.0,3.9,Lógica Matemática,110110044
8.9,10.0,9.2,-1.0,9.2,Lógica Matemática,110110047
5.0,10.0,6.3,4.5,5.6,Lógica Matemática,110210091
5.7,4.2,5.3,7.8,6.3,Lógica Matemática,112110922
4.9,7.2,5.4,6.5,5.9,Lógica Matemática,109210009
7.8,10.0,8.4,-1.0,8.4,Lógica Matemática,110110052
6.1,9.7,7.0,-1.0,7.0,Lógica Matemática,110110129
6.6,9.0,7.2,-1.0,7.2,Lógica Matemática,110150167
3.8,5.5,4.3,2.0,3.3,Lógica Matemática,108210207
6.7,3.3,5.9,7.8,6.7,Lógica Matemática,111110139
5.8,8.5,6.5,5.5,6.1,Lógica Matemática,112110038
8.2,9.8,8.6,-1.0,8.6,Lógica Matemática,110210047
6.0,10.0,7.0,-1.0,7.0,Lógica Matemática,111210120
6.0,10.0,7.0,-1.0,7.0,Lógica Matemática,110210068
5.6,9.6,6.6,3.5,5.4,Lógica Matemática,110110080
7.6,7.5,7.6,-1.0,7.6,Lógica Matemática,110110087
6.6,10.0,7.5,-1.0,7.5,Lógica Matemática,110210061
6.6,8.9,7.2,-1.0,7.2,Lógica Matemática,110110974
4.7,6.8,5.2,6.0,5.5,Lógica Matemática,109210422
6.7,9.5,7.4,-1.0,7.4,Lógica Matemática,110210105
7.8,10.0,8.3,-1.0,8.3,Lógica Matemática,110110853
5.9,5.6,5.8,8.5,6.9,Lógica Matemática,110110973
7.2,6.8,7.1,-1.0,7.1,Lógica Matemática,110110851
4.9,10.0,6.2,3.1,5.0,Lógica Matemática,110210380
5.7,6.7,5.9,6.5,6.1,Lógica Matemática,110210080
6.0,5.5,5.9,4.5,5.3,Lógica Matemática,109150028
7.8,9.1,8.1,-1.0,8.1,Lógica Matemática,112110952
5.1,9.9,6.3,7.3,6.7,Lógica Matemática,110110070
6.1,5.5,6.0,5.3,5.7,Lógica Matemática,108210019
8.8,10.0,9.1,-1.0,9.1,Lógica Matemática,110110078
6.1,6.6,6.2,4.3,5.4,Lógica Matemática,110110053
5.8,6.3,5.9,10.0,7.5,Lógica Matemática,110110050
8.1,10.0,8.6,-1.0,8.6,Lógica Matemática,110110117
4.3,9.8,5.7,6.0,5.8,Lógica Matemática,111210066
7.8,7.8,7.8,-1.0,7.8,Lógica Matemática,111110073
6.9,8.5,7.3,-1.0,7.3,Lógica Matemática,111210061
7.1,9.7,7.8,-1.0,7.8,Lógica Matemática,110210060
7.7,6.6,7.4,-1.0,7.4,Lógica Matemática,111210429
7.8,4.6,7.0,-1.0,7.0,Lógica Matemática,110210075
6.7,10.0,7.5,-1.0,7.5,Lógica Matemática,110210072
3.6,3.1,3.5,-1.0,3.5,Lógica Matemática,110110096
8.1,6.2,7.6,-1.0,7.6,Lógica Matemática,110110095
4.0,2.8,7.5,2.5,3.8,Lógica Matemática,111110928
5.7,10.0,10.0,-1.0,7.0,Lógica Matemática,112110920
5.6,4.3,9.0,6.0,6.1,Lógica Matemática,111110922
