"","MEDIA.1108089","MEDIA.1108090","MEDIA.1109035","MEDIA.1109049","MEDIA.1109053","MEDIA.1109103","MEDIA.1109113","MEDIA.1114107","MEDIA.1114114","MEDIA.1305218","MEDIA.1305219","MEDIA.1305220","MEDIA.1307151","MEDIA.1411167","MEDIA.1411168","MEDIA.1411169","MEDIA.1411170","MEDIA.1411171","MEDIA.1411172","MEDIA.1411173","MEDIA.1411174","MEDIA.1411175","MEDIA.1411176","MEDIA.1411177","MEDIA.1411178","MEDIA.1411179","MEDIA.1411180","MEDIA.1411181","MEDIA.1411182","MEDIA.1411183","MEDIA.1411184","MEDIA.1411185","MEDIA.1411186","MEDIA.1411187","MEDIA.1411188","MEDIA.1411189","MEDIA.1411190","MEDIA.1411191","MEDIA.1411192","MEDIA.1411193","MEDIA.1411194","MEDIA.1411195","MEDIA.1411196","MEDIA.1411197"
"MEDIA.1108089",1,0.378835437632991,0.39027193183405,0.46426598163078,0.426802030541325,0.515230161474149,0.416621463267571,0.356497218516951,0.440354278579978,0.193255756308389,0.0248207523352012,0.145931184755583,0.19469983514897,0.232614085973825,0.443712894838912,0.160428403983867,0.338795075155841,0.326524519404226,0.341976457120935,0.342430025394618,0.429302229881619,0.294228615426755,0.371629460396456,0.1993216871127,0.369734671063527,0.40720725077775,0.240057013655674,0.417614649971196,0.218786158449627,0.221244651234516,0.244438417691551,0.199150790548937,0.136186257297894,0.367270516144071,0.142583743520624,0.216154527360891,0.239247787257219,0.244568846133664,0.275202903537725,0.323604358930996,0.324208387743755,0.115059786693912,0.326450293594652,0.318577112033609
"MEDIA.1108090",0.378835437632991,1,0.205808497622283,0.37425356597228,0.325196202113883,0.231581067850711,0.298522398084442,0.368789368963078,0.348748444494311,0.14716229551548,0.240996901598603,0.107069920767509,0.0438355098513491,0.13288875533425,0.310601395016795,0.301190087687181,0.304871695865421,0.362994807571617,0.304761877586919,0.367752592450275,0.30732839342105,0.313149093233898,0.175073793344289,0.272303170211688,0.311333160881031,0.365516842789631,0.158177130221464,0.187106355997186,0.206771044810218,0.179628116020875,0.182027825263664,0.185823419723286,0.0809116344106408,0.461476112244597,0.226109037791808,0.143163997086276,0.197721281272297,0.182019858971715,0.213252384754254,0.331110656002188,0.198005587099468,0.13213572712431,0.344866886706492,0.367613471042121
"MEDIA.1109035",0.39027193183405,0.205808497622283,1,0.567440650909483,0.525672075158555,0.823407949713299,0.573304803043239,0.418761925293907,0.351915473398742,0.310632723848554,0.0577956759291467,0.159783176664971,0.501007125493648,0.565101899844545,0.494532324611095,0.201499216223202,0.408985425982473,0.424473017449173,0.442450571113895,0.484938400241464,0.695021526044425,0.287626860839186,0.419077460512741,0.143030972055807,0.372888601824076,0.464111554107931,0.571999768124118,0.507198517775093,0.186692708163665,0.20057003554628,0.228406609620581,0.218555061290585,0.178321612361609,0.17719616339012,0.41602085155005,0.318494938359327,0.216934694793853,0.228282307518971,0.235146220312461,0.347550780716718,0.31191624713683,0.425938089838712,0.28693472613698,0.397739815205696
"MEDIA.1109049",0.46426598163078,0.37425356597228,0.567440650909483,1,0.600667955363307,0.628710630749167,0.585027402926198,0.602679699901067,0.550700276506942,0.255691417611464,0.0851379209534867,0.0895226043300445,0.225588604351338,0.363837974758194,0.4614608843558,0.394738686141845,0.37163592489088,0.530338156961704,0.552333980225468,0.587678341982854,0.507052272709026,0.476235390390181,0.437066431475594,0.239481182320633,0.520478706337246,0.569882393505659,0.381269370970371,0.470656628903804,0.312894818606938,0.264099722871564,0.285214794004453,0.226716616165549,0.155752906105936,0.344695070544828,0.289784548357765,0.342477294942301,0.372450850698206,0.285271227126864,0.338472056639007,0.444789338082518,0.433208647110259,0.489256572884678,0.302838241194275,0.411157595285854
"MEDIA.1109053",0.426802030541325,0.325196202113883,0.525672075158555,0.600667955363307,1,0.558220252197885,0.599446745761183,0.5157554687695,0.438316877496256,0.289813512324703,0.0658627497786992,0.0617098991708486,0.241779778709472,0.386621529401631,0.475942704183114,0.281704182459728,0.383645129198896,0.545407163954153,0.5414324285944,0.568984593474402,0.502018634873866,0.345831179250223,0.356054290251746,0.223035079397862,0.412898655752694,0.53743562218608,0.405875444990503,0.467618345937312,0.271450291253624,0.196873746936926,0.195023573805933,0.124529447494262,0.135970475983741,0.314577716885932,0.268864563105785,0.303059191307247,0.219844405248906,0.194979507758076,0.267654277358292,0.361275159556413,0.324623866062147,0.422624071606298,0.218993699173163,0.210689828761906
"MEDIA.1109103",0.515230161474149,0.231581067850711,0.823407949713299,0.628710630749167,0.558220252197885,1,0.594845248171206,0.475705901980282,0.392295388807912,0.253638100475098,0.0263640743550377,0.162948616534341,0.453560856047759,0.579549066429734,0.552817297677863,0.165009632273445,0.437180078770496,0.480468309021385,0.504421933004525,0.481141484495657,0.694529134026491,0.337855857467567,0.476696025048935,0.0954767862671718,0.419489697910733,0.527781788531901,0.584727190402815,0.563886712040434,0.257082811830119,0.176050954434566,0.292203653370586,0.154878208216028,0.123762908528956,0.303463749347756,0.322264470348581,0.3151034664655,0.239941010551593,0.292143779084763,0.244547960057581,0.366644627820807,0.370219838645849,0.371942654987853,0.221438661576169,0.30734398128307
"MEDIA.1109113",0.416621463267571,0.298522398084442,0.573304803043239,0.585027402926198,0.599446745761183,0.594845248171206,1,0.515005562553947,0.48739191675042,0.332077728811389,0.168149060512203,0.17919189512563,0.283705393822919,0.538631382789553,0.555515405441953,0.420187781539142,0.51948195747912,0.593723963725905,0.580386173829201,0.548358409589871,0.622416111296854,0.385014150395057,0.302301056488911,0.27492220508559,0.433491465808515,0.545375709035579,0.534812544352685,0.440756617863803,0.332187711793224,0.322663946740796,0.254132500496998,0.237193954572838,0.186550152142553,0.413701971647281,0.319865713606731,0.338698373050271,0.340572779038892,0.254107017573091,0.331511113826686,0.428490897577206,0.433922637152358,0.495131113998381,0.305755341122379,0.344423338788786
"MEDIA.1114107",0.356497218516951,0.368789368963078,0.418761925293907,0.602679699901067,0.5157554687695,0.475705901980282,0.515005562553947,1,0.488942778096282,0.205092290765342,0.114246916651423,0.104951734835059,0.281486513234683,0.365292153637443,0.415745638694413,0.351579292016758,0.323460282176411,0.5795717411598,0.614136826295141,0.628369569866922,0.427619428914675,0.48595002817237,0.31440590545628,0.287999958134901,0.536859178913139,0.59652781307719,0.380452371795534,0.311737873445203,0.361035180035164,0.2850416740186,0.338536156776465,0.167202080510457,0.182749824502498,0.411494546491772,0.336632621059848,0.473553171193104,0.364551318946239,0.338407339301706,0.47793250076918,0.493575346733946,0.513355703366898,0.460997460140381,0.396220594796486,0.241644385007424
"MEDIA.1114114",0.440354278579978,0.348748444494311,0.351915473398742,0.550700276506942,0.438316877496256,0.392295388807912,0.48739191675042,0.488942778096282,1,0.281067648825999,0.163407284995773,0.183390309233081,0.302448682334768,0.317939972564832,0.372197831240135,0.376709992437566,0.477495087611886,0.457222034776582,0.419571864154591,0.597922708481818,0.369144903273018,0.517350707949385,0.262443707373008,0.399288433460227,0.419351726088495,0.434268699474941,0.284213494814016,0.273603967118852,0.416143667213266,0.32932748439907,0.366066333452676,0.253967676109034,0.297402846028639,0.464406922544096,0.371115501858433,0.525040090492681,0.482874845709027,0.366316624732812,0.519707458709454,0.517599877455501,0.492720253765444,0.444427711823167,0.489519610993197,0.36080819138456
"MEDIA.1305218",0.193255756308389,0.14716229551548,0.310632723848554,0.255691417611464,0.289813512324703,0.253638100475098,0.332077728811389,0.205092290765342,0.281067648825999,1,0.14058801393888,0.223577347536587,0.415879648790097,0.302461510351467,0.319047970173869,0.103092636730285,0.299734729131131,0.220370997013883,0.220301177683468,0.308245763713078,0.400119748832906,0.220714486431938,0.38905615383721,0.300332608237733,0.281630412577902,0.26723132908788,0.303497044982142,0.279996024767013,0.0880309239109618,0.219797672048563,0.141992709161467,0.175128149029645,0.261740117773721,0.0927182278938992,0.22962271489867,0.191430584492561,0.201189505037826,0.141992709161467,0.337739021370344,0.215061875151088,0.329800336833758,0.266712646949529,0.261908738404797,0.249307102812984
"MEDIA.1305219",0.0248207523352012,0.240996901598603,0.0577956759291467,0.0851379209534867,0.0658627497786992,0.0263640743550377,0.168149060512203,0.114246916651423,0.163407284995773,0.14058801393888,1,0.23180884852784,0.0371307679029283,0.111664812048195,0.118216895301948,0.250474008702789,0.239917818905865,0.228109768836891,0.110416228391016,0.17385639017904,0.125412680843831,0.230606344713877,-0.0631112694647571,0.187991573728978,0.11471997665891,0.0820004820665421,0.137820790294024,-0.0292732151962837,0.189033308485615,0.133401640917295,0.16799790779448,0.125715861461567,0.11284279701902,0.249408933057443,0.160757593272481,0.119021681528943,0.263417228440522,0.1696209158278,0.196841966718867,0.28776410485879,0.206230986628832,0.0839617759070604,0.345558144544266,0.299638843079797
"MEDIA.1305220",0.145931184755583,0.107069920767509,0.159783176664971,0.0895226043300445,0.0617098991708486,0.162948616534341,0.17919189512563,0.104951734835059,0.183390309233081,0.223577347536587,0.23180884852784,1,0.273644106801876,0.212654218896316,0.175255667329322,0.136191273868791,0.187651978426778,0.142775336100796,0.0458258562866221,0.215663074344092,0.21289620238905,0.203517586870924,0.236329734332042,0.250904043090024,0.0817276719196415,0.0602125936356535,0.184963299556038,0.211819650522739,0.144691490663029,0.187541391849684,0.16181361048936,0.220664393805896,0.229213036989456,0.161496291005719,0.223729831073732,0.130652708439526,0.229835328113752,0.16539319993467,0.204831825831595,0.194911115499672,0.202445248505144,0.216102388877917,0.271301007260828,0.272564825325541
"MEDIA.1307151",0.19469983514897,0.0438355098513491,0.501007125493648,0.225588604351338,0.241779778709472,0.453560856047759,0.283705393822919,0.281486513234683,0.302448682334768,0.415879648790097,0.0371307679029283,0.273644106801876,1,0.434063358607769,0.335757291230202,-0.062050282157053,0.234124135185537,0.126528721884151,0.248325166125881,0.353336934407002,0.533774910536272,0.28492733335005,0.458792775331968,0.269077030093621,0.342486152869216,0.291173815476811,0.408079078320306,0.432020375099202,0.126309781647078,0.100000020216571,0.195017460962621,0.187679426871089,0.196971337206315,0.118699321280283,0.265686213603335,0.125206091467796,0.148142176831565,0.194759352371007,0.242852721074319,0.243512951541195,0.325645032203941,0.180010622082241,0.146886265016204,0.200994104771035
"MEDIA.1411167",0.232614085973825,0.13288875533425,0.565101899844545,0.363837974758194,0.386621529401631,0.579549066429734,0.538631382789553,0.365292153637443,0.317939972564832,0.302461510351467,0.111664812048195,0.212654218896316,0.434063358607769,1,0.538828093898604,0.268889484323176,0.449206780866737,0.461051523490693,0.543640899515786,0.395413122836642,0.702381104708867,0.307773311885578,0.269603780379509,0.23641790130502,0.364393481729894,0.480187728318509,0.947151603949244,0.386409325034534,0.279486001126829,0.366638759160186,0.292413316021798,0.233867528693588,0.138839418596172,0.367253604240875,0.29122871053146,0.286406233270142,0.396807688105613,0.292324826232927,0.355464298908685,0.371219373752251,0.467514653711297,0.374005593347803,0.250812758447372,0.318008679929929
