media,CODIGO,matricula,PeriodoRelativo
5,1411179,1091479,5
5.3,1411179,11012,3
7.1,1411179,1092675,4
3.8,1411179,1092714,4
5,1411179,1111443,1
7.6,1411179,1101108,3
5.2,1411179,1092362,4
9.9,1411179,1101669,3
7,1411179,1092749,4
9.6,1411179,1101771,3
7,1411179,1092398,4
7,1411179,1111487,1
3.8,1411179,1092123,4
5,1411179,1091598,5
5,1411179,1092513,4
5,1411179,1092483,4
7.5,1411179,1101335,3
7.6,1411179,1101687,3
7.3,1411179,110142,3
7.2,1411179,1101682,3
8,1411179,1101254,3
7,1411179,1111384,3
0.4,1411179,1111307,3
5.6,1411179,112140,1
4,1411179,1102657,4
8.3,1411179,111160,3
7.2,1411179,1111777,3
5.8,1411179,1111504,3
7.7,1411179,111198,3
7,1411179,111193,3
7.3,1411179,1111189,3
7.2,1411179,1111412,3
7,1411179,1111715,3
8.5,1411179,1111145,3
5.1,1411179,1112627,2
7,1411179,1111533,3
8,1411179,111177,3
7,1411179,1111588,3
5.5,1411179,1111442,3
7,1411179,1101793,5
7.5,1411179,1111122,3
8.6,1411179,1111632,3
7.2,1411179,1111629,3
5,1411179,1111724,3
4.4,1411179,1102354,4
7,1411179,1111265,3
7.3,1411179,1111440,3
7.5,1411179,1112757,2
7.3,1411179,1111472,3
5.1,1411179,1102291,4
0.3,1411179,1101545,5
7.8,1411179,1102538,4
4,1411179,1102719,4
2.2,1411179,1102730,4
4.1,1411179,1102498,4
1,1411179,1101535,5
7.7,1411179,1111736,3
5.1,1411179,1111344,3
8.5,1411179,1111519,3
4.1,1411179,1101502,5
7.1,1411179,1111656,3
1.8,1411179,1102727,4
7.1,1411179,1111397,3
8.7,1411179,1111394,3
2,1411179,1111134,3
10,1411179,1111540,3
8.3,1411179,1111745,3
8.8,1411179,1111615,3
5,1411179,1121740,1
3.6,1411179,1092559,6
7.6,1411179,1111684,3
3.2,1411179,1101708,5
2.1,1411179,1102147,5
7.9,1411179,1102657,5
5.1,1411179,112172,2
5.1,1411179,1111376,4
7.9,1411179,1112337,3
8.7,1411179,1112256,3
6.2,1411179,1111197,4
6,1411179,1112549,3
6.1,1411179,1122528,1
8,1411179,1112784,3
2.8,1411179,1102583,5
7.5,1411179,1112235,3
7,1411179,111113,4
8.4,1411179,1112726,3
8.1,1411179,1112500,3
6.3,1411179,111159,4
3.3,1411179,111188,4
2.4,1411179,111153,4
3.1,1411179,1111721,4
8.8,1411179,1112206,3
7.5,1411179,1112680,3
7.1,1411179,1122137,1
6.2,1411179,1112649,3
6.6,1411179,1112489,3
5.2,1411179,111225,3
7,1411179,1112783,3
6.4,1411179,1112388,3
7.7,1411179,1112328,3
2.5,1411179,1112286,3
5.5,1411179,1112746,3
2.8,1411179,1101545,6
6.5,1411179,1111395,4
7.3,1411179,1102730,5
5.4,1411179,1102498,5
5.1,1411179,1112257,3
2.4,1411179,1101502,6
5.5,1411179,1102727,5
8.5,1411179,1112611,3
3.8,1411179,1112180,3
5.1,1411179,1122413,1
6.5,1411179,1121422,2
7,1411179,1122330,1
7.4,1411179,1112468,3
6.5,1411179,1102639,5
7,1411179,1092559,7
7.5,1411179,1112448,3
1.1,1411179,1102621,5
7.8,1411179,1112248,3
5.5,1411179,1101708,6
2.9,1411179,1102113,5
8.4,1411179,1112239,3
6.3,1411179,1112196,3
5,1411179,1102475,3
8.1,1411179,1102640,3
5,1411179,1102534,3
8,1411179,1102596,3
5,1411179,1102741,3
5.6,1411179,1102718,3
5.2,1411179,1101692,4
5.2,1411179,1102779,3
7.8,1411179,1102554,3
9.2,1411179,1101782,4
4.1,1411179,1102547,3
2.1,1411179,110147,4
5.1,1411179,1102522,3
6.1,1411179,1102775,3
3.2,1411179,1101548,4
7.1,1411179,1112485,1
3.9,1411179,1102541,3
5.1,1411179,1102572,3
6,1411179,1101207,4
7.5,1411179,1102706,3
8.8,1411179,1102120,3
5,1411179,1102453,3
7.4,1411179,11027,3
1.6,1411179,1102354,3
6.4,1411179,1101318,4
3.9,1411179,1111134,2
5.4,1411179,1101722,4
5.8,1411179,1102262,3
5.4,1411179,1101450,4
7.9,1411179,110251,3
7.1,1411179,1102341,3
8.7,1411179,1101651,4
7.2,1411179,1112261,1
4.2,1411179,1102291,3
2.5,1411179,1102538,3
5.2,1411179,1102678,3
7.7,1411179,1102454,3
5.1,1411179,1102695,3
9,1411179,1102606,3
7.7,1411179,1101128,4
7.5,1411179,1101247,4
8.6,1411179,1102334,3
4.5,1411179,1101502,4
5.2,1411179,110265,3
6,1411179,110133,4
5.9,1411179,1101278,4
7.1,1411179,111129,2
1.2,1411179,1092276,5
5,1411179,1112589,1
5.5,1411179,111283,1
5.5,1411179,1101437,4
7.8,1411179,1102342,3
4,1411179,1101372,4
8.6,1411179,1102416,3
7.3,1411179,1102605,3
7.5,1411179,1102410,3
1,1411179,1101708,4
9,1411179,1102635,3
5,1411179,1102561,3
7.1,1411179,1102351,3
9.3,1305033,1101681,3
5.6,1305033,1062236,10
9.3,1305033,1111146,1
7.8,1305033,1092597,4
5.6,1305033,1111292,1
8.5,1305033,1082310,6
9,1305033,1101502,3
9,1305033,1102554,2
8.8,1305033,1072347,8
9,1305033,108262,6
8.3,1305033,1102518,4
8.3,1305033,1052523,14
7.3,1305033,1111197,3
8.3,1305033,1052181,14
9.3,1305033,1081609,9
7,1305033,1121422,1
8.3,1305033,1102706,4
9.5,1305033,1081578,9
8,1305033,1102779,4
7.3,1305033,112141,1
7,1305033,1112646,2
8.3,1305033,1101788,5
8.3,1305033,1112445,2
9.5,1305033,1081683,9
9,1305033,1091720,7
9.5,1305033,1081400,9
7.5,1305033,1081178,9
7.3,1305033,1112193,2
9.5,1305033,1092398,6
8,1305033,1112250,2
8.8,1305033,1072244,10
9.1,1305033,112140,2
7.7,1305033,1122560,1
8,1305033,1102147,5
7.3,1305033,1102741,5
7.3,1305033,1111189,4
7,1305033,1101151,6
7.2,1305033,1102572,5
7.2,1305033,1122433,1
7.5,1305033,112132,2
7.5,1305033,1101750,6
7.5,1305033,1121174,2
9.3,1305033,1121409,2
7.5,1305033,1102453,5
7.8,1305033,1102262,5
7.9,1305033,1112114,3
8,1305033,1102621,5
7,1305033,1121558,2
7.8,1305033,1111656,4
7.7,1305033,107246,11
8.6,1305033,111197,4
9.5,1305033,1112611,3
8.2,1305033,1072211,11
7.2,1305033,1122273,1
8,1305033,1101220,6
8.9,1305033,1112783,3
7.8,1305033,1101708,6
9,1305033,1112196,3
9,1305033,1092675,5
8.5,1305033,1091368,6
8.3,1305033,1112485,1
8,1305033,1102612,3
8,1305033,1092251,5
7.5,1305033,111169,2
9,1305033,1081510,8
7.5,1305033,1102354,3
8,1305033,1111105,2
8.5,1305033,1102772,3
9,1305033,107296,9
8.5,1305033,1072641,9
7.3,1305033,109131,6
7.5,1305033,1072508,9
7.8,1305033,1102547,3
8.5,1305033,1072550,9
10,1411204,1081683,9
8,1411204,1091569,7
9.1,1411204,1081400,9
7.5,1411204,112141,1
9.6,1411204,1082216,8
9,1411204,1081178,9
9.2,1411204,1101591,5
10,1411204,1081578,9
9.6,1411204,1071421,11
10,1411204,107296,10
8.8,1411204,1082587,8
9,1411204,1082747,8
9.4,1411204,1082767,8
9.4,1411204,1072550,10
8.5,1411204,1072703,10
8.3,1411204,1062531,12
8.5,1304122,1102541,3
9.5,1304122,1102373,3
8,1411266,1091457,5
8.1,1411266,1062290,10
8.5,1411266,1111146,1
8.3,1411266,1051259,13
7.4,1411266,1042694,14
8.3,1411266,1091569,5
8.4,1411266,106278,10
8.1,1411266,1071309,9
9.2,1411266,108262,6
8.3,1411266,1072211,8
8.4,1411266,110185,5
8.4,1411266,1082767,8
8.3,1411266,1081510,9
8.4,1411266,1112622,2
8,1411266,1081241,9
7.7,1411266,1081332,9
8.6,1411266,1082216,8
8.5,1411266,1091364,7
8,1411266,1081190,9
8.5,1411266,1082789,8
7.8,1411266,1081539,9
8.4,1411266,1082303,8
8.5,1411266,1111105,3
8.4,1411266,1102772,4
7.4,1411266,108218,8
8.3,1411266,1072624,10
8.3,1411266,1082747,8
7.2,1411266,1062531,12
7.9,1411266,1091461,7
7.8,1411266,1062626,12
5.7,1411244,11015,3
5.1,1411244,1111293,1
7.6,1411244,1082587,6
7.7,1411244,1071580,9
6.5,1411244,107163,9
7.6,1411244,1081765,7
6.6,1411244,1091144,5
7.6,1411244,1081521,7
7.6,1411244,1082192,6
7.7,1411244,1081510,7
7.6,1411244,1082789,6
7.1,1411244,1071424,9
7.7,1411244,1071182,9
7.1,1411244,1071436,9
7.7,1411244,1071625,9
7.7,1411244,1071686,9
7.4,1411244,110185,3
6.4,1411244,1062158,10
7.7,1411244,1072356,8
8.1,1411244,1072229,8
7.7,1411244,107246,8
6.6,1411244,1091461,5
6.4,1411244,1062290,10
5.7,1411244,1062236,10
7.7,1411244,1081763,7
7.6,1411244,1082100,6
7.6,1411244,1081645,7
8.1,1411244,107156,9
7.1,1411244,1071209,9
8.1,1411244,1072703,8
7,1411244,108138,9
8.5,1411244,1081400,9
8.5,1411244,1081241,9
8.5,1411244,1081332,9
8.5,1411244,1081178,9
8.5,1411244,1081190,9
8.5,1411244,1081186,9
7,1411244,1082156,8
8.5,1411244,1081539,9
7,1411244,1091553,7
7.5,1411244,1102772,4
7,1411244,1052181,14
7.5,1411244,1062704,12
7.5,1411244,1062531,12
7.5,1411244,1062626,12
8.5,1411244,111169,3
7,1411244,1072211,10
8,1411244,1091476,8
7.7,1411244,1091150,8
7.7,1411244,1091631,8
7.7,1411244,1091577,8
8,1411244,1091648,8
8,1411244,107296,11
8,1411244,1072460,11
8,1411244,1091230,8
8,1411244,1072550,11
7.7,1411244,1081683,8
6.1,1411244,111115,2
7.6,1411244,1111292,2
6.6,1411244,1111234,2
7.3,1411244,107217,9
7.8,1411244,1051259,14
7,1411244,1101591,4
5,1411244,1101220,4
7.8,1411244,1111105,2
6.5,1411244,1052523,13
7.6,1411244,1071268,10
7,1411244,1091569,6
7.7,1411244,1072274,9
7.7,1411244,1072641,9
6.6,1411244,1072624,9
7.7,1411244,1072404,9
7.2,1411244,1061358,12
6.6,1411244,1112345,1
7.2,1411244,106261,11
3.5,1411244,1071325,10
7.6,1411175,1091133,5
8.3,1411175,1092288,4
7.6,1411175,1091490,5
8.4,1411175,1091300,5
7.6,1411175,1091691,5
7,1411175,108262,6
8.2,1411175,1092107,4
7.6,1411175,1091768,5
8.5,1411175,1091756,5
7.4,1411175,10928,4
7.5,1411175,1111105,1
8,1411175,1091565,5
5,1411175,1102520,2
8.9,1411175,1092275,4
5.1,1411175,108267,6
7.4,1411175,1091668,5
7.4,1411175,1091461,5
7.8,1411175,1092427,4
7,1411175,1091439,5
5.5,1411175,111169,1
8.5,1411175,1082346,6
8.1,1411175,1091631,5
7.6,1411175,1091577,5
8,1411175,1071664,9
6.4,1411175,109131,5
6.3,1411175,1102475,4
5.3,1411175,1102596,4
6,1411175,1101151,5
5.2,1411175,1101219,5
8.4,1411175,1101782,5
7.2,1411175,110133,5
7,1411175,108218,8
7.8,1411175,1111653,3
7.3,1411175,1121266,1
6.3,1411175,1101722,5
3.4,1411175,109250,6
7.8,1411175,110251,4
8.1,1411175,1101651,5
7.3,1411175,1101447,5
7,1411175,1102454,4
7.1,1411175,112189,1
7.4,1411175,1102606,4
7.4,1411175,1101247,5
8.2,1411175,1102334,4
7.5,1411175,110137,5
5.7,1411175,1101278,5
6.4,1411175,1121511,1
5.6,1411175,1112261,2
7.4,1411175,111129,3
5.4,1411175,1121655,1
1.6,1411175,1102342,4
6,1411175,1121558,1
7.1,1411175,1102416,4
3.9,1411175,1091116,7
6.6,1411175,1102410,4
7.9,1411175,1102635,4
7.3,1411175,1111384,4
5.4,1411175,1121174,2
4.2,1411175,1122349,1
7,1411175,1122556,1
5.2,1411175,1111412,4
8.5,1411175,1112485,3
5,1411175,1112627,3
7.9,1411175,111177,4
7,1411175,1111442,4
8.6,1411175,1101793,6
7,1411175,1101478,6
8,1411175,1111632,4
8.2,1411175,11027,5
5.4,1411175,1081191,10
6.8,1411175,1102605,5
7.6,1411175,1101450,6
5.9,1411175,109250,7
6.7,1411175,1112757,3
8.2,1411175,1111588,4
5.8,1411175,1101104,6
7,1411175,1121127,2
5.4,1411175,1111684,4
8.8,1411175,1111519,4
7,1411175,1122754,1
8.2,1411175,1111394,4
7.3,1411175,1121484,2
8.9,1411175,1111540,4
8.6,1411175,1111745,4
6.7,1411175,1121264,2
7.6,1411175,1122205,1
8.6,1411175,1092398,7
5.4,1411175,1072244,11
7.2,1411175,1102351,5
7,1411175,1111210,2
6.6,1411175,1101503,4
7.5,1411175,1101697,4
7.1,1411175,107220,9
6.2,1411175,1101335,4
7.3,1411175,1101301,4
4.6,1411175,1101151,4
7.1,1411175,1091530,6
5.1,1411175,1101167,4
7.5,1411175,1092355,5
7.1,1411175,1091203,6
5.3,1411175,1111146,2
7.4,1411175,1101689,4
8.4,1411175,1101750,4
9.7,1411175,1101771,4
8.7,1411175,1092352,5
7.2,1411175,1111532,2
5.4,1411175,109173,6
5.4,1411175,1112200,1
8.1,1411175,1101281,4
5,1411175,1092742,5
7,1411175,1101295,4
4.5,1411175,1101737,4
4.6,1411175,1091116,6
6.1,1411175,1091364,6
7,1411175,1112459,1
7.4,1411175,1101514,4
7.3,1411175,1101179,4
7.4,1411175,1101108,4
5.3,1411175,1082497,7
7.4,1411175,1101607,4
5.9,1411175,11012,4
7,1411175,1101370,4
7.6,1411175,1101297,4
7.1,1411175,1111443,2
8.4,1411175,1092212,5
7.5,1411175,1092380,5
7,1411175,109245,5
8.4,1411175,1101669,4
5.9,1411175,1111304,2
6.9,1411175,110142,4
7.4,1411175,109187,6
7,1411175,1101379,4
7.1,1411175,1092103,5
5,1411175,1092513,5
7.2,1411175,1091744,6
4.6,1411175,1072244,9
7.7,1411175,1101408,4
8.4,1411175,1101682,4
8.9,1411182,1091133,5
9.9,1411182,1092288,4
7.1,1411182,1091490,5
7.2,1411182,1091300,5
10,1411182,1091691,5
8.9,1411182,108262,6
9.2,1411182,1092107,4
7.3,1411182,1091768,5
8.8,1411182,1091756,5
7.8,1411182,10928,4
7.4,1411182,1111105,1
9.4,1411182,1091565,5
4.5,1411182,1102520,2
10,1411182,1092275,4
7.1,1411182,108267,6
8.7,1411182,1091668,5
7.7,1411182,1091461,5
9.6,1411182,1092427,4
7,1411182,1091439,5
7.1,1411182,111169,1
7,1411182,1082346,6
9.1,1411182,1091631,5
7,1411182,1091577,5
7,1411182,1071664,9
7.4,1411182,109131,5
8.9,1411182,1102475,4
9.5,1411182,1102596,4
8.6,1411182,109173,7
7.8,1411182,1101301,5
2.6,1411182,1101219,5
9.9,1411182,1101782,5
10,1411182,110133,5
7.8,1411182,108218,8
8,1411182,1111653,3
7,1411182,1121266,1
10,1411182,1112200,2
9,1411182,1092742,6
8.7,1411182,1101722,5
4.3,1411182,109250,6
8.6,1411182,110251,4
9.4,1411182,1101651,5
8.1,1411182,1101447,5
7.5,1411182,1111443,3
10,1411182,1102454,4
9.4,1411182,112189,1
7,1411182,1092483,6
10,1411182,1102606,4
7,1411182,1082497,8
7,1411182,1101247,5
10,1411182,1102334,4
10,1411182,110137,5
9.7,1411182,1101278,5
8.7,1411182,1121511,1
8.3,1411182,1112261,2
9,1411182,111129,3
8.3,1411182,1111304,3
7,1411182,1121655,1
8,1411182,1102342,4
8.4,1411182,1121558,1
8.7,1411182,1102416,4
8.5,1411182,1091116,7
6.7,1411182,1102410,4
10,1411182,1101687,5
3.2,1411182,110142,5
10,1411182,1102635,4
9.6,1411182,1111384,4
7.1,1411182,1121174,2
8.2,1411182,1122349,1
9.3,1411182,1122556,1
2.7,1411182,1111412,4
9.2,1411182,1101219,6
10,1411182,1112485,3
8.2,1411182,1112627,3
9.5,1411182,111177,4
7.2,1411182,1111442,4
9.8,1411182,1101793,6
7.5,1411182,1101478,6
9.5,1411182,1111632,4
9.1,1411182,11027,5
8.2,1411182,1081191,10
8.3,1411182,1102605,5
8,1411182,1101450,6
7.6,1411182,109250,7
8.6,1411182,1112757,3
9.5,1411182,1111588,4
7.9,1411182,1101104,6
10,1411182,1121127,2
9.3,1411182,1111684,4
9.7,1411182,1111519,4
8.3,1411182,1122754,1
8.5,1411182,1111394,4
8.7,1411182,1121484,2
9.7,1411182,1111540,4
9.8,1411182,1111745,4
7.7,1411182,1121264,2
8.3,1411182,1122205,1
9.8,1411182,1092398,7
8.5,1411182,1072244,11
7.1,1411182,1102351,5
7,1411182,1102520,3
7.6,1411182,1111210,2
5,1411182,1101503,4
8,1411182,1101697,4
7,1411182,107220,9
7,1411182,1101335,4
2.8,1411182,1101301,4
7,1411182,1101151,4
7.5,1411182,1091530,6
2.6,1411182,1101167,4
8.3,1411182,1092355,5
7.7,1411182,1091203,6
7.4,1411182,1111146,2
8.3,1411182,1101689,4
9.9,1411182,1101750,4
9.6,1411182,1101771,4
8.8,1411182,1092352,5
8.8,1411182,1111532,2
4.2,1411182,109173,6
3.8,1411182,1112200,1
3.7,1411182,1081191,8
9.6,1411182,1101281,4
3.7,1411182,1092742,5
7.7,1411182,1101295,4
3.6,1411182,1101737,4
4.4,1411182,1091116,6
7.7,1411182,1091364,6
7.8,1411182,1112459,1
9.4,1411182,1101514,4
9.2,1411182,1101179,4
7.4,1411182,1101108,4
8.6,1411182,1101607,4
5.2,1411182,11012,4
7,1411182,1101370,4
7.7,1411182,1101297,4
4.4,1411182,1111443,2
8.7,1411182,1092212,5
9.5,1411182,1092380,5
8.1,1411182,109245,5
9.6,1411182,1101669,4
3.6,1411182,1111304,2
2.8,1411182,110142,4
9.1,1411182,109187,6
9.7,1411182,1101379,4
7,1411182,1092103,5
7,1411182,1092513,5
9.6,1411182,1091744,6
3.6,1411182,1072244,9
8,1411182,1101408,4
8.1,1411182,1101682,4
1.4,1114107,1101240,3
2,1114107,1102520,2
5.4,1114107,1111210,1
5.2,1114107,1101503,3
7,1114107,1092288,4
6.8,1114107,1101697,3
7,1114107,1101335,3
0.2,1114107,1101610,3
4,1114107,1101301,3
2.2,1114107,1091691,5
1.1,1114107,1101167,3
5.1,1114107,1092355,4
2.3,1114107,1091203,5
6.2,1114107,1091768,5
5.2,1114107,1101689,3
1.1,1114107,1091623,5
1.3,1114107,1091131,5
6.2,1114107,1092352,4
6.6,1114107,110137,3
5.6,1114107,1111532,1
1.7,1114107,1092294,4
2.8,1114107,10928,4
2,1114107,108218,6
7.1,1114107,1101628,3
5.7,1114107,1111285,1
0.8,1114107,1081191,7
7.6,1114107,1101281,3
3.4,1114107,1101318,3
0.8,1114107,1092742,4
5.4,1114107,1101295,3
5,1114107,1101722,3
7.8,1114107,1101379,3
1.9,1114107,1101737,3
0.6,1114107,109250,4
7,1114107,1101297,3
5.8,1114107,1091476,5
7.3,1114107,1091364,5
8.6,1114107,1101514,3
1.1,1114107,1111316,1
6.4,1114107,1101179,3
4,1114107,1101108,3
6.2,1114107,1082497,6
8.1,1114107,1101607,3
5,1114107,1101750,3
5,1114107,108267,6
3.6,1114107,1111146,1
5.2,1114107,110133,3
0.5,1114107,1101278,3
4.4,1114107,1101370,3
0.7,1114107,1092398,4
1.9,1114107,1111443,1
5.4,1114107,1092212,4
5,1114107,1092380,4
5.9,1114107,109245,4
8.9,1114107,1101669,3
3.2,1114107,1111304,1
7.4,1114107,110142,3
8,1114107,109187,5
8.6,1114107,1101771,3
3.2,1114107,1092103,4
2.4,1114107,1102498,2
7.3,1114107,1071664,9
0,1114107,1111487,1
1.4,1114107,109131,5
1.4,1114107,1092513,4
3.4,1114107,1092483,4
4.2,1114107,1111359,1
0.3,1114107,107220,8
1.7,1114107,1072244,8
5.8,1114107,1101408,3
6.9,1114107,1101682,3
2.2,1114107,1091368,7
3.4,1114107,1102475,4
3.3,1114107,1121174,1
0,1114107,1121390,1
3.3,1114107,1102596,4
0.8,1114107,1111384,3
5,1114107,1102518,4
3.8,1114107,1111189,3
2.7,1114107,1111197,3
0.2,1114107,1101610,5
3.7,1114107,1112757,2
7.3,1114107,1111145,3
4.2,1114107,1111412,3
2.3,1114107,1102583,4
8.3,1114107,111177,3
3.5,1114107,1101254,5
3.7,1114107,1111442,3
0.5,1114107,1101793,5
0,1114107,1092277,6
0.2,1114107,1112627,2
3.3,1114107,1101478,5
7.8,1114107,1111632,3
5,1114107,1111684,3
5,1114107,1102120,4
2.8,1114107,11027,4
4,1114107,1081191,9
5.5,1114107,1092742,6
4,1114107,1102605,4
1.5,1114107,1102262,4
4.4,1114107,1101450,5
5.8,1114107,109250,6
4.1,1114107,1111434,3
2.3,1114107,1121127,1
4.1,1114107,1111629,3
3.3,1114107,1102498,4
3.7,1114107,1121558,1
0,1114107,1101128,5
7,1114107,1101247,5
0.5,1114107,1101502,5
4.1,1114107,1112418,2
9,1114107,1111394,3
5,1114107,1111443,3
4.5,1114107,1111265,3
0,1114107,1121484,1
8.7,1114107,1111540,3
3.9,1114107,1111533,3
7.5,1114107,1111745,3
7.2,1114107,1111519,3
6,1114107,1111615,3
2.3,1114107,1121264,1
3.3,1114107,1121451,1
2.8,1114107,1102410,4
5.3,1114107,1111736,3
2.2,1114107,107220,10
5.8,1114107,1072244,10
2.7,1114107,1102351,4
6.2,1114107,1102475,5
3.1,1114107,1121174,2
2.8,1114107,1102640,5
7.3,1114107,1101450,6
6.1,1114107,1102596,5
3.6,1114107,1111384,4
5,1114107,1122556,1
7,1114107,1111189,4
2.3,1114107,1112102,3
0.5,1114107,1111396,4
3.4,1114107,1102554,5
5.3,1114107,1112757,3
1.3,1114107,1102572,5
1.9,1114107,1102583,5
5,1114107,1111588,4
5,1114107,1111442,4
4.6,1114107,1112500,3
4,1114107,1112627,3
3.2,1114107,1101478,6
0.5,1114107,108218,9
5.4,1114107,11027,5
4,1114107,1081191,10
7.6,1114107,1111265,4
4.2,1114107,1102605,5
4.4,1114107,1102262,5
2.5,1114107,1102520,5
2.6,1114107,1102779,5
6.2,1114107,1111434,4
5.1,1114107,1111472,4
0.5,1114107,1101104,6
7,1114107,1111629,4
5.8,1114107,1102498,5
5,1114107,1111777,4
0.4,1114107,1101502,6
6,1114107,1111656,4
0.8,1114107,1122754,1
7.4,1114107,1121558,2
7.1,1114107,1112418,3
1.4,1114107,1122482,1
1.1,1114107,111225,3
2.3,1114107,1121740,2
4.4,1114107,1121484,2
0.4,1114107,1112589,3
3.1,1114107,1121127,2
1.8,1114107,1121264,2
3.3,1114107,1112549,3
3,1114107,1122205,1
5.5,1114107,1102410,5
5,1114107,1112239,3
3.4,1114107,1102351,5
3.8,1114107,1102475,3
2.6,1114107,1102520,3
3.2,1114107,1102596,3
5.2,1114107,109112,6
4.6,1114107,1111359,2
7,1114107,1101301,4
5.2,1114107,1101219,4
8.2,1114107,1101782,4
2.2,1114107,1112627,1
5.8,1114107,1101167,4
7,1114107,1091203,6
6.1,1114107,1111146,2
7.2,1114107,1112459,1
7,1114107,1091131,6
7,1114107,10928,5
5.1,1114107,1111653,2
7.6,1114107,1112200,1
3.4,1114107,1081191,8
6,1114107,1101318,4
2.7,1114107,1092742,5
7.1,1114107,1101737,4
2.5,1114107,109250,5
7,1114107,110251,3
7,1114107,1101651,4
5.6,1114107,1101447,4
5.8,1114107,1102454,3
2.3,1114107,1102410,3
3.7,1114107,1102498,3
7,1114107,1101108,4
3.1,1114107,1101247,4
7,1114107,1102334,3
1.3,1114107,1101502,4
5,1114107,1102416,3
5.1,1114107,1112371,1
5.6,1114107,1101278,4
1.1,1114107,1112418,1
7,1114107,1101370,4
5.7,1114107,1112261,1
3,1114107,1111443,2
5.3,1114107,1101687,4
6.9,1114107,1111304,2
5.5,1114107,1092103,5
5.1,1114107,1102342,3
7,1114107,1092398,5
6.3,1114107,1102606,3
5.1,1114107,109131,6
5,1114107,1092513,5
7,1114107,1092483,5
3.9,1114107,1101708,4
1.6,1114107,107220,9
3.6,1114107,1072244,9
5.4,1114107,1102635,3
9.7,1411203,1092251,4
10,1411203,1071343,9
9.4,1411203,1071252,9
9.4,1411203,1101788,3
9.1,1411203,1071182,9
9.4,1411203,1071135,9
8.8,1411203,1072508,8
10,1411203,1072274,8
9,1411203,1081709,9
9,1411203,108186,9
9.5,1411203,1081765,9
9,1411203,1091671,7
8.5,1411203,1082192,8
8,1411203,108254,8
9.5,1411203,1071374,11
8.5,1411203,1111101,3
9.5,1411203,1081406,9
9.5,1411203,1081311,9
10,1411203,1092107,7
8.5,1411203,109245,7
9.5,1411203,1092427,7
10,1411203,1082216,9
9,1411203,1081149,10
7,1411203,1082156,9
9,1411203,1091648,8
7,1411203,1091490,8
9.5,1411203,1081241,8
8.5,1411203,1081467,8
8,1411203,111224,1
9,1411203,1071424,10
9.5,1411203,1071625,10
9,1411203,108262,7
5.3,1411194,1052523,12
7,1411194,1072460,8
6,1411194,1082587,6
8.3,1411194,1081709,7
7.1,1411194,108186,7
7.7,1411194,1081765,7
8.9,1411194,1081241,7
6.7,1411194,1081521,7
7,1411194,1081609,7
8.6,1411194,1082192,6
7.8,1411194,1082796,6
5.1,1411194,1102772,2
7,1411194,1081467,7
6.5,1411194,1081406,7
7.2,1411194,1081311,7
5,1411194,10524,12
5.1,1411194,1111292,1
6.5,1411194,1071421,9
7.8,1411194,1072229,8
5.3,1411194,107246,8
6.4,1411194,1072550,8
7.9,1411194,1081282,7
7.1,1411194,1101750,3
8.2,1411194,1081332,7
8.5,1411194,1081700,7
7.5,1411194,1081164,7
7.6,1411194,1081141,7
5.9,1411194,1081645,7
5,1411194,1051259,13
5,1411194,1101788,3
5,1411194,1091133,7
7,1411194,1091665,7
4.5,1411194,1101151,5
5.4,1411194,1091490,7
5.6,1411194,1091569,7
7.9,1411194,1091230,7
5.1,1411194,110185,5
7.4,1411194,1092107,6
7.1,1411194,1091557,7
6,1411194,1081510,9
4.3,1411194,1091553,7
5.5,1411194,1072211,10
7,1411194,1111434,3
8.7,1411194,1091671,7
6.2,1411194,1101591,5
5.8,1411194,1082747,8
6.2,1411194,1082767,8
7,1411194,1091720,7
7,1411194,1092427,6
7.6,1411194,1111304,3
5.2,1411194,1081763,9
2.5,1411194,1091576,7
7.7,1411194,1091631,7
5.5,1411194,1082303,8
4.1,1411194,1101220,5
2.8,1411194,1072244,10
8,1411194,109187,7
6.1,1411194,1062626,12
3.4,1411194,1091368,8
7.5,1411194,1111210,4
5,1411194,1101503,6
5.4,1411194,1112643,3
7.7,1411194,1101408,6
7.2,1411194,1101689,6
5.5,1411194,1101478,6
6.9,1411194,1091553,8
3.4,1411194,1101207,6
5,1411194,1111105,4
5.4,1411194,1081191,10
4.2,1411194,1122482,1
6.8,1411194,112175,2
5.9,1411194,1101104,6
9.5,1411194,1091150,8
6.1,1411194,112290,1
5.9,1411194,109170,8
5,1411194,1121558,2
5.2,1411194,1122754,1
7,1411194,1091565,8
5.8,1411194,1112622,3
6.2,1411194,1121511,2
7.8,1411194,1122556,1
5.7,1411194,1112365,3
7.9,1411194,1121484,2
5,1411194,1112589,3
5.7,1411194,1121527,2
6.8,1411194,1072244,11
7.8,1411194,1121264,2
3.7,1411194,1101220,6
6.8,1411194,1122205,1
1.9,1411194,1121506,2
6.8,1411194,1082751,7
6.4,1411194,107296,9
7.2,1411194,1081539,8
2.7,1411194,1101151,4
5.9,1411194,1101143,4
7.4,1411194,108254,7
6.1,1411194,109164,6
7.9,1411194,1082100,7
7,1411194,1091756,6
7.3,1411194,1082216,7
7.3,1411194,1082789,7
5,1411194,109173,6
6.8,1411194,1091414,6
5.4,1411194,1062531,11
7.3,1411194,1091733,6
6,1411194,1091476,6
8.1,1411194,1091648,6
3.8,1411194,1072356,9
5.3,1411194,1111146,2
7.3,1411194,108138,8
6.3,1411194,1111234,2
