"","MEDIA.1108089","MEDIA.1108090","MEDIA.1109035","MEDIA.1109049","MEDIA.1109053","MEDIA.1109103","MEDIA.1109113","MEDIA.1114107","MEDIA.1114114","MEDIA.1305218","MEDIA.1305219","MEDIA.1305220","MEDIA.1307151","MEDIA.1411167","MEDIA.1411168","MEDIA.1411169","MEDIA.1411170","MEDIA.1411171","MEDIA.1411172","MEDIA.1411173","MEDIA.1411174","MEDIA.1411175","MEDIA.1411176","MEDIA.1411177","MEDIA.1411178","MEDIA.1411179","MEDIA.1411180","MEDIA.1411181","MEDIA.1411182","MEDIA.1411183","MEDIA.1411184","MEDIA.1411185","MEDIA.1411186","MEDIA.1411187","MEDIA.1411188","MEDIA.1411189","MEDIA.1411190","MEDIA.1411191","MEDIA.1411192","MEDIA.1411193","MEDIA.1411194","MEDIA.1411195","MEDIA.1411196","MEDIA.1411197"
"MEDIA.1305219",0.015372312384442,0.175254780060376,0.040583499383236,0.0606235192002422,0.0445299335610897,0.0201785182194973,0.11819358284371,0.0788017609644181,0.116439943836367,0.0982935093720941,1,0.164870475881422,0.0265503878637044,0.0781425460407925,0.0818953857539705,0.178493922937701,0.171240884230549,0.159809973305038,0.0786212978228487,0.123010206211387,0.0883348065477416,0.164628464453415,-0.040603874902619,0.131598684681037,0.0808074070319955,0.058537075018445,0.0959870863103539,-0.0181248416210242,0.13494097408583,0.0937489908146806,0.122283152162131,0.0910409764225353,0.0800823789224739,0.182741182581,0.115923953384588,0.0847424079133599,0.189093364061259,0.123400595992734,0.13880562893474,0.203404399265672,0.14806496273554,0.062122953916068,0.244658090134592,0.212932299271335
"MEDIA.1305220",0.101725728379268,0.0750598790633007,0.11364098931637,0.062760000004866,0.0442770036397536,0.115883808678387,0.127375628388267,0.0746920473850759,0.12918769819002,0.159520170786281,0.164870475881422,1,0.196904188234362,0.150633925877861,0.123606695917367,0.0949188196113671,0.133459713123916,0.0988526258341538,0.0318309140260516,0.15427411655856,0.149754074838605,0.145328430687214,0.167767803837729,0.177699645590438,0.0572824987585169,0.0435286960447944,0.130769749394818,0.150681201170122,0.104585579656309,0.134633013995526,0.115027598419106,0.151278011650664,0.162468005869366,0.114035220335042,0.162865572182143,0.0947320879738069,0.166243034275837,0.117442634469909,0.144441040861891,0.138160064619731,0.142664582552882,0.153524348334129,0.1936201914155,0.194788715123451
"MEDIA.1307151",0.133832341109388,0.0371465389413158,0.360692380621767,0.157323501020389,0.167661290897158,0.323877154120767,0.199724184587648,0.195235494363824,0.212313921244743,0.294795040059167,0.0265503878637044,0.196904188234362,1,0.310929517268313,0.235926458406342,-0.0418410994877381,0.162490957870029,0.0851775552869389,0.176192350544956,0.248178139848277,0.392379123372086,0.198301958361255,0.322478989058869,0.192141057390379,0.240504652867673,0.204467414087024,0.29028815431872,0.307610729369328,0.0870166095899633,0.0700193710359258,0.141177393511925,0.132803820946595,0.136490686563919,0.0833847117496243,0.179704889337005,0.0864427110769272,0.103522550037128,0.140906773555313,0.174223163884509,0.167796919903664,0.227491226229244,0.12587090855796,0.100357808028416,0.145457041268763
"MEDIA.1411167",0.16091822453388,0.093440691682887,0.412590565996076,0.25310714927756,0.273085995611217,0.421433415576713,0.386217284712435,0.255677544354481,0.22799457475025,0.2137681661008,0.0781425460407925,0.150633925877861,0.310929517268313,1,0.384348051263388,0.184016079301671,0.321370395159603,0.326992552789524,0.392946646188961,0.276822163067239,0.529417429094777,0.21392334161278,0.190967882968308,0.162590945999714,0.255819685658072,0.338821629748256,0.839499826641043,0.271518682883623,0.195646995167758,0.250646669587909,0.207458690554884,0.157273311968414,0.0925834589314336,0.258509061524023,0.202096155711398,0.19817961579002,0.278970662954886,0.207353502759418,0.249443116927094,0.258872056524878,0.330537266835223,0.264573603317199,0.172490518724304,0.221186196763568
"MEDIA.1411168",0.31498176697491,0.215608920523532,0.350447576794653,0.326399499641356,0.341613114273383,0.396701667557541,0.401711812035666,0.291309635059261,0.261999110783734,0.225059710768815,0.0818953857539705,0.123606695917367,0.235926458406342,0.384348051263388,1,0.165963480236892,0.421438993254741,0.340196286000442,0.36310172889542,0.313880262952276,0.426170269414625,0.270864632221768,0.301968795261096,0.201598981057139,0.353988767495152,0.438314244038913,0.385784168137817,0.564565920773481,0.190748914700201,0.223344855368144,0.265952328927676,0.188502930046039,0.12897782557971,0.38052529847064,0.20338191384849,0.127534007387832,0.305573196919929,0.265926103925206,0.297036647682937,0.309233418520291,0.276967859638797,0.157073708062185,0.294926834280007,0.265968733886164
"MEDIA.1411169",0.112549876335542,0.208427813745113,0.139738372781188,0.278895496438264,0.194959957362053,0.11535653574889,0.296680441595915,0.24921053657435,0.262849200054037,0.071273063054724,0.178493922937701,0.0949188196113671,-0.0418410994877381,0.184016079301671,0.165963480236892,1,0.283254589974759,0.276523213376059,0.24965117179678,0.341237875640552,0.17610440494589,0.225275801533927,0.0210664160752123,0.169751370820803,0.20996302088089,0.184427353189441,0.198277326545135,-0.0138978628748457,0.263683651523448,0.233517408867187,0.21635695675883,0.160013469491943,0.151920632064638,0.256446905414638,0.221453888837762,0.259131035092177,0.283048616836302,0.216396560814616,0.266319381520792,0.337867920269925,0.223845211657877,0.353472288307617,0.249447972340306,0.18595089219987
"MEDIA.1411170",0.239167848867413,0.21370494906501,0.288909234755981,0.25990094599729,0.26950175224538,0.308718384708842,0.377249911250918,0.227667272587699,0.343858502298084,0.213709322672119,0.171240884230549,0.133459713123916,0.162490957870029,0.321370395159603,0.421438993254741,0.283254589974759,1,0.357195023928139,0.32437474174831,0.331227535605083,0.337205399601095,0.256083897433282,0.130254902744051,0.23142058993093,0.200239928509922,0.3049163845712,0.32456908637006,0.25793091900763,0.243042077649736,0.200330543559318,0.25353780699796,0.242123856633851,0.152484153236785,0.343977119699286,0.211582887043235,0.158896666395564,0.270131543730551,0.253440414976293,0.29234461735325,0.30517269600893,0.246059192809504,0.231677464833354,0.294813422019037,0.245185320442263
"MEDIA.1411171",0.229270494976142,0.255930240293025,0.298858549890915,0.37637969998807,0.39384797655187,0.341636065988225,0.431165219432222,0.425434144597159,0.321188741379885,0.151805506780516,0.159809973305038,0.0988526258341538,0.0851775552869389,0.326992552789524,0.340196286000442,0.276523213376059,0.357195023928139,1,0.460964553742584,0.425144287522739,0.324698949309433,0.341083839613029,0.192971005008017,0.20860041972425,0.285658304505613,0.393891162444437,0.335114765137285,0.259399644181349,0.28220054685921,0.21736971490564,0.248451549569665,0.134175967535222,0.12610240033619,0.311552534492224,0.246318807581266,0.283365157177355,0.282657920253174,0.248661399226968,0.291101968770822,0.341364661011086,0.307424095469738,0.389069501840723,0.231345186970431,0.238251993942222
"MEDIA.1411172",0.237195805918002,0.21301690390359,0.314005588453289,0.394131322975904,0.38952507262777,0.3592516288627,0.428021708467491,0.449929820313134,0.298412688129172,0.152851453479153,0.0786212978228487,0.0318309140260516,0.176192350544956,0.392946646188961,0.36310172889542,0.24965117179678,0.32437474174831,0.460964553742584,1,0.392961727106925,0.367112879132057,0.276982888919203,0.238032435762597,0.195320222113253,0.365149226388054,0.59401721744571,0.405594016498539,0.279895507190401,0.266238935618737,0.169194818066335,0.190078418043334,0.106607579243244,0.0725226122882985,0.337766696737112,0.155631161604051,0.310088142293076,0.317311936768604,0.190012674563734,0.344739161353708,0.308753236124509,0.307550118613782,0.310525599234055,0.175158045770289,0.153200359083787
"MEDIA.1411173",0.241247789091582,0.258349947198568,0.348537814587541,0.429680281118333,0.409915907113393,0.342379182454559,0.394357747711961,0.456675140650469,0.432246247807781,0.217576455298218,0.123010206211387,0.15427411655856,0.248178139848277,0.276822163067239,0.313880262952276,0.341237875640552,0.331227535605083,0.425144287522739,0.392961727106925,1,0.320398749642587,0.402667340063998,0.231861882216476,0.29279168847061,0.364209421868961,0.389467553973059,0.262985558810634,0.269074469224947,0.318675544136902,0.262736405516237,0.238258712661263,0.146671802962487,0.150871764415326,0.345498543702308,0.295986485880481,0.340373544937787,0.324752928184209,0.238126579166858,0.388574603267752,0.393252159302899,0.398391839321166,0.392521218384698,0.298242356786237,0.212498624280516
"MEDIA.1411174",0.304612896622017,0.215522250703887,0.519291713178962,0.360797571358151,0.361622135977082,0.521489944893542,0.455426369922593,0.301482036764895,0.262537418636251,0.286835612512028,0.0883348065477416,0.149754074838605,0.392379123372086,0.529417429094777,0.426170269414625,0.17610440494589,0.337205399601095,0.324698949309433,0.367112879132057,0.320398749642587,1,0.27797470773112,0.304692449382362,0.186902392870348,0.326446960618191,0.359475006348784,0.533002001065565,0.357009747188801,0.207964254934445,0.213104875372318,0.18099311350881,0.146876318071715,0.159032470375734,0.297061764670151,0.182684060945882,0.19809994206455,0.225958336083269,0.181036235218699,0.240669114620791,0.27713094672932,0.29691504896027,0.264177801244814,0.267470410521915,0.232188025083054
"MEDIA.1411175",0.203577769500157,0.218866094847705,0.201487758407723,0.339984394633311,0.24190874056288,0.230297361403999,0.277472528677097,0.349047603932244,0.366296748431872,0.155530631319086,0.164628464453415,0.145328430687214,0.198301958361255,0.21392334161278,0.270864632221768,0.225275801533927,0.256083897433282,0.341083839613029,0.276982888919203,0.402667340063998,0.27797470773112,1,0.238447082006015,0.228528519464313,0.347133913553264,0.309543266276536,0.215923701255331,0.265789057476436,0.384732132974293,0.231363826761082,0.280970995986758,0.212137463007401,0.142928952277124,0.35843813973181,0.26136494207145,0.291028175585106,0.389074390925934,0.280768200166914,0.343877327698417,0.393720179228832,0.352734292352424,0.291096733294185,0.338480401769215,0.280505434966697
"MEDIA.1411176",0.26381754401636,0.120353813755905,0.293630296321458,0.306150794929597,0.248578025148356,0.340185890169862,0.216145606740186,0.219066573386067,0.185304313766777,0.284120965404041,-0.040603874902619,0.167767803837729,0.322478989058869,0.190967882968308,0.301968795261096,0.0210664160752123,0.130254902744051,0.192971005008017,0.238032435762597,0.231861882216476,0.304692449382362,0.238447082006015,1,0.175390086819437,0.313390146719581,0.311217652600834,0.182449520146642,0.415625733235799,0.123216307027839,0.136193520713899,0.146610073707962,0.0740186690493504,0.0406238817564667,0.136044826840891,0.156901448365946,0.148057626038392,0.162506451021854,0.146613749389551,0.234641478991282,0.15771895767511,0.212766806253467,0.0966594605946163,0.130579906204271,0.110063290507393
"MEDIA.1411177",0.137632762910235,0.189904458015075,0.102198889434489,0.167974320937977,0.155462297922042,0.0657093070501559,0.190303289773465,0.198651205246038,0.280474212514324,0.214782429263968,0.131598684681037,0.177699645590438,0.192141057390379,0.162590945999714,0.201598981057139,0.169751370820803,0.23142058993093,0.20860041972425,0.195320222113253,0.29279168847061,0.186902392870348,0.228528519464313,0.175390086819437,1,0.219985087333322,0.270198260177944,0.155695765143766,0.157599340627837,0.197021366204817,0.22112105106164,0.237491347070666,0.121681554211082,0.134572982239379,0.230707180318125,0.223908359139537,0.267776640996571,0.258442247404767,0.237277296007304,0.276751676419497,0.258537029684665,0.269814424406476,0.228194464854464,0.19522351950138,0.156162488157209
"MEDIA.1411178",0.262006994767928,0.215328238204602,0.262638241645084,0.368162783008068,0.288992614324277,0.293793087606469,0.307054581251382,0.384092866826514,0.2944138599065,0.197938230735177,0.0808074070319955,0.0572824987585169,0.240504652867673,0.255819685658072,0.353988767495152,0.20996302088089,0.200239928509922,0.285658304505613,0.365149226388054,0.364209421868961,0.326446960618191,0.347133913553264,0.313390146719581,0.219985087333322,1,0.454738884075804,0.253636941861489,0.319636186711545,0.235378379568388,0.235736156901808,0.178798665023221,0.150379091191224,0.105062185234245,0.302952176786149,0.232770318263801,0.228805814983369,0.283947359676953,0.178800830849009,0.294199511761289,0.366221099635908,0.309255783659061,0.245538311383574,0.207808783896736,0.189575007057024
"MEDIA.1411179",0.284686039108605,0.253395322596047,0.328852994909201,0.405058427807013,0.383103689600151,0.375549974293759,0.39431669232965,0.433085226002634,0.305918113729284,0.1895016345101,0.058537075018445,0.0435286960447944,0.204467414087024,0.338821629748256,0.438314244038913,0.184427353189441,0.3049163845712,0.393891162444437,0.59401721744571,0.389467553973059,0.359475006348784,0.309543266276536,0.311217652600834,0.270198260177944,0.454738884075804,1,0.372503514997688,0.412856095301651,0.23994225250217,0.206655419622776,0.221664202944432,0.163455730497565,0.0880028207686457,0.38492051597889,0.210546147086066,0.262543756239488,0.30477724497566,0.221532314713603,0.335805757604355,0.328526298198528,0.289852374340863,0.220158233697597,0.253971798217638,0.189533984270138
"MEDIA.1411180",0.16521889421834,0.109264870381033,0.416695344549089,0.26573817968172,0.28714851460244,0.425894631652893,0.38338444976531,0.267396754908304,0.196167754904368,0.213427384495729,0.0959870863103539,0.130769749394818,0.29028815431872,0.839499826641043,0.385784168137817,0.198277326545135,0.32456908637006,0.335114765137285,0.405594016498539,0.262985558810634,0.533002001065565,0.215923701255331,0.182449520146642,0.155695765143766,0.253636941861489,0.372503514997688,1,0.281108942246603,0.203815926120991,0.23364688723267,0.192704036123503,0.179597034742981,0.101201720559772,0.282737686102528,0.161263140097374,0.17968590655226,0.311822520858081,0.192671020405729,0.279396883765803,0.287616872595564,0.295385403417839,0.235763065931311,0.199407416620025,0.202758294417694
"MEDIA.1411181",0.294668454928657,0.131406620315858,0.357959018770735,0.335198960175111,0.329993465091575,0.403988505883907,0.316692167746535,0.21396413007835,0.186527970893762,0.196551879207719,-0.0181248416210242,0.150681201170122,0.307610729369328,0.271518682883623,0.564565920773481,-0.0138978628748457,0.25793091900763,0.259399644181349,0.279895507190401,0.269074469224947,0.357009747188801,0.265789057476436,0.415625733235799,0.157599340627837,0.319636186711545,0.412856095301651,0.281108942246603,1,0.148008340500648,0.193794707648157,0.165034366073863,0.148498518759254,0.201919694795148,0.200614893443371,0.103215080112478,0.064594741985766,0.222898976288557,0.164881483411231,0.197929452792366,0.242960259466656,0.19254022474097,0.0975494055326015,0.156427550464379,0.175732969804968
"MEDIA.1411182",0.150656793680558,0.140646332856686,0.130592943332692,0.221805392206541,0.190543200850888,0.180110343524717,0.239631692026637,0.257911531037662,0.291930881209253,0.0594846266921692,0.13494097408583,0.104585579656309,0.0870166095899633,0.195646995167758,0.190748914700201,0.263683651523448,0.243042077649736,0.28220054685921,0.266238935618737,0.318675544136902,0.207964254934445,0.384732132974293,0.123216307027839,0.197021366204817,0.235378379568388,0.23994225250217,0.203815926120991,0.148008340500648,1,0.205687398113362,0.192337754355175,0.218309584692335,0.195841091086167,0.342519516399438,0.158235623174516,0.255620199338917,0.284684454259466,0.192063143576435,0.260496426970102,0.317499104483892,0.288437918379138,0.265001064507043,0.235651013202946,0.219971114781512
"MEDIA.1411183",0.155731041077124,0.12438591455832,0.137462070878317,0.184489991254215,0.135930188785941,0.123558951296955,0.227397735506988,0.201028704460693,0.232686189124556,0.151970136472227,0.0937489908146806,0.134633013995526,0.0700193710359258,0.250646669587909,0.223344855368144,0.233517408867187,0.200330543559318,0.21736971490564,0.169194818066335,0.262736405516237,0.213104875372318,0.231363826761082,0.136193520713899,0.22112105106164,0.235736156901808,0.206655419622776,0.23364688723267,0.193794707648157,0.205687398113362,1,0.165754722621693,0.27597543641365,0.263044632674013,0.210917095343005,0.249575887929118,0.234131517896108,0.311239831474042,0.163946981133223,0.241010388864889,0.288147302732694,0.226899211082262,0.238159516097405,0.214925329663546,0.223096271838377
"MEDIA.1411184",0.177055450262824,0.127717124442231,0.160328249012294,0.206961047003716,0.140126677552988,0.2096423052154,0.17848396466478,0.241467419727867,0.264624827713184,0.102638818427983,0.122283152162131,0.115027598419106,0.141177393511925,0.207458690554884,0.265952328927676,0.21635695675883,0.25353780699796,0.248451549569665,0.190078418043334,0.238258712661263,0.18099311350881,0.280970995986758,0.146610073707962,0.237491347070666,0.178798665023221,0.221664202944432,0.192704036123503,0.165034366073863,0.192337754355175,0.165754722621693,1,0.159165213271641,0.17851216158848,0.276442730268627,0.211060250869739,0.208426258045328,0.319417934113772,0.99592995156635,0.344176809289435,0.291480701336245,0.303884471858966,0.264860398597903,0.236649708375292,0.216973242237234
"MEDIA.1411185",0.133569249721024,0.129989580046392,0.147259528015823,0.156594286756974,0.0890309386217359,0.107849931910322,0.172065530157177,0.115229530062589,0.177644736266022,0.123120183980338,0.0910409764225353,0.151278011650664,0.132803820946595,0.157273311968414,0.188502930046039,0.160013469491943,0.242123856633851,0.134175967535222,0.106607579243244,0.146671802962487,0.146876318071715,0.212137463007401,0.0740186690493504,0.121681554211082,0.150379091191224,0.163455730497565,0.179597034742981,0.148498518759254,0.218309584692335,0.27597543641365,0.159165213271641,1,0.367287332996735,0.233634575743401,0.210629348106736,0.132736749812281,0.247195198365457,0.160083181179991,0.199301226690506,0.198832092542213,0.184175642900121,0.161217049102906,0.239190335930158,0.300217613595153
"MEDIA.1411186",0.0898706877644536,0.0536624329703668,0.120706450361165,0.103821800688684,0.0950884976463859,0.0857601595390516,0.129295825813867,0.127213840293046,0.20498280949075,0.18645175191338,0.0800823789224739,0.162468005869366,0.136490686563919,0.0925834589314336,0.12897782557971,0.151920632064638,0.152484153236785,0.12610240033619,0.0725226122882985,0.150871764415326,0.159032470375734,0.142928952277124,0.0406238817564667,0.134572982239379,0.105062185234245,0.0880028207686457,0.101201720559772,0.201919694795148,0.195841091086167,0.263044632674013,0.17851216158848,0.367287332996735,1,0.162645492942897,0.213806684287407,0.182988689301945,0.259268277717724,0.180878546285431,0.245313752014869,0.189293730251196,0.215462981523487,0.233480253968336,0.230229431039635,0.24514623097527
"MEDIA.1411187",0.265650123319373,0.332985171721604,0.120398103130365,0.242084470226319,0.220324167800758,0.208623535855489,0.29144468158597,0.292618566808921,0.331023082025211,0.0650987705779104,0.182741182581,0.114035220335042,0.0833847117496243,0.258509061524023,0.38052529847064,0.256446905414638,0.343977119699286,0.311552534492224,0.337766696737112,0.345498543702308,0.297061764670151,0.35843813973181,0.136044826840891,0.230707180318125,0.302952176786149,0.38492051597889,0.282737686102528,0.200614893443371,0.342519516399438,0.210917095343005,0.276442730268627,0.233634575743401,0.162645492942897,1,0.163845619229827,0.262346955559413,0.337223336487449,0.277748239103002,0.36519530795064,0.350083528875602,0.292831735933683,0.191275318504152,0.347978376808937,0.242159203012826
"MEDIA.1411188",0.0969255829872871,0.156915045383583,0.296743371526102,0.203542859999064,0.184780450693394,0.228955216566599,0.222033261059708,0.230586939095841,0.25426419914106,0.159381209813277,0.115923953384588,0.162865572182143,0.179704889337005,0.202096155711398,0.20338191384849,0.221453888837762,0.211582887043235,0.246318807581266,0.155631161604051,0.295986485880481,0.182684060945882,0.26136494207145,0.156901448365946,0.223908359139537,0.232770318263801,0.210546147086066,0.161263140097374,0.103215080112478,0.158235623174516,0.249575887929118,0.211060250869739,0.210629348106736,0.213806684287407,0.163845619229827,1,0.23207631314952,0.282608530069679,0.214697034179914,0.222551657506453,0.318057825130289,0.281754394269735,0.258034595596059,0.256961500887442,0.241186642954931
"MEDIA.1411189",0.152271040180757,0.0982814617973763,0.225103326641921,0.242442657457707,0.214098653270588,0.217832111052984,0.237384668964603,0.342456037927367,0.375269364967053,0.128273376200087,0.0847424079133599,0.0947320879738069,0.0864427110769272,0.19817961579002,0.127534007387832,0.259131035092177,0.158896666395564,0.283365157177355,0.310088142293076,0.340373544937787,0.19809994206455,0.291028175585106,0.148057626038392,0.267776640996571,0.228805814983369,0.262543756239488,0.17968590655226,0.064594741985766,0.255620199338917,0.234131517896108,0.208426258045328,0.132736749812281,0.182988689301945,0.262346955559413,0.23207631314952,1,0.27281905237205,0.207818873727737,0.341156794332637,0.280962140871497,0.358757831970608,0.280877556761989,0.28434605398232,0.120630184301183
