nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento,grupo
6.5,8,8,-1,7.5,20112,1108089,Fundamentos de Física Clássica,111110103,A,dme,1
5,8.5,9,-1,7.5,20112,1108089,Fundamentos de Física Clássica,111110060,A,dme,0
2,5,6,6.5,5.2,20112,1108089,Fundamentos de Física Clássica,110150169,A,dme,1
3,4.5,6,6.5,5.3,20112,1108089,Fundamentos de Física Clássica,110210494,A,dme,1
7,5,7.5,4.5,5.7,20112,1108089,Fundamentos de Física Clássica,111110083,A,dme,1
3,3,3.5,-1,3.2,20112,1108089,Fundamentos de Física Clássica,110210047,R,dme,1
5,3.5,4.5,4,4.2,20112,1108089,Fundamentos de Física Clássica,110210041,R,dme,1
7,6.5,7.5,-1,7,20112,1108089,Fundamentos de Física Clássica,111110895,A,dme,1
3,6.5,6,7.5,6.1,20112,1108089,Fundamentos de Física Clássica,110110080,A,dme,1
6,3.5,5.5,6.5,5.6,20112,1108089,Fundamentos de Física Clássica,111110898,A,dme,1
7.5,9.5,7,-1,8,20112,1108089,Fundamentos de Física Clássica,111110921,A,dme,1
3.5,3.5,5,3.5,3.8,20112,1108089,Fundamentos de Física Clássica,111110121,R,dme,1
5,5,6.5,4.5,5.1,20112,1108089,Fundamentos de Física Clássica,110210388,A,dme,1
3.5,3,6,1.5,3.1,20112,1108089,Fundamentos de Física Clássica,110210105,R,dme,1
5,8,7,8,7.2,20112,1108089,Fundamentos de Física Clássica,111110939,A,dme,1
4.5,1,3,-1,2.8,20112,1108089,Fundamentos de Física Clássica,110210107,R,dme,0
2.5,1,4,-1,2.5,20112,1108089,Fundamentos de Física Clássica,110210129,R,dme,1
4,2,7.5,6,5.1,20112,1108089,Fundamentos de Física Clássica,111210399,A,dme,0
0,1,2,-1,1,20112,1108089,Fundamentos de Física Clássica,110110077,R,dme,1
3.5,3.5,6,8,5.8,20112,1108089,Fundamentos de Física Clássica,111110130,A,dme,1
5,7,8,7.5,7,20112,1108089,Fundamentos de Física Clássica,111110925,A,dme,1
7.5,9.5,7,-1,8,20112,1108089,Fundamentos de Física Clássica,111110133,A,dme,1
2.5,0,0,-1,0.8,20112,1108089,Fundamentos de Física Clássica,111110114,R,dme,1
2.5,1,4.5,-1,2.7,20112,1108089,Fundamentos de Física Clássica,110110090,R,dme,0
5.5,1.5,6,3.5,4,20112,1108089,Fundamentos de Física Clássica,111210120,R,dme,0
8,7.5,8.5,-1,8,20112,1108089,Fundamentos de Física Clássica,111110071,A,dme,1
6,5,6.5,4.5,5.3,20112,1108089,Fundamentos de Física Clássica,111150292,A,dme,1
8,6,9,-1,7.7,20112,1108089,Fundamentos de Física Clássica,111110076,A,dme,1
7,7,10,-1,8,20112,1108089,Fundamentos de Física Clássica,111110092,A,dme,1
5.5,6,5,4.5,5.1,20112,1108089,Fundamentos de Física Clássica,111150283,A,dme,1
2.5,5,6.5,6,5.2,20112,1108089,Fundamentos de Física Clássica,110210580,A,dme,1
5,5.5,4.5,4,4.6,20112,1108089,Fundamentos de Física Clássica,110210053,R,dme,1
7.5,6.5,5.5,4.5,5.7,20112,1108089,Fundamentos de Física Clássica,111210073,A,dme,1
3,4.5,5,0,2.5,20112,1108089,Fundamentos de Física Clássica,110210078,R,dme,1
2.5,0,0,-1,0.8,20112,1108089,Fundamentos de Física Clássica,111150282,R,dme,1
5.5,5.5,7,5,5.6,20112,1108089,Fundamentos de Física Clássica,111110912,A,dme,1
2,4.5,6,4,4.1,20112,1108089,Fundamentos de Física Clássica,110210059,R,dme,1
3.5,4.5,6,6,5.2,20112,1108089,Fundamentos de Física Clássica,110210073,A,dme,1
2.9,6.4,5.2,5.7,5,20111,1411180,Lab. de Programação I,110210394,A,dsc,0
0.8,3,2,-1,1.8,20111,1411180,Lab. de Programação I,110210396,R,dsc,1
1.6,6.3,6.3,0.6,2.8,20111,1411180,Lab. de Programação I,110210392,R,dsc,0
7.3,6.9,6.6,-1,7,20111,1411180,Lab. de Programação I,110210393,A,dsc,1
8,7.9,5,-1,7.4,20111,1411180,Lab. de Programação I,110110063,A,dsc,1
8.7,7.4,9.5,-1,8.4,20111,1411180,Lab. de Programação I,111110121,A,dsc,1
5.2,6.9,0,9,6.5,20111,1411180,Lab. de Programação I,111110120,A,dsc,0
8.1,8,5,-1,7.4,20111,1411180,Lab. de Programação I,111110127,A,dsc,1
9.7,9.1,9.3,-1,9.4,20111,1411180,Lab. de Programação I,111110126,A,dsc,1
0.8,5.2,7.3,-1,3.6,20111,1411180,Lab. de Programação I,110210099,R,dsc,0
5.5,6.6,7,8,7,20111,1411180,Lab. de Programação I,111110124,A,dsc,1
5.9,3,0,-1,3.4,20111,1411180,Lab. de Programação I,111110129,R,dsc,0
9,9.5,9.5,-1,9.3,20111,1411180,Lab. de Programação I,111110128,A,dsc,1
3.3,7.2,0,7.1,5.2,20111,1411180,Lab. de Programação I,110210092,A,dsc,0
1.8,4.4,7.3,-1,3.8,20111,1411180,Lab. de Programação I,110210495,R,dsc,0
6.6,6.6,1.3,7.9,6.5,20111,1411180,Lab. de Programação I,111110896,A,dsc,0
8.4,8,9.2,-1,8.4,20111,1411180,Lab. de Programação I,111110895,A,dsc,1
1.7,5,0,-1,2.5,20111,1411180,Lab. de Programação I,111110894,R,dsc,0
6.5,7.8,8.4,-1,7.3,20111,1411180,Lab. de Programação I,111110898,A,dsc,1
8.4,7.9,9.6,-1,8.5,20111,1411180,Lab. de Programação I,111110921,A,dsc,1
1.9,0,0,-1,0.7,20111,1411180,Lab. de Programação I,111110134,R,dsc,1
7.5,7.5,8.3,-1,7.7,20111,1411180,Lab. de Programação I,111110135,A,dsc,1
9.4,8.6,8.3,-1,8.9,20111,1411180,Lab. de Programação I,111110130,A,dsc,1
8.6,8.1,8.5,-1,8.4,20111,1411180,Lab. de Programação I,111110133,A,dsc,1
6.8,6.6,5.3,5.5,6,20111,1411180,Lab. de Programação I,110210560,A,dsc,1
2.8,5.3,1.8,-1,3.5,20111,1411180,Lab. de Programação I,110210558,R,dsc,0
5.8,2.6,7,5.5,5,20111,1411180,Lab. de Programação I,111110905,A,dsc,0
4.5,6.8,0,-1,2.6,20111,1411180,Lab. de Programação I,111110904,R,dsc,0
8.8,6.5,4.8,-1,7.2,20111,1411180,Lab. de Programação I,111110907,A,dsc,1
2.2,4.7,0,-1,2.6,20111,1411180,Lab. de Programação I,111110901,R,dsc,0
7.6,8.4,4.5,-1,7.3,20111,1411180,Lab. de Programação I,111110900,A,dsc,0
5.5,1.6,3.5,-1,3.3,20111,1411180,Lab. de Programação I,111110908,R,dsc,0
0.9,2.6,8.3,-1,3,20111,1411180,Lab. de Programação I,111150279,R,dsc,0
3.2,6.8,2.8,5.8,5,20111,1411180,Lab. de Programação I,110210103,A,dsc,0
3.2,6.8,7,5.7,5.4,20111,1411180,Lab. de Programação I,110210104,A,dsc,1
2.2,6.8,1.8,-1,3.7,20111,1411180,Lab. de Programação I,110210107,R,dsc,0
5.7,6.4,1.8,7.9,6.3,20111,1411180,Lab. de Programação I,110210109,A,dsc,0
2.3,5.7,0,-1,3,20111,1411180,Lab. de Programação I,111110915,R,dsc,0
9.2,8.1,8.6,-1,8.7,20111,1411180,Lab. de Programação I,111110912,A,dsc,1
9,7.7,8.3,-1,8.4,20111,1411180,Lab. de Programação I,111110911,A,dsc,1
8.8,7.7,6.6,-1,8,20111,1411180,Lab. de Programação I,111110919,A,dsc,1
9,9.5,9.5,-1,9.3,20111,1411180,Lab. de Programação I,111110092,A,dsc,1
7,5.7,6.5,7.5,6.8,20111,1411180,Lab. de Programação I,111110091,A,dsc,1
7.7,7.6,8.3,-1,7.8,20111,1411180,Lab. de Programação I,111110090,A,dsc,1
7.6,7,5.8,-1,7,20111,1411180,Lab. de Programação I,111110096,A,dsc,1
4.6,6.2,6,4.9,5.2,20111,1411180,Lab. de Programação I,111150282,A,dsc,1
8.1,8.3,8.3,-1,8.2,20111,1411180,Lab. de Programação I,111150283,A,dsc,1
3.9,6.3,0,6.9,5.2,20111,1411180,Lab. de Programação I,111150280,A,dsc,0
7.5,8,8.5,-1,7.9,20111,1411180,Lab. de Programação I,111110060,A,dsc,1
4.9,7.6,8.8,8.7,7.4,20111,1411180,Lab. de Programação I,110210113,A,dsc,1
6.7,6.6,8.4,-1,7,20111,1411180,Lab. de Programação I,111110929,A,dsc,1
6.9,6.3,5,8.6,7.2,20111,1411180,Lab. de Programação I,111110928,A,dsc,1
2.2,5.7,9.2,-1,2.9,20111,1411180,Lab. de Programação I,110210117,R,dsc,0
6.9,6.3,6.8,4.7,5.9,20111,1411180,Lab. de Programação I,111110922,A,dsc,1
6,7.3,1.8,5.3,5.5,20111,1411180,Lab. de Programação I,110210118,A,dsc,0
6,7.8,7.6,-1,7,20111,1411180,Lab. de Programação I,111110926,A,dsc,1
7.9,8.2,7.5,-1,7.9,20111,1411180,Lab. de Programação I,111110925,A,dsc,1
9.1,6.9,6.5,-1,7.8,20111,1411180,Lab. de Programação I,111110089,A,dsc,1
6.9,8.2,5.2,-1,7,20111,1411180,Lab. de Programação I,110210615,A,dsc,4
9,7,5.5,-1,7.6,20111,1411180,Lab. de Programação I,110210614,A,dsc,1
8.5,8.4,1.2,-1,7,20111,1411180,Lab. de Programação I,111110087,A,dsc,0
7.7,9.9,8.2,-1,8.8,20111,1411180,Lab. de Programação I,111110080,A,dsc,1
1.1,4.1,4.4,-1,2.8,20111,1411180,Lab. de Programação I,110210613,R,dsc,1
9,9,9.5,-1,9.1,20111,1411180,Lab. de Programação I,111110083,A,dsc,1
0.4,5.2,1.3,-1,2.3,20111,1411180,Lab. de Programação I,110210069,R,dsc,0
4.5,5,5.3,8.7,6.4,20111,1411180,Lab. de Programação I,110210065,A,dsc,1
2.8,7,2.8,6.6,5.2,20111,1411180,Lab. de Programação I,110210124,A,dsc,0
9,9.2,7,-1,8.7,20111,1411180,Lab. de Programação I,111110939,A,dsc,1
0.9,3.6,1.5,-1,2,20111,1411180,Lab. de Programação I,111110935,R,dsc,1
6.6,7.5,6.8,-1,7,20111,1411180,Lab. de Programação I,111110931,A,dsc,1
1.2,2.5,1.5,-1,1.7,20111,1411180,Lab. de Programação I,111110933,R,dsc,1
0.5,3.8,7,-1,3,20111,1411180,Lab. de Programação I,111150427,R,dsc,0
9.8,10,9.8,-1,9.9,20111,1411180,Lab. de Programação I,111110071,A,dsc,1
7.4,7.5,6,-1,7.2,20111,1411180,Lab. de Programação I,111110070,A,dsc,1
9.2,8.3,9,-1,8.8,20111,1411180,Lab. de Programação I,110210053,A,dsc,1
1.7,3.4,1.5,-1,2.3,20111,1411180,Lab. de Programação I,110210054,R,dsc,1
6.6,7.9,6.8,-1,7.1,20111,1411180,Lab. de Programação I,110210058,A,dsc,1
6.4,8.7,5.3,-1,7,20111,1411180,Lab. de Programação I,110210580,A,dsc,6
8.7,7.7,8.5,-1,8.3,20111,1411180,Lab. de Programação I,111110941,A,dsc,1
5.6,2,6.5,8.8,6,20111,1411180,Lab. de Programação I,111110940,A,dsc,0
8.9,6.3,8.5,-1,7.7,20111,1411180,Lab. de Programação I,111110100,A,dsc,1
9.3,8.8,9,-1,9,20111,1411180,Lab. de Programação I,111110103,A,dsc,1
5.5,8,8.5,-1,7.2,20111,1411180,Lab. de Programação I,111110063,A,dsc,1
8.2,7.4,0,6.2,6.3,20111,1411180,Lab. de Programação I,110110120,A,dsc,0
7.4,8.1,9.7,-1,8.1,20111,1411180,Lab. de Programação I,111150551,A,dsc,1
8.1,8.5,0,8.8,7.5,20111,1411180,Lab. de Programação I,111110066,A,dsc,0
7.1,8.7,3.7,-1,7.1,20111,1411180,Lab. de Programação I,111110064,A,dsc,0
5.8,6.3,8,4.5,5.6,20111,1411180,Lab. de Programação I,111150493,A,dsc,1
8.6,6.4,5.5,-1,7.2,20111,1411180,Lab. de Programação I,110210639,A,dsc,1
6.7,4.4,6.8,5.4,5.6,20111,1411180,Lab. de Programação I,111110069,A,dsc,1
3.6,5.7,4,3.6,4.1,20111,1411180,Lab. de Programação I,111150494,R,dsc,1
7.8,8.1,8.8,-1,8.1,20111,1411180,Lab. de Programação I,110210046,A,dsc,1
7.3,3.5,7.3,6.4,6.2,20111,1411180,Lab. de Programação I,110210559,A,dsc,0
2.5,6.6,3,4.4,4.2,20111,1411180,Lab. de Programação I,110210383,R,dsc,0
3.3,5.1,3.5,-1,2.4,20111,1411180,Lab. de Programação I,110210382,R,dsc,1
4.1,6.5,6.8,4.2,5,20111,1411180,Lab. de Programação I,110210381,A,dsc,1
3.6,7.2,1.3,-1,2.6,20111,1411180,Lab. de Programação I,110210387,R,dsc,0
5.6,7.1,2.8,5.3,5.5,20111,1411180,Lab. de Programação I,110210557,A,dsc,0
7.9,7.2,2.5,8.1,7.2,20111,1411180,Lab. de Programação I,110210384,A,dsc,0
9.4,7.7,8.6,-1,8.6,20111,1411180,Lab. de Programação I,111110118,A,dsc,1
6.5,6.9,4.3,3.3,5,20111,1411180,Lab. de Programação I,111110116,A,dsc,1
9.1,8.4,9.7,-1,9,20111,1411180,Lab. de Programação I,111110114,A,dsc,1
7.7,7.6,4.3,-1,7,20111,1411180,Lab. de Programação I,111110113,A,dsc,1
6.1,7.7,1.3,8,6.6,20111,1411180,Lab. de Programação I,110210130,A,dsc,0
2.3,6.3,0,-1,3.2,20111,1411180,Lab. de Programação I,111150285,R,dsc,0
6.45,7.3,8.7,-1,7.6,20121,1411180,Lab. de Programação I,112110924,A,dsc,1
8.85,9.6,5,-1,9,20121,1411180,Lab. de Programação I,112110929,A,dsc,0
3.2,4.65,3.85,1.4,3.4,20121,1411180,Lab. de Programação I,111150279,R,dsc,1
9.15,6.4,8.25,-1,8.2,20121,1411180,Lab. de Programação I,112110055,A,dsc,1
4.85,5.55,3.15,6.4,5.7,20121,1411180,Lab. de Programação I,112110057,A,dsc,1
5.65,4.65,5.25,2.9,4.6,20121,1411180,Lab. de Programação I,112110050,R,dsc,1
5.55,7.65,4.5,6.7,6.3,20121,1411180,Lab. de Programação I,112110051,A,dsc,6
0.05,0,1.65,-1,0.6,20121,1411180,Lab. de Programação I,112150916,R,dsc,1
1.5,2,5.45,-1,3.2,20121,1411180,Lab. de Programação I,111210943,R,dsc,0
3.35,6.3,6.55,9.2,6.8,20121,1411180,Lab. de Programação I,112110955,A,dsc,1
3,4.2,5.8,4.1,4.4,20121,1411180,Lab. de Programação I,112110954,R,dsc,1
6.2,3.55,4.4,4.8,5.6,20121,1411180,Lab. de Programação I,111210102,A,dsc,1
5.3,8.1,6.65,9.7,7.7,20121,1411180,Lab. de Programação I,112110956,A,dsc,1
5.3,6.6,7.6,8.2,7.2,20121,1411180,Lab. de Programação I,112110958,A,dsc,1
3.7,2.5,5.15,2.4,4.3,20121,1411180,Lab. de Programação I,111210064,R,dsc,1
5.85,7.9,8.6,-1,7.4,20121,1411180,Lab. de Programação I,112110106,A,dsc,1
9.65,10,9.15,-1,9.6,20121,1411180,Lab. de Programação I,112110103,A,dsc,1
8.45,6,8.8,-1,8.1,20121,1411180,Lab. de Programação I,112110101,A,dsc,1
6.06666666667,6.86666666667,8.26666666667,7.6,7,20121,1411180,Lab. de Programação I,112110020,A,dsc,1
5.4,3.9,1,4.7,4.6,20121,1411180,Lab. de Programação I,112110025,R,dsc,0
8,4.8,7.3,-1,7,20121,1411180,Lab. de Programação I,112110024,A,dsc,1
9.6,9.7,7.3,-1,8.6,20121,1411180,Lab. de Programação I,112110108,A,dsc,1
5.3,7.56666666667,8.93333333333,9.3,7.5,20121,1411180,Lab. de Programação I,112110943,A,dsc,1
9.4,7.8,9.3,-1,9.1,20121,1411180,Lab. de Programação I,112110940,A,dsc,1
4.5,5.75,3.35,8.9,6.5,20121,1411180,Lab. de Programação I,112110941,A,dsc,1
8.45,9.15,5,-1,8.9,20121,1411180,Lab. de Programação I,112110947,A,dsc,0
4.95,6.05,8.45,8.7,7.1,20121,1411180,Lab. de Programação I,112110944,A,dsc,1
8.95,7.85,3.55,-1,8.7,20121,1411180,Lab. de Programação I,112110945,A,dsc,0
5,9.1,6.4,6.5,6.4,20121,1411180,Lab. de Programação I,112110948,A,dsc,0
7.55,8.5,8.85,-1,8.3,20121,1411180,Lab. de Programação I,112110949,A,dsc,1
6.8,6.4,9,-1,7.6,20121,1411180,Lab. de Programação I,111210669,A,dsc,1
0.2,0,1.45,-1,0.6,20121,1411180,Lab. de Programação I,112150445,R,dsc,1
8.25,8.4,8.7,-1,8.5,20121,1411180,Lab. de Programação I,112110039,A,dsc,1
6.25,8.4,7.75,-1,7.3,20121,1411180,Lab. de Programação I,112190146,A,dsc,1
8.26666666667,8.2,8.56666666667,-1,8.2,20121,1411180,Lab. de Programação I,112190148,A,dsc,1
8.1,6.4,6.65,-1,7.3,20121,1411180,Lab. de Programação I,112110036,A,dsc,1
8.6,9.1,9.55,-1,9.1,20121,1411180,Lab. de Programação I,112110875,A,dsc,1
3.63333333333,5.63333333333,3.33333333333,-1,3.4,20121,1411180,Lab. de Programação I,111210841,R,dsc,1
1,2,6.2,-1,3.3,20121,1411180,Lab. de Programação I,111250017,R,dsc,0
5.55,5.95,6.1,9.7,7.1,20121,1411180,Lab. de Programação I,112150921,A,dsc,1
1.35,2.6,4.15,-1,2.7,20121,1411180,Lab. de Programação I,112110085,R,dsc,1
9.75,9.4,8.25,-1,9.2,20121,1411180,Lab. de Programação I,112110084,A,dsc,1
3.6,7.6,6.1,8.7,6.7,20121,1411180,Lab. de Programação I,112110083,A,dsc,1
5.95,9.1,8.55,-1,7.7,20121,1411180,Lab. de Programação I,112110081,A,dsc,1
6.75,4.5,9.35,-1,7.4,20121,1411180,Lab. de Programação I,112150455,A,dsc,0
0.4,0,1.25,-1,0.6,20121,1411180,Lab. de Programação I,112150451,R,dsc,1
5.9,6.3,8.4,-1,7,20121,1411180,Lab. de Programação I,112110089,A,dsc,1
2.85,3.4,3.9,-1,3.4,20121,1411180,Lab. de Programação I,112150453,R,dsc,1
3.4,5.3,6.3,6.5,5,20121,1411180,Lab. de Programação I,112110002,A,dsc,1
6.45,5.6,2.05,8.9,7,20121,1411180,Lab. de Programação I,112110001,A,dsc,3
7.65,1.9,5.05,5.9,5.7,20121,1411180,Lab. de Programação I,111210406,A,dsc,0
4.55,4.35,4,2.7,4.2,20121,1411180,Lab. de Programação I,111210787,R,dsc,1
7,7.4,7.55,-1,7.3,20121,1411180,Lab. de Programação I,112110960,A,dsc,1
10,10,9.95,-1,10,20121,1411180,Lab. de Programação I,112110090,A,dsc,1
4.45,6.6,8,9.2,7.5,20121,1411180,Lab. de Programação I,112110092,A,dsc,1
9,9.1,9.7,-1,9.3,20121,1411180,Lab. de Programação I,112110094,A,dsc,1
7.25,6.15,4.95,5.7,6.2,20121,1411180,Lab. de Programação I,111150430,A,dsc,1
5.3,7,7.75,7,6.8,20121,1411180,Lab. de Programação I,112110096,A,dsc,1
4.25,7.4,5.7,6.7,6,20121,1411180,Lab. de Programação I,112190043,A,dsc,1
1.95,1.3,1.95,-1,1.7,20121,1411180,Lab. de Programação I,112190042,R,dsc,1
2.25,4.4,7.75,5.1,5,20121,1411180,Lab. de Programação I,111210096,A,dsc,0
4.4,7.2,8.2,6.9,6.7,20121,1411180,Lab. de Programação I,111210656,A,dsc,1
4.8,6.1,3.2,5.9,5.2,20121,1411180,Lab. de Programação I,112110019,A,dsc,4
0.75,0,5.6,-1,2.6,20121,1411180,Lab. de Programação I,111210794,R,dsc,0
5.65,2.6,8.6,6,6.2,20121,1411180,Lab. de Programação I,111210098,A,dsc,0
2.8,4.8,6.4,5,4.6,20121,1411180,Lab. de Programação I,112110917,R,dsc,1
7.4,8.8,8.25,-1,8.1,20121,1411180,Lab. de Programação I,112150922,A,dsc,1
6.75,6.55,3.45,-1,7,20121,1411180,Lab. de Programação I,112110912,A,dsc,1
4.2,6.4,2.5,3.5,4.5,20121,1411180,Lab. de Programação I,112150726,R,dsc,0
3.73333333333,4.66666666667,6.13333333333,6.8,5.1,20121,1411180,Lab. de Programação I,112150439,A,dsc,1
5.9,5.15,1.85,9.9,7,20121,1411180,Lab. de Programação I,112110062,A,dsc,3
6.66666666667,7.4,8.13333333333,8.9,7.6,20121,1411180,Lab. de Programação I,112110068,A,dsc,1
3.55,4,5.8,5.7,5,20121,1411180,Lab. de Programação I,112150725,A,dsc,1
8.2,9.4,8.6,-1,8.6,20121,1411180,Lab. de Programação I,112150735,A,dsc,1
3.7,0.5,4.35,-1,3.3,20121,1411180,Lab. de Programação I,112150734,R,dsc,0
9.6,9.4,9.65,-1,9.6,20121,1411180,Lab. de Programação I,112110076,A,dsc,1
9.2,6.1,8.65,-1,8.4,20121,1411180,Lab. de Programação I,112110071,A,dsc,1
6.8,5.5,6.1,8.6,7.1,20121,1411180,Lab. de Programação I,112110933,A,dsc,1
6.3,6.45,3.45,4.9,5.9,20121,1411180,Lab. de Programação I,112110937,A,dsc,1
7.53333333333,7.23333333333,7.1,-1,7.6,20121,1411180,Lab. de Programação I,112110936,A,dsc,1
6.05,7.2,8.15,-1,7.2,20121,1411180,Lab. de Programação I,112110938,A,dsc,1
5.3,3.4,6,4.7,5.5,20121,1411180,Lab. de Programação I,111110119,A,dsc,1
8,8.4,4.1,-1,7.8,20121,1411180,Lab. de Programação I,112110048,A,dsc,0
1.5,5.2,3.85,-1,3.1,20121,1411180,Lab. de Programação I,112150728,R,dsc,0
7.55,8.8,9.5,-1,8.6,20121,1411180,Lab. de Programação I,112110043,A,dsc,1
6.55,6.3,2.9,4.3,5.5,20121,1411180,Lab. de Programação I,112110047,A,dsc,1
7.25,6.65,3.35,-1,7.4,20121,1411180,Lab. de Programação I,112110044,A,dsc,3
5.9,8.6,5.8,-1,7.1,20122,1411180,Lab. de Programação I,112110923,A,dsc,5
7.4,7.3,8.3,-1,7.4,20122,1411180,Lab. de Programação I,112210953,A,dsc,1
9.9,7.4,9.6,-1,8.7,20122,1411180,Lab. de Programação I,112210046,A,dsc,1
1.2,4.4,6.6,4.8,5,20122,1411180,Lab. de Programação I,111150279,A,dsc,0
9,6.2,8.6,-1,7.7,20122,1411180,Lab. de Programação I,112210045,A,dsc,1
10,8.8,10,-1,9.5,20122,1411180,Lab. de Programação I,112210041,A,dsc,1
3.3,4.1,5.5,-1,3.9,20122,1411180,Lab. de Programação I,112211076,R,dsc,1
8.3,7.7,9.9,-1,8.8,20122,1411180,Lab. de Programação I,112110050,A,dsc,1
5,4.2,1.3,-1,3,20122,1411180,Lab. de Programação I,112150916,R,dsc,0
10,8.1,9.7,-1,9.1,20122,1411180,Lab. de Programação I,112210920,A,dsc,1
10,9,10,-1,9.6,20122,1411180,Lab. de Programação I,112210480,A,dsc,1
8.9,6.8,6.8,-1,7,20122,1411180,Lab. de Programação I,111210943,A,dsc,1
5.9,5.8,4.1,4.4,5.2,20122,1411180,Lab. de Programação I,112210077,A,dsc,1
7.2,8.7,10,-1,9.1,20122,1411180,Lab. de Programação I,112110954,A,dsc,1
7.9,6,8.8,-1,7.5,20122,1411180,Lab. de Programação I,112110959,A,dsc,1
9.5,8.4,9.2,-1,9,20122,1411180,Lab. de Programação I,112210079,A,dsc,1
9,6.8,8.3,-1,7.9,20122,1411180,Lab. de Programação I,112210078,A,dsc,1
3.1,5.6,8.4,4,4.5,20122,1411180,Lab. de Programação I,112210777,R,dsc,0
7,7,8.3,-1,7.1,20122,1411180,Lab. de Programação I,112210672,A,dsc,1
10,9.3,10,-1,9.7,20122,1411180,Lab. de Programação I,112110025,A,dsc,1
10,8.8,10,-1,9.5,20122,1411180,Lab. de Programação I,112210065,A,dsc,1
4,4.8,7.1,1.2,3.3,20122,1411180,Lab. de Programação I,112210439,R,dsc,1
9.9,6.1,6.1,-1,7.8,20122,1411180,Lab. de Programação I,112210067,A,dsc,1
1.1,4.2,2.9,-1,2.7,20122,1411180,Lab. de Programação I,112210060,R,dsc,1
10,8.3,8.5,-1,9.1,20122,1411180,Lab. de Programação I,112210068,A,dsc,1
10,7.6,8.5,-1,8.8,20122,1411180,Lab. de Programação I,112210436,A,dsc,1
7,7,7.1,-1,7,20122,1411180,Lab. de Programação I,112210434,A,dsc,1
7.7,7.9,6.9,-1,7.7,20122,1411180,Lab. de Programação I,112210660,A,dsc,1
6.2,6.3,8.4,9.6,7.7,20122,1411180,Lab. de Programação I,112210666,A,dsc,1
1.2,5.2,3,-1,3.2,20122,1411180,Lab. de Programação I,112211094,R,dsc,1
9.9,8.7,9.6,-1,9.3,20122,1411180,Lab. de Programação I,112210668,A,dsc,1
0.1,5.1,1.6,-1,2.5,20122,1411180,Lab. de Programação I,112210785,R,dsc,0
9.8,7.3,8.1,-1,8.5,20122,1411180,Lab. de Programação I,112210437,A,dsc,1
0.3,3.1,3.3,-1,1.9,20122,1411180,Lab. de Programação I,112210789,R,dsc,1
8,7.3,7.1,-1,7.6,20122,1411180,Lab. de Programação I,112210788,A,dsc,1
1.9,4,1.7,-1,2.8,20122,1411180,Lab. de Programação I,112210458,R,dsc,1
1.1,3,0,-1,1.5,20122,1411180,Lab. de Programação I,112110874,R,dsc,0
9.9,8.5,10,-1,9.3,20122,1411180,Lab. de Programação I,112210425,A,dsc,1
9.1,7,7.3,-1,7.3,20122,1411180,Lab. de Programação I,111250017,A,dsc,1
4.3,5,8.3,2,3.8,20122,1411180,Lab. de Programação I,112210423,R,dsc,0
10,8.6,7.5,-1,9.1,20122,1411180,Lab. de Programação I,112210653,A,dsc,1
9.9,8.7,8.9,-1,9.3,20122,1411180,Lab. de Programação I,112210650,A,dsc,1
5.5,6.9,1.4,-1,2.6,20122,1411180,Lab. de Programação I,112150451,R,dsc,0
8.4,7.5,8.5,-1,8,20122,1411180,Lab. de Programação I,112150453,A,dsc,1
7,7,7,-1,7,20122,1411180,Lab. de Programação I,112210099,A,dsc,1
2.2,4.9,9.1,2,3.3,20122,1411180,Lab. de Programação I,112210797,R,dsc,0
9.8,8.7,9.6,-1,9.3,20122,1411180,Lab. de Programação I,112210790,A,dsc,1
7,7,9.5,-1,7.3,20122,1411180,Lab. de Programação I,112210791,A,dsc,1
8.8,8.2,8.5,-1,8.5,20122,1411180,Lab. de Programação I,112210094,A,dsc,1
10,8.9,8.4,-1,9.3,20122,1411180,Lab. de Programação I,112210096,A,dsc,1
10,8.8,9.3,-1,9.4,20122,1411180,Lab. de Programação I,112210919,A,dsc,1
7.5,7.2,9,-1,7.5,20122,1411180,Lab. de Programação I,112210640,A,dsc,1
8.7,5.8,9,-1,7.4,20122,1411180,Lab. de Programação I,112210647,A,dsc,0
6,7.2,7.2,-1,7.1,20122,1411180,Lab. de Programação I,112190042,A,dsc,1
9.9,8.8,7.3,-1,9.1,20122,1411180,Lab. de Programação I,112210451,A,dsc,1
4.9,5.4,7.2,-1,3.2,20122,1411180,Lab. de Programação I,112210453,R,dsc,1
2.4,5.7,2.2,-1,3.9,20122,1411180,Lab. de Programação I,112210454,R,dsc,0
10,7.7,10,-1,9,20122,1411180,Lab. de Programação I,112210456,A,dsc,1
7,6.5,9.3,-1,7,20122,1411180,Lab. de Programação I,112210089,A,dsc,1
10,8.7,10,-1,9.4,20122,1411180,Lab. de Programação I,112210121,A,dsc,1
5.4,5.8,3.6,2,4,20122,1411180,Lab. de Programação I,112210123,R,dsc,1
9.6,9.6,9.6,-1,9.6,20122,1411180,Lab. de Programação I,112210122,A,dsc,1
0,3.2,3.3,-1,1.8,20122,1411180,Lab. de Programação I,112210081,R,dsc,1
10,10,10,-1,10,20122,1411180,Lab. de Programação I,112210086,A,dsc,1
0.8,4.9,2.4,-1,3.4,20122,1411180,Lab. de Programação I,111210794,R,dsc,0
9.6,8.2,10,-1,9.2,20122,1411180,Lab. de Programação I,112110085,A,dsc,1
