"matricula"
1041228
1042694
1051259
10524
1052696
1052181
1052523
1061462
1061195
1061601
1061358
106278
106261
1062526
1062704
1062399
106244
1062531
106219
1062152
1062626
1062158
1062762
1062790
1062236
1062290
1071424
1071309
1071436
1071325
1071252
107156
1071135
1071209
1071625
1071182
1071343
1071551
1071573
1071664
1071686
1071374
1071268
1071421
107163
1071580
107217
107296
1072460
1072347
1072211
1072274
1072550
107246
1072508
1072229
1072641
1072624
1072404
1072480
107220
1072244
1072703
1072356
1081645
1081186
1081141
1081763
1081190
1081700
1081332
1081149
1081539
1081609
1081510
1081765
1081672
1081282
1081400
1081164
1081683
108138
1081178
108186
1081709
1081521
1081241
1081191
1081452
1081406
1081467
1081578
1081311
1082587
108262
1082497
1082100
1082738
1082658
1082192
1082216
1082789
1082796
108254
108218
1082346
1082751
1082310
1082303
1082156
1082593
1082747
108267
1082767
1091665
1091144
1091768
109164
1091623
1091131
1091439
1091576
109187
1091631
1091577
1091720
1091756
1091557
109173
1091414
1091553
1091203
1091769
1091671
1091733
1091364
1091133
1091368
1091648
1091668
109112
1091569
1091300
1091691
1091530
1091230
1091476
1091150
1091457
1091479
1091116
1091598
109131
1091744
1091565
1091461
109170
1091490
1092465
1092277
1092103
1092685
1092739
1092251
1092112
1092380
1092317
10928
1092212
1092714
1092427
109245
1092417
1092375
1092249
1092742
1092559
1092258
1092110
1092123
1092513
1092483
1092352
1092294
1092288
1092322
1092794
1092355
1092107
109227
1092597
1092276
1092213
1092675
1092574
1092362
1092618
1092749
1092275
109250
1092441
1092398
1101167
1101219
1101151
1101782
1101169
1101335
11012
110133
1101278
1101420
1101502
1101607
110148
1101692
1101312
110158
1101301
1101610
1101732
1101143
1101128
1101377
1101247
1101514
1101179
1101535
110137
1101333
1101318
1101281
1101295
1101722
1101628
1101708
1101687
1101788
1101682
1101254
110142
1101372
11015
110147
1101499
1101548
1101697
1101669
1101774
1101108
1101297
1101370
1101220
1101338
1101408
1101681
110185
1101750
1101771
1101792
1101689
1101478
1101383
1101379
1101503
1101104
1101566
1101651
1101737
1101447
1101450
1101591
1101545
1101240
1101207
1101793
1101437
1101600
1102453
1102706
1102772
1102734
1102120
1102449
1102342
1102639
1102253
1102329
1102113
1102727
1102605
1102262
1102575
1102354
110226
11027
1102373
1102129
1102351
1102561
1102410
110265
1102416
1102695
1102730
1102498
1102606
1102334
1102775
1102583
1102572
1102547
1102522
1102481
1102554
1102723
110251
1102246
1102366
1102341
1102711
1102291
1102315
1102475
110230
1102139
1102640
1102534
1102187
1102173
1102132
1102586
1102520
1102454
1102678
1102621
1102666
1102393
1102464
1102458
1102118
1102208
1102719
1102538
1102536
1102779
1102477
1102741
1102718
1102227
110295
1102147
1102657
1102431
1102596
1102541
1102612
1102635
1102729
1102177
1102340
1102766
1102518
1102392
1102163
1102402
1102509
1102677
1102270
1111442
111113
111159
1111389
111153
1111238
1111394
111129
1111234
1111540
111169
1111304
1111122
1111632
1111507
1111532
111192
1111146
1111225
1111615
1111579
1111745
1111430
1111654
1111443
1111533
111177
1111359
1111316
111197
1111656
111139
1111344
1111663
111128
1111189
1111101
1111396
1111412
1111197
1111145
111114
1111736
1111519
1111126
1111629
1111653
1111285
1111302
1111105
1111155
1111472
1111712
1111265
1111776
1111466
1111293
11116
1111376
111180
1111595
1111777
1111684
1111292
1111426
111115
1111397
111160
1111724
1111210
111198
1111504
1111231
1111307
1111384
1111395
1111415
1111707
1111434
1111588
1111124
1111715
1111652
11111
1111198
1111440
1111546
1111563
1111487
1111463
1111134
1111154
1111608
111188
1111721
111193
111191
1112365
111252
1112726
1112165
1112500
1112622
1112589
1112218
1112650
1112261
1112172
1112485
1112337
111234
1112516
1112444
1112425
1112284
1112780
1112221
1112643
1112102
1112418
1112371
1112306
1112214
1112286
1112114
1112613
1112761
1112746
1112705
1112757
1112248
1112783
1112636
1112345
1112175
1112183
1112660
111243
111225
1112781
1112489
1112388
1112171
1112299
1112468
111224
1112196
1112239
1112363
1112543
1112494
1112459
1112620
1112702
1112378
1112735
1112321
1112456
111223
1112448
1112549
1112743
1112784
1112647
1112200
1112649
1112680
1112206
111283
1112331
111210
1112637
1112257
1112250
1112160
1112603
1112387
1112125
1112336
1112446
1112193
1112646
1112585
1112690
1112493
1112328
1112670
1112222
1112423
1112180
1112256
1112759
1112326
1112785
1112280
1112725
1112235
1112604
1112627
111266
1112296
1112611
1112445
1121269
1121791
1121662
1121602
1121674
1121524
1121581
1121515
1121327
112111
1121245
1121266
1121713
1121320
1121731
112182
1121264
112116
1121787
1121267
1121592
1121361
1121505
1121728
1121185
1121403
1121778
112176
1121506
1121429
11219
1121106
1121527
1121562
1121484
1121455
1121599
1121755
1121511
112184
1121633
1121491
1121140
112168
112171
1121243
1121161
1121451
1121673
1121184
1121348
1121471
1121119
1121287
112175
112140
1121390
1121111
1121786
1121699
1121232
1121260
1121224
112141
1121570
1121323
1121773
1121525
1121644
1121568
1121698
1121432
112194
1121233
1121350
1121760
