"matricula" "media" "periodo" "posicao"
"109210296" "5" "092" "28"
"109210294" "4.97" "092" "29"
"109210474" "4.85" "092" "30"
"109210063" "4.83" "092" "31"
"109210290" "4.79" "092" "32"
"109210291" "4.66" "092" "33"
"109210284" "4.36" "092" "34"
"109210032" "4.04" "092" "35"
"109210055" "4.02" "092" "36"
"109210051" "3.88" "092" "37"
"109210053" "3.6" "092" "38"
"109210014" "3.54" "092" "39"
"109210295" "3.18" "092" "40"
"109210287" "2.25" "092" "41"
"109210018" "2.23" "092" "42"
"109210026" "2.23" "092" "43"
"110110059" "9.8" "101" "1"
"110110125" "9.32" "101" "2"
"110110110" "9.03" "101" "3"
"110110047" "8.86" "101" "4"
"110110074" "8.84" "101" "5"
"110110058" "8.57" "101" "6"
"110110081" "8.23" "101" "7"
"110110853" "8.12" "101" "8"
"110110094" "8.09" "101" "9"
"110110088" "8.03" "101" "10"
"110110073" "7.98" "101" "11"
"110110116" "7.96" "101" "12"
"110110121" "7.95" "101" "13"
"110110093" "7.94" "101" "14"
"110110078" "7.89" "101" "15"
"110110132" "7.83" "101" "16"
"110110076" "7.81" "101" "17"
"110110124" "7.81" "101" "18"
"110110049" "7.67" "101" "19"
"110110052" "7.58" "101" "20"
"110110091" "7.53" "101" "21"
"110110117" "7.5" "101" "22"
"110110085" "7.28" "101" "23"
"110110127" "7.26" "101" "24"
"110110108" "7.13" "101" "25"
"110110123" "7.1" "101" "26"
"110110095" "7.02" "101" "27"
"110110087" "7.01" "101" "28"
"110110053" "6.97" "101" "29"
"110110069" "6.94" "101" "30"
"110110106" "6.88" "101" "31"
"110110118" "6.85" "101" "32"
"110110070" "6.72" "101" "33"
"110110973" "6.71" "101" "34"
"110110114" "6.68" "101" "35"
"110110096" "6.63" "101" "36"
"110110129" "6.53" "101" "37"
"110110061" "6.51" "101" "38"
"110110130" "6.46" "101" "39"
"110110848" "6.46" "101" "40"
"110110065" "6.41" "101" "41"
"110110080" "6.34" "101" "42"
"110110978" "6.26" "101" "43"
"110110120" "6.25" "101" "44"
"110150169" "6.23" "101" "45"
"110110045" "6.19" "101" "46"
"110110100" "6.14" "101" "47"
"110110857" "6.11" "101" "48"
"110110974" "5.98" "101" "49"
"110110072" "5.95" "101" "50"
"110110062" "5.93" "101" "51"
"110110122" "5.83" "101" "52"
"110110050" "5.8" "101" "53"
"110150167" "5.8" "101" "54"
"110110112" "5.78" "101" "55"
"110110043" "5.68" "101" "56"
"110110044" "5.57" "101" "57"
"110110851" "5.35" "101" "58"
"110110090" "5.11" "101" "59"
"110110055" "5.1" "101" "60"
"110110104" "5.08" "101" "61"
"110110098" "4.9" "101" "62"
"110110048" "4.83" "101" "63"
"110110107" "4.81" "101" "64"
"110110067" "4.75" "101" "65"
"110110057" "4.68" "101" "66"
"110110066" "4.67" "101" "67"
"110110063" "4.54" "101" "68"
"110150173" "4.51" "101" "69"
"110110852" "4.17" "101" "70"
"110110979" "3.86" "101" "71"
"110110079" "3.81" "101" "72"
"110150011" "3.8" "101" "73"
"110110077" "3.74" "101" "74"
"110110126" "1.25" "101" "75"
"110210088" "8.48" "102" "1"
"110210526" "8.35" "102" "2"
"110210102" "7.99" "102" "3"
"110210045" "7.75" "102" "4"
"110210083" "7.38" "102" "5"
"110210128" "7.27" "102" "6"
"110210052" "7.26" "102" "7"
"110210068" "7.22" "102" "8"
"110210097" "7.19" "102" "9"
"110210079" "7.1" "102" "10"
"110210047" "7" "102" "11"
"110210388" "6.85" "102" "12"
"110210061" "6.72" "102" "13"
"110210390" "6.63" "102" "14"
"110210114" "6.58" "102" "15"
"110210110" "6.55" "102" "16"
"110210072" "6.54" "102" "17"
"110210527" "6.53" "102" "18"
"110210397" "6.5" "102" "19"
"110210044" "6.39" "102" "20"
"110210073" "6.39" "102" "21"
"110210129" "6.39" "102" "22"
"110210391" "6.3" "102" "23"
"110210560" "6.26" "102" "24"
"110210115" "6.21" "102" "25"
"110210091" "6.19" "102" "26"
"110210075" "6.09" "102" "27"
"110210060" "6.05" "102" "28"
"110210386" "5.98" "102" "29"
"110210065" "5.91" "102" "30"
"110210094" "5.91" "102" "31"
"110210494" "5.85" "102" "32"
"110210393" "5.83" "102" "33"
"110210380" "5.68" "102" "34"
"110210080" "5.67" "102" "35"
"110210615" "5.62" "102" "36"
"110210053" "5.61" "102" "37"
"110210117" "5.61" "102" "38"
"110210113" "5.57" "102" "39"
"110210105" "5.55" "102" "40"
"110210082" "5.53" "102" "41"
"110210081" "5.29" "102" "42"
"110210108" "5.27" "102" "43"
"110210078" "5.22" "102" "44"
"110210093" "5.22" "102" "45"
"110210639" "5.2" "102" "46"
"110210385" "5.09" "102" "47"
"110210395" "5.09" "102" "48"
"110210383" "5.08" "102" "49"
"110210382" "5.02" "102" "50"
"110210387" "5.02" "102" "51"
"110210092" "5" "102" "52"
"110210046" "4.98" "102" "53"
"110210559" "4.94" "102" "54"
"110210381" "4.92" "102" "55"
"110210095" "4.83" "102" "56"
"110210066" "4.81" "102" "57"
"110210111" "4.79" "102" "58"
"110210614" "4.75" "102" "59"
"110210130" "4.66" "102" "60"
"110210557" "4.62" "102" "61"
"110210054" "4.59" "102" "62"
"110210058" "4.57" "102" "63"
"110210099" "4.56" "102" "64"
"110210384" "4.54" "102" "65"
"110210379" "4.5" "102" "66"
"110210394" "4.43" "102" "67"
"110210580" "4.41" "102" "68"
"110210041" "4.36" "102" "69"
"110210104" "4.28" "102" "70"
"110210107" "4.27" "102" "71"
"110210126" "4.26" "102" "72"
"110210124" "4.23" "102" "73"
"110210389" "4.17" "102" "74"
"110210118" "4.16" "102" "75"
"110210059" "4.14" "102" "76"
"110210067" "4.08" "102" "77"
"110210495" "3.94" "102" "78"
"110210613" "3.93" "102" "79"
"110210096" "3.88" "102" "80"
"110210069" "3.72" "102" "81"
"110210392" "3.69" "102" "82"
"110210049" "3.39" "102" "83"
"110210558" "2.9" "102" "84"
"110210396" "2.84" "102" "85"
"110210103" "2.74" "102" "86"
"110210109" "2.47" "102" "87"
"110210055" "1" "102" "88"
"111110076" "9.19" "111" "1"
"111110071" "9.03" "111" "2"
"111110092" "8.8" "111" "3"
"111110921" "8.5" "111" "4"
"111110133" "8.47" "111" "5"
"111110083" "8.43" "111" "6"
"111110103" "8.2" "111" "7"
"111110128" "8.06" "111" "8"
"111110096" "8" "111" "9"
"111110939" "7.87" "111" "10"
"111110925" "7.82" "111" "11"
"111110090" "7.78" "111" "12"
"111110130" "7.53" "111" "13"
"111110895" "7.45" "111" "14"
"111110923" "7.45" "111" "15"
"111110073" "7.33" "111" "16"
"111110890" "7.33" "111" "17"
"111110893" "7.3" "111" "18"
"111110126" "7.27" "111" "19"
"111110122" "7.13" "111" "20"
"111110912" "7.12" "111" "21"
"111110060" "7.02" "111" "22"
"111110898" "7.01" "111" "23"
"111110938" "7" "111" "24"
"111110079" "6.94" "111" "25"
"111110114" "6.87" "111" "26"
"111110109" "6.82" "111" "27"
"111110121" "6.79" "111" "28"
"111110086" "6.77" "111" "29"
"111110134" "6.76" "111" "30"
"111110088" "6.71" "111" "31"
"111110911" "6.68" "111" "32"
"111110914" "6.66" "111" "33"
"111110139" "6.63" "111" "34"
"111110074" "6.62" "111" "35"
"111110135" "6.56" "111" "36"
"111110100" "6.47" "111" "37"
"111150283" "6.47" "111" "38"
"111110929" "6.46" "111" "39"
"111110078" "6.4" "111" "40"
"111110089" "6.31" "111" "41"
"111110892" "6.27" "111" "42"
"111110063" "6.22" "111" "43"
"111150551" "6.11" "111" "44"
"111110118" "6.1" "111" "45"
"111110931" "6.09" "111" "46"
"111110080" "6.02" "111" "47"
"111150289" "6.01" "111" "48"
"111110127" "5.98" "111" "49"
"111110907" "5.91" "111" "50"
"111110926" "5.9" "111" "51"
"111110941" "5.83" "111" "52"
"111110064" "5.76" "111" "53"
"111110112" "5.62" "111" "54"
"111110896" "5.58" "111" "55"
"111110900" "5.45" "111" "56"
"111110919" "5.38" "111" "57"
"111110099" "5.35" "111" "58"
"111110124" "5.34" "111" "59"
"111110091" "5.32" "111" "60"
"111110928" "5.26" "111" "61"
"111110908" "5.25" "111" "62"
"111150280" "4.88" "111" "63"
"111150494" "4.8" "111" "64"
"111110070" "4.78" "111" "65"
"111110905" "4.7" "111" "66"
"111110916" "4.69" "111" "67"
"111110120" "4.6" "111" "68"
"111110935" "4.55" "111" "69"
"111110087" "4.51" "111" "70"
"111110066" "4.42" "111" "71"
"111150493" "4.41" "111" "72"
"111110119" "4.39" "111" "73"
"111110922" "4.36" "111" "74"
"111110069" "4.35" "111" "75"
"111150285" "4.33" "111" "76"
"111110915" "4.32" "111" "77"
"111110904" "4.31" "111" "78"
"111150427" "4.27" "111" "79"
"111110933" "4.25" "111" "80"
"111150553" "4.25" "111" "81"
"111110894" "4.17" "111" "82"
"111150430" "4.08" "111" "83"
"111150279" "4.05" "111" "84"
"111150292" "4.01" "111" "85"
"111110940" "3.99" "111" "86"
"111110113" "3.96" "111" "87"
"111150282" "3.95" "111" "88"
"111110901" "3.81" "111" "89"
"111110902" "3.81" "111" "90"
"111150291" "3.27" "111" "91"
"111110116" "2.95" "111" "92"
"111110094" "2.75" "111" "93"
"111110129" "2.43" "111" "94"
"111110085" "2.1" "111" "95"
"111150288" "1.9" "111" "96"
"111210666" "8.5" "112" "1"
"111210449" "8.38" "112" "2"
"111210433" "8.15" "112" "3"
"111210124" "8.1" "112" "4"
"111210090" "8.03" "112" "5"
"111210057" "7.56" "112" "6"
"111210042" "7.53" "112" "7"
"111210400" "7.42" "112" "8"
"111210662" "7.3" "112" "9"
"111210422" "7.28" "112" "10"
"111250014" "7.24" "112" "11"
"111210120" "7.23" "112" "12"
"111210056" "7.22" "112" "13"
"111210079" "7.22" "112" "14"
"111210073" "7.19" "112" "15"
"111210653" "7.04" "112" "16"
"111210113" "7.02" "112" "17"
"111210429" "7.01" "112" "18"
"111210399" "6.98" "112" "19"
"111210452" "6.98" "112" "20"
"111210445" "6.89" "112" "21"
"111210419" "6.86" "112" "22"
"111210872" "6.86" "112" "23"
"111210050" "6.78" "112" "24"
"111210411" "6.73" "112" "25"
"111210401" "6.68" "112" "26"
"111210442" "6.66" "112" "27"
"111210951" "6.61" "112" "28"
"111210792" "6.58" "112" "29"
"111210066" "6.57" "112" "30"
"111210450" "6.37" "112" "31"
"111250010" "6.35" "112" "32"
"111210448" "6.26" "112" "33"
"111210417" "6.24" "112" "34"
"111210393" "6.16" "112" "35"
"111210410" "6.08" "112" "36"
"111210451" "6.06" "112" "37"
"111210421" "5.98" "112" "38"
"111210061" "5.97" "112" "39"
"111210397" "5.94" "112" "40"
"111210661" "5.94" "112" "41"
"111210392" "5.92" "112" "42"
"111210391" "5.89" "112" "43"
"111210404" "5.87" "112" "44"
"111210062" "5.8" "112" "45"
"111210414" "5.79" "112" "46"
"111210055" "5.77" "112" "47"
"111210657" "5.73" "112" "48"
"111210796" "5.66" "112" "49"
"111210407" "5.59" "112" "50"
"111210438" "5.58" "112" "51"
"111210885" "5.58" "112" "52"
"111210840" "5.51" "112" "53"
"111210064" "5.49" "112" "54"
"111210423" "5.45" "112" "55"
"111250009" "5.42" "112" "56"
"111210426" "5.41" "112" "57"
"111210122" "5.3" "112" "58"
"111210870" "5.3" "112" "59"
"111210081" "5.19" "112" "60"
"111210413" "5.19" "112" "61"
"111210659" "5.19" "112" "62"
"111210787" "5.17" "112" "63"
"111210949" "5.12" "112" "64"
"111210665" "5.1" "112" "65"
"111210943" "5.03" "112" "66"
"111210947" "5" "112" "67"
"111210430" "4.99" "112" "68"
"111210434" "4.95" "112" "69"
"111210117" "4.88" "112" "70"
"111250017" "4.85" "112" "71"
"111210398" "4.78" "112" "72"
"111210416" "4.76" "112" "73"
"111210873" "4.72" "112" "74"
"111210952" "4.7" "112" "75"
"111210415" "4.67" "112" "76"
"111210446" "4.67" "112" "77"
"111210080" "4.65" "112" "78"
"111210412" "4.62" "112" "79"
"111210441" "4.58" "112" "80"
"111210655" "4.57" "112" "81"
"111210102" "4.55" "112" "82"
"111210953" "4.54" "112" "83"
"111210406" "4.53" "112" "84"
"111210656" "4.5" "112" "85"
"111210658" "4.48" "112" "86"
"111210841" "4.36" "112" "87"
"111210663" "4.3" "112" "88"
"111210098" "4.23" "112" "89"
"111210428" "4.23" "112" "90"
"111210390" "4.19" "112" "91"
"111210794" "4.19" "112" "92"
"111210660" "4.12" "112" "93"
"111210669" "4.12" "112" "94"
"111210049" "4.08" "112" "95"
"111210396" "3.87" "112" "96"
"111210096" "3.85" "112" "97"
"111210748" "3.17" "112" "98"
"111210068" "3.07" "112" "99"
"111210405" "2.85" "112" "100"
"111210085" "2.81" "112" "101"
"111210403" "2.44" "112" "102"
"111210667" "1.03" "112" "103"
"112110875" "9.53" "121" "1"
"112110103" "9.44" "121" "2"
"112110945" "8.99" "121" "3"
"112110043" "8.87" "121" "4"
"112110076" "8.82" "121" "5"
"112110090" "8.78" "121" "6"
"112110071" "8.64" "121" "7"
"112110048" "8.47" "121" "8"
"112110094" "8.45" "121" "9"
"112110929" "8.25" "121" "10"
"112110940" "8.11" "121" "11"
"112110044" "7.75" "121" "12"
"112110039" "7.71" "121" "13"
"112110036" "7.68" "121" "14"
"112110949" "7.63" "121" "15"
"112110936" "7.55" "121" "16"
"112110020" "7.52" "121" "17"
"112110068" "7.48" "121" "18"
"112110025" "7.45" "121" "19"
"112150735" "7.41" "121" "20"
"112110919" "7.34" "121" "21"
"112110083" "7.33" "121" "22"
"112110947" "7.33" "121" "23"
"112110943" "7.3" "121" "24"
"112110001" "7.28" "121" "25"
"112110933" "7.22" "121" "26"
"112110941" "7.22" "121" "27"
"112150455" "7.17" "121" "28"
"112110084" "7.08" "121" "29"
"112110089" "7.08" "121" "30"
"112110037" "7.07" "121" "31"
"112110038" "7.05" "121" "32"
"112110055" "7.02" "121" "33"
"112110081" "7.02" "121" "34"
"112110935" "7" "121" "35"
"112110938" "6.98" "121" "36"
"112110031" "6.94" "121" "37"
"112110937" "6.73" "121" "38"
"112110047" "6.65" "121" "39"
"112150437" "6.65" "121" "40"
"112110924" "6.64" "121" "41"
"112110101" "6.6" "121" "42"
"112110087" "6.58" "121" "43"
"112110951" "6.58" "121" "44"
"112110062" "6.53" "121" "45"
"112190146" "6.48" "121" "46"
"112110019" "6.46" "121" "47"
"112110108" "6.46" "121" "48"
"112110002" "6.4" "121" "49"
"112110106" "6.4" "121" "50"
"112110080" "6.35" "121" "51"
"112150726" "6.25" "121" "52"
"112110959" "6.18" "121" "53"
"112150922" "6.15" "121" "54"
"112110952" "6.13" "121" "55"
"112110046" "6.11" "121" "56"
"112150728" "6.08" "121" "57"
"112110956" "6.01" "121" "58"
"112110050" "5.92" "121" "59"
"112110051" "5.89" "121" "60"
"112190148" "5.89" "121" "61"
"112110912" "5.87" "121" "62"
"112110954" "5.86" "121" "63"
"112150443" "5.82" "121" "64"
"112150448" "5.77" "121" "65"
"112110024" "5.75" "121" "66"
"112110082" "5.75" "121" "67"
"112110948" "5.75" "121" "68"
"112110096" "5.72" "121" "69"
"112110950" "5.69" "121" "70"
"112150732" "5.69" "121" "71"
"112150921" "5.63" "121" "72"
"112110920" "5.57" "121" "73"
"112110105" "5.52" "121" "74"
"112110953" "5.47" "121" "75"
"112110961" "5.45" "121" "76"
"112110955" "5.41" "121" "77"
"112110917" "5.38" "121" "78"
"112150440" "5.38" "121" "79"
"112110085" "5.33" "121" "80"
"112150439" "5.18" "121" "81"
"112110958" "5.02" "121" "82"
"112150453" "4.9" "121" "83"
"112110934" "4.78" "121" "84"
"112110923" "4.74" "121" "85"
"112110092" "4.69" "121" "86"
"112190043" "4.51" "121" "87"
"112150445" "4.45" "121" "88"
"112150725" "4.44" "121" "89"
"112190042" "4.41" "121" "90"
"112110057" "4.33" "121" "91"
"112150736" "4.14" "121" "92"
"112110100" "4.1" "121" "93"
"112110960" "4.02" "121" "94"
"112110944" "4.01" "121" "95"
"112110922" "3.82" "121" "96"
"112150451" "3.59" "121" "97"
"112110069" "3.34" "121" "98"
"112150916" "3.09" "121" "99"
"112110928" "2.73" "121" "100"
"112110065" "2.7" "121" "101"
"112110034" "2.67" "121" "102"
"112150438" "2.6" "121" "103"
"112110874" "2.29" "121" "104"
"112150734" "2.07" "121" "105"
"112110003" "1.9" "121" "106"
"112110957" "1.9" "121" "107"
"112110067" "0" "121" "108"
"112210122" "9.1" "122" "1"
"112210919" "9.04" "122" "2"
"112210920" "9.03" "122" "3"
"112210480" "8.96" "122" "4"
"112210086" "8.73" "122" "5"
"112210121" "8.43" "122" "6"
"112210955" "8.36" "122" "7"
"112210041" "8.32" "122" "8"
"112210425" "8.32" "122" "9"
"112210065" "8.27" "122" "10"
"112210790" "8.15" "122" "11"
"112210094" "8.1" "122" "12"
"112210068" "8.03" "122" "13"
"112210046" "7.93" "122" "14"
"112210096" "7.92" "122" "15"
"112210650" "7.9" "122" "16"
"112210079" "7.83" "122" "17"
"112210653" "7.82" "122" "18"
"112210640" "7.77" "122" "19"
"112210953" "7.7" "122" "20"
"112210064" "7.63" "122" "21"
"112210874" "7.6" "122" "22"
"112210666" "7.58" "122" "23"
"112210436" "7.52" "122" "24"
"112210103" "7.48" "122" "25"
"112210791" "7.38" "122" "26"
"112210089" "7.22" "122" "27"
"112210788" "7.2" "122" "28"
"112210451" "7.13" "122" "29"
"112210109" "7.12" "122" "30"
"112210476" "7.1" "122" "31"
"112210118" "7.02" "122" "32"
"112210456" "7.02" "122" "33"
"112210437" "6.83" "122" "34"
"112210645" "6.75" "122" "35"
"112210098" "6.74" "122" "36"
"112210660" "6.73" "122" "37"
"112210120" "6.71" "122" "38"
"112210105" "6.7" "122" "39"
"112210067" "6.58" "122" "40"
"112210431" "6.58" "122" "41"
"112210434" "6.55" "122" "42"
"112210668" "6.55" "122" "43"
"112210042" "6.3" "122" "44"
"112210463" "6.28" "122" "45"
"112210045" "6.27" "122" "46"
"112210088" "6.24" "122" "47"
"112210452" "6.2" "122" "48"
"112210781" "6.1" "122" "49"
"112210115" "6.08" "122" "50"
"112210642" "5.9" "122" "51"
"112210099" "5.82" "122" "52"
"112210647" "5.7" "122" "53"
"112210460" "5.66" "122" "54"
"112210469" "5.64" "122" "55"
"112210108" "5.62" "122" "56"
"112210423" "5.54" "122" "57"
"112210078" "5.53" "122" "58"
"112210051" "5.46" "122" "59"
"112210672" "5.43" "122" "60"
"112210056" "5.42" "122" "61"
"112210797" "5.27" "122" "62"
"112210472" "5.2" "122" "63"
"112210128" "5.15" "122" "64"
"112210777" "5.1" "122" "65"
"112210795" "4.9" "122" "66"
"112210112" "4.85" "122" "67"
"112211076" "4.75" "122" "68"
"112210433" "4.72" "122" "69"
"112210123" "4.7" "122" "70"
"112210665" "4.47" "122" "71"
"112210442" "4.45" "122" "72"
"112210464" "4.43" "122" "73"
"112210077" "4.34" "122" "74"
"112210454" "4.32" "122" "75"
"112210471" "4.1" "122" "76"
"112210869" "3.95" "122" "77"
"112210783" "3.73" "122" "78"
"112210081" "3.66" "122" "79"
"112210996" "3.65" "122" "80"
"112210449" "3.62" "122" "81"
"112210780" "3.62" "122" "82"
"112211049" "3.62" "122" "83"
"112211094" "3.48" "122" "84"
"112210439" "3.42" "122" "85"
"112210796" "3.36" "122" "86"
"112210100" "3.35" "122" "87"
"112211050" "3.33" "122" "88"
"112210993" "3.32" "122" "89"
"112210095" "3.3" "122" "90"
"112210060" "3.22" "122" "91"
"112210479" "3.17" "122" "92"
"112210446" "3.03" "122" "93"
"112210453" "2.97" "122" "94"
"112210789" "2.85" "122" "95"
"112210951" "2.6" "122" "96"
"112210468" "2.5" "122" "97"
"112210054" "2.2" "122" "98"
"112210667" "2.12" "122" "99"
"112210867" "2" "122" "100"
"112210655" "1.8" "122" "101"
"112210785" "1.8" "122" "102"
"112210458" "1.5" "122" "103"
