1091623,4.78,-1,-1,-1
1091631,7.87,7.77,7.92,7.92
1091648,8.70,8.65,8.46,8.65
1091665,6.75,7.61,7.31,7.74
1091668,6.86,7.11,7.10,7.19
1091671,8.68,8.66,8.64,8.68
1091691,7.24,-1,-1,-1
1091720,7.29,7.53,7.46,-1
1091733,8.39,8.59,8.43,8.63
1091744,7.44,7.73,7.60,7.66
1091756,7.80,7.31,7.50,7.30
1091768,7.47,-1,-1,-1
1091769,4.17,-1,-1,-1
1092103,6.86,7.00,-1,-1
1092107,8.65,8.72,8.56,8.71
1092110,3.60,-1,-1,-1
1092112,2.13,-1,-1,-1
1092123,4.02,-1,-1,-1
1092212,7.88,7.91,7.83,-1
1092213,4.37,-1,-1,-1
1092249,6.58,6.06,-1,-1
1092251,8.64,8.69,-1,-1
1092258,3.88,-1,-1,-1
1092275,9.39,8.75,8.93,-1
1092276,5.62,4.79,-1,-1
1092277,4.31,5.19,4.58,-1
1092288,8.68,8.33,-1,8.38
1092294,4.83,-1,-1,-1
1092317,2.23,-1,-1,-1
1092322,8.36,8.46,-1,-1
1092352,8.43,8.44,8.24,-1
1092355,7.85,7.70,7.68,7.68
1092362,3.18,-1,-1,-1
1092375,6.80,-1,-1,-1
1092380,7.28,7.90,7.77,7.86
1092398,4.28,6.86,5.97,6.76
1092427,8.34,8.53,8.43,8.58
1092441,3.14,4.67,2.57,-1
1092465,6.00,-1,-1,-1
1092483,5.34,6.10,5.93,-1
1092513,5.18,5.20,4.89,-1
1092559,5.80,5.70,5.13,5.99
1092574,4.81,-1,-1,-1
1092597,6.75,-1,-1,-1
1092618,5.00,-1,-1,-1
1092675,4.98,5.82,-1,-1
1092685,5.70,5.69,3.67,4.80
1092714,3.18,3.42,-1,-1
1092739,2.96,3.45,-1,-1
1092742,4.86,4.90,4.89,-1
1092749,6.78,-1,-1,-1
1092794,3.80,4.19,3.93,-1
1101104,4.55,5.28,5.14,5.29
1101108,6.46,6.62,6.15,6.33
1101128,6.53,6.60,6.29,-1
1101143,5.76,7.04,6.78,6.90
1101151,5.24,6.12,6.23,6.34
1101167,5.66,5.68,-1,-1
1101169,4.56,4.80,-1,-1
1101179,7.36,7.71,7.63,-1
1101207,6.18,5.71,6.03,5.59
1101219,5.64,5.41,4.69,5.09
1101220,5.66,6.82,6.46,6.57
1101240,3.80,-1,-1,-1
1101247,8.44,7.87,8.07,8.16
1101254,6.21,6.96,6.28,-1
1101278,6.76,6.79,6.83,6.92
1101281,8.31,8.20,8.02,-1
1101295,7.49,7.24,7.18,7.18
1101297,8.45,7.89,8.00,-1
1101301,7.22,6.41,6.00,-1
1101312,5.66,-1,-1,-1
1101318,5.64,6.36,6.56,-1
1101333,4.06,3.57,-1,-1
1101335,7.30,7.58,7.50,7.57
1101338,6.25,-1,-1,-1
1101370,6.96,7.46,7.29,7.51
1101372,5.67,4.81,-1,-1
1101377,5.20,5.86,-1,-1
1101379,8.50,7.86,8.11,7.85
1101383,6.65,6.32,-1,-1
1101408,7.56,7.92,7.85,7.89
1101420,4.77,4.95,-1,-1
1101437,4.80,4.27,-1,-1
1101447,6.68,6.71,6.80,6.63
1101450,4.00,5.90,5.55,6.14
1101478,5.57,6.36,6.00,6.04
1101499,6.59,-1,-1,-1
1101502,6.41,4.62,5.37,4.44
1101503,6.70,6.45,6.05,6.19
1101514,8.92,8.82,-1,-1
1101535,4.58,3.64,3.25,3.24
1101545,4.28,3.68,2.76,2.58
1101548,5.82,4.62,-1,-1
1101566,3.94,-1,-1,-1
1101591,5.60,6.28,6.46,6.43
1101607,8.39,8.54,8.71,8.54
1101610,4.70,3.99,3.60,-1
1101628,8.03,-1,-1,-1
1101651,7.66,7.97,7.72,-1
1101669,9.41,8.98,9.29,8.93
1101681,7.45,5.66,5.13,4.74
1101682,7.53,8.06,7.72,7.89
1101687,7.25,7.46,7.77,-1
1101689,6.87,7.21,7.11,7.24
1101692,6.59,6.32,-1,-1
1101697,7.62,7.17,6.69,-1
1101708,5.68,5.02,5.26,5.82
1101722,6.63,6.93,6.94,6.93
1101732,4.75,-1,-1,-1
1101737,5.32,5.97,-1,-1
1101750,7.26,7.82,7.59,7.77
1101771,9.10,9.34,-1,9.24
1101774,5.86,5.65,-1,-1
1101782,9.36,8.82,9.21,8.94
1101788,7.87,8.05,8.14,-1
1101792,2.10,1.25,-1,-1
1101793,6.56,6.11,5.95,6.62
1102113,6.30,4.44,4.41,4.12
1102118,4.74,-1,-1,-1
1102120,7.93,6.88,7.06,6.88
1102139,5.54,5.58,5.49,-1
1102147,4.49,4.21,4.98,4.65
1102173,6.78,3.95,5.04,5.06
1102177,3.88,4.50,3.59,3.63
1102187,3.97,5.28,-1,-1
1102208,5.46,4.48,4.51,4.59
1102227,3.61,3.24,3.10,3.30
1102246,2.90,2.75,-1,-1
1102253,4.17,4.39,3.82,-1
1102262,6.77,6.52,6.85,6.53
1102270,6.31,5.02,5.89,-1
1102291,6.35,5.15,5.50,-1
1102315,3.68,2.45,-1,-1
1102329,0.65,1.00,-1,-1
1102334,8.07,8.43,8.43,8.59
1102340,2.90,-1,-1,-1
1102341,4.80,5.52,5.27,5.84
1102342,7.82,7.24,7.28,-1
1102351,6.48,6.44,6.63,6.64
1102354,7.92,4.67,6.37,5.26
1102366,3.70,4.12,-1,-1
1102373,2.62,3.55,1.87,-1
1102392,4.90,4.25,5.26,-1
1102393,4.59,5.39,5.50,5.85
1102402,3.75,3.68,-1,-1
1102410,6.30,6.01,6.39,6.14
1102416,7.60,7.08,7.64,7.15
1102431,1.99,2.72,-1,-1
1102449,2.79,2.84,-1,-1
1102453,5.78,4.11,4.66,4.08
1102454,6.51,7.24,7.32,7.22
1102458,3.38,4.89,-1,-1
1102464,4.89,4.65,5.04,-1
1102475,6.83,6.50,6.57,6.65
1102477,1.30,4.17,-1,-1
1102481,4.28,3.43,-1,-1
1102498,5.28,5.57,5.27,5.41
1102509,5.83,4.75,-1,-1
1102518,4.77,6.24,6.11,6.57
1102520,4.13,4.20,-1,3.65
1102522,6.86,4.67,4.96,-1
1102534,5.48,6.07,6.28,-1
1102536,3.40,5.00,3.31,-1
1102538,4.68,5.78,6.36,6.07
1102541,6.63,5.71,-1,-1
1102547,6.18,5.79,-1,-1
1102554,7.18,6.86,7.29,7.06
1102561,7.58,6.19,-1,-1
1102572,7.40,4.99,5.86,5.33
1102575,5.13,5.64,-1,-1
1102583,5.95,4.91,5.48,5.04
1102586,3.96,3.95,-1,-1
1102596,6.55,6.47,6.30,6.44
1102605,6.05,5.95,5.90,5.75
1102606,6.59,7.39,7.20,7.40
1102612,2.73,3.45,2.40,-1
1102621,4.78,4.49,5.70,5.19
1102635,8.70,8.34,8.49,8.49
1102639,7.02,5.57,5.67,6.04
1102640,5.95,6.53,6.55,6.55
1102657,4.74,4.97,5.61,5.95
1102666,4.50,-1,-1,-1
1102677,5.30,5.52,5.80,-1
1102678,5.73,6.20,6.01,6.58
1102695,5.84,5.47,6.31,6.04
1102706,7.06,6.25,6.71,-1
1102711,6.12,4.25,4.17,4.30
1102718,5.32,6.09,6.30,6.55
1102719,4.15,4.92,4.43,-1
1102723,4.07,4.56,-1,-1
1102727,5.61,3.90,3.94,4.07
1102729,7.16,-1,-1,-1
1102730,4.83,-1,4.34,5.02
1102734,7.55,4.84,4.73,4.83
1102741,5.82,6.51,6.85,6.76
1102766,5.00,4.72,-1,-1
1102772,7.12,7.77,7.45,-1
1102775,6.48,6.13,6.62,6.39
1102779,7.11,6.74,7.32,7.12
1111101,6.12,7.27,7.18,-1
1111105,6.62,7.20,6.82,6.86
1111122,5.54,5.91,5.47,5.85
1111124,4.50,3.99,-1,-1
1111126,6.27,6.76,-1,-1
1111134,3.91,3.92,3.50,-1
1111145,8.68,8.00,8.19,8.10
1111146,6.55,6.72,6.38,6.76
1111154,3.22,4.27,3.79,-1
1111155,2.80,3.59,-1,-1
1111189,7.76,6.74,6.51,6.76
1111197,6.56,5.89,5.79,5.97
1111198,5.90,3.88,4.17,-1
1111210,7.42,7.38,7.09,7.41
1111225,7.48,6.28,5.68,6.03
1111234,5.24,6.56,6.12,6.43
1111238,5.14,4.78,-1,-1
1111265,7.00,6.99,6.66,7.19
1111285,7.14,-1,-1,-1
1111292,6.59,6.74,-1,-1
1111293,3.95,3.48,-1,-1
1111302,4.73,6.09,4.92,-1
1111304,6.88,6.97,6.97,7.26
1111307,5.30,5.15,4.22,4.56
1111316,5.04,-1,-1,-1
1111344,7.40,6.08,5.66,5.51
1111359,7.38,6.82,-1,-1
1111376,3.94,4.59,3.74,4.64
1111384,7.06,6.39,6.23,6.53
1111389,4.74,4.53,-1,-1
1111394,9.36,9.00,9.18,8.98
1111395,6.54,6.03,5.96,6.14
1111396,7.03,5.27,6.62,5.79
1111397,5.88,5.44,5.30,4.94
1111412,8.68,7.11,7.52,6.87
1111415,1.92,4.07,-1,-1
1111426,2.74,4.18,3.32,-1
1111430,-1,-1,2.75,-1
1111434,6.17,6.76,6.24,7.21
1111440,7.26,6.45,6.43,6.23
1111442,8.38,6.92,7.33,7.16
1111443,5.26,5.25,6.01,-1
1111463,3.25,-1,-1,-1
1111466,2.26,3.71,2.49,-1
1111472,7.74,7.42,7.41,7.46
1111487,3.73,5.25,-1,-1
1111504,5.52,5.76,5.12,5.77
1111507,2.10,-1,-1,-1
1111519,8.52,8.44,8.29,8.56
1111532,6.26,6.72,6.70,-1
1111533,7.20,6.44,6.78,-1
1111540,9.83,9.16,9.15,9.10
1111546,3.96,4.45,3.81,-1
1111563,1.90,-1,-1,-1
1111579,5.74,5.27,5.07,5.15
1111588,8.38,7.82,8.02,8.02
1111595,4.60,5.08,3.83,-1
1111608,2.00,4.03,5.77,4.20
1111615,7.38,7.81,7.56,7.73
1111629,6.12,6.48,6.18,6.47
1111632,9.12,8.43,8.49,8.54
1111652,2.06,3.94,3.33,3.52
1111653,5.99,6.53,6.46,6.45
1111654,7.00,7.88,7.58,7.56
1111656,8.92,6.83,7.31,7.33
1111663,-1,4.34,3.96,4.27
1111684,7.98,7.09,7.23,7.22
1111707,1.47,4.37,4.33,-1
1111712,7.58,5.93,6.93,-1
1111715,5.92,5.78,5.50,5.29
1111721,3.82,4.69,5.15,4.32
1111724,4.68,4.29,3.97,4.09
1111736,8.08,7.51,7.77,-1
1111745,9.10,8.77,8.84,8.94
1111776,6.20,5.39,5.15,5.56
1111777,7.58,6.67,6.68,6.96
1112102,-1,4.97,2.85,4.75
1112114,-1,6.03,6.30,6.37
1112125,-1,4.91,4.95,4.43
1112160,-1,5.78,5.08,-1
1112165,-1,5.78,4.62,-1
1112171,-1,4.16,7.43,-1
1112172,-1,3.07,-1,-1
1112175,-1,2.85,1.07,1.48
1112180,-1,5.13,6.06,5.00
1112183,-1,4.53,4.60,-1
1112193,-1,4.08,5.20,4.42
1112196,-1,5.86,6.05,6.36
1112200,-1,6.28,6.17,6.35
1112206,-1,6.92,7.43,7.01
1112214,-1,4.19,2.75,-1
1112218,-1,5.80,4.50,4.23
1112221,-1,4.37,5.99,-1
1112222,-1,5.51,7.35,4.90
1112235,-1,6.51,6.97,6.23
1112239,-1,7.22,6.22,6.73
1112248,-1,7.42,6.51,6.84
1112250,-1,4.04,2.67,3.39
1112256,-1,6.85,5.73,6.46
1112257,-1,5.01,5.20,4.84
1112261,-1,6.62,6.57,6.52
1112280,-1,5.29,1.80,-1
1112284,-1,3.85,4.88,4.12
1112286,-1,5.85,7.23,5.40
1112296,-1,6.04,8.83,-1
1112299,-1,4.76,9.50,-1
1112306,-1,8.21,-1,-1
1112326,-1,5.58,-1,-1
1112328,-1,5.58,5.78,5.38
1112331,-1,4.33,4.31,-1
1112336,-1,8.50,-1,-1
1112337,-1,7.10,7.87,7.30
1112345,-1,6.29,6.94,6.64
1112363,-1,5.22,3.91,-1
1112365,-1,7.61,7.55,7.67
1112371,-1,5.30,5.10,-1
1112378,-1,8.15,-1,-1
1112387,-1,4.30,-1,-1
1112388,-1,5.72,4.52,4.61
1112418,-1,7.03,6.57,7.51
1112423,-1,4.36,3.40,-1
1112425,-1,7.97,7.50,-1
1112444,-1,2.81,0.10,-1
1112445,-1,4.78,5.66,5.84
1112446,-1,1.03,-1,-1
1112448,-1,6.61,5.68,5.91
1112456,-1,5.48,6.03,5.14
1112459,-1,6.91,6.33,6.69
1112468,-1,6.14,6.40,6.29
1112485,-1,7.09,6.20,7.16
1112489,-1,5.19,5.16,4.72
1112493,-1,4.19,4.95,5.01
1112494,-1,4.03,2.74,3.36
1112500,-1,7.18,6.30,6.72
1112516,-1,5.09,3.75,-1
1112543,-1,5.25,3.76,4.54
1112549,-1,6.79,5.50,6.34
1112585,-1,5.07,5.23,5.19
1112589,-1,5.94,6.40,5.82
1112603,-1,7.67,8.60,-1
1112604,-1,4.58,5.08,-1
1112611,-1,7.23,7.55,6.92
1112613,-1,6.10,5.74,5.32
1112620,-1,4.98,3.68,4.67
1112622,-1,7.63,7.35,7.61
1112627,-1,4.53,3.30,4.34
1112636,-1,2.44,-1,-1
1112637,-1,4.28,3.68,3.40
1112643,-1,6.98,7.10,7.12
1112646,-1,2.82,3.14,3.21
1112647,-1,8.37,8.50,-1
1112649,-1,5.91,6.73,6.03
1112650,-1,5.49,5.50,6.78
1112660,-1,5.55,3.95,5.25
1112680,-1,6.92,5.85,6.49
1112690,-1,6.55,6.90,6.77
1112705,-1,4.63,3.60,4.36
1112725,-1,5.12,8.60,-1
1112726,-1,6.68,7.64,6.61
1112735,-1,5.14,4.50,-1
1112743,-1,4.52,3.57,-1
1112746,-1,5.59,6.75,5.27
1112757,-1,6.90,6.58,6.82
1112759,-1,4.67,3.08,-1
1112761,-1,3.69,2.97,2.38
1112780,-1,4.08,6.37,4.25
1112781,-1,4.59,3.63,3.89
1112783,-1,6.55,5.43,6.14
1112784,-1,6.14,6.30,6.10
1112785,-1,4.85,4.26,5.48
1121106,-1,-1,9.13,8.77
1121111,-1,-1,4.58,4.74
1121119,-1,-1,6.45,5.78
1121127,-1,-1,4.33,5.49
1121138,-1,-1,3.30,2.07
1121140,-1,-1,8.38,8.34
1121153,-1,-1,5.30,6.18
1121159,-1,-1,6.42,5.00
1121161,-1,-1,9.58,9.39
1121174,-1,-1,4.84,5.24
1121184,-1,-1,6.37,6.42
1121185,-1,-1,5.40,2.70
1121188,-1,-1,3.18,3.55
1121194,-1,-1,3.98,4.90
1121202,-1,-1,2.60,-1
1121224,-1,-1,3.90,4.78
1121226,-1,-1,4.45,-1
1121232,-1,-1,8.97,8.27
1121233,-1,-1,8.05,7.31
1121243,-1,-1,7.10,6.54
1121245,-1,-1,6.85,7.01
1121260,-1,-1,7.22,-1
1121264,-1,-1,5.88,6.11
1121266,-1,-1,6.53,6.81
1121267,-1,-1,5.32,5.93
1121269,-1,-1,7.92,7.29
1121287,-1,-1,5.38,-1
1121298,-1,-1,5.47,5.96
1121305,-1,-1,3.97,4.27
1121319,-1,-1,5.97,5.96
1121323,-1,-1,6.73,-1
1121324,-1,-1,6.68,5.63
1121327,-1,-1,2.90,2.67
1121348,-1,-1,5.00,2.29
1121350,-1,-1,6.30,5.78
1121353,-1,-1,5.18,-1
1121361,-1,-1,7.95,7.02
1121390,-1,-1,3.32,3.62
1121405,-1,-1,7.98,7.20
1121409,-1,-1,2.62,2.95
1121422,-1,-1,6.41,5.65
1121428,-1,-1,7.47,6.15
1121429,-1,-1,8.78,8.60
1121432,-1,-1,4.60,4.01
1121451,-1,-1,3.93,5.52
1121455,-1,-1,7.78,7.26
1121469,-1,-1,6.18,5.82
1121471,-1,-1,9.52,9.48
1121474,-1,-1,3.72,4.41
1121484,-1,-1,3.22,5.39
1121491,-1,-1,5.80,4.68
1121496,-1,-1,5.86,5.79
1121505,-1,-1,4.93,4.33
1121506,-1,-1,3.50,3.34
1121511,-1,-1,6.92,6.52
1121515,-1,-1,6.74,6.78
1121524,-1,-1,6.98,5.86
1121527,-1,-1,5.70,6.28
1121529,-1,-1,5.25,4.03
1121542,-1,-1,6.02,5.34
1121558,-1,-1,6.20,6.11
1121562,-1,-1,7.45,6.89
1121564,-1,-1,3.60,3.59
1121567,-1,-1,6.27,6.46
1121568,-1,-1,7.40,7.29
1121570,-1,-1,8.13,7.62
1121581,-1,-1,6.83,7.43
1121584,-1,-1,7.93,7.43
1121592,-1,-1,6.47,6.03
1121594,-1,-1,4.97,5.86
1121599,-1,-1,7.70,7.19
1121602,-1,-1,6.02,6.31
1121630,-1,-1,6.32,6.11
1121633,-1,-1,8.98,8.74
1121644,-1,-1,8.53,8.16
1121655,-1,-1,6.66,6.65
1121662,-1,-1,1.90,-1
1121673,-1,-1,6.40,-1
1121674,-1,-1,7.92,7.49
1121676,-1,-1,1.90,-1
1121698,-1,-1,7.67,7.20
1121699,-1,-1,7.20,2.73
1121713,-1,-1,8.28,7.71
1121716,-1,-1,4.77,4.49
1121728,-1,-1,6.53,-1
1121731,-1,-1,8.64,8.84
1121740,-1,-1,3.77,5.08
1121755,-1,-1,4.62,5.33
1121760,-1,-1,8.00,7.64
1121773,-1,-1,7.48,7.03
1121778,-1,-1,0.00,-1
1121786,-1,-1,6.75,6.71
1121787,-1,-1,8.78,8.50
1121791,-1,-1,6.87,6.43
1122109,-1,-1,-1,3.42
1122115,-1,-1,-1,6.27
1122117,-1,-1,-1,6.55
1122130,-1,-1,-1,1.50
1122136,-1,-1,-1,3.22
1122137,-1,-1,-1,3.62
1122142,-1,-1,-1,7.93
1122148,-1,-1,-1,8.43
1122157,-1,-1,-1,3.47
1122162,-1,-1,-1,4.43
1122166,-1,-1,-1,8.32
1122168,-1,-1,-1,2.60
1122170,-1,-1,-1,3.62
1122199,-1,-1,-1,7.10
1122201,-1,-1,-1,8.27
1122204,-1,-1,-1,5.54
1122205,-1,-1,-1,6.74
1122215,-1,-1,-1,8.03
1122217,-1,-1,-1,2.20
1122223,-1,-1,-1,5.53
1122237,-1,-1,-1,7.48
1122242,-1,-1,-1,7.38
1122255,-1,-1,-1,5.66
1122263,-1,-1,-1,7.13
1122272,-1,-1,-1,4.75
1122273,-1,-1,-1,6.00
1122283,-1,-1,-1,5.70
1122289,-1,-1,-1,6.58
1122308,-1,-1,-1,7.02
1122313,-1,-1,-1,4.85
1122330,-1,-1,-1,5.34
1122339,-1,-1,-1,6.75
1122349,-1,-1,-1,6.20
1122357,-1,-1,-1,5.90
1122360,-1,-1,-1,8.18
1122367,-1,-1,-1,2.97
1122369,-1,-1,-1,3.66
1122381,-1,-1,-1,3.30
1122382,-1,-1,-1,4.90
1122385,-1,-1,-1,3.36
1122386,-1,-1,-1,3.73
1122391,-1,-1,-1,2.50
1122401,-1,-1,-1,8.73
1122407,-1,-1,-1,4.16
1122411,-1,-1,-1,7.82
1122413,-1,-1,-1,6.80
1122419,-1,-1,-1,5.43
1122433,-1,-1,-1,6.28
1122435,-1,-1,-1,4.32
1122438,-1,-1,-1,3.35
1122470,-1,-1,-1,2.00
1122473,-1,-1,-1,6.83
1122482,-1,-1,-1,5.77
1122486,-1,-1,-1,6.28
1122488,-1,-1,-1,3.03
1122495,-1,-1,-1,8.10
1122501,-1,-1,-1,7.90
1122512,-1,-1,-1,4.70
1122517,-1,-1,-1,5.10
1122528,-1,-1,-1,4.72
1122537,-1,-1,-1,7.83
1122544,-1,-1,-1,5.62
1122552,-1,-1,-1,3.65
1122555,-1,-1,-1,5.20
1122556,-1,-1,-1,7.66
1122560,-1,-1,-1,6.59
1122571,-1,-1,-1,5.27
1122582,-1,-1,-1,5.15
1122590,-1,-1,-1,2.85
1122614,-1,-1,-1,7.58
1122616,-1,-1,-1,8.32
1122617,-1,-1,-1,6.73
1122619,-1,-1,-1,1.80
1122634,-1,-1,-1,4.34
1122638,-1,-1,-1,7.92
1122642,-1,-1,-1,3.32
1122659,-1,-1,-1,9.10
1122661,-1,-1,-1,9.04
