10524,6.08,-1,-1,-1
10928,6.24,6.82,6.46,6.69
11012,5.74,5.70,5.61,5.72
11015,6.60,6.40,-1,-1
11027,6.94,7.17,7.18,7.28
11111,4.88,-1,-1,-1
11116,3.06,4.31,-1,-1
11223,-1,-1,-1,3.62
106219,8.10,8.33,-1,-1
106244,7.68,7.87,-1,-1
106261,6.27,6.48,6.60,-1
106278,8.50,-1,-1,-1
107156,8.20,-1,-1,-1
107163,6.38,6.96,-1,-1
107217,8.02,7.73,-1,-1
107220,4.26,4.98,4.57,-1
107246,6.65,7.14,6.81,6.90
107296,7.89,8.34,8.49,8.57
108138,7.85,8.11,7.70,8.09
108186,8.68,8.62,8.78,-1
108218,5.85,-1,5.96,5.67
108254,8.14,8.33,8.27,-1
108262,7.50,7.75,7.63,7.47
108267,6.23,6.86,6.81,-1
109112,6.47,6.50,-1,-1
109131,5.10,5.67,-1,-1
109164,5.60,6.48,6.11,6.41
109170,4.40,4.55,3.99,4.15
109173,6.45,6.65,6.94,-1
109187,9.25,8.51,8.64,8.67
109227,0.73,-1,-1,-1
109245,7.57,7.88,7.76,7.95
109250,4.75,5.20,4.67,5.11
110133,6.53,7.51,7.48,7.81
110137,7.10,7.72,7.81,7.73
110142,8.07,6.57,6.53,6.79
110147,6.36,4.99,-1,-1
110148,9.80,-1,-1,-1
110158,5.53,4.59,-1,-1
110185,4.83,7.02,6.43,6.93
110226,3.49,3.92,3.73,3.72
110230,5.70,4.67,4.91,4.77
110251,7.69,7.96,8.11,-1
110265,6.06,5.07,4.84,5.51
110295,5.30,5.70,5.46,-1
111113,6.14,6.18,6.07,6.36
111114,2.43,-1,-1,-1
111115,4.30,4.80,-1,-1
111128,5.46,4.45,5.96,5.36
111129,8.15,7.34,7.86,7.26
111139,4.10,3.07,4.33,-1
111153,4.14,4.34,4.61,4.39
111159,5.90,5.68,5.71,5.69
111160,8.28,8.48,8.42,-1
111169,6.06,6.27,5.35,5.74
111177,8.10,8.17,8.22,8.28
111180,6.50,5.85,6.53,-1
111188,5.48,4.40,5.00,4.31
111191,4.25,-1,-1,-1
111192,4.52,4.28,5.05,5.00
111193,7.20,6.14,6.18,6.29
111197,4.38,3.71,3.96,4.73
111198,8.24,7.82,8.03,-1
111210,-1,4.79,2.83,-1
111223,-1,4.59,3.46,4.02
111224,-1,7.19,8.11,-1
111225,-1,6.66,6.62,5.90
111234,-1,4.65,-1,-1
111243,-1,6.00,5.57,-1
111252,-1,4.08,-1,-1
111266,-1,5.75,2.30,-1
111283,-1,4.57,2.85,3.66
112111,-1,-1,8.53,7.77
112116,-1,-1,6.20,6.53
112132,-1,-1,4.28,5.29
112140,-1,-1,4.87,5.48
112141,-1,-1,6.98,-1
112168,-1,-1,6.07,5.60
112171,-1,-1,2.95,3.28
112172,-1,-1,6.57,5.29
112175,-1,-1,7.40,7.47
112176,-1,-1,8.03,7.45
112182,-1,-1,7.98,7.83
112184,-1,-1,6.67,6.97
112189,-1,-1,6.80,6.55
112194,-1,-1,8.87,8.97
112221,-1,-1,-1,6.58
112235,-1,-1,-1,6.30
112236,-1,-1,-1,8.96
112249,-1,-1,-1,8.15
112255,-1,-1,-1,2.12
112257,-1,-1,-1,7.52
112274,-1,-1,-1,7.77
112279,-1,-1,-1,7.22
112281,-1,-1,-1,6.55
112290,-1,-1,-1,7.72
112299,-1,-1,-1,7.70
1041228,7.45,-1,-1,-1
1042694,5.80,6.62,6.56,-1
1051259,7.36,7.73,-1,-1
1052181,7.23,6.94,7.37,7.59
1052523,6.74,6.17,6.54,6.37
1052696,5.74,-1,-1,-1
1061195,7.40,-1,-1,-1
1061358,6.05,6.58,-1,-1
1061462,0.00,-1,-1,-1
1061601,7.20,7.74,-1,-1
1062152,8.42,-1,-1,-1
1062158,7.39,-1,-1,-1
1062236,7.50,-1,-1,-1
1062290,7.93,-1,-1,-1
1062399,6.48,-1,-1,-1
1062526,7.19,7.26,7.28,-1
1062531,7.70,7.44,7.53,-1
1062626,5.89,7.00,6.82,6.82
1062704,7.92,7.81,7.73,-1
1062762,8.10,8.14,-1,-1
1062790,9.25,-1,-1,-1
1071135,8.64,-1,-1,-1
1071182,8.50,-1,-1,-1
1071209,7.71,7.52,-1,-1
1071252,8.96,-1,-1,-1
1071268,8.45,8.65,-1,-1
1071309,7.97,7.87,-1,-1
1071325,-1,3.50,-1,-1
1071343,9.16,-1,-1,-1
1071374,-1,7.43,8.61,-1
1071421,6.45,7.34,7.25,-1
1071424,8.00,8.19,-1,-1
1071436,8.09,8.28,-1,-1
1071551,-1,6.67,6.25,-1
1071573,8.44,-1,-1,-1
1071580,7.84,8.00,-1,-1
1071625,8.29,8.42,-1,-1
1071664,7.06,6.85,7.25,-1
1071686,8.43,-1,-1,-1
1072211,6.71,7.22,7.08,7.51
1072229,7.98,8.41,8.53,-1
1072244,4.18,5.62,5.37,5.78
1072274,9.03,8.74,-1,-1
1072347,7.78,-1,-1,-1
1072356,7.06,6.70,-1,-1
1072404,7.73,7.84,-1,-1
1072460,7.53,8.10,8.17,8.14
1072480,3.67,-1,-1,-1
1072508,8.74,8.68,-1,-1
1072550,6.82,8.07,7.82,7.88
1072624,6.15,7.31,6.91,7.20
1072641,8.60,8.45,-1,-1
1072703,8.58,8.55,8.69,-1
1081141,8.72,8.49,8.78,-1
1081149,8.14,8.42,-1,8.41
1081164,8.41,-1,-1,8.11
1081178,8.50,8.24,8.44,-1
1081186,8.70,8.88,8.76,-1
1081190,8.90,8.61,8.62,-1
1081191,5.04,5.29,4.89,5.21
1081241,9.37,9.24,8.99,-1
1081282,8.47,8.25,8.49,-1
1081311,8.47,8.62,8.73,-1
1081332,8.22,8.15,8.24,-1
1081400,8.42,8.56,8.67,-1
1081406,8.00,8.42,8.24,-1
1081452,0.00,-1,-1,-1
1081467,8.14,7.92,-1,-1
1081510,7.53,7.62,7.82,7.70
1081521,7.72,8.16,8.20,-1
1081539,-1,8.16,8.35,8.25
1081578,9.40,9.44,9.37,-1
1081609,7.92,7.96,8.27,-1
1081645,7.58,8.11,8.28,-1
1081672,5.46,6.37,5.74,-1
1081683,9.08,8.90,9.00,-1
1081700,8.70,8.97,9.12,-1
1081709,8.83,8.61,8.65,-1
1081763,7.06,7.61,7.38,7.70
1081765,8.28,8.57,8.62,-1
1082100,7.43,7.55,7.38,7.41
1082156,7.55,7.83,7.83,7.86
1082192,8.40,8.63,8.57,8.65
1082216,7.86,8.19,8.04,8.26
1082303,7.02,7.27,7.39,7.53
1082310,8.63,8.47,-1,-1
1082346,7.21,7.45,-1,7.42
1082497,7.43,5.88,7.16,6.23
1082587,7.45,7.57,7.37,-1
1082593,4.22,4.64,-1,-1
1082658,7.28,7.41,7.36,-1
1082738,6.43,6.86,6.63,-1
1082747,7.60,7.76,7.75,-1
1082751,7.87,7.89,7.72,-1
1082767,7.53,7.62,7.83,7.77
1082789,7.96,8.45,8.53,-1
1082796,7.42,-1,-1,-1
1091116,6.32,6.26,6.39,-1
1091131,5.24,5.58,-1,-1
1091133,7.01,6.95,6.99,7.12
1091144,3.35,-1,-1,-1
1091150,8.96,8.64,8.74,8.71
1091203,5.82,6.31,-1,-1
1091230,7.34,7.82,7.54,7.98
1091300,6.90,7.56,7.33,7.54
1091364,7.10,7.26,7.13,-1
1091368,5.70,5.51,4.99,5.51
1091414,6.97,7.94,7.42,8.03
1091439,6.51,-1,-1,-1
1091457,5.11,-1,-1,-1
1091461,6.95,7.18,7.05,7.12
1091476,6.59,7.38,7.03,7.68
1091479,3.88,4.57,-1,-1
1091490,6.69,7.59,7.31,7.66
1091530,6.62,7.10,6.84,7.37
1091553,4.01,5.78,5.48,5.93
1091557,7.26,7.34,7.41,7.27
1091565,7.73,7.80,7.70,7.76
1091569,6.99,7.09,6.92,6.88
1091576,4.45,5.16,5.14,-1
1091577,7.05,6.89,6.97,6.79
1091598,3.93,4.68,-1,-1
