CodigoDisciplina,MatriculaAluno,Periodo,Media,PeriodoRelativo,CodigoSituacao
1301014,10310996,20042,8.8,4,1
1301014,10410605,20042,9,2,1
1301014,10110392,20042,8.3,8,1
1301014,10110486,20042,9.2,8,1
1301014,10010272,20042,8,10,1
1301014,10121014,20042,9.7,7,1
1301014,10221434,20042,8.8,5,1
1301014,10411446,20042,8.6,2,1
1301014,10411090,20042,8.3,2,1
1301014,10020633,20042,9,9,1
1301014,10020895,20042,9.3,9,1
1301014,10310840,20042,8.5,4,1
1301014,10220541,20042,8,5,1
1301014,10120660,20042,8.3,7,1
1301014,10020798,20042,9.3,9,1
1301014,10320250,20042,0,3,3
1301014,10121231,20042,0,7,3
1301014,10110418,20042,-1,8,4
1301014,10220939,20042,-1,5,4
1301014,10010052,20042,-1,10,4
1301014,10321261,20051,8.8,4,1
1301014,10320050,20051,8.8,4,1
1301014,10310465,20051,7.5,5,1
1301014,10320182,20051,8.5,4,1
1301014,10321064,20051,9.3,4,1
1301014,10210296,20051,9.7,7,1
1301014,10221208,20051,8.2,6,1
1301014,10211474,20051,8.8,7,1
1301014,10111147,20051,9.2,9,1
1301014,10211121,20051,9.7,7,1
1301014,10110346,20051,8.7,9,1
1301014,10021237,20051,8,10,1
1301014,10221142,20051,7.7,6,1
1301014,10021021,20051,8.6,10,1
1301014,10111177,20051,9.4,9,1
1301014,10110706,20051,9.5,9,1
1301014,10410942,20051,8.7,3,1
1301014,10320634,20051,-1,4,4
1301014,10510767,20051,-1,1,4
1301014,10321454,20052,7.8,5,1
1301014,10411252,20052,8.7,4,1
1301014,10321167,20052,8,5,1
1301014,10511326,20052,8.3,2,1
1301014,10411206,20052,9,4,1
1301014,10321251,20052,7.2,5,1
1301014,10320416,20052,8.5,5,1
1301014,10211303,20052,9.7,8,1
1301014,10221094,20052,8.2,7,1
1301014,10210231,20052,9.7,8,1
1301014,10210649,20052,10,8,1
1301014,10211432,20052,9,8,1
1301014,10121265,20052,9,9,1
1301014,10120590,20052,10,9,1
1301014,10121028,20052,9.2,9,1
1301014,10121085,20052,8.5,9,1
1301014,10121272,20052,9,9,1
1301014,10120994,20052,8.8,9,1
1301014,10410606,20052,9,4,1
1301014,10410998,20052,8.5,4,1
1301014,10420846,20052,8,3,1
1301014,10411198,20052,9.3,4,1
1301014,10011321,20052,8.5,12,1
1301014,10320552,20052,8.3,5,1
1301014,10310851,20052,9.5,6,1
1301014,10420676,20052,6.3,3,1
1301014,10110334,20052,3.3,10,2
1301014,10110418,20052,-1,10,4
1301014,10211022,20052,-1,8,4
1301014,10320582,20061,8.7,6,1
1301014,10420389,20061,8,4,1
1301014,10420405,20061,9,4,1
1301014,10410088,20061,9.3,5,1
1301014,10320578,20061,10,6,1
1301014,10320120,20061,9.3,6,1
1301014,10320172,20061,8.2,6,1
1301014,10210268,20061,9,9,1
1301014,10210777,20061,9.6,9,1
1301014,10211316,20061,9.5,9,1
1301014,10210327,20061,9.2,9,1
1301014,10220939,20061,5.9,8,1
1301014,10210393,20061,8.3,9,1
1301014,10110418,20061,8.5,11,1
1301014,10521069,20061,9.4,2,1
1301014,10511277,20061,7,3,1
1301014,10420825,20061,9.9,4,1
1301014,10421183,20061,10,4,1
1301014,10420494,20061,9.2,4,1
1301014,10420455,20061,7.3,4,1
1301014,10120886,20061,9,10,1
1301014,10410339,20061,8.8,5,1
1301014,10410931,20061,9,5,1
1301014,10421354,20061,10,4,1
1301014,10410597,20061,9.2,5,1
1301014,10410535,20061,9.6,5,1
1301014,10520049,20061,1.6,2,2
1301014,10410813,20061,-1,5,4
1301014,10520529,20061,-1,2,4
1301014,10310058,20062,10,8,1
1301014,10610764,20062,7.2,2,1
1301014,10610521,20062,9.3,2,1
1301014,10610808,20062,8.5,2,1
1301014,10610417,20062,7,2,1
1301014,10421230,20062,9.2,5,1
1301014,10510199,20062,8.4,4,1
1301014,10511097,20062,7.8,4,1
1301014,10321468,20062,10,7,1
1301014,10311058,20062,9.7,8,1
1301014,10320634,20062,9.7,7,1
1301014,10320892,20062,9.8,7,1
1301014,10210609,20062,10,10,1
1301014,10411204,20062,9.3,6,1
1301014,10511398,20062,7,4,1
1301014,10510445,20062,8.2,4,1
1301014,10410001,20062,9.2,6,1
1301014,10420391,20062,7.3,5,1
1301014,10411186,20062,10,6,1
1301014,10421093,20062,9,5,1
1301014,10421260,20062,8.7,5,1
1301014,10111019,20062,8.7,12,1
1301014,10110589,20062,9,12,1
1301014,10311176,20062,0,8,3
1301014,10421136,20062,0,5,3
1301014,10521054,20062,0,3,3
1301014,10521477,20062,0,3,3
1301014,10321334,20071,8,8,1
1301014,10320433,20071,7.3,8,1
1301014,10420084,20071,7.4,6,1
1301014,10510926,20071,8.4,5,1
1301014,10510017,20071,8.5,5,1
1301014,10520973,20071,7.7,4,1
1301014,10520173,20071,7.9,4,1
1301014,10410381,20071,8.1,7,1
1301014,10421136,20071,7,6,1
1301014,10520476,20071,8.6,4,1
1301014,10220029,20071,7.4,10,1
1301014,10220331,20071,7,10,1
1301014,10220684,20071,7.3,10,1
1301014,10310162,20071,7.4,9,1
1301014,10311285,20071,7.5,9,1
1301014,10220858,20071,7,10,1
1301014,10421030,20071,8.8,6,1
1301014,10410813,20071,7,7,1
1301014,10410188,20071,0,7,3
1301014,10211022,20071,0,11,3
1301014,10521054,20071,0,4,3
1301014,10521141,20071,0,4,4
1301014,10120622,20072,7.8,13,1
1301014,10510537,20072,7.7,6,1
1301014,10221188,20072,0,11,3
1301014,10520529,20072,0,5,3
1301014,10311176,20072,0,10,3
1301014,10511431,20081,8.3,7,1
1301014,10420446,20081,7,8,1
1301014,10520826,20081,9.7,6,1
1301014,10620520,20081,8,4,1
1301014,10620459,20081,9.3,4,1
1301014,10320229,20081,0,10,3
1301014,10420631,20081,0,8,3
1301014,10221188,20081,0,12,3
1301014,10310749,20081,0,11,3
1301014,10620293,20081,0,4,3
1301014,10420675,20081,0,8,3
1301014,10311176,20081,0,11,4
1301014,10310125,20082,7.7,12,1
1301014,10820949,20082,7,1,1
1301014,10711123,20082,9.7,4,1
1301014,10710081,20082,7.7,4,1
1301014,10720822,20082,7,3,1
1301014,10621353,20082,7.3,5,1
1301014,10620775,20082,7.7,5,1
1301014,10510572,20082,8.7,8,1
1301014,10510533,20082,8,8,1
1301014,10510617,20082,8.3,8,1
1301014,10421327,20082,10,9,1
1301014,10410188,20091,6.5,11,1
1301014,10511266,20091,8.5,9,1
1301014,10620040,20091,8.9,6,1
1301014,10620995,20091,8.3,6,1
1301014,10820310,20091,7.9,2,1
1301014,10720360,20091,8,4,1
1301014,10711323,20091,8.8,5,1
1301014,10720126,20091,8.3,4,1
1301014,10710878,20091,7.9,5,1
1301014,10720789,20091,9,4,1
1301014,10720818,20091,5.3,4,1
1301014,10710086,20091,8,5,1
1301014,10710530,20091,8.4,5,1
1301014,10820092,20091,9.2,2,1
1301014,10610159,20091,8.8,7,1
1301014,10521059,20091,9.2,8,1
1301014,10510767,20091,9.2,9,1
1301014,10510315,20091,9.7,9,1
1301014,10521362,20091,7.8,8,1
1301014,10811191,20091,0,3,3
1301014,10421138,20092,8.5,11,1
1301014,10410070,20092,8.3,12,1
1301014,10421253,20092,7.8,11,1
1301014,10710524,20092,8.3,6,1
1301014,10710428,20092,8.5,6,1
1301014,10710519,20092,8.3,6,1
1301014,10711172,20092,8.3,6,1
1301014,10710196,20092,8.5,6,1
1301014,10610409,20092,8.8,8,1
1301014,10610337,20092,8.3,8,1
1301014,10621366,20092,8,7,1
1301014,10611221,20092,8.5,8,1
1301014,10911458,20092,8.3,2,1
1301014,10910347,20092,8,2,1
1301014,10910993,20092,8.8,2,1
1301014,10910143,20092,8.6,2,1
1301014,10821486,20092,8,3,1
1301014,10820478,20092,8.6,3,1
1301014,10910966,20092,8.5,2,1
1301014,10511286,20092,8.5,10,1
1301014,10510881,20092,8.6,10,1
1301014,10520685,20092,8.8,9,1
1301014,10421464,20092,8,11,1
1301014,10720976,20092,0,5,3
1301014,10821324,20092,0,3,3
1301014,10721411,20092,-1,5,4
1301014,10520184,20101,7.9,10,1
1301014,10620103,20101,8.6,8,1
1301014,10820384,20101,7.8,4,1
1301014,10810618,20101,8.5,5,1
1301014,10810015,20101,8.6,5,1
1301014,10711050,20101,9,7,1
1301014,10720896,20101,9.2,6,1
1301014,10720400,20101,9.2,6,1
1301014,10720976,20101,9.3,6,1
1301014,10620887,20101,8.6,8,1
1301014,10621247,20101,9.1,8,1
1301014,10910534,20101,8.3,3,1
1301014,10910698,20101,7.7,3,1
1301014,10921107,20101,7.6,2,1
1301014,10911049,20101,7,3,1
1301014,10820756,20101,8.9,4,1
1301014,10820621,20101,9.2,4,1
1301014,10820201,20101,9.2,4,1
1301014,10811469,20101,8.8,5,1
1301014,10821051,20101,8.3,4,1
1301014,10910920,20101,8.8,3,1
1301014,10910504,20101,7.8,3,1
1301014,10911274,20101,8.3,3,1
1301014,10820814,20101,8.9,4,1
1301014,10610863,20101,9.5,9,1
1301014,10610985,20101,9,9,1
1301014,10610613,20101,8.8,9,1
1301014,10611122,20101,7.3,9,1
1301014,10620639,20101,8.8,8,1
1301014,10620211,20101,8.8,8,1
1301014,10611189,20101,9.6,9,1
1301014,10520031,20101,9.5,10,1
1301014,10921402,20101,7.4,2,1
1301014,10920332,20101,3.3,2,2
1301014,10610167,20101,0,9,3
1301014,10910809,20101,0,3,3
1301014,11010170,20101,0,1,3
1301014,10721460,20101,-1,6,4
1301014,10721360,20102,8.8,7,1
1301014,10721439,20102,8.5,7,1
1301014,10810463,20102,8.5,6,1
1301014,10821074,20102,8.8,5,1
1301014,10820953,20102,8.6,5,1
1301014,10820828,20102,8,5,1
1301014,11010879,20102,8.3,2,1
1301014,10921322,20102,8.3,3,1
1301014,10910354,20102,9.2,4,1
1301014,10911263,20102,5,4,1
1301014,10910377,20102,8.3,4,1
1301014,10910498,20102,8.5,4,1
1301014,10910528,20102,9.2,4,1
1301014,10910193,20102,6.1,4,1
1301014,10910340,20102,9,4,1
1301014,10910710,20102,8.4,4,1
1301014,11011067,20102,7,2,1
1301014,11010297,20102,6.7,2,1
1301014,11011351,20102,9.8,2,1
1301014,11010742,20102,7.3,2,1
1301014,10921352,20102,8.5,3,1
1301014,10920766,20102,9.2,3,1
1301014,10911392,20102,8.5,4,1
1301014,10910474,20102,7.1,4,1
1301014,10920028,20102,8.3,3,1
1301014,10920332,20102,5.4,3,1
1301014,10920545,20102,0,3,3
1301014,10521466,20102,-1,11,4
1301014,10621063,20102,-1,9,4
1301014,10620383,20102,-1,9,4
1301014,10720319,20111,7.3,8,1
1301014,11010170,20111,7.5,3,1
1301014,10920202,20111,5.1,4,1
1301014,10921114,20111,7.8,4,1
1301014,10910430,20111,7.8,5,1
1301014,10910461,20111,6.4,5,1
1301014,10911179,20111,8.5,5,1
1301014,10910285,20111,8.3,5,1
1301014,10911314,20111,5,5,1
1301014,10910413,20111,5.4,5,1
1301014,10820435,20111,7.3,6,1
1301014,10921170,20111,9.7,4,1
1301014,11110512,20111,5.5,1,1
1301014,10920715,20111,8.5,4,1
1301014,10921488,20111,7.2,4,1
1301014,10920761,20111,7.8,4,1
1301014,10910990,20111,8,5,1
1301014,10810694,20111,6.3,7,1
1301014,10921335,20111,8.1,4,1
1301014,10820779,20111,8.5,6,1
1301014,10911483,20111,4.3,5,2
1301014,11010648,20111,3.8,3,2
1301014,11010057,20111,0,3,3
1301014,11010198,20111,0,3,3
1301014,11010536,20111,0,3,3
1301014,10620490,20111,-1,10,4
1301014,10710705,20112,8.2,10,1
1301014,11020373,20112,8,3,1
1301014,11020762,20112,8.3,3,1
1301014,11020763,20112,8,3,1
1301014,11110829,20112,9.3,2,1
1301014,11120011,20112,9,1,1
1301014,10810449,20112,7.5,8,1
1301014,10520598,20121,7.9,14,1
1301014,11020138,20121,6.2,4,1
1301014,11121173,20121,7,2,1
1301014,11110638,20121,7.3,3,1
1301014,11110108,20121,7,3,1
1301014,11110522,20121,7,3,1
1301014,10720612,20121,8.7,10,1
1301014,10821048,20121,8.2,8,1
1301014,11020981,20121,5.3,4,1
1301014,11120869,20121,2.7,2,2
1301014,11110651,20121,2.4,3,2
1301014,11010198,20121,0,5,3
1301014,11120632,20121,0,2,3
1301014,11121036,20121,0,2,3
1301014,11121381,20121,0,2,3
1301014,11121421,20121,0,2,3
1301014,11110105,20121,0,3,3
1301014,11020263,20121,-1,4,4
1301014,10720577,20122,8.5,11,1
1301014,11121291,20122,7.7,3,1
1301014,11120677,20122,7,3,1
1301014,11120305,20122,7.9,3,1
1301014,11110695,20122,8,4,1
1301014,11120944,20122,7,3,1
1301014,11121079,20122,8.1,3,1
1301014,11010848,20122,7.7,6,1
1301014,10811062,20122,10,10,1
1301014,10810941,20122,9.7,10,1
1301014,11221029,20122,8.3,1,1
1301014,11210386,20122,5.7,2,1
1301014,11210785,20122,9.3,2,1
1301014,11211480,20122,5,2,1
1301014,11210972,20122,9,2,1
1301014,11210122,20122,8,2,1
1301014,11210219,20122,9,2,1
1301014,10721235,20122,8,11,1
1301014,11121487,20122,4.4,3,2
1301014,11210131,20122,0,2,3
1301014,11021389,20131,9.2,6,1
1301014,11310365,20131,10,1,1
1301014,11311174,20131,8.1,1,1
1301014,11310032,20131,9,1,1
1301014,11220401,20131,8.9,2,1
1301014,11221378,20131,9.2,2,1
1301014,11220262,20131,9.2,2,1
1301014,11220135,20131,8.8,2,1
1301014,11220561,20131,9.5,2,1
1301014,11210539,20131,8.5,3,1
1301014,11210035,20131,9,3,1
1301014,11120506,20131,9,4,1
1301014,11120673,20131,9.7,4,1
1301014,11120623,20131,9.3,4,1
1301014,11121289,20131,0,4,3
1301014,11210655,20131,0,3,3
1109049,10310157,20042,8.2,4,1
1109049,10310804,20042,5.3,4,1
1109049,10320416,20042,5.1,3,1
1109049,10310865,20042,7.3,4,1
1109049,10410188,20042,5,2,1
1109049,10220029,20042,6,5,1
1109049,10321261,20042,1.2,3,2
1109049,10320433,20042,3.2,3,2
1109049,10320220,20042,2.3,3,2
1109049,10120620,20042,4.5,7,2
1109049,10410942,20042,2.5,2,2
1109049,10220954,20042,2.5,5,2
1109049,10221219,20042,3.4,5,2
1109049,10320182,20042,2.7,3,2
1109049,10321333,20042,3,3,2
1109049,10320172,20042,3,3,2
1109049,10320892,20042,4.4,3,2
1109049,10320582,20042,0,3,3
1109049,10120923,20042,0,7,3
1109049,10211115,20042,0,6,3
1109049,10011321,20042,0,10,3
1109049,10120622,20042,0,7,3
1109049,10311285,20042,0,4,3
1109049,10221188,20042,0,5,3
1109049,10110418,20042,-1,8,4
1109049,10320552,20042,-1,3,4
1109049,10321261,20051,9.7,4,1
1109049,10320433,20051,6.2,4,1
1109049,10410070,20051,10,3,1
1109049,10411206,20051,7.8,3,1
1109049,10421230,20051,5.7,2,1
1109049,10411198,20051,7.5,3,1
1109049,10320172,20051,8,4,1
1109049,10311281,20051,8,5,1
1109049,10310434,20051,7.5,5,1
1109049,10321251,20051,5.4,4,1
1109049,10320634,20051,7.3,4,1
1109049,10220568,20051,5.2,6,1
1109049,10220858,20051,6,6,1
1109049,10221434,20051,5.5,6,1
1109049,10110418,20051,7.3,9,1
1109049,10321468,20051,7,4,1
1109049,10320921,20051,8.8,4,1
1109049,10320182,20051,5.5,4,1
1109049,10320120,20051,8.5,4,1
1109049,10120620,20051,5.1,8,1
1109049,10410339,20051,10,3,1
1109049,10410813,20051,7.1,3,1
1109049,10410606,20051,9.2,3,1
1109049,10411252,20051,6.7,3,1
1109049,10410597,20051,8.8,3,1
1109049,10320220,20051,5,4,1
1109049,10420915,20051,2.2,2,2
1109049,10220317,20051,2.8,6,2
1109049,10310749,20051,0,5,3
1109049,10120622,20051,0,8,3
1109049,10220954,20051,0,6,3
1109049,10221192,20051,0,6,3
1109049,10111347,20051,0,9,3
1109049,10411156,20051,-1,3,4
1109049,10421260,20051,-1,2,4
1109049,10410290,20051,-1,3,4
1109049,10320582,20052,7.4,5,1
1109049,10320407,20052,5,5,1
1109049,10320050,20052,8.1,5,1
1109049,10320286,20052,9.2,5,1
1109049,10410001,20052,9.5,4,1
1109049,10420446,20052,7.4,3,1
1109049,10420494,20052,9.5,3,1
1109049,10411186,20052,7.8,4,1
1109049,10410998,20052,8.5,4,1
1109049,10510199,20052,5,2,1
1109049,10220317,20052,8.7,7,1
1109049,10310437,20052,8,6,1
1109049,10011321,20052,7,12,1
1109049,10520367,20052,5,1,1
1109049,10320578,20052,7.8,5,1
1109049,10321333,20052,7.9,5,1
1109049,10221192,20052,5,7,1
1109049,10120928,20052,7,9,1
1109049,10120923,20052,5.5,9,1
1109049,10420574,20052,10,3,1
1109049,10410588,20052,9.1,4,1
1109049,10411204,20052,7.6,4,1
1109049,10511398,20052,5.4,2,1
1109049,10420505,20052,9,3,1
1109049,10421354,20052,9.3,3,1
1109049,10410605,20052,7.1,4,1
1109049,10420084,20052,9,3,1
1109049,10420389,20052,8.3,3,1
1109049,10321454,20052,7.6,5,1
1109049,10320682,20052,1.7,5,2
1109049,10420915,20052,0.5,3,2
1109049,10311176,20052,2.1,6,2
1109049,10111347,20052,0.5,10,2
1109049,10120622,20052,1,9,2
1109049,10310749,20052,0,6,3
1109049,10321256,20052,-1,5,4
1109049,10220370,20052,-1,7,4
1109049,10511326,20052,-1,2,4
1109049,10411446,20052,-1,4,4
1109049,10421093,20061,5.2,4,1
1109049,10421030,20061,5.9,4,1
1109049,10510572,20061,6.7,3,1
1109049,10510017,20061,6,3,1
1109049,10520685,20061,6.3,2,1
1109049,10510751,20061,7.5,3,1
1109049,10420825,20061,6.3,4,1
1109049,10320552,20061,7.3,6,1
1109049,10420405,20061,7,4,1
1109049,10411345,20061,7.8,5,1
1109049,10510926,20061,5.2,3,1
1109049,10310749,20061,0,7,3
1109049,10311176,20061,0,7,3
1109049,10410942,20061,0,5,3
1109049,10610718,20061,0,1,3
1109049,10520458,20061,0,2,3
1109049,10420631,20061,-1,4,4
1109049,10510137,20061,-1,3,4
1109049,10310125,20062,7.2,8,1
1109049,10420675,20062,7.2,5,1
1109049,10611423,20062,7,2,1
1109049,10520173,20062,6.1,3,1
1109049,10521362,20062,5.6,3,1
1109049,10520184,20062,7.2,3,1
1109049,10511369,20062,8.3,4,1
1109049,10520476,20062,7,3,1
1109049,10511431,20062,7.6,4,1
1109049,10311176,20062,7.7,8,1
1109049,10410942,20062,7,6,1
1109049,10611373,20062,7,2,1
1109049,10610914,20062,5.5,2,1
1109049,10521466,20062,5,3,1
1109049,10520093,20062,5.3,3,1
1109049,10521059,20062,7.2,3,1
1109049,10521218,20062,5.4,3,1
1109049,10510855,20062,9.3,4,1
1109049,10510099,20062,8.5,4,1
1109049,10510137,20062,9.2,4,1
1109049,10510767,20062,9.2,4,1
1109049,10511297,20062,8.7,4,1
1109049,10610246,20062,5.8,2,1
1109049,10610718,20062,5.4,2,1
1109049,10520526,20062,7.3,3,1
1109049,10520740,20062,7.8,3,1
1109049,10521141,20062,7,3,1
1109049,10521069,20062,7.8,3,1
1109049,10510671,20062,9.1,4,1
1109049,10520731,20062,5.3,3,1
1109049,10421464,20062,6,5,1
1109049,10320721,20062,1.7,7,2
1109049,10610521,20062,3.5,2,2
1109049,10521307,20062,2.5,3,2
1109049,10120622,20062,3.2,11,2
1109049,10420631,20062,2.4,5,2
1109049,10520458,20062,3.3,3,2
1109049,10310749,20062,0,8,3
1109049,10421327,20071,5,6,1
1109049,10610343,20071,9.3,3,1
1109049,10611221,20071,5,3,1
1109049,10610747,20071,5.3,3,1
1109049,10610985,20071,7.1,3,1
1109049,10610845,20071,6.5,3,1
1109049,10610613,20071,7,3,1
1109049,10611122,20071,7.4,3,1
1109049,10611189,20071,6.7,3,1
1109049,10510537,20071,5.3,5,1
1109049,10511129,20071,9.7,5,1
1109049,10520826,20071,7.5,4,1
1109049,10510533,20071,5.2,5,1
1109049,10511286,20071,5,5,1
1109049,10510445,20071,7,5,1
1109049,10320721,20071,1.7,8,2
1109049,10511326,20071,0.8,5,2
1109049,10510617,20071,4.5,5,2
1109049,10520458,20071,2.3,4,2
1109049,10220370,20071,2.7,10,2
1109049,10310749,20071,0,9,3
1109049,10221188,20071,0,10,3
1109049,10420631,20071,0,6,3
1109049,10510773,20072,5,6,1
1109049,10710958,20072,5.2,2,1
1109049,10711008,20072,7.1,2,1
1109049,10621063,20072,5.6,3,1
1109049,10611403,20072,6.7,4,1
1109049,10610815,20072,7.2,4,1
1109049,10620639,20072,7.2,3,1
1109049,10610872,20072,9.6,4,1
1109049,10610863,20072,7.1,4,1
1109049,10610337,20072,5.5,4,1
1109049,10620065,20072,5,3,1
1109049,10320721,20072,3.2,9,2
1109049,10320250,20072,1.3,9,2
1109049,10710128,20072,1.1,2,2
1109049,10710592,20072,2.1,2,2
1109049,10620103,20072,2.5,3,2
1109049,10620778,20072,1,3,2
1109049,10621366,20072,4.6,3,2
1109049,10620211,20072,3.4,3,2
1109049,10620269,20072,4.5,3,2
1109049,10610948,20072,2.5,4,2
1109049,10520458,20072,2.1,5,2
1109049,10120622,20072,2.6,13,2
1109049,10711323,20072,2.1,2,2
1109049,10710124,20072,2.6,2,2
1109049,10620520,20072,2.5,3,2
1109049,10620775,20072,1.9,3,2
1109049,10620378,20072,3.2,3,2
1109049,10310749,20072,0,10,3
1109049,10621420,20072,0,3,3
1109049,10511097,20072,0,6,3
1109049,10720371,20072,0,1,3
1109049,10711123,20072,0,2,3
1109049,10710635,20072,0,2,3
1109049,10420391,20072,0,7,3
1109049,10610159,20072,0,4,3
1109049,10520598,20072,0,5,3
1109049,10421408,20072,0,7,3
1109049,10420631,20072,0,7,3
1109049,10621247,20072,-1,3,4
1109049,10310603,20041,7.2,3,1
1109049,10311103,20041,7.7,3,1
1109049,10311070,20041,7.8,3,1
1109049,10310996,20041,5.2,3,1
1109049,10211115,20041,5.2,5,1
1109049,10221094,20041,5.3,4,1
1109049,10221208,20041,5.1,4,1
1109049,10321064,20041,5.3,2,1
1109049,10220331,20041,6.1,4,1
1109049,10310919,20041,7.3,3,1
1109049,10310517,20041,6.1,3,1
1109049,10320082,20041,5.5,2,1
1109049,10220257,20041,7,4,1
1109049,10220615,20041,7.2,4,1
1109049,10210215,20041,7,5,1
1109049,10410144,20041,6.6,1,1
1109049,10110418,20041,3.3,7,2
1109049,10120620,20041,0,6,3
1109049,10111347,20041,0,7,3
1109049,10220954,20041,0,4,3
1109049,10311176,20041,0,3,3
1109049,10310749,20041,-1,3,4
1109049,10310804,20041,-1,3,4
1109049,10220390,20041,-1,4,4
1109049,10321167,20042,5,3,1
1109049,10221434,20042,4,5,2
1109049,10221219,20051,7,6,1
1109049,10120923,20051,0,8,3
1109049,10410535,20052,9.2,4,1
1109049,10410088,20052,9,4,1
1109049,10410500,20052,-1,4,4
1109049,10321334,20061,7.5,6,1
1109049,10411446,20061,6.8,5,1
1109049,10320892,20061,6.5,6,1
1109049,10410931,20061,7,5,1
1109049,10111347,20061,0,11,3
1109049,10221188,20061,0,8,3
1109049,10120622,20061,-1,10,4
1109049,10220541,20062,5.5,9,1
1109049,10421183,20062,6.4,5,1
1109049,10511266,20062,6.8,4,1
1109049,10510315,20062,8.1,4,1
1109049,10311285,20062,4.2,8,2
1109049,10221188,20062,0,9,3
1109049,10221267,20062,0,9,3
1109049,10510445,20062,-1,4,4
1109049,10421260,20071,7.4,6,1
1109049,10320682,20071,3.2,8,2
1109049,10311285,20071,4.5,9,2
1109049,10120622,20071,0,12,3
1109049,10520598,20071,0,4,3
1109049,10111347,20071,0,13,3
1109049,10320682,20072,7,9,1
1109049,10311285,20072,7,10,1
1109049,10510617,20072,7.2,6,1
1109049,10611404,20072,10,4,1
1109049,10610409,20072,7.4,4,1
1109049,10610795,20072,6.8,4,1
1109049,10611160,20072,6.9,4,1
1109049,10421138,20072,2.7,7,2
1109049,10220370,20072,0.9,11,2
1109049,10320721,20081,5.9,10,1
1109049,10711050,20081,5.1,3,1
1109049,10620692,20081,7,4,1
1109049,10620520,20081,5.9,4,1
1109049,10621247,20081,8.3,4,1
1109049,10620459,20081,7,4,1
1109049,10620775,20081,7.2,4,1
1109049,10621394,20081,8.3,4,1
1109049,10610764,20081,5,5,1
1109049,10610521,20081,8.3,5,1
1109049,10620383,20081,7.3,4,1
1109049,10620103,20081,7,4,1
1109049,10621366,20081,9.5,4,1
1109049,10620040,20081,7.5,4,1
1109049,10620211,20081,8.8,4,1
1109049,10610948,20081,7.5,5,1
