CodigoDisciplina,MatriculaAluno,Periodo,Media,PeriodoRelativo,CodigoSituacao
1303021,10420455,20072,8.5,7,1
1303021,10420846,20072,7.9,7,1
1303021,10320634,20072,8.8,9,1
1303021,10320892,20072,8.3,9,1
1303021,10410942,20072,7.7,8,1
1303021,10421327,20072,9,7,1
1303021,10421408,20072,0,7,3
1303021,10211022,20072,0,12,3
1303021,10311176,20072,0,10,3
1303021,10410070,20072,0,8,3
1303021,10220858,20081,7.3,12,1
1303021,10321251,20081,7,10,1
1303021,10521069,20081,9,6,1
1303021,10510855,20081,8,7,1
1303021,10521218,20081,8,6,1
1303021,10310749,20081,0,11,3
1303021,10211022,20081,0,13,3
1303021,10421136,20081,0,8,3
1303021,10520003,20081,0,6,3
1303021,10721002,20081,0,2,3
1303021,10521054,20081,0,6,3
1303021,10311176,20081,0,11,4
1303021,10511326,20081,-1,7,4
1303021,10310125,20082,8.5,12,1
1303021,10711422,20082,8.2,4,1
1303021,10621353,20082,7.5,5,1
1303021,10620692,20082,7.2,5,1
1303021,10610337,20082,7.2,6,1
1303021,10611160,20082,5.4,6,1
1303021,10620040,20082,7,5,1
1303021,10510537,20082,7.3,8,1
1303021,10511398,20082,8.2,8,1
1303021,10511266,20082,8,8,1
1303021,10510572,20082,8,8,1
1303021,10510533,20082,7.1,8,1
1303021,10220029,20082,7,13,1
1303021,10320050,20082,8.4,11,1
1303021,10720822,20082,4.7,3,2
1303021,10321256,20091,8.4,12,1
1303021,10911006,20091,8.5,1,1
1303021,10710530,20091,8.7,5,1
1303021,10620538,20091,7.1,6,1
1303021,10610159,20091,8,7,1
1303021,10611122,20091,8,7,1
1303021,10610815,20091,8.6,7,1
1303021,10520093,20091,8.8,8,1
1303021,10510926,20091,8.7,9,1
1303021,10420391,20091,7.8,10,1
1303021,10520685,20091,7,8,1
1303021,10520973,20091,8.7,8,1
1303021,10520173,20091,8.4,8,1
1303021,10410070,20091,9.1,11,1
1303021,10811191,20091,2.5,3,2
1303021,10520184,20091,0,8,3
1303021,10421138,20092,7.1,11,1
1303021,10421464,20092,7.1,11,1
1303021,10921481,20092,7.8,1,1
1303021,10911458,20092,8.6,2,1
1303021,10911274,20092,9.3,2,1
1303021,10820478,20092,7,3,1
1303021,10910966,20092,9.6,2,1
1303021,10810329,20092,7,4,1
1303021,10710878,20092,7,6,1
1303021,10621366,20092,9.5,7,1
1303021,10610948,20092,7,8,1
1303021,10511286,20092,9.7,10,1
1303021,10511297,20092,7.3,10,1
1303021,10520731,20092,7.8,9,1
1303021,10520598,20092,6.5,9,1
1303021,10821324,20092,0,3,3
1303021,10721215,20092,-1,5,4
1303021,10520476,20101,9.2,10,1
1303021,10421253,20101,5.7,12,1
1303021,10521362,20101,8.2,10,1
1303021,10910347,20101,8,3,1
1303021,10720360,20101,7.2,6,1
1303021,10720400,20101,7.2,6,1
1303021,10720976,20101,7.1,6,1
1303021,10720319,20101,6.2,6,1
1303021,10720351,20101,7.6,6,1
1303021,10621247,20101,7.5,8,1
1303021,10610409,20101,9.7,9,1
1303021,10610985,20101,7.8,9,1
1303021,10910193,20101,7.4,3,1
1303021,10910993,20101,7,3,1
1303021,10910285,20101,7.2,3,1
1303021,10921047,20101,7,2,1
1303021,10620383,20101,9.3,8,1
1303021,10611221,20101,9.4,9,1
1303021,10510881,20101,7.9,11,1
1303021,10920332,20101,2.7,2,2
1303021,11010536,20101,3.1,1,2
1303021,10910809,20101,0,3,3
1303021,10610613,20101,-1,9,4
1303021,10721460,20101,-1,6,4
1303021,10611189,20102,9.3,10,1
1303021,10620211,20102,7,9,1
1303021,10610914,20102,6.1,10,1
1303021,10720612,20102,5.1,7,1
1303021,10720664,20102,5.1,7,1
1303021,10720577,20102,8.8,7,1
1303021,10620887,20102,8.3,9,1
1303021,10620904,20102,8.6,9,1
1303021,10620175,20102,7.8,9,1
1303021,10620490,20102,7.7,9,1
1303021,10610863,20102,8.9,10,1
1303021,10910710,20102,7.3,4,1
1303021,10910990,20102,7.2,4,1
1303021,10921478,20102,5.7,3,1
1303021,10921135,20102,5,3,1
1303021,10920708,20102,7,3,1
1303021,10821048,20102,7,5,1
1303021,10820756,20102,7.2,5,1
1303021,10820621,20102,8.2,5,1
1303021,10820156,20102,6,5,1
1303021,10811469,20102,8.5,6,1
1303021,10820779,20102,8.1,5,1
1303021,11010879,20102,7,2,1
1303021,11020281,20102,6.1,1,1
1303021,11010848,20102,6.1,2,1
1303021,10920074,20102,7.8,3,1
1303021,10921114,20102,5.5,3,1
1303021,10710428,20102,9.1,8,1
1303021,10710519,20102,8.4,8,1
1303021,10921488,20102,1.4,3,2
1303021,10921322,20102,2.2,3,2
1303021,10920903,20102,0,3,3
1303021,11010322,20102,0,2,3
1303021,11010442,20102,0,2,3
1303021,10620103,20102,-1,9,4
1303021,10720235,20111,8.3,8,1
1303021,10721215,20111,8,8,1
1303021,10710524,20111,8.5,9,1
1303021,10710705,20111,8.3,9,1
1303021,11110013,20111,8,1,1
1303021,10921322,20111,5,4,1
1303021,10920715,20111,8,4,1
1303021,10910354,20111,7.3,5,1
1303021,10911314,20111,7,5,1
1303021,10910413,20111,7.5,5,1
1303021,10921170,20111,8.4,4,1
1303021,10921488,20111,5.6,4,1
1303021,10920761,20111,8,4,1
1303021,10921335,20111,7.5,4,1
1303021,11010969,20111,8.3,3,1
1303021,11010959,20111,5,3,1
1303021,10921126,20111,7.5,4,1
1303021,10821210,20111,7,6,1
1303021,10810449,20111,8,7,1
1303021,10920774,20111,2.5,4,2
1303021,10920545,20111,2,4,2
1303021,10920766,20111,2.5,4,2
1303021,10920028,20111,2.8,4,2
1303021,11010057,20111,0,3,3
1303021,11011211,20111,0,3,3
1303021,11010198,20111,0,3,3
1303021,11010536,20111,0,3,3
1303021,11010945,20111,-1,3,4
1303021,10720789,20112,8.1,9,1
1303021,10811128,20112,9.3,8,1
1303021,10810104,20112,9,8,1
1303021,11010004,20112,5.1,4,1
1303021,11021318,20112,7.2,3,1
1303021,11010791,20112,5.5,4,1
1303021,11010502,20112,5.3,4,1
1303021,10910920,20112,6.4,6,1
1303021,10911483,20112,5.3,6,1
1303021,10910698,20112,7,6,1
1303021,10920379,20112,5.5,5,1
1303021,10810873,20112,8.6,8,1
1303021,10810866,20112,8.4,8,1
1303021,11111440,20112,5.5,2,1
1303021,10810645,20112,9,8,1
1303021,10810835,20112,7.2,8,1
1303021,10720226,20112,8.8,9,1
1303021,10721235,20112,8.1,9,1
1303021,10920774,20112,3.2,5,2
1303021,11020141,20112,3.5,3,2
1303021,11110906,20112,3.3,2,2
1303021,10920732,20112,0,5,3
1303021,11020263,20112,0,3,3
1303021,10921448,20112,-1,5,4
1303021,10520031,20121,7,14,1
1303021,11210166,20121,5.3,1,1
1303021,11210566,20121,9.5,1,1
1303021,11121340,20121,9,2,1
1303021,11121487,20121,5.9,2,1
1303021,11110695,20121,7.5,3,1
1303021,11121072,20121,5.8,2,1
1303021,11021429,20121,9.3,4,1
1303021,11020571,20121,7,4,1
1303021,10820201,20121,9.5,8,1
1303021,10810950,20121,7.2,9,1
1303021,10920811,20121,0.5,6,2
1303021,11021116,20121,2.5,4,2
1303021,11120882,20121,2.5,2,2
1303021,11120833,20121,0,2,2
1303021,11120278,20121,3.3,2,2
1303021,11121381,20121,0.8,2,2
1303021,11020179,20121,0,4,3
1303021,11110711,20121,0,3,3
1303021,11210880,20121,0,1,3
1303021,11211124,20121,0,1,3
1303021,11120847,20121,0,2,3
1303021,11120632,20121,0,2,3
1303021,11020113,20121,-1,4,4
1303021,10720264,20122,9,11,1
1303021,10810941,20122,8.5,10,1
1303021,11010742,20122,7.2,6,1
1303021,11011386,20122,7.5,6,1
1303021,11120997,20122,6.6,3,1
1303021,11110185,20122,6.5,4,1
1303021,11220411,20122,5.6,1,1
1303021,11221029,20122,8.7,1,1
1303021,11220820,20122,5.1,1,1
1303021,11210005,20122,5.2,2,1
1303021,11210831,20122,5.3,2,1
1303021,11211077,20122,5,2,1
1303021,11210035,20122,5.4,2,1
1303021,11210972,20122,7,2,1
1303021,11210122,20122,7.8,2,1
1303021,11021195,20122,3.7,5,2
1303021,11120977,20122,0,3,2
1303021,11120311,20122,2.7,3,2
1303021,11120677,20122,4.3,3,2
1303021,11110214,20122,2.6,4,2
1303021,11211455,20122,4.2,2,2
1303021,11211380,20122,2.4,2,2
1303021,11211461,20122,3.8,2,2
1303021,11121291,20122,4.1,3,2
1303021,11110559,20122,0,4,3
1303021,11220197,20122,0,1,3
1303021,11120399,20122,0,3,3
1303021,11210557,20122,0,2,3
1303021,11110906,20122,-1,4,4
1303021,10721360,20131,7,12,1
1303021,11020072,20131,5,6,1
1303021,11221269,20131,5.1,2,1
1303021,11210917,20131,5.1,3,1
1303021,11210059,20131,5.3,3,1
1303021,11120506,20131,5.9,4,1
1303021,11111203,20131,7,5,1
1303021,11121079,20131,5,4,1
1303021,11110765,20131,5.6,5,1
1303021,11020981,20131,5.1,6,1
1303021,11020762,20131,5,6,1
1303021,11020691,20131,5.2,6,1
1303021,10910143,20131,8,9,1
1303021,10911104,20131,7.2,9,1
1303021,11020200,20131,3.6,6,2
1303021,11210112,20131,2.1,3,2
1303021,11220045,20131,3.5,2,2
1303021,11220663,20131,3,2,2
1303021,11220289,20131,0,2,3
1303021,11110108,20131,-1,5,4
1411201,10110693,20041,8.2,7,1
1411201,10110100,20041,9.5,7,1
1411201,10120983,20041,8.5,6,1
1411201,10121028,20041,8,6,1
1411201,10210883,20041,8.2,5,1
1411201,10220176,20041,8,4,1
1411201,10010046,20041,10,9,1
1411201,10010376,20041,8.5,9,1
1411201,10221267,20041,8.2,4,1
1411201,10020436,20041,8,8,1
1411201,10310465,20041,8.2,3,1
1411201,10211065,20041,8,5,1
1411201,10211241,20041,8.2,5,1
1411201,10121082,20041,8.5,6,1
1411201,10121014,20041,8.5,6,1
1411201,10211121,20041,8,5,1
1411201,10020798,20041,7,8,1
1411201,10021484,20041,0,8,3
1411201,10220858,20041,-1,4,4
1411201,10310851,20041,-1,3,4
1411201,10311457,20042,8,4,1
1411201,10310749,20042,8.1,4,1
1411201,10310804,20042,8,4,1
1411201,10020333,20042,8.2,9,1
1411201,10020696,20042,8.1,9,1
1411201,10020633,20042,8.1,9,1
1411201,10020895,20042,8.3,9,1
1411201,10310437,20042,8,4,1
1411201,10020893,20042,8.5,9,1
1411201,10311058,20042,8.1,4,1
1411201,10310840,20042,8.1,4,1
1411201,10221245,20042,8.1,5,1
1411201,10120558,20042,8.1,7,1
1411201,10020094,20042,8.2,9,1
1411201,10020932,20042,8.2,9,1
1411201,10320407,20042,0,3,3
1411201,10010933,20042,0,10,3
1411201,10021484,20042,0,9,3
1411201,10020918,20042,-1,9,4
1411201,10211022,20042,-1,6,4
1411201,10220939,20042,-1,5,4
1411201,10110812,20051,9,9,1
1411201,10121272,20051,9,8,1
1411201,10110313,20051,8,9,1
1411201,10211033,20051,9,7,1
1411201,10210393,20051,9,7,1
1411201,10010628,20051,9,11,1
1411201,10210610,20051,8,7,1
1411201,10121450,20051,8,8,1
1411201,10111147,20051,9,9,1
1411201,10010933,20051,0,11,3
1411201,10311441,20052,8,6,1
1411201,10120994,20052,8,9,1
1411201,10210652,20052,8.5,8,1
1411201,10311281,20052,8,6,1
1411201,10511310,20052,8,2,1
1411201,10020687,20052,8.5,11,1
1411201,10210231,20052,7.5,8,1
1411201,10211140,20052,8.5,8,1
1411201,10120590,20052,8,9,1
1411201,10121085,20052,7.5,9,1
1411201,10111182,20052,8,10,1
1411201,10120622,20052,8,9,1
1411201,10010933,20052,7.5,12,1
1411201,10310996,20061,8.5,7,1
1411201,10610808,20061,8,1,1
1411201,10011321,20061,8,13,1
1411201,10220689,20061,8.5,8,1
1411201,10220257,20061,7.5,8,1
1411201,10221094,20061,8.5,8,1
1411201,10211432,20061,7.5,9,1
1411201,10210243,20061,0,9,3
1411201,10221142,20061,0,8,3
1411201,10311285,20061,0,7,3
1411201,10310157,20062,8.5,8,1
1411201,10220684,20062,9,9,1
1411201,10321251,20062,8.5,7,1
1411201,10120660,20062,8,11,1
1411201,10210268,20062,8,10,1
1411201,10221434,20062,8,9,1
1411201,10220615,20062,9,9,1
1411201,10120398,20062,0,11,3
1411201,10320582,20071,7,8,1
1411201,10411446,20071,8.1,7,1
1411201,10420494,20071,8.5,6,1
1411201,10321391,20071,7.2,8,1
1411201,10320552,20071,7,8,1
1411201,10320578,20071,9.1,8,1
1411201,10310162,20071,8.1,9,1
1411201,10320634,20071,7.6,8,1
1411201,10321167,20071,6.2,8,1
1411201,10020918,20071,7.3,14,1
1411201,10410942,20071,8.4,7,1
1411201,10410690,20071,7,7,1
1411201,10321454,20071,8.2,8,1
1411201,10320433,20071,7.6,8,1
1411201,10220370,20071,0,10,3
1411201,10320286,20072,6.7,9,1
1411201,10321468,20072,8.8,9,1
1411201,10310851,20072,7,10,1
1411201,10220858,20072,8.1,11,1
1411201,10220939,20072,7.7,11,1
1411201,10120398,20072,5,13,1
1411201,10421030,20072,8.8,7,1
1411201,10421327,20072,8.9,7,1
1411201,10420389,20072,7,7,1
1411201,10311240,20072,7,10,1
1411201,10720807,20072,8.2,1,1
1411201,10511129,20072,8.6,6,1
1411201,10510137,20072,7.4,6,1
1411201,10511277,20072,7.6,6,1
1411201,10421183,20072,8.3,7,1
1411201,10421230,20072,6.1,7,1
1411201,10310125,20081,8.2,11,1
1411201,10111019,20081,7.1,15,1
1411201,10410813,20081,7.7,9,1
1411201,10411204,20081,9,9,1
1411201,10410001,20081,9.1,9,1
1411201,10511097,20081,9.1,7,1
1411201,10510767,20081,8.8,7,1
1411201,10510572,20081,8.6,7,1
1411201,10511297,20081,8.6,7,1
1411201,10510533,20081,8.3,7,1
1411201,10510445,20081,8.8,7,1
1411201,10510017,20081,8.4,7,1
1411201,10410605,20082,8.2,10,1
1411201,10420505,20082,8.2,9,1
1411201,10520184,20082,7,7,1
1411201,10820310,20082,8.1,1,1
1411201,10610914,20082,8.4,6,1
1411201,10621305,20082,7.3,5,1
1411201,10521466,20082,8.1,7,1
1411201,10520093,20082,7.9,7,1
1411201,10521059,20082,7.9,7,1
1411201,10510855,20082,8.2,8,1
1411201,10510315,20082,8.2,8,1
1411201,10520685,20082,7,7,1
1411201,10510617,20082,8.7,8,1
1411201,10520731,20082,7.5,7,1
1411201,10520173,20082,7,7,1
1411201,10421253,20082,7,9,1
1411201,10220370,20082,7.3,13,1
1411201,10411252,20082,0,10,3
1411201,10320721,20091,7.6,12,1
1411201,10410070,20091,8,11,1
1411201,10511286,20091,7.2,9,1
1411201,10520740,20091,7.7,8,1
1411201,10610159,20091,8,7,1
1411201,10610863,20091,7.9,7,1
1411201,10820949,20091,8.2,2,1
1411201,10610985,20091,7.8,7,1
1411201,10321333,20091,7.8,12,1
1411201,10511266,20091,8,9,1
1411201,10510926,20091,8.6,9,1
1411201,10810694,20091,0,3,4
1411201,10511431,20092,7.7,10,1
1411201,10610409,20092,8.4,8,1
1411201,10610337,20092,8.4,8,1
1411201,10610747,20092,8,8,1
1411201,10620383,20092,7.7,7,1
1411201,10610613,20092,8.8,8,1
1411201,10611160,20092,8.7,8,1
1411201,10620639,20092,7.4,7,1
1411201,10620040,20092,8.7,7,1
1411201,10621420,20092,7.9,7,1
1411201,10711008,20092,9,6,1
1411201,10710530,20092,9.1,6,1
1411201,10621247,20092,7.7,7,1
1411201,10620459,20092,7.7,7,1
1411201,10620378,20092,8.9,7,1
1411201,10611423,20092,8.2,8,1
1411201,10520476,20092,7.7,9,1
1411201,10420391,20092,8.1,11,1
1411201,10510537,20092,7.5,10,1
1411201,10611189,20092,8.8,8,1
1411201,10620269,20092,9,7,1
1411201,10520526,20092,8.1,9,1
1411201,10521069,20092,-1,9,4
1411201,10521362,20101,8,10,1
1411201,11011196,20101,7.6,1,1
1411201,11011032,20101,7,1,1
1411201,10820384,20101,7.6,4,1
1411201,10620995,20101,9.4,8,1
1411201,10611403,20101,8.3,9,1
1411201,10620103,20101,8.9,8,1
1411201,10521069,20101,-1,10,4
1411201,10620065,20102,7,9,1
1411201,10611122,20102,7.8,10,1
1411201,10610167,20102,7,10,1
1411201,10621366,20102,8,9,1
1411201,10521141,20102,7.8,11,1
1411201,10610845,20102,8.1,10,1
1411201,10810020,20102,8.6,6,1
1411201,10811451,20102,8.5,6,1
1411201,10810453,20102,8.1,6,1
1411201,10810697,20102,9,6,1
1411201,10810015,20102,8.9,6,1
1411201,10710519,20102,7.8,8,1
1411201,10721439,20102,7.4,7,1
1411201,10710248,20102,7.9,8,1
1411201,10710705,20102,8.3,8,1
1411201,11010927,20102,5,2,1
1411201,11011034,20102,7.9,2,1
1411201,10810449,20102,8.3,6,1
1411201,10810645,20102,7.9,6,1
1411201,10810601,20102,8.6,6,1
1411201,10810866,20102,8.5,6,1
1411201,10811356,20102,8.3,6,1
1411201,10810104,20102,8.4,6,1
1411201,10720351,20102,7.6,7,1
1411201,10711172,20102,8.4,8,1
1411201,10710196,20102,8.2,8,1
1411201,10620904,20102,7,9,1
1411201,10621353,20102,8,9,1
1411201,10620775,20102,7.9,9,1
1411201,10620223,20102,7.5,9,1
1411201,10510881,20111,9.3,13,1
1411201,11110062,20111,8.8,1,1
1411201,11020281,20111,9.2,2,1
1411201,10921481,20111,9.3,4,1
1411201,10820814,20111,9,6,1
1411201,10821048,20111,9,6,1
1411201,10820156,20111,9,6,1
1411201,10811062,20111,9,7,1
1411201,10720400,20111,9,8,1
1411201,10720664,20111,9,8,1
1411201,10620490,20111,9.3,10,1
1411201,10520031,20121,8.2,14,1
1411201,10720789,20121,7.7,10,1
1411201,10810835,20121,8.8,9,1
1411201,11011427,20121,8.2,5,1
1411201,10810873,20121,9.3,9,1
1411201,10820201,20121,8.8,8,1
1411201,10721235,20121,7.7,10,1
1411201,10820756,20131,8.8,10,1
1411201,11010147,20131,8.2,7,1
1411201,11221269,20131,8.9,2,1
1411177,10310149,20041,8.5,3,1
1411177,10310140,20041,9.4,3,1
1411177,10220689,20041,7.5,4,1
1411177,10210610,20041,7.7,5,1
1411177,10211316,20041,8.3,5,1
1411177,10121068,20041,7.1,6,1
1411177,10121133,20041,7.4,6,1
1411177,10220615,20041,8.2,4,1
1411177,10221224,20041,7.1,4,1
1411177,10110693,20041,7.4,7,1
1411177,10120660,20041,7.8,6,1
1411177,10211140,20041,7.5,5,1
1411177,10210609,20041,9.8,5,1
1411177,10120886,20041,7,6,1
1411177,10110334,20041,0,7,3
1411177,10120280,20041,-1,6,4
1411177,10211390,20041,-1,5,4
1411177,10310189,20042,7.7,4,1
1411177,10311281,20042,7.3,4,1
1411177,10310517,20042,7.2,4,1
1411177,10311399,20042,7.2,4,1
1411177,10310434,20042,7.5,4,1
1411177,10210243,20042,7.7,6,1
1411177,10221208,20042,5.8,5,1
1411177,10220257,20042,7.5,5,1
1411177,10220176,20042,7.2,5,1
1411177,10211432,20042,7.5,6,1
1411177,10211474,20042,7.2,6,1
1411177,10121007,20042,7.7,7,1
1411177,10311240,20042,7.7,4,1
1411177,10221304,20042,7.8,5,1
1411177,10310919,20042,7.7,4,1
1411177,10310162,20042,7.3,4,1
1411177,10311009,20042,7.2,4,1
1411177,10310058,20042,7.2,4,1
1411177,10311070,20042,7.5,4,1
1411177,10310018,20042,8,4,1
1411177,10311103,20042,7,4,1
1411177,10310603,20042,7,4,1
1411177,10110334,20042,0,8,3
1411177,10310806,20042,-1,4,4
1411177,10310806,20051,8.7,5,1
1411177,10221219,20051,7.8,6,1
1411177,10311058,20051,8.8,5,1
1411177,10310865,20051,8.3,5,1
1411177,10310840,20051,8.4,5,1
1411177,10221245,20051,8.1,6,1
1411177,10020918,20051,8,10,1
1411177,10111019,20051,6.4,9,1
1411177,10311457,20051,7.9,5,1
1411177,10310157,20051,7.8,5,1
1411177,10310804,20051,7.5,5,1
1411177,10410690,20051,7.7,3,1
1411177,10310996,20051,7.5,5,1
1411177,10110334,20051,0.5,9,2
1411177,10211033,20051,0,7,3
1411177,10410535,20052,7.2,4,1
1411177,10110334,20052,6.1,10,1
1411177,10410381,20052,7.4,4,1
1411177,10220029,20052,5.6,7,1
1411177,10321468,20052,7.1,5,1
1411177,10320082,20052,6.5,5,1
1411177,10221094,20052,6.7,7,1
1411177,10221434,20052,6.5,7,1
1411177,10211033,20052,5.6,8,1
1411177,10410339,20052,8.4,4,1
1411177,10410931,20052,7.1,4,1
1411177,10410088,20052,7.1,4,1
1411177,10410597,20052,8.2,4,1
1411177,10310125,20052,4.6,6,2
1411177,10410070,20052,4.4,4,2
1411177,10410813,20052,-1,4,4
1411177,10410500,20052,-1,4,4
1411177,10320921,20052,-1,5,4
1411177,10310125,20061,6.8,7,1
1411177,10120622,20061,8.1,10,1
1411177,10410588,20061,7.1,5,1
1411177,10411204,20061,7.8,5,1
1411177,10410813,20061,6.1,5,1
1411177,10410606,20061,6.7,5,1
1411177,10421354,20061,7.9,4,1
1411177,10411252,20061,7.6,5,1
1411177,10410070,20061,7.7,5,1
1411177,10320433,20061,5.9,6,1
1411177,10510850,20061,8.4,3,1
1411177,10511277,20061,5.8,3,1
1411177,10410001,20061,7.6,5,1
1411177,10411206,20061,8.7,5,1
1411177,10411446,20061,6.5,5,1
1411177,10420446,20061,6.8,4,1
1411177,10411186,20061,7.6,5,1
1411177,10410998,20061,6.9,5,1
1411177,10411090,20061,6.3,5,1
1411177,10411198,20061,8.9,5,1
1411177,10321391,20061,7,6,1
1411177,10220684,20061,7.9,8,1
1411177,10320578,20061,8.2,6,1
1411177,10320120,20061,6.8,6,1
1411177,10321333,20061,6.9,6,1
1411177,10320634,20061,8.4,6,1
1411177,10320892,20061,6.5,6,1
1411177,10321334,20061,7.5,6,1
1411177,10321454,20061,6.9,6,1
1411177,10320286,20061,7.6,6,1
1411177,10410793,20061,-1,5,4
1411177,10321261,20062,8.5,7,1
1411177,10420389,20062,7.9,5,1
1411177,10420084,20062,7.4,5,1
1411177,10420405,20062,8.7,5,1
1411177,10321251,20062,7,7,1
1411177,10320416,20062,7.5,7,1
1411177,10220541,20062,8.1,9,1
1411177,10220939,20062,5.6,9,1
1411177,10120928,20062,7.7,11,1
1411177,10421030,20062,8.3,5,1
1411177,10421327,20062,9.2,5,1
1411177,10420505,20062,9.7,5,1
1411177,10410605,20062,7.8,6,1
1411177,10411156,20062,7.6,6,1
1411177,10421093,20062,8.4,5,1
1411177,10320050,20062,8.4,7,1
1411177,10321167,20062,6.8,7,1
1411177,10610808,20062,7.7,2,1
1411177,10610417,20062,7.9,2,1
1411177,10510537,20062,8.7,4,1
1411177,10510315,20062,9,4,1
1411177,10510533,20062,8.3,4,1
1411177,10510445,20062,9.7,4,1
1411177,10510617,20062,8.9,4,1
1411177,10510017,20062,7.2,4,1
1411177,10420825,20062,9.6,5,1
1411177,10421183,20062,8.2,5,1
1411177,10420494,20062,8.6,5,1
1411177,10520529,20062,7.9,3,1
1411177,10221142,20062,7.8,9,1
1411177,10220331,20062,7,9,1
1411177,10310437,20062,8.8,8,1
1411177,10320552,20062,7.4,7,1
1411177,10310851,20062,9,8,1
1411177,10511129,20062,9,4,1
1411177,10511266,20062,9.5,4,1
1411177,10420574,20062,8.5,5,1
1411177,10411345,20062,9,6,1
1411177,10420754,20062,0,5,4
1411177,10310509,20071,7.5,9,1
1411177,10421138,20071,5.9,6,1
1411177,10421464,20071,7.2,6,1
1411177,10220858,20071,7.2,10,1
1411177,10210681,20071,8.3,11,1
1411177,10520367,20071,8.1,4,1
1411177,10511369,20071,9.3,5,1
1411177,10510751,20071,8.7,5,1
1411177,10421253,20071,7,6,1
1411177,10511431,20071,8,5,1
1411177,10020687,20071,8.8,14,1
1411177,10320172,20071,7.5,8,1
1411177,10220568,20071,7.5,10,1
1411177,10521127,20071,8,4,1
1411177,10520093,20071,8.2,4,1
1411177,10521059,20071,8.3,4,1
1411177,10510855,20071,8.7,5,1
1411177,10510767,20071,9.2,5,1
1411177,10510572,20071,8.5,5,1
1411177,10511297,20071,8.5,5,1
1411177,10520526,20071,7.7,4,1
1411177,10510671,20071,8.2,5,1
1411177,10520731,20071,8.3,4,1
1411177,10410942,20071,8.2,7,1
1411177,10421260,20071,8.3,6,1
1411177,10420675,20071,8,6,1
1411177,10510099,20071,7.7,5,1
1411177,10510137,20071,8.2,5,1
1411177,10320682,20072,7.9,9,1
1411177,10521069,20072,8.2,5,1
1411177,10520685,20072,7.7,5,1
1411177,10511398,20072,5.6,6,1
1411177,10610343,20072,8.8,4,1
1411177,10611221,20072,7.7,4,1
1411177,10610409,20072,9,4,1
1411177,10610747,20072,7.4,4,1
1411177,10610795,20072,9.2,4,1
1411177,10610845,20072,7.1,4,1
1411177,10610613,20072,7.7,4,1
1411177,10611122,20072,7.2,4,1
1411177,10611404,20072,9,4,1
1411177,10611160,20072,7.7,4,1
1411177,10611189,20072,9.2,4,1
1411177,10510926,20072,7.3,6,1
1411177,10511286,20072,8.4,6,1
1411177,10520826,20072,7.9,5,1
1411177,10220370,20072,8.5,11,1
1411177,10311285,20072,8.3,10,1
1411177,10221192,20072,0,11,3
1411177,10320229,20081,7.2,10,1
1411177,10620269,20081,7.2,4,1
1411177,10621305,20081,7.7,4,1
1411177,10610948,20081,8.8,5,1
1411177,10521466,20081,7,6,1
1411177,10520740,20081,7,6,1
1411177,10521141,20081,7,6,1
1411177,10620065,20081,7.9,4,1
1411177,10520973,20081,7.9,6,1
1411177,10521362,20081,7.6,6,1
1411177,10621063,20081,7.2,4,1
1411177,10611403,20081,8.3,5,1
1411177,10610863,20081,7.7,5,1
1411177,10610337,20081,7.6,5,1
1411177,10610872,20081,8.4,5,1
1411177,10610159,20081,7,5,1
1411177,10610985,20081,8.2,5,1
1411177,10610246,20081,8.5,5,1
1411177,10610167,20081,7,5,1
1411177,10611373,20081,7.9,5,1
1411177,10620639,20081,7,4,1
1411177,10620103,20081,7,4,1
1411177,10610815,20081,8.3,5,1
1411177,10520184,20081,7,6,1
1411177,10421230,20081,8.3,8,1
1411177,10520476,20081,8,6,1
1411177,10510773,20081,9.8,7,1
1411177,10221192,20081,8.7,12,1
1411177,10511097,20082,7,8,1
1411177,10620490,20082,9,5,1
1411177,10620995,20082,8.1,5,1
1411177,10621247,20082,8.7,5,1
1411177,10710530,20082,7.8,4,1
1411177,10710745,20082,8.3,4,1
1411177,10710854,20082,7,4,1
1411177,10620904,20082,9.5,5,1
1411177,10620459,20082,7,5,1
1411177,10621394,20082,8.2,5,1
1411177,10620223,20082,8.7,5,1
1411177,10620383,20082,8.2,5,1
1411177,10621366,20082,7.3,5,1
1411177,10320721,20091,7.5,12,1
1411177,10320582,20091,7.8,12,1
1411177,10720351,20091,7.5,4,1
1411177,10711172,20091,8,5,1
1411177,10710047,20091,7.2,5,1
1411177,10710196,20091,7.2,5,1
1411177,10710657,20091,9.3,5,1
1411177,10610914,20091,8.7,7,1
1411177,10520031,20091,7.3,8,1
1411177,10621038,20091,7.8,6,1
1411177,10710958,20091,7.5,5,1
1411177,10710524,20091,7.7,5,1
1411177,10710428,20091,9.2,5,1
1411177,10710085,20091,7.8,5,1
1411177,10710519,20091,8.3,5,1
1411177,10710797,20091,8.3,5,1
1411177,10711050,20091,7,5,1
1411177,10711238,20091,9.5,5,1
1411177,10720400,20091,9.2,4,1
1411177,10710248,20091,9,5,1
1411177,10710940,20091,8.8,5,1
1411177,10720976,20091,7.3,4,1
1411177,10321256,20091,7.8,12,1
1411177,10620211,20092,6.1,7,1
1411177,10720612,20092,7.2,5,1
1411177,10720235,20092,7,5,1
1411177,10810873,20092,8.3,4,1
1411177,10810645,20092,7.7,4,1
1411177,10810835,20092,8.8,4,1
1411177,10810950,20092,8.8,4,1
1411177,10810104,20092,7.3,4,1
