"matricula"
041511
042451
051188
052297
052788
05275
052307
061742
0616
061471
061104
062634
062140
062211
062496
062646
062523
062557
062210
06283
06218
062778
062541
062336
062414
062239
071521
071229
071128
071136
07123
071694
071526
071632
071383
071643
071728
071498
071418
071696
07180
071174
071488
071581
071369
071154
072745
07262
072681
072457
072196
07258
072247
07293
072158
072662
072405
072756
072108
072340
072724
07268
072727
072567
081625
081217
081161
081589
081552
081618
081203
08196
081565
081704
081575
081425
08179
081698
081503
081367
081375
081506
081165
081507
081401
081298
081205
081622
081169
081599
08149
081125
081524
082121
082547
082752
082393
082420
082640
082322
082563
082786
082126
082539
082339
082510
082482
082545
082605
082789
082373
082556
082419
082722
091417
091558
091701
091749
091445
091495
091358
09131
091110
091771
091244
091772
09147
09111
091184
09151
091783
091120
091390
091732
091325
091528
091183
091623
091534
091236
091517
09188
091587
091131
091710
091484
091593
091674
091109
091472
091272
091372
09165
091684
091223
091790
091730
091470
09230
092436
092285
092160
092242
092202
09284
092341
092337
092607
092282
092658
092754
0921
092127
092209
092670
092252
092584
092173
092480
092249
0929
092238
09289
092466
092281
092637
092686
092715
092398
092187
092245
09241
092536
092177
092364
092163
092226
092569
092294
092331
092675
092474
101492
101644
101757
101615
101260
101546
101330
101288
101617
101164
101421
101461
101769
1012
101505
101439
101280
101190
101304
101591
101432
101360
101329
101427
101234
101753
101673
101758
101514
101641
101142
101453
101499
101709
10195
101705
101387
101408
10197
101227
101333
101627
1017
101736
101731
101146
101374
101518
1015
101148
101703
101794
101678
10135
101611
101559
101520
101714
101166
10144
101410
101602
101522
10199
101178
101207
1018
101350
10190
101356
101519
101508
101448
101216
10115
101291
102577
102321
102651
10250
102170
102113
102357
102654
102220
102141
102531
102208
102429
10212
102352
102409
102586
102493
102596
102649
102620
102610
102655
102151
102351
102308
102189
102469
102224
10238
10242
102157
102422
102570
102276
102707
102181
102284
102269
102747
102376
102403
102609
102635
102744
102235
102483
102430
102268
102672
102182
102795
102119
102301
102781
102629
102476
102792
102793
102392
102318
102740
102533
102699
102666
102664
102598
102775
10259
102320
102595
102723
102489
102326
10243
10274
102763
10271
102124
102102
102459
102309
102267
102750
10257
102726
102228
10252
102765
102621
102446
111671
111312
111359
111306
111194
111129
111243
111768
111100
111713
111554
111442
111255
111542
111513
111404
111435
111597
11167
111324
111532
111562
111473
111361
111292
111212
111588
111105
111117
111150
11191
111353
111123
111729
111555
11137
111682
111138
111463
111197
11134
111663
111590
111334
111553
111606
111491
111256
111218
111204
111572
111433
111156
111509
111382
111582
111592
111689
111213
111412
111415
111585
111735
111343
111198
111737
11155
111370
111186
111716
111787
111258
111193
111386
111241
111653
111263
111395
111458
111770
11161
111477
111355
111762
111379
111384
111431
111397
111738
111782
111233
11146
11192
111413
111630
111147
111628
112222
112232
112175
112464
112760
112633
11210
112135
112659
112773
112725
112774
112381
112733
112784
112717
112111
112683
112411
112468
112791
112366
112576
112441
11233
112200
112486
112378
112751
112638
112230
112702
112690
112679
112697
112195
112479
112718
112734
11240
112346
112604
112283
112566
112564
11266
112399
112171
112363
112624
112645
112527
112388
112130
11225
112578
112560
1123
112116
112746
112389
112347
112515
112122
112616
112167
112639
112467
11254
112529
11285
112721
11282
112278
112201
112434
112490
112354
112657
112426
112303
112603
112424
112465
112485
112500
112103
112191
112287
112535
112626
112720
112785
112497
112290
112580
112501
112279
112273
112573
112665
112293
112317
112613
112438
112460
121708
121550
12178
121452
121423
12169
121172
12126
121544
121685
121594
121214
121677
12163
121289
121271
121538
12177
121162
121668
121168
121362
121262
121348
12145
121574
121647
121385
121296
121253
121240
121371
121377
121132
121656
121139
121455
121305
121443
121648
121711
121250
121299
121601
121115
121600
121286
121712
121396
121748
121259
121114
121145
121759
121319
121149
121407
121248
12173
121642
121764
121478
121777
121345
121631
121315
121365
12117
121612
121133
12164
121561
121264
121444
121669
121706
121481
121310
121338
121394
12136
121277
12124
121636
121549
121342
121261
121153
121688
12181
121391
121693
121543
121266
121475
121302
121525
121516
121437
12113
121739
121237
121155
121400
121143
121692
121456
121314
121454
12194
12139
121335
121428
121743
121440
121316
122344
122137
122540
12229
122199
122265
122571
122251
122380
122776
122300
122313
122779
122796
122176
122254
122512
122619
122323
122687
122680
122406
122327
122700
122402
122328
122504
12248
122667
122246
12256
122608
122462
122780
122107
12270
122152
12232
122583
12260
122295
12227
122767
122257
122450
122206
122368
12287
122106
1224
122101
12276
122741
122695
122614
122118
122225
12286
122652
122530
12214
12272
122487
122719
122447
12221
122185
122502
122349
12220
12253
122159
122761
122755
122275
122215
122691
122231
122332
12222
122219
122650
122676
122112
122221
122568
12219
122144
122311
122192
122416
12228
122551
122134
12216
122179
122766
122537
122660
122180
122661
122449
122270
122548
122579
122494
122274
1229
