"matricula"
1041319
1042443
1051730
1052388
1052499
1052409
1052306
106137
1061245
1061710
1061651
1062736
1062738
1062517
1062185
1062179
1062280
1062205
1062649
106259
1062332
1062138
1062716
1062277
1062231
1062337
1071368
1071193
1071440
1071302
1071321
1071773
1071394
1071213
1071211
1071652
1071323
107162
1071436
1071589
1071196
1071355
1071149
1071583
107185
1071171
1072506
1072745
1072552
1072414
1072102
1072670
1072532
1072702
107219
1072422
1072623
1072562
1072547
1072256
1072331
1072597
1072272
1072631
1081371
1081648
10815
1081554
1081356
1081428
1081521
1081401
1081312
1081717
108129
1081430
1081362
108172
108181
1081684
1081279
1081347
1081508
10812
1081233
1081743
10818
1081142
1081692
1081232
1081634
108180
1081501
1082324
1082563
1082624
108278
108225
1082351
1082112
1082444
1082541
1082475
1082212
1082146
1082768
1082176
1082278
1082125
1082314
108217
1082104
1082522
108212
1091161
1091582
1091346
1091683
1091395
109174
1091756
109195
1091381
1091595
1091543
109187
109160
1091251
1091699
1091748
109157
1091166
1091758
1091668
1091182
1091637
1091518
1091618
1091438
1091114
1091238
1091431
1091420
1091476
1091731
1091451
1091612
1091349
1091747
1091561
10914
1091317
1091372
1091269
109151
1091601
1091169
109115
1092498
1092765
1092143
1092588
1092254
1092435
1092611
1092119
1092577
1092343
1092235
1092417
1092640
1092424
1092516
1092711
1092425
1092107
1092706
1092752
1092734
1092344
109210
1092260
1092427
1092553
1092690
1092762
1092369
1092405
1092153
1092134
1092604
1092687
1092540
1092257
1092642
1092759
1092727
1092741
1092423
1092335
1092217
1092352
1101783
1101698
1101392
1101667
1101619
1101175
1101512
1101749
1101386
1101570
110156
1101657
1101617
1101462
1101635
110143
1101452
1101549
1101793
1101658
1101145
1101263
1101399
1101183
110148
1101243
1101686
110192
1101320
1101151
110158
1101334
1101537
1101548
1101329
1101139
1101794
1101691
1101703
1101496
1101274
1101445
1101689
11016
1101216
110167
110177
1101772
110120
1101720
1101771
1101639
1101407
1101457
1101236
1101481
1101729
1101292
1101223
1101573
110166
1101192
1101787
1101168
1101296
1101515
110140
1101275
1101454
110152
1101770
1101308
1101598
1101374
1101482
1101383
1102660
1102221
110296
110298
1102400
1102132
1102538
1102723
1102551
1102519
1102643
1102316
1102115
1102315
1102266
1102676
1102363
1102776
1102674
11029
1102178
1102494
1102219
1102467
1102144
1102607
1102790
1102122
1102677
1102377
1102412
1102655
110273
1102490
1102378
1102309
1102511
1102546
110218
1102348
110265
110222
1102470
1102792
1102396
1102106
1102680
1102724
1102453
1102610
1102218
1102304
1102463
1102184
110213
1102705
1102129
1102644
1102448
1102613
1102480
1102100
1102663
1102564
110261
1102340
1102113
1102580
1102101
1102455
110299
1102159
110214
1102259
1102118
110249
1102664
1102387
1102227
1102473
110227
1102744
1102268
1102514
110245
1102290
1102458
1102606
1102654
1102465
110288
1111390
1111526
1111739
1111353
111121
1111364
1111479
1111531
1111137
1111712
1111359
1111124
1111478
1111397
1111127
1111504
1111764
1111281
1111406
1111264
11113
1111594
1111647
1111429
1111326
1111350
1111140
1111240
1111241
1111202
1111389
1111225
1111447
1111579
1111187
1111587
111164
1111645
1111495
1111209
1111287
1111671
1111167
1111493
1111529
1111556
1111600
1111559
111130
1111375
1111469
1111456
1111709
1111737
1111596
1111786
1111285
1111244
1111505
1111410
1111754
1111116
1111571
1111485
1111789
1111258
1111230
1111704
111153
1111585
1111421
1111415
1111197
1111156
1111592
1111271
1111150
1111590
1111164
1111242
1111675
1111568
1111775
1111442
1111111
1111342
1111779
1111385
1111234
1111439
1111249
1111536
1111627
1111491
1111576
1111791
1111550
1112672
1112265
1112750
1112760
1112299
1112733
1112261
1112357
1112376
1112625
1112636
1112133
1112172
1112199
1112471
1112339
1112621
1112489
1112696
1112105
1112685
1112782
1112761
1112753
1112189
1112413
1112533
1112250
1112503
1112492
1112646
111254
1112295
1112566
111286
1112524
1112282
111291
1112626
1112708
111275
1112581
