nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
7,7,7,-1,7,20122,1411167,Programação I,122402,A,dsc
2.2,4.9,9.1,2,3.3,20122,1411167,Programação I,122134,R,dsc
9.8,8.7,9.6,-1,9.3,20122,1411167,Programação I,122192,A,dsc
7,7,9.5,-1,7.3,20122,1411167,Programação I,122416,A,dsc
8.8,8.2,8.5,-1,8.5,20122,1411167,Programação I,122680,A,dsc
10,8.9,8.4,-1,9.3,20122,1411167,Programação I,122327,A,dsc
10,8.8,9.3,-1,9.4,20122,1411167,Programação I,122537,A,dsc
7.5,7.2,9,-1,7.5,20122,1411167,Programação I,122502,A,dsc
8.7,5.8,9,-1,7.4,20122,1411167,Programação I,12253,A,dsc
6,7.2,7.2,-1,7.1,20122,1411167,Programação I,121428,A,dsc
9.9,8.8,7.3,-1,9.1,20122,1411167,Programação I,122101,A,dsc
4.9,5.4,7.2,0,3.2,20122,1411167,Programação I,122741,R,dsc
5.7,2.2,3.9,-1,3.9,20122,1411167,Programação I,122695,R,dsc
7.7,10,9,-1,8.9,20122,1411167,Programação I,122614,A,dsc
7,6.5,9.3,-1,7,20122,1411167,Programação I,122687,A,dsc
10,8.7,10,-1,9.4,20122,1411167,Programação I,122107,A,dsc
5.4,5.8,3.6,2,4,20122,1411167,Programação I,122152,R,dsc
9.6,9.6,9.6,-1,9.6,20122,1411167,Programação I,12270,A,dsc
10,10,10,-1,10,20122,1411167,Programação I,122619,A,dsc
0.8,4.9,2.4,-1,3.4,20122,1411167,Programação I,112191,R,dsc
9.6,8.2,10,-1,9.2,20122,1411167,Programação I,121305,A,dsc
5.7,6.7,7.7,-1,7.1,20122,1411167,Programação I,112659,A,dsc
3.5,6,5.7,4,4.5,20122,1411167,Programação I,122106,R,dsc
7.5,6.2,9.2,-1,7.1,20122,1411167,Programação I,12232,A,dsc
0,6.4,3.1,-1,3.2,20122,1411167,Programação I,122579,R,dsc
5.2,7.6,9,-1,8,20122,1411167,Programação I,112500,A,dsc
0.6,5.1,2.8,-1,2.8,20122,1411167,Programação I,122179,R,dsc
1,5.3,3.2,-1,3.2,20122,1411167,Programação I,122551,R,dsc
8.1,7.2,7.7,-1,7.7,20122,1411167,Programação I,122667,A,dsc
0.5,3.9,3.6,-1,2.3,20122,1411167,Programação I,12221,R,dsc
7.9,7.2,9.9,-1,7.8,20122,1411167,Programação I,122504,A,dsc
7,7,7.4,-1,7,20122,1411167,Programação I,122487,A,dsc
10,8.3,10,-1,9.2,20122,1411167,Programação I,12248,A,dsc
0,3.7,3,-1,2,20122,1411167,Programação I,122494,R,dsc
9.7,6.4,9.2,-1,8,20122,1411167,Programação I,121777,A,dsc
5.8,5.5,8.6,3,4.7,20122,1411167,Programação I,122571,R,dsc
5.8,5.9,5.3,6.8,6.2,20122,1411167,Programação I,12286,A,dsc
4.5,5.6,5.8,3.6,4.5,20122,1411167,Programação I,122652,R,dsc
7.8,8.5,8.2,-1,8.3,20122,1411167,Programação I,121400,A,dsc
6.1,7.5,8.8,-1,7.9,20122,1411167,Programação I,121155,A,dsc
2,6.4,6.4,6.8,5.4,20122,1411167,Programação I,12256,A,dsc
7.4,7.5,8.2,-1,7.5,20122,1411167,Programação I,122447,A,dsc
3.85,3.25,1.85,-1,2.7,20112,1411167,Programação I,10274,R,dsc
7.5,8,1.6,3.8,5,20112,1411167,Programação I,102723,A,dsc
6.6,7.3,1.9,4.5,5.1,20112,1411167,Programação I,102284,A,dsc
4.55,4.35,3.35,-1,3.8,20112,1411167,Programação I,111355,R,dsc
8.8,8.6,7.75,-1,8.2,20112,1411167,Programação I,112573,A,dsc
6.7,7.9,6.95,-1,7.1,20112,1411167,Programação I,112175,A,dsc
9.15,9.1,8.4,-1,8.8,20112,1411167,Programação I,112760,A,dsc
7.6,7.2,2.2,5.1,5.8,20112,1411167,Programação I,102124,A,dsc
7,6.8,7.4,-1,7.3,20112,1411167,Programação I,112464,A,dsc
8.8,8.2,9,-1,8.6,20112,1411167,Programação I,112529,A,dsc
1.6,6.45,6.8,6.8,6.1,20112,1411167,Programação I,112580,A,dsc
7.05,4.1,6.05,8,6.7,20112,1411167,Programação I,112702,A,dsc
6.95,8.5,7.15,-1,7.5,20112,1411167,Programação I,112230,A,dsc
8.6,7.55,7.75,-1,7.6,20112,1411167,Programação I,112638,A,dsc
5.7,6.75,8.65,-1,7.4,20112,1411167,Programação I,112486,A,dsc
7.4,8.65,7.25,-1,7.7,20112,1411167,Programação I,112751,A,dsc
8.35,7.45,7.65,-1,7.7,20112,1411167,Programação I,112378,A,dsc
3.95,0.9,3.4,-1,2.7,20112,1411167,Programação I,112501,R,dsc
2.6,1.75,4.15,-1,3.2,20112,1411167,Programação I,112468,R,dsc
2.85,5.1,4.6,7.8,5.8,20112,1411167,Programação I,112279,A,dsc
1.05,1.95,1.8,-1,1.6,20112,1411167,Programação I,112659,R,dsc
4.3,6.05,6.1,9,7.1,20112,1411167,Programação I,112135,A,dsc
3.35,0,4.7,-1,3.2,20112,1411167,Programação I,112725,R,dsc
1.95,0.9,3.4,-1,2.6,20112,1411167,Programação I,112465,R,dsc
5,4.95,5.55,6.1,5.6,20112,1411167,Programação I,112354,A,dsc
4.3,7.6,6.8,7.4,6.7,20112,1411167,Programação I,112490,A,dsc
2.85,6.75,6.9,9.6,7.5,20112,1411167,Programação I,112303,A,dsc
2,2.25,0.75,-1,1.4,20112,1411167,Programação I,112424,R,dsc
5.85,6.5,8.95,-1,7.3,20112,1411167,Programação I,112317,A,dsc
8.15,7.15,6.1,-1,7.1,20112,1411167,Programação I,111689,A,dsc
6.8,4.9,3.8,8.3,6.7,20112,1411167,Programação I,111582,A,dsc
8.7,8.75,8.5,-1,8.6,20112,1411167,Programação I,102609,A,dsc
5.4,4.45,3.15,6.4,5,20112,1411167,Programação I,102220,A,dsc
7.75,6.8,6.15,-1,7.6,20112,1411167,Programação I,111198,A,dsc
5.05,3.95,3.5,-1,3.8,20112,1411167,Programação I,112720,R,dsc
2.35,6.25,4.55,7.1,5.6,20112,1411167,Programação I,112626,A,dsc
0.85,0.9,1.95,-1,1.5,20112,1411167,Programação I,112460,R,dsc
8.65,9.8,9.25,-1,9.1,20112,1411167,Programação I,112438,A,dsc
8.95,8.6,8.15,-1,8.3,20112,1411167,Programação I,112645,A,dsc
1.75,0.9,2.35,-1,1.8,20112,1411167,Programação I,112717,R,dsc
5.8,5.75,7.45,8.5,7.2,20112,1411167,Programação I,112784,A,dsc
4.3,5.5,6.7,8.9,7,20112,1411167,Programação I,112733,A,dsc
5.7,6.1,7.45,8.8,7.4,20112,1411167,Programação I,112697,A,dsc
8.4,9.5,9.35,-1,9.1,20112,1411167,Programação I,112679,A,dsc
2.65,1.7,0,-1,1.3,20112,1411167,Programação I,112195,R,dsc
3.15,1.6,2.15,-1,2.4,20112,1411167,Programação I,112718,R,dsc
6.45,8.55,7.65,-1,7.6,20112,1411167,Programação I,11240,A,dsc
5.35,1.4,4.9,4.8,4.4,20112,1411167,Programação I,112734,R,dsc
3.25,4.1,4.1,-1,3.4,20112,1411167,Programação I,11192,R,dsc
3.35,3.75,4,-1,3.4,20112,1411167,Programação I,10252,R,dsc
1.55,2.75,3.5,-1,3,20112,1411167,Programação I,112683,R,dsc
7.3,8.7,8,-1,8,20112,1411167,Programação I,11285,A,dsc
3.25,3.55,3.55,-1,3.5,20112,1411167,Programação I,11282,R,dsc
5.1,4.2,3.4,6.5,5.1,20112,1411167,Programação I,102596,A,dsc
7.1,4.5,8.15,-1,7,20112,1411167,Programação I,112283,A,dsc
8.6,8.55,8.45,-1,8.4,20112,1411167,Programação I,112566,A,dsc
6.9,9.3,8.35,-1,8.2,20112,1411167,Programação I,112346,A,dsc
8.85,9.05,8.45,-1,8.7,20112,1411167,Programação I,112604,A,dsc
2.45,0,3.2,-1,2.1,20112,1411167,Programação I,112399,R,dsc
3.1,8.1,7.35,7.6,6.8,20112,1411167,Programação I,112171,A,dsc
8.35,7.8,8.5,-1,8.2,20112,1411167,Programação I,112564,A,dsc
7.1,8.6,8.9,-1,8.2,20112,1411167,Programação I,112287,A,dsc
7.05,5.85,5.2,4.6,5.6,20112,1411167,Programação I,111395,A,dsc
5.5,7.6,7.9,-1,7.2,20112,1411167,Programação I,11254,A,dsc
7.2,8.35,6.85,7,6.6,20112,1411167,Programação I,111263,A,dsc
5.55,7.5,8.1,-1,7,20112,1411167,Programação I,112201,A,dsc
7.05,6.8,9.55,-1,7.9,20112,1411167,Programação I,112434,A,dsc
3.6,4,0.45,-1,2.6,20112,1411167,Programação I,11146,R,dsc
5.4,7.3,6.25,8.1,6.4,20112,1411167,Programação I,112103,A,dsc
4.65,7.9,9.65,-1,7.5,20112,1411167,Programação I,112381,A,dsc
0.45,0.65,1.45,-1,1.1,20112,1411167,Programação I,112191,R,dsc
3.15,0,4.55,-1,2.9,20112,1411167,Programação I,112411,R,dsc
1.95,1.05,0.9,-1,1.4,20112,1411167,Programação I,102141,R,dsc
5.3,4.2,5.55,7.4,6,20112,1411167,Programação I,112130,A,dsc
5.2,4.3,5.6,8.5,6.4,20112,1411167,Programação I,112388,A,dsc
6.35,7.15,7.4,-1,7,20112,1411167,Programação I,112527,A,dsc
3.1,3.2,2.55,-1,2.9,20112,1411167,Programação I,112500,R,dsc
4.3,5,5.55,6.4,5.6,20112,1411167,Programação I,112624,A,dsc
6.15,5.7,5.3,5.4,5.8,20112,1411167,Programação I,112785,A,dsc
8.3,9,8.65,-1,8.6,20112,1411167,Programação I,112497,A,dsc
5.95,6.5,8.55,-1,7.5,20112,1411167,Programação I,112290,A,dsc
8.9,8.05,7.85,-1,8.7,20112,1411167,Programação I,111630,A,dsc
7.2,8.65,7.5,-1,7.6,20112,1411167,Programação I,112578,A,dsc
8.55,9.4,9.05,-1,9,20112,1411167,Programação I,1123,A,dsc
1.95,6.75,5.2,8.6,6.5,20112,1411167,Programação I,112116,A,dsc
7.45,6.5,6.75,7.3,6.9,20112,1411167,Programação I,112389,A,dsc
3.15,1.9,1.65,-1,2.2,20112,1411167,Programação I,10259,R,dsc
8.6,9.1,8.95,-1,8.7,20112,1411167,Programação I,102598,A,dsc
2.35,1.7,3.75,-1,3.2,20112,1411167,Programação I,111729,R,dsc
4.5,2.95,4.25,3.8,4,20112,1411167,Programação I,112232,R,dsc
8,8.4,8.25,-1,8.2,20112,1411167,Programação I,112122,A,dsc
4.15,8.6,5.9,8.3,6.9,20112,1411167,Programação I,112616,A,dsc
4.3,7.4,6.6,9.3,7.2,20112,1411167,Programação I,112347,A,dsc
7.8,9.6,7.85,-1,8.3,20112,1411167,Programação I,112515,A,dsc
8.1,7.8,5.9,-1,7,20112,1411167,Programação I,111431,A,dsc
9.15,7.9,7.95,-1,8,20112,1411167,Programação I,112639,A,dsc
7.75,7.35,6.5,-1,7,20112,1411167,Programação I,112167,A,dsc
4.9,5.9,5.9,5.1,5.2,20111,1411181,Lab. de Programação II,102276,A,dsc
7.55,6.7,7,-1,7.4,20111,1411181,Lab. de Programação II,102268,A,dsc
5,5,2.5,5,5,20111,1411181,Lab. de Programação II,102672,A,dsc
5.6,5.6,2.8,5.6,5.6,20111,1411181,Lab. de Programação II,10243,A,dsc
7.55,8.15,8.4,-1,7.9,20111,1411181,Lab. de Programação II,102763,A,dsc
6.75,5.65,7.25,-1,7,20111,1411181,Lab. de Programação II,102320,A,dsc
7.2,7.2,3.6,-1,7.2,20111,1411181,Lab. de Programação II,102595,A,dsc
8.75,8.25,7.75,-1,8.4,20111,1411181,Lab. de Programação II,102775,A,dsc
6.95,6.15,7.45,-1,7.2,20111,1411181,Lab. de Programação II,102269,A,dsc
6.6,6.6,3.3,6.6,6.6,20111,1411181,Lab. de Programação II,101260,A,dsc
9.05,9.4,8.25,-1,8.7,20111,1411181,Lab. de Programação II,102181,A,dsc
8.4,8.05,9.25,-1,8.7,20111,1411181,Lab. de Programação II,101615,A,dsc
6.8,4.65,3.95,3.9,5,20111,1411181,Lab. de Programação II,102570,A,dsc
7.5,5.5,5.85,-1,7,20111,1411181,Lab. de Programação II,101627,A,dsc
3.75,2.9,5.55,2.5,3.6,20111,1411181,Lab. de Programação II,102208,R,dsc
8.05,7.55,8,-1,8,20111,1411181,Lab. de Programação II,10242,A,dsc
7,7,3.5,-1,7,20111,1411181,Lab. de Programação II,101736,A,dsc
1.3,0.55,1.85,-1,1.5,20111,1411181,Lab. de Programação II,092686,R,dsc
0.45,0,0.3,-1,0.4,20111,1411181,Lab. de Programação II,092187,R,dsc
2.4,0.85,2.45,-1,2.5,20111,1411181,Lab. de Programação II,091558,R,dsc
7.6,7.3,8.25,-1,7.8,20111,1411181,Lab. de Programação II,102357,A,dsc
6.9,5.65,5.95,4.7,5.8,20111,1411181,Lab. de Programação II,102422,A,dsc
6.3,5.4,6.75,7,6.7,20111,1411181,Lab. de Programação II,102321,A,dsc
5.1,4.75,6.9,5,5.5,20111,1411181,Lab. de Programação II,111218,A,dsc
8.9,8.95,9.25,-1,9,20111,1411181,Lab. de Programação II,102170,A,dsc
4.35,3.9,6.7,4.7,5,20111,1411181,Lab. de Programação II,102577,A,dsc
8.65,7.3,7.35,-1,8.2,20111,1411181,Lab. de Programação II,102493,A,dsc
6.85,6.65,7.15,-1,7,20111,1411181,Lab. de Programação II,102409,A,dsc
1.8,0,1.75,-1,1.9,20111,1411181,Lab. de Programação II,102586,R,dsc
4.25,0,1.5,-1,3.3,20111,1411181,Lab. de Programação II,111782,R,dsc
6.6,4.35,5.45,3.1,5,20111,1411181,Lab. de Programação II,101453,A,dsc
7.3,7.55,8.25,-1,7.6,20111,1411181,Lab. de Programação II,10212,A,dsc
5,3.2,6.45,-1,3.4,20111,1411181,Lab. de Programação II,091390,R,dsc
6.75,5.85,7.4,-1,7,20111,1411181,Lab. de Programação II,102403,A,dsc
7.8,7.8,3.9,-1,7.8,20111,1411181,Lab. de Programação II,102635,A,dsc
4.5,3.4,4.8,3,4,20111,1411181,Lab. de Programação II,102392,R,dsc
3.7,3.7,1.85,-1,3.7,20111,1411181,Lab. de Programação II,101519,R,dsc
7.75,5.25,5.4,-1,7,20111,1411181,Lab. de Programação II,102664,A,dsc
9.1,9.1,4.55,-1,9.1,20111,1411181,Lab. de Programação II,102476,A,dsc
7.3,7.3,3.65,-1,7.3,20111,1411181,Lab. de Programação II,102629,A,dsc
8.3,6.2,5.3,-1,7.3,20111,1411181,Lab. de Programação II,102308,A,dsc
6.95,5.55,5.7,2.7,5,20111,1411181,Lab. de Programação II,102189,A,dsc
7.8,7.8,3.9,-1,7.8,20111,1411181,Lab. de Programação II,102469,A,dsc
3.6,3.6,1.8,-1,3.6,20111,1411181,Lab. de Programação II,101753,R,dsc
2.4,2.4,1.2,-1,2.4,20111,1411181,Lab. de Programação II,102666,R,dsc
8.2,8.2,4.1,-1,8.2,20111,1411181,Lab. de Programação II,101329,A,dsc
9.3,9.3,4.65,-1,9.3,20111,1411181,Lab. de Programação II,10238,A,dsc
7.05,5,4.5,3.5,5.1,20111,1411181,Lab. de Programação II,101421,A,dsc
7,7,3.5,-1,7,20111,1411181,Lab. de Programação II,102151,A,dsc
7.9,4.6,3.95,1,4.4,20111,1411181,Lab. de Programação II,101164,R,dsc
2.6,3.65,3.05,-1,2.7,20111,1411181,Lab. de Programação II,101758,R,dsc
2.8,2.7,4.85,-1,3.5,20111,1411181,Lab. de Programação II,092536,R,dsc
5.2,5.2,2.6,5.2,5.2,20111,1411181,Lab. de Programação II,09241,A,dsc
3.8,5.5,6.2,5.5,5,20111,1411181,Lab. de Programação II,092226,A,dsc
6.2,6.2,3.1,6.2,6.2,20111,1411181,Lab. de Programação II,092364,A,dsc
0.35,0.55,1.45,-1,0.8,20111,1411181,Lab. de Programação II,092242,R,dsc
5,5,2.5,5,5,20111,1411181,Lab. de Programação II,10115,A,dsc
5.6,5.6,2.8,5.6,5.6,20111,1411181,Lab. de Programação II,10271,A,dsc
7.75,8.3,8.25,-1,7.9,20111,1411181,Lab. de Programação II,111768,A,dsc
2.8,2.8,1.4,-1,2.8,20111,1411181,Lab. de Programação II,092584,R,dsc
8.3,7.55,7.45,-1,8,20111,1411181,Lab. de Programação II,102224,A,dsc
9.3,7.25,6.4,-1,8.3,20111,1411181,Lab. de Programação II,102351,A,dsc
7.2,6.55,7.05,-1,7.2,20111,1411181,Lab. de Programação II,102429,A,dsc
5.75,6.65,8.25,3,5.2,20111,1411181,Lab. de Programação II,102655,A,dsc
4.9,5.05,6.25,4.5,5,20111,1411181,Lab. de Programação II,101709,A,dsc
8.75,7.1,7.1,-1,8.2,20111,1411181,Lab. de Programação II,102620,A,dsc
8.4,8.4,4.2,-1,8.4,20111,1411181,Lab. de Programação II,102459,A,dsc
9.55,9.5,9.05,-1,9.4,20111,1411181,Lab. de Programação II,102102,A,dsc
7.6,7.6,3.8,-1,7.6,20111,1411181,Lab. de Programação II,102610,A,dsc
1.75,0.05,1.6,-1,1.8,20111,1411181,Lab. de Programação II,092675,R,dsc
4.7,3.8,1.8,-1,3.3,20121,1411181,Lab. de Programação II,121454,R,dsc
6.8,6.9,4.75,5.6,6,20121,1411181,Lab. de Programação II,102326,A,dsc
4,0,0.65,-1,1.7,20121,1411181,Lab. de Programação II,102723,R,dsc
7.65,8.3,7.95,-1,8,20121,1411181,Lab. de Programação II,102489,A,dsc
6.3,5.75,3.25,5.2,5,20121,1411181,Lab. de Programação II,111555,A,dsc
6.05,4.35,5.35,5.6,5.8,20121,1411181,Lab. de Programação II,111138,A,dsc
7.1,1.3,4.25,6.5,5,20121,1411181,Lab. de Programação II,102157,A,dsc
7.7,8,8,-1,8.1,20121,1411181,Lab. de Programação II,112573,A,dsc
5.8,9,6.55,-1,7.4,20121,1411181,Lab. de Programação II,112175,A,dsc
7.65,5.4,4.4,5.4,6,20121,1411181,Lab. de Programação II,112760,A,dsc
4.05,1.5,0,-1,2,20121,1411181,Lab. de Programação II,102124,R,dsc
6.75,5.9,6.75,6.8,6.6,20121,1411181,Lab. de Programação II,112529,A,dsc
6.7,6,6.25,7.8,7,20121,1411181,Lab. de Programação II,11254,A,dsc
3.6,5.45,3.7,-1,2.4,20121,1411181,Lab. de Programação II,112702,R,dsc
7.2,5.8,4.2,6.5,6.1,20121,1411181,Lab. de Programação II,112230,A,dsc
4.85,0,1.1,-1,1.9,20121,1411181,Lab. de Programação II,112638,R,dsc
6.7,7.9,5.4,6.2,6.4,20121,1411181,Lab. de Programação II,112486,A,dsc
6.15,3.8,7.1,9.3,7.2,20121,1411181,Lab. de Programação II,112751,A,dsc
6.8,7.75,8,-1,7.8,20121,1411181,Lab. de Programação II,112378,A,dsc
5.05,4.1,3.65,5,4.6,20121,1411181,Lab. de Programação II,10257,R,dsc
3.05,2.5,0,-1,1.1,20121,1411181,Lab. de Programação II,112490,R,dsc
3.95,5.45,3.6,2.7,3.7,20121,1411181,Lab. de Programação II,112303,R,dsc
5.15,3.6,5.35,6.1,5.3,20121,1411181,Lab. de Programação II,111213,A,dsc
6.05,6,5.65,5.9,5.9,20121,1411181,Lab. de Programação II,111412,A,dsc
6,3.75,3.05,4.6,4.3,20121,1411181,Lab. de Programação II,111382,R,dsc
6,4.65,1.9,-1,2.4,20121,1411181,Lab. de Programação II,121525,R,dsc
6.55,5.5,3.6,4.8,5.2,20121,1411181,Lab. de Programação II,112665,A,dsc
5.6,0,0.75,-1,2.2,20121,1411181,Lab. de Programação II,102609,R,dsc
7.2,9.6,9.35,-1,8.6,20121,1411181,Lab. de Programação II,112438,A,dsc
6.1,3.6,7.45,6.3,6.1,20121,1411181,Lab. de Programação II,111532,A,dsc
5.4,6.1,7.85,-1,7,20121,1411181,Lab. de Programação II,112566,A,dsc
5.4,3.25,0,-1,2.2,20121,1411181,Lab. de Programação II,112784,R,dsc
8.9,8.25,7.25,-1,8,20121,1411181,Lab. de Programação II,112697,A,dsc
6.2,8.6,6.3,-1,7.3,20121,1411181,Lab. de Programação II,112679,A,dsc
6.25,7.6,4.1,2.7,4.5,20121,1411181,Lab. de Programação II,11240,R,dsc
5.6,6.9,6.6,5.9,6.3,20121,1411181,Lab. de Programação II,102430,A,dsc
5.25,4.5,4.8,5.7,5,20121,1411181,Lab. de Programação II,102483,A,dsc
6.8,7.5,6.75,-1,7.2,20121,1411181,Lab. de Programação II,121153,A,dsc
3,0,0,-1,1.1,20121,1411181,Lab. de Programação II,102795,R,dsc
4.6,0,2.65,-1,2.6,20121,1411181,Lab. de Programação II,092686,R,dsc
6.85,6.9,6.75,-1,7.1,20121,1411181,Lab. de Programação II,102621,A,dsc
7.05,5.8,2.55,3,4,20121,1411181,Lab. de Programação II,111435,R,dsc
7.35,7.9,6.7,-1,7.2,20121,1411181,Lab. de Programação II,11285,A,dsc
0,0,0,-1,0,20121,1411181,Lab. de Programação II,102596,R,dsc
6.05,4,0.5,-1,2.8,20121,1411181,Lab. de Programação II,112283,R,dsc
4.75,4.5,4.45,5.9,5.3,20121,1411181,Lab. de Programação II,102586,A,dsc
6,8.6,8.2,-1,7.5,20121,1411181,Lab. de Programação II,112346,A,dsc
6.8,9.6,8.35,-1,8.4,20121,1411181,Lab. de Programação II,112604,A,dsc
5.9,5.45,8.1,-1,7,20121,1411181,Lab. de Programação II,112171,A,dsc
6.4,6,6.35,6,6.2,20121,1411181,Lab. de Programação II,112564,A,dsc
7.45,8.2,6,-1,7.3,20121,1411181,Lab. de Programação II,112287,A,dsc
5.45,7.2,9.05,-1,7.3,20121,1411181,Lab. de Programação II,111395,A,dsc
5.6,3.6,7.9,6.1,5.9,20121,1411181,Lab. de Programação II,111653,A,dsc
3.35,1.9,0,-1,1.4,20121,1411181,Lab. de Programação II,112201,R,dsc
5.7,5.6,4.55,6.9,6,20121,1411181,Lab. de Programação II,112434,A,dsc
8,7.5,8.2,-1,8.1,20121,1411181,Lab. de Programação II,112381,A,dsc
6.25,4.6,6.65,5.9,6,20121,1411181,Lab. de Programação II,102654,A,dsc
2.95,2.2,0.7,-1,1.8,20121,1411181,Lab. de Programação II,112130,R,dsc
4.75,2.5,1.55,-1,3.1,20121,1411181,Lab. de Programação II,112388,R,dsc
6.35,3.6,4,5.9,5.2,20121,1411181,Lab. de Programação II,102531,A,dsc
6.55,4,0.5,-1,3.3,20121,1411181,Lab. de Programação II,112527,R,dsc
6.4,9.5,4.3,-1,7.2,20121,1411181,Lab. de Programação II,112645,A,dsc
5.35,5.75,6.5,4.4,5.8,20121,1411181,Lab. de Programação II,112624,A,dsc
2.2,0,0,-1,0.7,20121,1411181,Lab. de Programação II,102726,R,dsc
6.35,6,4.4,4.5,5.3,20121,1411181,Lab. de Programação II,112785,A,dsc
7.8,8.2,9.25,-1,8.4,20121,1411181,Lab. de Programação II,112497,A,dsc
5.5,8.3,7.05,-1,7,20121,1411181,Lab. de Programação II,111312,A,dsc
6.1,3.5,6.4,7.7,6.4,20121,1411181,Lab. de Programação II,111359,A,dsc
8.45,3.5,7.15,8,7,20121,1411181,Lab. de Programação II,111413,A,dsc
5.95,1.3,6,6.5,5,20121,1411181,Lab. de Programação II,102446,A,dsc
5.75,8.3,6.2,-1,7,20121,1411181,Lab. de Programação II,111194,A,dsc
6,8.3,6.1,-1,7,20121,1411181,Lab. de Programação II,111630,A,dsc
6.15,2.2,3.8,-1,2.5,20121,1411181,Lab. de Programação II,112578,R,dsc
5.15,4.6,5.4,-1,3.1,20121,1411181,Lab. de Programação II,10250,R,dsc
5.2,9.5,7.2,-1,7.2,20121,1411181,Lab. de Programação II,112116,A,dsc
6.3,4.75,4.05,4.1,5,20121,1411181,Lab. de Programação II,102318,A,dsc
7.55,4.1,4.8,5.6,5.5,20121,1411181,Lab. de Programação II,102392,A,dsc
5.15,8.2,1.5,-1,2.9,20121,1411181,Lab. de Programação II,102309,R,dsc
1.9,0,1.35,-1,1.2,20121,1411181,Lab. de Programação II,102699,R,dsc
6.15,2.5,0,-1,3,20121,1411181,Lab. de Programação II,111379,R,dsc
1.75,1.75,0.5,-1,0.9,20121,1411181,Lab. de Programação II,111150,R,dsc
6.7,5.9,6.25,6.5,6.4,20121,1411181,Lab. de Programação II,112122,A,dsc
6,0,1.3,-1,2.3,20121,1411181,Lab. de Programação II,112347,R,dsc
7.7,8.6,6.45,-1,7.7,20121,1411181,Lab. de Programação II,112515,A,dsc
8,6.2,4.8,5.6,6,20121,1411181,Lab. de Programação II,102792,A,dsc
6.85,9,4.95,-1,7.1,20121,1411181,Lab. de Programação II,112167,A,dsc
6.65,7.7,7.15,-1,7,20122,1411181,Lab. de Programação II,12173,A,dsc
5.7,5.55,6.4,3.5,5,20122,1411181,Lab. de Programação II,121454,A,dsc
5,7.35,6.6,0.1,3.6,20122,1411181,Lab. de Programação II,121261,R,dsc
9.3,9.9,9.7,-1,9.5,20122,1411181,Lab. de Programação II,121264,A,dsc
8.7,9.9,9.7,-1,9.2,20122,1411181,Lab. de Programação II,121764,A,dsc
8.45,8.2,8.2,-1,8.3,20122,1411181,Lab. de Programação II,12164,A,dsc
9.05,7.5,7.4,-1,8.2,20122,1411181,Lab. de Programação II,121612,A,dsc
8.5,8.1,8.3,-1,8.4,20122,1411181,Lab. de Programação II,121133,A,dsc
5.75,8.95,8.25,-1,7.1,20122,1411181,Lab. de Programação II,111382,A,dsc
7.75,7.1,7.4,-1,7.5,20122,1411181,Lab. de Programação II,121423,A,dsc
8.4,8.6,8.7,-1,8.6,20122,1411181,Lab. de Programação II,121711,A,dsc
3.5,4.7,5.9,1.6,3.5,20122,1411181,Lab. de Programação II,121250,R,dsc
8.05,7,7.05,-1,7.5,20122,1411181,Lab. de Programação II,121271,A,dsc
9.1,9.55,8.5,-1,8.8,20122,1411181,Lab. de Programação II,121299,A,dsc
8.05,7.05,6.7,-1,7.4,20122,1411181,Lab. de Programação II,121669,A,dsc
6.5,7.15,7.4,-1,7,20122,1411181,Lab. de Programação II,121601,A,dsc
8.2,7.2,7.2,-1,7.7,20122,1411181,Lab. de Programação II,121631,A,dsc
7.1,7.5,7.55,-1,7.4,20122,1411181,Lab. de Programação II,121743,A,dsc
8.3,8.25,8.4,-1,8.3,20122,1411181,Lab. de Programação II,121385,A,dsc
7.7,6.1,7.4,-1,7.4,20122,1411181,Lab. de Programação II,121706,A,dsc
6.15,5.3,6.1,10,7.6,20122,1411181,Lab. de Programação II,11167,A,dsc
7.9,7.6,7.2,-1,7.6,20122,1411181,Lab. de Programação II,121314,A,dsc
8.65,6.65,7.1,-1,7.8,20122,1411181,Lab. de Programação II,121362,A,dsc
8.2,7.35,7.05,-1,7.6,20122,1411181,Lab. de Programação II,121365,A,dsc
5.9,6.35,6.25,5.5,5.8,20122,1411181,Lab. de Programação II,121168,A,dsc
6.25,7,8.25,-1,7.2,20122,1411181,Lab. de Programação II,112578,A,dsc
5.05,6.4,5.5,4.5,5,20122,1411181,Lab. de Programação II,10250,A,dsc
5.7,7,8.5,-1,7.2,20122,1411181,Lab. de Programação II,121677,A,dsc
7.25,7.4,8.6,-1,8,20122,1411181,Lab. de Programação II,121371,A,dsc
8.35,7.35,7.8,-1,8,20122,1411181,Lab. de Programação II,121253,A,dsc
2.55,2.15,1.1,-1,1.8,20122,1411181,Lab. de Programação II,112201,R,dsc
6.55,5.7,6.65,6,6.4,20122,1411181,Lab. de Programação II,121452,A,dsc
6.95,8.15,8.2,-1,7.6,20122,1411181,Lab. de Programação II,121316,A,dsc
7.75,6.9,7.25,-1,7.5,20122,1411181,Lab. de Programação II,112103,A,dsc
7.15,8.2,8,-1,7.6,20122,1411181,Lab. de Programação II,121685,A,dsc
0.5,0.5,0,-1,0.2,20122,1411181,Lab. de Programação II,112411,R,dsc
9,10,9.25,-1,9.1,20122,1411181,Lab. de Programação II,121286,A,dsc
