"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez","departamento"
6.5,3.5,6.5,5.5,5.5,20121,1109049,Álgebra Linear,092686,A,2,dme
1.7,0,1,-1,0.9,20112,1109049,Álgebra Linear,092686,R,1,dme
4.2,0,0,-1,1.4,20111,1109049,Álgebra Linear,092474,R,1,dme
6,10,6,-1,7.3,20112,1109049,Álgebra Linear,092474,A,2,dme
5.2,0,0,-1,1.7,20111,1109049,Álgebra Linear,1012,R,1,dme
9.5,6.5,6.5,-1,7.5,20112,1109049,Álgebra Linear,1012,A,2,dme
6,3.8,1,-1,3.6,20111,1109049,Álgebra Linear,101360,R,1,dme
6.5,5.8,3,5,5.1,20112,1109049,Álgebra Linear,101360,A,2,dme
4,4.5,3.5,4.5,4.2,20111,1109049,Álgebra Linear,101514,R,1,dme
6.3,9,2.5,4.5,5.3,20121,1109049,Álgebra Linear,101514,A,2,dme
5,0,4.5,-1,3.2,20111,1109049,Álgebra Linear,10195,R,1,dme
7,6.5,4.5,5,5.6,20112,1109049,Álgebra Linear,10195,A,2,dme
3.8,2.5,0.5,-1,2.3,20111,1109049,Álgebra Linear,10199,R,1,dme
8,7,6,-1,7,20112,1109049,Álgebra Linear,10199,A,2,dme
6.8,0,0,-1,2.3,20111,1109049,Álgebra Linear,10190,R,1,dme
3.8,6.5,3.5,6.8,5.5,20112,1109049,Álgebra Linear,10190,A,2,dme
0,3.6,0,-1,1.2,20111,1109049,Álgebra Linear,101519,R,1,dme
6.3,3.3,5.5,5.3,5.1,20112,1109049,Álgebra Linear,101519,A,2,dme
4.9,4,0.5,-1,3.1,20111,1109049,Álgebra Linear,101448,R,1,dme
6.5,5.5,2,3.8,4.3,20122,1109049,Álgebra Linear,101448,R,2,dme
6.3,1,3,-1,3.4,20121,1109049,Álgebra Linear,101216,R,2,dme
9.2,4,6,3.9,5.4,20122,1109049,Álgebra Linear,101216,A,3,dme
0.5,1,0,-1,0.5,20112,1109049,Álgebra Linear,101216,R,1,dme
3.8,4,1.5,-1,3.1,20121,1109049,Álgebra Linear,102531,R,1,dme
6,7,5,1.9,4.4,20122,1109049,Álgebra Linear,102531,R,2,dme
5.8,2,1.5,-1,3.1,20121,1109049,Álgebra Linear,102429,R,1,dme
2.5,1.6,2.4,-1,2.2,20122,1109049,Álgebra Linear,102429,R,2,dme
8,6.6,3.8,5.2,5.7,20122,1109049,Álgebra Linear,102655,A,2,dme
4.1,3.5,2.5,-1,3.4,20112,1109049,Álgebra Linear,102655,R,1,dme
6,4.5,0,-1,3.5,20111,1109049,Álgebra Linear,102151,R,1,dme
7.5,5.5,7,6.6,6.7,20122,1109049,Álgebra Linear,102151,A,2,dme
5,1.8,2.3,-1,3,20122,1109049,Álgebra Linear,102308,R,2,dme
2.5,0,0,-1,0.8,20112,1109049,Álgebra Linear,102308,R,1,dme
7.3,2.7,3,5.4,4.7,20111,1109049,Álgebra Linear,102469,R,1,dme
8,5,2.5,6.5,5.7,20112,1109049,Álgebra Linear,102469,A,2,dme
5.9,0,0,-1,2,20122,1109049,Álgebra Linear,102795,R,2,dme
1,0,0,-1,0.3,20112,1109049,Álgebra Linear,102795,R,1,dme
4.1,1.6,0,-1,1.9,20111,1109049,Álgebra Linear,102781,R,1,dme
4.3,1.3,0,-1,1.9,20122,1109049,Álgebra Linear,102781,R,3,dme
7,2.5,0,-1,3.2,20112,1109049,Álgebra Linear,102781,R,2,dme
1,0.5,1.5,-1,1,20111,1109049,Álgebra Linear,102792,R,1,dme
1.5,0.5,0.5,-1,0.8,20112,1109049,Álgebra Linear,102792,R,2,dme
6.3,8.9,1.5,6,5.8,20122,1109049,Álgebra Linear,102320,A,2,dme
4.5,6,2.3,4.3,4.3,20112,1109049,Álgebra Linear,102320,R,1,dme
3.8,0,0,-1,1.3,20111,1109049,Álgebra Linear,102595,R,1,dme
9,5.5,6.5,-1,7,20122,1109049,Álgebra Linear,102595,A,2,dme
1,0,0,-1,0.3,20111,1109049,Álgebra Linear,102723,R,1,dme
3,1,1,-1,1.7,20112,1109049,Álgebra Linear,102723,R,2,dme
7,2.5,3.5,4.8,4.5,20121,1109049,Álgebra Linear,111606,R,1,dme
6.6,7.2,10,-1,7.9,20122,1109049,Álgebra Linear,111606,A,2,dme
5.3,7,2.5,5.2,5,20121,1109049,Álgebra Linear,111382,A,2,dme
3.2,3.5,2,-1,2.9,20112,1109049,Álgebra Linear,111382,R,1,dme
5.3,8,4,6.3,6,20121,1109049,Álgebra Linear,111412,A,2,dme
2.5,0,2.5,-1,1.7,20112,1109049,Álgebra Linear,111412,R,1,dme
1.8,4,3.5,-1,3.1,20121,1109049,Álgebra Linear,111585,R,1,dme
3.5,4.4,4.2,7.4,5.4,20122,1109049,Álgebra Linear,111585,A,2,dme
3.5,3,2,-1,2.8,20121,1109049,Álgebra Linear,111186,R,1,dme
4.8,1,4,-1,3.3,20122,1109049,Álgebra Linear,111186,R,2,dme
2.3,7.3,4.5,3.8,4.3,20121,1109049,Álgebra Linear,111386,R,1,dme
3.4,3.5,7,5.7,5,20122,1109049,Álgebra Linear,111386,A,2,dme
7.5,2,2.5,2.5,3.4,20121,1109049,Álgebra Linear,111241,R,1,dme
4.3,4.5,8,5.9,5.7,20122,1109049,Álgebra Linear,111241,A,2,dme
8.5,4.3,4,5,5.4,20121,1109049,Álgebra Linear,111653,A,2,dme
4,5.5,4,2.8,3.8,20112,1109049,Álgebra Linear,111653,R,1,dme
7,2.8,1.5,-1,3.8,20111,1109049,Álgebra Linear,111233,R,1,dme
4,0,0,-1,1.3,20112,1109049,Álgebra Linear,111233,R,2,dme
8.2,9.4,8.5,-1,8.7,20122,1109049,Álgebra Linear,111147,A,2,dme
6.8,3,0.5,-1,3.4,20112,1109049,Álgebra Linear,111147,R,1,dme
3,0,0,-1,1,20121,1109049,Álgebra Linear,112638,R,1,dme
0,0,0,-1,0,20122,1109049,Álgebra Linear,112638,R,2,dme
6.5,3,1,-1,3.5,20121,1109049,Álgebra Linear,11225,R,1,dme
7.5,8.4,8.5,-1,8.1,20122,1109049,Álgebra Linear,11225,A,2,dme
3.8,0,0,-1,1.3,20121,1109049,Álgebra Linear,112201,R,1,dme
6.7,0,1.3,-1,2.7,20122,1109049,Álgebra Linear,112201,R,2,dme
5,0,0,-1,1.7,20121,1109049,Álgebra Linear,112485,R,2,dme
0,1.5,0,-1,0.5,20112,1109049,Álgebra Linear,112485,R,1,dme
2,0,0,-1,0.7,20121,1109049,Álgebra Linear,112293,R,2,dme
1,0.5,0.5,-1,0.7,20112,1109049,Álgebra Linear,112293,R,1,dme
6,0,1,-1,2.3,20121,1109049,Álgebra Linear,121656,R,1,dme
8,7.9,6,-1,7.3,20122,1109049,Álgebra Linear,121656,A,2,dme
5,4.3,3,4,4.1,20121,1109049,Álgebra Linear,121149,R,1,dme
6.5,1.5,5,6,5,20122,1109049,Álgebra Linear,121149,A,2,dme
7.3,5.3,5,2,4.3,20121,1109049,Álgebra Linear,121475,R,1,dme
9.5,4.3,4.5,5.7,5.9,20122,1109049,Álgebra Linear,121475,A,2,dme
5.5,0,0.5,-1,2,20111,1109053,Cálculo Diferencial e Integral II,091623,R,1,dme
9.5,2.5,6.5,6,6.1,20112,1109053,Cálculo Diferencial e Integral II,091623,A,2,dme
5.5,5,1.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,091472,R,1,dme
5,4.5,3,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,091472,A,2,dme
0,0.5,0,-1,0.2,20111,1109053,Cálculo Diferencial e Integral II,091372,R,1,dme
1,1,0,-1,0.7,20112,1109053,Cálculo Diferencial e Integral II,091372,R,2,dme
0.5,5.5,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,092436,R,1,dme
4,5,3,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,092436,A,2,dme
3,6.5,0.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,092670,R,1,dme
3.5,4.5,5,6.5,5.2,20112,1109053,Cálculo Diferencial e Integral II,092670,A,2,dme
4.8,4.5,6.5,4.6,5,20121,1109053,Cálculo Diferencial e Integral II,092584,A,2,dme
1.5,1.5,0,-1,1,20112,1109053,Cálculo Diferencial e Integral II,092584,R,1,dme
1,6,1,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,092177,R,1,dme
4.5,8.5,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,092177,A,2,dme
1,4,1.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,101164,R,1,dme
3.5,6,5.5,6,5.4,20112,1109053,Cálculo Diferencial e Integral II,101164,A,2,dme
1.5,5.5,0,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,101432,R,1,dme
0.5,9.5,4.5,5.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,101432,A,2,dme
3,1,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,101360,R,1,dme
6,7,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101360,A,2,dme
3.3,5,1.8,-1,3.4,20121,1109053,Cálculo Diferencial e Integral II,101753,R,2,dme
2.5,8,5,5,5.1,20122,1109053,Cálculo Diferencial e Integral II,101753,A,3,dme
5,3.5,6.5,2.5,4,20112,1109053,Cálculo Diferencial e Integral II,101753,R,1,dme
1.5,5,1,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,101408,R,1,dme
7,10,4,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101408,A,2,dme
2,0,1,-1,1,20111,1109053,Cálculo Diferencial e Integral II,101627,R,1,dme
4.5,5,2.5,3.5,3.8,20112,1109053,Cálculo Diferencial e Integral II,101627,R,2,dme
1,3,3,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,101374,R,1,dme
4.5,5.5,2,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,101374,A,2,dme
3.5,2,0,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,10144,R,1,dme
4.5,6.5,1.5,7.5,5.5,20112,1109053,Cálculo Diferencial e Integral II,10144,A,2,dme
2,4,0.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,101410,R,1,dme
7,6.5,7.5,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101410,A,2,dme
3.5,1.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,10199,R,1,dme
5,3,7.5,5,5.1,20112,1109053,Cálculo Diferencial e Integral II,10199,A,2,dme
1,7,2.5,-1,3.5,20111,1109053,Cálculo Diferencial e Integral II,10190,R,1,dme
4.5,8,3.5,8.5,6.6,20112,1109053,Cálculo Diferencial e Integral II,10190,A,2,dme
1,8.5,2.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,101448,R,1,dme
5.5,4.5,4.5,3.3,4.2,20121,1109053,Cálculo Diferencial e Integral II,101448,R,3,dme
4.5,3,1,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,101448,R,4,dme
3,4,0.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,101448,R,2,dme
1.5,2,1.5,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,10115,R,1,dme
4,0,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,10115,R,2,dme
0,2.8,5,-1,2.6,20121,1109053,Cálculo Diferencial e Integral II,102577,R,2,dme
3,2,0.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,102577,R,3,dme
1.5,2.5,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,102577,R,1,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,10250,R,1,dme
2.7,5,7.4,5,5,20122,1109053,Cálculo Diferencial e Integral II,10250,A,2,dme
4,5.5,2.5,4.8,4.3,20121,1109053,Cálculo Diferencial e Integral II,102654,R,2,dme
9,6,7,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,102654,A,3,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,102654,R,1,dme
0.5,1,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,102208,R,2,dme
0.5,1,0.5,-1,0.7,20122,1109053,Cálculo Diferencial e Integral II,102208,R,3,dme
0.1,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,102208,R,1,dme
3,4.5,2,-1,3.2,20111,1109053,Cálculo Diferencial e Integral II,102429,R,1,dme
2,2,8,7.5,5.4,20112,1109053,Cálculo Diferencial e Integral II,102429,A,2,dme
1.5,7,3.5,3,3.6,20111,1109053,Cálculo Diferencial e Integral II,10212,R,1,dme
3.5,5.8,4,6,5,20112,1109053,Cálculo Diferencial e Integral II,10212,A,2,dme
2.5,6.5,3,5,4.4,20111,1109053,Cálculo Diferencial e Integral II,102493,R,1,dme
5,8.5,3.5,7.5,6.4,20112,1109053,Cálculo Diferencial e Integral II,102493,A,2,dme
3,5.5,1.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,102620,R,1,dme
4,3,7,4.5,4.6,20112,1109053,Cálculo Diferencial e Integral II,102620,R,2,dme
3.3,2.6,4,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,102151,R,2,dme
7,7.5,8,-1,7.5,20122,1109053,Cálculo Diferencial e Integral II,102151,A,3,dme
2,2,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,102151,R,1,dme
3,0,0,-1,1,20111,1109053,Cálculo Diferencial e Integral II,102308,R,1,dme
4.5,2.5,2,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102308,R,3,dme
3.5,6,4,6.5,5.3,20122,1109053,Cálculo Diferencial e Integral II,102308,A,4,dme
3.5,0,3.5,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,102308,R,2,dme
0,3.5,0.5,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,10242,R,1,dme
3.5,3.5,6,3.5,4,20121,1109053,Cálculo Diferencial e Integral II,10242,R,3,dme
5,8.5,5,5,5.7,20122,1109053,Cálculo Diferencial e Integral II,10242,A,4,dme
2.5,5,4.5,2.5,3.4,20112,1109053,Cálculo Diferencial e Integral II,10242,R,2,dme
0.5,6,2.5,-1,3,20111,1109053,Cálculo Diferencial e Integral II,102157,R,1,dme
4.5,5.3,7,5,5.4,20112,1109053,Cálculo Diferencial e Integral II,102157,A,2,dme
8,4.8,5.3,3.8,5.1,20121,1109053,Cálculo Diferencial e Integral II,102422,A,2,dme
2.5,2.5,0.5,-1,1.8,20112,1109053,Cálculo Diferencial e Integral II,102422,R,1,dme
1.5,0,0,-1,0.5,20111,1109053,Cálculo Diferencial e Integral II,102403,R,1,dme
3.5,1.1,8,3.8,4,20121,1109053,Cálculo Diferencial e Integral II,102403,R,3,dme
5.5,9,4,6,6.1,20122,1109053,Cálculo Diferencial e Integral II,102403,A,4,dme
4.5,2,2.5,-1,3,20112,1109053,Cálculo Diferencial e Integral II,102403,R,2,dme
2,3.5,3.5,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102609,R,2,dme
1.5,4,6.5,4.5,4.2,20122,1109053,Cálculo Diferencial e Integral II,102609,R,3,dme
1.5,0,0,-1,0.5,20112,1109053,Cálculo Diferencial e Integral II,102609,R,1,dme
0,0,0,-1,0,20111,1109053,Cálculo Diferencial e Integral II,102744,R,1,dme
0,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,102744,R,2,dme
5.5,2,3.8,-1,3.8,20121,1109053,Cálculo Diferencial e Integral II,102483,R,1,dme
5,8.5,4,4,5.1,20122,1109053,Cálculo Diferencial e Integral II,102483,A,2,dme
0,6,2.5,-1,2.8,20111,1109053,Cálculo Diferencial e Integral II,102268,R,1,dme
7.5,4.5,8,6,6.4,20121,1109053,Cálculo Diferencial e Integral II,102268,A,3,dme
5,3,6,3.5,4.2,20112,1109053,Cálculo Diferencial e Integral II,102268,R,2,dme
5,9,8,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,102795,A,2,dme
3,0.5,0,-1,1.2,20112,1109053,Cálculo Diferencial e Integral II,102795,R,1,dme
2,4,1.5,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,102476,R,1,dme
4,1,4,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102476,R,2,dme
2.5,7.5,7,9,7,20122,1109053,Cálculo Diferencial e Integral II,102476,A,3,dme
2,3,0.5,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,102392,R,1,dme
4.5,3,4.5,4,4,20121,1109053,Cálculo Diferencial e Integral II,102392,R,3,dme
4.5,6,3,6,5.1,20122,1109053,Cálculo Diferencial e Integral II,102392,A,4,dme
2,3,4,-1,3,20112,1109053,Cálculo Diferencial e Integral II,102392,R,2,dme
5.8,7,8.1,-1,7,20121,1109053,Cálculo Diferencial e Integral II,102775,A,2,dme
0.5,5.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,102775,R,1,dme
3,4.5,0.5,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,102320,R,1,dme
2.9,6.5,8.2,5.1,5.6,20122,1109053,Cálculo Diferencial e Integral II,102320,A,2,dme
4,4,3.2,-1,3.7,20121,1109053,Cálculo Diferencial e Integral II,102595,R,2,dme
6,6.6,4.6,3.9,5,20122,1109053,Cálculo Diferencial e Integral II,102595,A,3,dme
1.5,4.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,102595,R,1,dme
3.5,2,7.8,3.6,4.1,20121,1109053,Cálculo Diferencial e Integral II,102723,R,2,dme
6,7,4,4,5,20122,1109053,Cálculo Diferencial e Integral II,102723,A,3,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,102723,R,1,dme
1.5,2.5,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,102326,R,1,dme
0.1,2.3,0,-1,0.8,20112,1109053,Cálculo Diferencial e Integral II,102326,R,2,dme
0,5.5,1.5,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,10257,R,1,dme
1.5,7.3,3.5,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,10257,A,2,dme
2.5,2.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,102726,R,1,dme
3.5,3.5,0,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,102726,R,2,dme
5.5,4.5,2,4,4,20121,1109053,Cálculo Diferencial e Integral II,111359,R,1,dme
4.2,5,7,4.5,5,20122,1109053,Cálculo Diferencial e Integral II,111359,A,2,dme
5.5,1.5,3,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,111255,R,1,dme
4,3.5,5.5,6,5,20122,1109053,Cálculo Diferencial e Integral II,111255,A,2,dme
8.3,8.3,3.5,5.3,6.1,20121,1109053,Cálculo Diferencial e Integral II,11191,A,2,dme
9,3,0,1.5,3,20112,1109053,Cálculo Diferencial e Integral II,11191,R,1,dme
1.5,0,2.5,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111123,R,1,dme
2,2.5,1.5,-1,2,20122,1109053,Cálculo Diferencial e Integral II,111123,R,2,dme
2,2,3.5,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,111729,R,1,dme
0.5,3,2,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,111729,R,2,dme
6,5.8,7,6.5,6.4,20121,1109053,Cálculo Diferencial e Integral II,111433,A,2,dme
5,3.5,1.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,111433,R,1,dme
2,4.8,2,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,111382,R,1,dme
1,5,3,-1,3,20122,1109053,Cálculo Diferencial e Integral II,111382,R,2,dme
1,1,2,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111213,R,1,dme
1,0.5,6,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,111213,R,2,dme
5.5,5.5,4,5,5,20121,1109053,Cálculo Diferencial e Integral II,111585,A,2,dme
6,1.5,2.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,111585,R,1,dme
2,0,0,-1,0.7,20121,1109053,Cálculo Diferencial e Integral II,111186,R,1,dme
0.5,0.5,4.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,111186,R,2,dme
2.5,1,1,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,111258,R,1,dme
0.5,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,111258,R,2,dme
6.7,4,1.3,3.5,3.8,20121,1109053,Cálculo Diferencial e Integral II,111653,R,1,dme
4.2,6.8,1,6.5,5,20122,1109053,Cálculo Diferencial e Integral II,111653,A,2,dme
2.5,0,0,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,111458,R,1,dme
3.5,3.5,5,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,111458,A,2,dme
2,1,1.5,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,111477,R,1,dme
1.9,3,0,-1,1.6,20122,1109053,Cálculo Diferencial e Integral II,111477,R,2,dme
6.5,1.5,4,1,2.8,20121,1109053,Cálculo Diferencial e Integral II,111379,R,2,dme
4,1.2,6.8,1,2.8,20112,1109053,Cálculo Diferencial e Integral II,111379,R,1,dme
1.5,3.7,0,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,111384,R,1,dme
1.7,0,0,-1,0.6,20122,1109053,Cálculo Diferencial e Integral II,111384,R,2,dme
0,6,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,111233,R,1,dme
4,7.5,1,6.3,5,20112,1109053,Cálculo Diferencial e Integral II,111233,A,2,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,111413,R,1,dme
1.4,0,0,-1,0.5,20122,1109053,Cálculo Diferencial e Integral II,111413,R,2,dme
1,3,0,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111147,R,1,dme
0.6,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,111147,R,2,dme
7.5,6.5,7,-1,7,20121,1109053,Cálculo Diferencial e Integral II,11210,A,2,dme
0.5,3.5,3.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,11210,R,1,dme
4,3.1,1,-1,2.7,20121,1109053,Cálculo Diferencial e Integral II,112679,R,1,dme
3.5,9,4.5,6,5.8,20122,1109053,Cálculo Diferencial e Integral II,112679,A,2,dme
1,1,1,-1,1,20121,1109053,Cálculo Diferencial e Integral II,112697,R,1,dme
3.2,5.5,1.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,112697,R,2,dme
2.5,1.5,1,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,11240,R,1,dme
1.3,10,5,5,5.2,20122,1109053,Cálculo Diferencial e Integral II,11240,A,2,dme
0,0.5,0,-1,0.2,20121,1109053,Cálculo Diferencial e Integral II,112564,R,1,dme
0,3.8,0,-1,1.3,20122,1109053,Cálculo Diferencial e Integral II,112564,R,2,dme
5,0,1,-1,2,20121,1109053,Cálculo Diferencial e Integral II,112388,R,1,dme
1.5,3,5.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,112388,R,2,dme
0,1,1,-1,0.7,20121,1109053,Cálculo Diferencial e Integral II,112130,R,1,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,112130,R,2,dme
4.5,5.7,3,4.3,4.4,20121,1109053,Cálculo Diferencial e Integral II,112515,R,1,dme
2.9,6.8,5,7.5,5.9,20122,1109053,Cálculo Diferencial e Integral II,112515,A,2,dme
3,3.3,3.5,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,112529,R,1,dme
1,7,7,8.5,6.4,20122,1109053,Cálculo Diferencial e Integral II,112529,A,2,dme
0,1.8,0,-1,0.6,20121,1109053,Cálculo Diferencial e Integral II,112721,R,1,dme
1.6,4.8,2,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,112721,R,2,dme
3.5,3.8,1.5,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,112497,R,1,dme
6.2,7,9,-1,7.4,20122,1109053,Cálculo Diferencial e Integral II,112497,A,2,dme
0,1.5,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,121296,R,1,dme
0.8,0,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,121296,R,2,dme
4.5,2,1,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,121475,R,1,dme
1.5,3,0.5,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,121475,R,2,dme
1,1.5,0,-1,0.8,20121,1109053,Cálculo Diferencial e Integral II,121454,R,1,dme
0,1,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,121454,R,2,dme
3,2.6,1.2,-1,2.3,20111,1109103,Cálculo Diferencial e Integral I,101736,R,1,dme
2.5,0.2,2.5,-1,1.7,20112,1109103,Cálculo Diferencial e Integral I,101736,R,2,dme
9,1.7,2.5,3.5,4,20111,1109103,Cálculo Diferencial e Integral I,10135,R,1,dme
8.3,5.8,6.8,-1,7,20112,1109103,Cálculo Diferencial e Integral I,10135,A,2,dme
6.8,3.6,3.5,2.3,3.7,20111,1109103,Cálculo Diferencial e Integral I,102321,R,1,dme
9.2,9.6,7,-1,8.6,20112,1109103,Cálculo Diferencial e Integral I,102321,A,2,dme
7.5,3.3,3.5,3.2,4.2,20111,1109103,Cálculo Diferencial e Integral I,10250,R,1,dme
9.7,8,8.5,-1,8.7,20112,1109103,Cálculo Diferencial e Integral I,10250,A,2,dme
0,1,0.2,-1,0.4,20111,1109103,Cálculo Diferencial e Integral I,102113,R,1,dme
1.5,1.5,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,102113,R,2,dme
0.2,6.3,0.2,-1,2.2,20111,1109103,Cálculo Diferencial e Integral I,102220,R,1,dme
2.2,3.4,6.4,0,2.4,20121,1109103,Cálculo Diferencial e Integral I,102220,R,3,dme
5.7,1,6,4.2,4.2,20112,1109103,Cálculo Diferencial e Integral I,102220,R,2,dme
5,5.5,2.3,3,3.8,20111,1109103,Cálculo Diferencial e Integral I,102531,R,1,dme
7.5,3,7,9.5,7.3,20112,1109103,Cálculo Diferencial e Integral I,102531,A,2,dme
3.6,2,0,-1,1.9,20111,1109103,Cálculo Diferencial e Integral I,102352,R,1,dme
6,3.5,2.5,6.5,5,20112,1109103,Cálculo Diferencial e Integral I,102352,A,2,dme
5.4,3.1,7,4.7,5,20121,1109103,Cálculo Diferencial e Integral I,102409,A,2,dme
1,4.7,2,-1,2.6,20112,1109103,Cálculo Diferencial e Integral I,102409,R,1,dme
1.3,2.8,0.2,-1,1.4,20111,1109103,Cálculo Diferencial e Integral I,102596,R,1,dme
0,0.9,0,-1,0.3,20121,1109103,Cálculo Diferencial e Integral I,102596,R,2,dme
2,3,7,0.2,2.5,20111,1109103,Cálculo Diferencial e Integral I,102189,R,1,dme
3.4,4,4.6,1.3,2.9,20121,1109103,Cálculo Diferencial e Integral I,102189,R,2,dme
7.1,3.8,6.8,8.3,6.9,20122,1109103,Cálculo Diferencial e Integral I,102189,A,3,dme
0.5,8.8,3.5,4.5,4.4,20111,1109103,Cálculo Diferencial e Integral I,102284,R,1,dme
5.5,1.3,6,2.9,3.7,20112,1109103,Cálculo Diferencial e Integral I,102284,R,2,dme
2.8,0,0,-1,0.9,20111,1109103,Cálculo Diferencial e Integral I,102376,R,1,dme
1,0.5,2.5,-1,1.3,20112,1109103,Cálculo Diferencial e Integral I,102376,R,2,dme
5,0.2,0.2,-1,1.8,20111,1109103,Cálculo Diferencial e Integral I,102483,R,1,dme
8,9.6,5.8,-1,7.8,20112,1109103,Cálculo Diferencial e Integral I,102483,A,2,dme
0.8,4.8,0.2,-1,1.9,20111,1109103,Cálculo Diferencial e Integral I,102430,R,1,dme
8.4,5.5,8.3,-1,7.4,20112,1109103,Cálculo Diferencial e Integral I,102430,A,2,dme
