"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez","departamento"
3,1,4.5,-1,2.8,20112,1109049,Álgebra Linear,1091561,R,2,dme
4.3,0,2.5,-1,2.3,20121,1109049,Álgebra Linear,1091169,R,1,dme
3.5,2.6,3,-1,3,20122,1109049,Álgebra Linear,1091169,R,2,dme
7,8.8,3.7,4.3,5.6,20121,1109049,Álgebra Linear,1092260,A,2,dme
2,2,4,-1,2.7,20112,1109049,Álgebra Linear,1092260,R,1,dme
6.5,3.5,6.5,5.5,5.5,20121,1109049,Álgebra Linear,1092369,A,2,dme
1.7,0,1,-1,0.9,20112,1109049,Álgebra Linear,1092369,R,1,dme
4.2,0,0,-1,1.4,20111,1109049,Álgebra Linear,1092352,R,1,dme
6,10,6,-1,7.3,20112,1109049,Álgebra Linear,1092352,A,2,dme
5.2,0,0,-1,1.7,20111,1109049,Álgebra Linear,1101462,R,1,dme
9.5,6.5,6.5,-1,7.5,20112,1109049,Álgebra Linear,1101462,A,2,dme
6,3.8,1,-1,3.6,20111,1109049,Álgebra Linear,1101263,R,1,dme
6.5,5.8,3,5,5.1,20112,1109049,Álgebra Linear,1101263,A,2,dme
4,4.5,3.5,4.5,4.2,20111,1109049,Álgebra Linear,1101320,R,1,dme
6.3,9,2.5,4.5,5.3,20121,1109049,Álgebra Linear,1101320,A,2,dme
5,0,4.5,-1,3.2,20111,1109049,Álgebra Linear,1101329,R,1,dme
7,6.5,4.5,5,5.6,20112,1109049,Álgebra Linear,1101329,A,2,dme
3.8,2.5,0.5,-1,2.3,20111,1109049,Álgebra Linear,1101168,R,1,dme
8,7,6,-1,7,20112,1109049,Álgebra Linear,1101168,A,2,dme
6.8,0,0,-1,2.3,20111,1109049,Álgebra Linear,1101454,R,1,dme
3.8,6.5,3.5,6.8,5.5,20112,1109049,Álgebra Linear,1101454,A,2,dme
0,3.6,0,-1,1.2,20111,1109049,Álgebra Linear,1101770,R,1,dme
6.3,3.3,5.5,5.3,5.1,20112,1109049,Álgebra Linear,1101770,A,2,dme
4.9,4,0.5,-1,3.1,20111,1109049,Álgebra Linear,1101598,R,1,dme
6.5,5.5,2,3.8,4.3,20122,1109049,Álgebra Linear,1101598,R,2,dme
6.3,1,3,-1,3.4,20121,1109049,Álgebra Linear,1101374,R,2,dme
9.2,4,6,3.9,5.4,20122,1109049,Álgebra Linear,1101374,A,3,dme
0.5,1,0,-1,0.5,20112,1109049,Álgebra Linear,1101374,R,1,dme
3.8,4,1.5,-1,3.1,20121,1109049,Álgebra Linear,1102643,R,1,dme
6,7,5,1.9,4.4,20122,1109049,Álgebra Linear,1102643,R,2,dme
5.8,2,1.5,-1,3.1,20121,1109049,Álgebra Linear,1102115,R,1,dme
2.5,1.6,2.4,-1,2.2,20122,1109049,Álgebra Linear,1102115,R,2,dme
8,6.6,3.8,5.2,5.7,20122,1109049,Álgebra Linear,1102219,A,2,dme
4.1,3.5,2.5,-1,3.4,20112,1109049,Álgebra Linear,1102219,R,1,dme
6,4.5,0,-1,3.5,20111,1109049,Álgebra Linear,1102467,R,1,dme
7.5,5.5,7,6.6,6.7,20122,1109049,Álgebra Linear,1102467,A,2,dme
5,1.8,2.3,-1,3,20122,1109049,Álgebra Linear,1102607,R,2,dme
2.5,0,0,-1,0.8,20112,1109049,Álgebra Linear,1102607,R,1,dme
7.3,2.7,3,5.4,4.7,20111,1109049,Álgebra Linear,1102122,R,1,dme
8,5,2.5,6.5,5.7,20112,1109049,Álgebra Linear,1102122,A,2,dme
5.9,0,0,-1,2,20122,1109049,Álgebra Linear,1102304,R,2,dme
1,0,0,-1,0.3,20112,1109049,Álgebra Linear,1102304,R,1,dme
4.1,1.6,0,-1,1.9,20111,1109049,Álgebra Linear,110213,R,1,dme
4.3,1.3,0,-1,1.9,20122,1109049,Álgebra Linear,110213,R,3,dme
7,2.5,0,-1,3.2,20112,1109049,Álgebra Linear,110213,R,2,dme
1,0.5,1.5,-1,1,20111,1109049,Álgebra Linear,1102644,R,1,dme
1.5,0.5,0.5,-1,0.8,20112,1109049,Álgebra Linear,1102644,R,2,dme
6.3,8.9,1.5,6,5.8,20122,1109049,Álgebra Linear,1102455,A,2,dme
4.5,6,2.3,4.3,4.3,20112,1109049,Álgebra Linear,1102455,R,1,dme
3.8,0,0,-1,1.3,20111,1109049,Álgebra Linear,110299,R,1,dme
9,5.5,6.5,-1,7,20122,1109049,Álgebra Linear,110299,A,2,dme
1,0,0,-1,0.3,20111,1109049,Álgebra Linear,1102159,R,1,dme
3,1,1,-1,1.7,20112,1109049,Álgebra Linear,1102159,R,2,dme
7,2.5,3.5,4.8,4.5,20121,1109049,Álgebra Linear,1111556,R,1,dme
6.6,7.2,10,-1,7.9,20122,1109049,Álgebra Linear,1111556,A,2,dme
5.3,7,2.5,5.2,5,20121,1109049,Álgebra Linear,1111596,A,2,dme
3.2,3.5,2,-1,2.9,20112,1109049,Álgebra Linear,1111596,R,1,dme
5.3,8,4,6.3,6,20121,1109049,Álgebra Linear,1111410,A,2,dme
2.5,0,2.5,-1,1.7,20112,1109049,Álgebra Linear,1111410,R,1,dme
1.8,4,3.5,-1,3.1,20121,1109049,Álgebra Linear,1111116,R,1,dme
3.5,4.4,4.2,7.4,5.4,20122,1109049,Álgebra Linear,1111116,A,2,dme
3.5,3,2,-1,2.8,20121,1109049,Álgebra Linear,111153,R,1,dme
4.8,1,4,-1,3.3,20122,1109049,Álgebra Linear,111153,R,2,dme
2.3,7.3,4.5,3.8,4.3,20121,1109049,Álgebra Linear,1111156,R,1,dme
3.4,3.5,7,5.7,5,20122,1109049,Álgebra Linear,1111156,A,2,dme
7.5,2,2.5,2.5,3.4,20121,1109049,Álgebra Linear,1111592,R,1,dme
4.3,4.5,8,5.9,5.7,20122,1109049,Álgebra Linear,1111592,A,2,dme
8.5,4.3,4,5,5.4,20121,1109049,Álgebra Linear,1111271,A,2,dme
4,5.5,4,2.8,3.8,20112,1109049,Álgebra Linear,1111271,R,1,dme
7,2.8,1.5,-1,3.8,20111,1109049,Álgebra Linear,1111249,R,1,dme
4,0,0,-1,1.3,20112,1109049,Álgebra Linear,1111249,R,2,dme
8.2,9.4,8.5,-1,8.7,20122,1109049,Álgebra Linear,1111791,A,2,dme
6.8,3,0.5,-1,3.4,20112,1109049,Álgebra Linear,1111791,R,1,dme
3,0,0,-1,1,20121,1109049,Álgebra Linear,1112492,R,1,dme
0,0,0,-1,0,20122,1109049,Álgebra Linear,1112492,R,2,dme
6.5,3,1,-1,3.5,20121,1109049,Álgebra Linear,111247,R,1,dme
7.5,8.4,8.5,-1,8.1,20122,1109049,Álgebra Linear,111247,A,2,dme
3.8,0,0,-1,1.3,20121,1109049,Álgebra Linear,1112418,R,1,dme
6.7,0,1.3,-1,2.7,20122,1109049,Álgebra Linear,1112418,R,2,dme
5,0,0,-1,1.7,20121,1109049,Álgebra Linear,1112301,R,2,dme
0,1.5,0,-1,0.5,20112,1109049,Álgebra Linear,1112301,R,1,dme
2,0,0,-1,0.7,20121,1109049,Álgebra Linear,1112333,R,2,dme
1,0.5,0.5,-1,0.7,20112,1109049,Álgebra Linear,1112333,R,1,dme
6,0,1,-1,2.3,20121,1109049,Álgebra Linear,1121757,R,1,dme
8,7.9,6,-1,7.3,20122,1109049,Álgebra Linear,1121757,A,2,dme
5,4.3,3,4,4.1,20121,1109049,Álgebra Linear,1121542,R,1,dme
6.5,1.5,5,6,5,20122,1109049,Álgebra Linear,1121542,A,2,dme
7.3,5.3,5,2,4.3,20121,1109049,Álgebra Linear,1121718,R,1,dme
9.5,4.3,4.5,5.7,5.9,20122,1109049,Álgebra Linear,1121718,A,2,dme
5.5,0,0.5,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1091618,R,1,dme
9.5,2.5,6.5,6,6.1,20112,1109053,Cálculo Diferencial e Integral II,1091618,A,2,dme
5.5,5,1.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,1091561,R,1,dme
5,4.5,3,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,1091561,A,2,dme
0,0.5,0,-1,0.2,20111,1109053,Cálculo Diferencial e Integral II,1091317,R,1,dme
1,1,0,-1,0.7,20112,1109053,Cálculo Diferencial e Integral II,1091317,R,2,dme
0.5,5.5,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1092765,R,1,dme
4,5,3,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,1092765,A,2,dme
3,6.5,0.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,1092425,R,1,dme
3.5,4.5,5,6.5,5.2,20112,1109053,Cálculo Diferencial e Integral II,1092425,A,2,dme
4.8,4.5,6.5,4.6,5,20121,1109053,Cálculo Diferencial e Integral II,1092706,A,2,dme
1.5,1.5,0,-1,1,20112,1109053,Cálculo Diferencial e Integral II,1092706,R,1,dme
1,6,1,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,1092257,R,1,dme
4.5,8.5,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,1092257,A,2,dme
1,4,1.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,1101570,R,1,dme
3.5,6,5.5,6,5.4,20112,1109053,Cálculo Diferencial e Integral II,1101570,A,2,dme
1.5,5.5,0,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,1101145,R,1,dme
0.5,9.5,4.5,5.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,1101145,A,2,dme
3,1,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1101263,R,1,dme
6,7,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,1101263,A,2,dme
3.3,5,1.8,-1,3.4,20121,1109053,Cálculo Diferencial e Integral II,1101243,R,2,dme
2.5,8,5,5,5.1,20122,1109053,Cálculo Diferencial e Integral II,1101243,A,3,dme
5,3.5,6.5,2.5,4,20112,1109053,Cálculo Diferencial e Integral II,1101243,R,1,dme
1.5,5,1,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,1101691,R,1,dme
7,10,4,-1,7,20112,1109053,Cálculo Diferencial e Integral II,1101691,A,2,dme
2,0,1,-1,1,20111,1109053,Cálculo Diferencial e Integral II,1101445,R,1,dme
4.5,5,2.5,3.5,3.8,20112,1109053,Cálculo Diferencial e Integral II,1101445,R,2,dme
1,3,3,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110177,R,1,dme
4.5,5.5,2,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,110177,A,2,dme
3.5,2,0,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,1101573,R,1,dme
4.5,6.5,1.5,7.5,5.5,20112,1109053,Cálculo Diferencial e Integral II,1101573,A,2,dme
2,4,0.5,-1,2.2,20111,1109053,Cálculo Diferencial e Integral II,110166,R,1,dme
7,6.5,7.5,-1,7,20112,1109053,Cálculo Diferencial e Integral II,110166,A,2,dme
3.5,1.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,1101168,R,1,dme
5,3,7.5,5,5.1,20112,1109053,Cálculo Diferencial e Integral II,1101168,A,2,dme
1,7,2.5,-1,3.5,20111,1109053,Cálculo Diferencial e Integral II,1101454,R,1,dme
4.5,8,3.5,8.5,6.6,20112,1109053,Cálculo Diferencial e Integral II,1101454,A,2,dme
1,8.5,2.5,4.5,4.2,20111,1109053,Cálculo Diferencial e Integral II,1101598,R,1,dme
5.5,4.5,4.5,3.3,4.2,20121,1109053,Cálculo Diferencial e Integral II,1101598,R,3,dme
4.5,3,1,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,1101598,R,4,dme
3,4,0.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,1101598,R,2,dme
1.5,2,1.5,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,1101482,R,1,dme
4,0,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,1101482,R,2,dme
0,2.8,5,-1,2.6,20121,1109053,Cálculo Diferencial e Integral II,1102660,R,2,dme
3,2,0.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,1102660,R,3,dme
1.5,2.5,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,1102660,R,1,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,110298,R,1,dme
2.7,5,7.4,5,5,20122,1109053,Cálculo Diferencial e Integral II,110298,A,2,dme
4,5.5,2.5,4.8,4.3,20121,1109053,Cálculo Diferencial e Integral II,1102723,R,2,dme
9,6,7,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,1102723,A,3,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,1102723,R,1,dme
0.5,1,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,1102316,R,2,dme
0.5,1,0.5,-1,0.7,20122,1109053,Cálculo Diferencial e Integral II,1102316,R,3,dme
0.1,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,1102316,R,1,dme
3,4.5,2,-1,3.2,20111,1109053,Cálculo Diferencial e Integral II,1102115,R,1,dme
2,2,8,7.5,5.4,20112,1109053,Cálculo Diferencial e Integral II,1102115,A,2,dme
1.5,7,3.5,3,3.6,20111,1109053,Cálculo Diferencial e Integral II,1102315,R,1,dme
3.5,5.8,4,6,5,20112,1109053,Cálculo Diferencial e Integral II,1102315,A,2,dme
2.5,6.5,3,5,4.4,20111,1109053,Cálculo Diferencial e Integral II,1102776,R,1,dme
5,8.5,3.5,7.5,6.4,20112,1109053,Cálculo Diferencial e Integral II,1102776,A,2,dme
3,5.5,1.5,-1,3.3,20111,1109053,Cálculo Diferencial e Integral II,1102178,R,1,dme
4,3,7,4.5,4.6,20112,1109053,Cálculo Diferencial e Integral II,1102178,R,2,dme
3.3,2.6,4,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,1102467,R,2,dme
7,7.5,8,-1,7.5,20122,1109053,Cálculo Diferencial e Integral II,1102467,A,3,dme
2,2,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,1102467,R,1,dme
3,0,0,-1,1,20111,1109053,Cálculo Diferencial e Integral II,1102607,R,1,dme
4.5,2.5,2,-1,3,20121,1109053,Cálculo Diferencial e Integral II,1102607,R,3,dme
3.5,6,4,6.5,5.3,20122,1109053,Cálculo Diferencial e Integral II,1102607,A,4,dme
3.5,0,3.5,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,1102607,R,2,dme
0,3.5,0.5,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1102412,R,1,dme
3.5,3.5,6,3.5,4,20121,1109053,Cálculo Diferencial e Integral II,1102412,R,3,dme
5,8.5,5,5,5.7,20122,1109053,Cálculo Diferencial e Integral II,1102412,A,4,dme
2.5,5,4.5,2.5,3.4,20112,1109053,Cálculo Diferencial e Integral II,1102412,R,2,dme
0.5,6,2.5,-1,3,20111,1109053,Cálculo Diferencial e Integral II,1102655,R,1,dme
4.5,5.3,7,5,5.4,20112,1109053,Cálculo Diferencial e Integral II,1102655,A,2,dme
8,4.8,5.3,3.8,5.1,20121,1109053,Cálculo Diferencial e Integral II,110273,A,2,dme
2.5,2.5,0.5,-1,1.8,20112,1109053,Cálculo Diferencial e Integral II,110273,R,1,dme
1.5,0,0,-1,0.5,20111,1109053,Cálculo Diferencial e Integral II,110222,R,1,dme
3.5,1.1,8,3.8,4,20121,1109053,Cálculo Diferencial e Integral II,110222,R,3,dme
5.5,9,4,6,6.1,20122,1109053,Cálculo Diferencial e Integral II,110222,A,4,dme
4.5,2,2.5,-1,3,20112,1109053,Cálculo Diferencial e Integral II,110222,R,2,dme
2,3.5,3.5,-1,3,20121,1109053,Cálculo Diferencial e Integral II,1102470,R,2,dme
1.5,4,6.5,4.5,4.2,20122,1109053,Cálculo Diferencial e Integral II,1102470,R,3,dme
1.5,0,0,-1,0.5,20112,1109053,Cálculo Diferencial e Integral II,1102470,R,1,dme
0,0,0,-1,0,20111,1109053,Cálculo Diferencial e Integral II,1102396,R,1,dme
0,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,1102396,R,2,dme
5.5,2,3.8,-1,3.8,20121,1109053,Cálculo Diferencial e Integral II,1102680,R,1,dme
5,8.5,4,4,5.1,20122,1109053,Cálculo Diferencial e Integral II,1102680,A,2,dme
0,6,2.5,-1,2.8,20111,1109053,Cálculo Diferencial e Integral II,1102453,R,1,dme
7.5,4.5,8,6,6.4,20121,1109053,Cálculo Diferencial e Integral II,1102453,A,3,dme
5,3,6,3.5,4.2,20112,1109053,Cálculo Diferencial e Integral II,1102453,R,2,dme
5,9,8,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,1102304,A,2,dme
3,0.5,0,-1,1.2,20112,1109053,Cálculo Diferencial e Integral II,1102304,R,1,dme
2,4,1.5,-1,2.5,20111,1109053,Cálculo Diferencial e Integral II,1102129,R,1,dme
4,1,4,-1,3,20121,1109053,Cálculo Diferencial e Integral II,1102129,R,2,dme
2.5,7.5,7,9,7,20122,1109053,Cálculo Diferencial e Integral II,1102129,A,3,dme
2,3,0.5,-1,1.8,20111,1109053,Cálculo Diferencial e Integral II,1102613,R,1,dme
4.5,3,4.5,4,4,20121,1109053,Cálculo Diferencial e Integral II,1102613,R,3,dme
4.5,6,3,6,5.1,20122,1109053,Cálculo Diferencial e Integral II,1102613,A,4,dme
2,3,4,-1,3,20112,1109053,Cálculo Diferencial e Integral II,1102613,R,2,dme
5.8,7,8.1,-1,7,20121,1109053,Cálculo Diferencial e Integral II,1102580,A,2,dme
0.5,5.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,1102580,R,1,dme
3,4.5,0.5,-1,2.7,20111,1109053,Cálculo Diferencial e Integral II,1102455,R,1,dme
2.9,6.5,8.2,5.1,5.6,20122,1109053,Cálculo Diferencial e Integral II,1102455,A,2,dme
4,4,3.2,-1,3.7,20121,1109053,Cálculo Diferencial e Integral II,110299,R,2,dme
6,6.6,4.6,3.9,5,20122,1109053,Cálculo Diferencial e Integral II,110299,A,3,dme
1.5,4.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,110299,R,1,dme
3.5,2,7.8,3.6,4.1,20121,1109053,Cálculo Diferencial e Integral II,1102159,R,2,dme
6,7,4,4,5,20122,1109053,Cálculo Diferencial e Integral II,1102159,A,3,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,1102159,R,1,dme
1.5,2.5,0,-1,1.3,20111,1109053,Cálculo Diferencial e Integral II,1102259,R,1,dme
0.1,2.3,0,-1,0.8,20112,1109053,Cálculo Diferencial e Integral II,1102259,R,2,dme
0,5.5,1.5,-1,2.3,20111,1109053,Cálculo Diferencial e Integral II,110245,R,1,dme
1.5,7.3,3.5,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,110245,A,2,dme
2.5,2.5,0,-1,1.7,20111,1109053,Cálculo Diferencial e Integral II,1102290,R,1,dme
3.5,3.5,0,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,1102290,R,2,dme
5.5,4.5,2,4,4,20121,1109053,Cálculo Diferencial e Integral II,1111739,R,1,dme
4.2,5,7,4.5,5,20122,1109053,Cálculo Diferencial e Integral II,1111739,A,2,dme
5.5,1.5,3,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,1111478,R,1,dme
4,3.5,5.5,6,5,20122,1109053,Cálculo Diferencial e Integral II,1111478,A,2,dme
8.3,8.3,3.5,5.3,6.1,20121,1109053,Cálculo Diferencial e Integral II,1111389,A,2,dme
9,3,0,1.5,3,20112,1109053,Cálculo Diferencial e Integral II,1111389,R,1,dme
1.5,0,2.5,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,1111447,R,1,dme
2,2.5,1.5,-1,2,20122,1109053,Cálculo Diferencial e Integral II,1111447,R,2,dme
2,2,3.5,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,1111579,R,1,dme
0.5,3,2,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,1111579,R,2,dme
6,5.8,7,6.5,6.4,20121,1109053,Cálculo Diferencial e Integral II,1111456,A,2,dme
5,3.5,1.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,1111456,R,1,dme
2,4.8,2,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,1111596,R,1,dme
1,5,3,-1,3,20122,1109053,Cálculo Diferencial e Integral II,1111596,R,2,dme
1,1,2,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,1111505,R,1,dme
1,0.5,6,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,1111505,R,2,dme
5.5,5.5,4,5,5,20121,1109053,Cálculo Diferencial e Integral II,1111116,A,2,dme
6,1.5,2.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,1111116,R,1,dme
2,0,0,-1,0.7,20121,1109053,Cálculo Diferencial e Integral II,111153,R,1,dme
0.5,0.5,4.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,111153,R,2,dme
2.5,1,1,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,1111415,R,1,dme
0.5,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,1111415,R,2,dme
6.7,4,1.3,3.5,3.8,20121,1109053,Cálculo Diferencial e Integral II,1111271,R,1,dme
4.2,6.8,1,6.5,5,20122,1109053,Cálculo Diferencial e Integral II,1111271,A,2,dme
2.5,0,0,-1,0.8,20111,1109053,Cálculo Diferencial e Integral II,1111164,R,1,dme
3.5,3.5,5,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,1111164,A,2,dme
2,1,1.5,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,1111568,R,1,dme
1.9,3,0,-1,1.6,20122,1109053,Cálculo Diferencial e Integral II,1111568,R,2,dme
6.5,1.5,4,1,2.8,20121,1109053,Cálculo Diferencial e Integral II,1111111,R,2,dme
4,1.2,6.8,1,2.8,20112,1109053,Cálculo Diferencial e Integral II,1111111,R,1,dme
1.5,3.7,0,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,1111342,R,1,dme
1.7,0,0,-1,0.6,20122,1109053,Cálculo Diferencial e Integral II,1111342,R,2,dme
0,6,0,-1,2,20111,1109053,Cálculo Diferencial e Integral II,1111249,R,1,dme
4,7.5,1,6.3,5,20112,1109053,Cálculo Diferencial e Integral II,1111249,A,2,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,1111491,R,1,dme
1.4,0,0,-1,0.5,20122,1109053,Cálculo Diferencial e Integral II,1111491,R,2,dme
1,3,0,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,1111791,R,1,dme
0.6,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,1111791,R,2,dme
7.5,6.5,7,-1,7,20121,1109053,Cálculo Diferencial e Integral II,1112261,A,2,dme
0.5,3.5,3.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,1112261,R,1,dme
4,3.1,1,-1,2.7,20121,1109053,Cálculo Diferencial e Integral II,1112566,R,1,dme
3.5,9,4.5,6,5.8,20122,1109053,Cálculo Diferencial e Integral II,1112566,A,2,dme
1,1,1,-1,1,20121,1109053,Cálculo Diferencial e Integral II,111286,R,1,dme
3.2,5.5,1.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,111286,R,2,dme
2.5,1.5,1,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,1112708,R,1,dme
1.3,10,5,5,5.2,20122,1109053,Cálculo Diferencial e Integral II,1112708,A,2,dme
0,0.5,0,-1,0.2,20121,1109053,Cálculo Diferencial e Integral II,111241,R,1,dme
0,3.8,0,-1,1.3,20122,1109053,Cálculo Diferencial e Integral II,111241,R,2,dme
5,0,1,-1,2,20121,1109053,Cálculo Diferencial e Integral II,1112214,R,1,dme
1.5,3,5.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,1112214,R,2,dme
0,1,1,-1,0.7,20121,1109053,Cálculo Diferencial e Integral II,1112365,R,1,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,1112365,R,2,dme
4.5,5.7,3,4.3,4.4,20121,1109053,Cálculo Diferencial e Integral II,1112565,R,1,dme
2.9,6.8,5,7.5,5.9,20122,1109053,Cálculo Diferencial e Integral II,1112565,A,2,dme
3,3.3,3.5,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,1112662,R,1,dme
1,7,7,8.5,6.4,20122,1109053,Cálculo Diferencial e Integral II,1112662,A,2,dme
0,1.8,0,-1,0.6,20121,1109053,Cálculo Diferencial e Integral II,1112544,R,1,dme
1.6,4.8,2,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,1112544,R,2,dme
3.5,3.8,1.5,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,1112358,R,1,dme
6.2,7,9,-1,7.4,20122,1109053,Cálculo Diferencial e Integral II,1112358,A,2,dme
0,1.5,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,1121318,R,1,dme
0.8,0,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,1121318,R,2,dme
4.5,2,1,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,1121718,R,1,dme
1.5,3,0.5,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,1121718,R,2,dme
1,1.5,0,-1,0.8,20121,1109053,Cálculo Diferencial e Integral II,112194,R,1,dme
0,1,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,112194,R,2,dme
3,2.6,1.2,-1,2.3,20111,1109103,Cálculo Diferencial e Integral I,11016,R,1,dme
2.5,0.2,2.5,-1,1.7,20112,1109103,Cálculo Diferencial e Integral I,11016,R,2,dme
9,1.7,2.5,3.5,4,20111,1109103,Cálculo Diferencial e Integral I,1101457,R,1,dme
8.3,5.8,6.8,-1,7,20112,1109103,Cálculo Diferencial e Integral I,1101457,A,2,dme
6.8,3.6,3.5,2.3,3.7,20111,1109103,Cálculo Diferencial e Integral I,1102221,R,1,dme
9.2,9.6,7,-1,8.6,20112,1109103,Cálculo Diferencial e Integral I,1102221,A,2,dme
7.5,3.3,3.5,3.2,4.2,20111,1109103,Cálculo Diferencial e Integral I,110298,R,1,dme
9.7,8,8.5,-1,8.7,20112,1109103,Cálculo Diferencial e Integral I,110298,A,2,dme
0,1,0.2,-1,0.4,20111,1109103,Cálculo Diferencial e Integral I,1102132,R,1,dme
1.5,1.5,0,-1,1,20112,1109103,Cálculo Diferencial e Integral I,1102132,R,2,dme
0.2,6.3,0.2,-1,2.2,20111,1109103,Cálculo Diferencial e Integral I,1102551,R,1,dme
2.2,3.4,6.4,0,2.4,20121,1109103,Cálculo Diferencial e Integral I,1102551,R,3,dme
5.7,1,6,4.2,4.2,20112,1109103,Cálculo Diferencial e Integral I,1102551,R,2,dme
5,5.5,2.3,3,3.8,20111,1109103,Cálculo Diferencial e Integral I,1102643,R,1,dme
7.5,3,7,9.5,7.3,20112,1109103,Cálculo Diferencial e Integral I,1102643,A,2,dme
3.6,2,0,-1,1.9,20111,1109103,Cálculo Diferencial e Integral I,1102266,R,1,dme
6,3.5,2.5,6.5,5,20112,1109103,Cálculo Diferencial e Integral I,1102266,A,2,dme
5.4,3.1,7,4.7,5,20121,1109103,Cálculo Diferencial e Integral I,1102676,A,2,dme
1,4.7,2,-1,2.6,20112,1109103,Cálculo Diferencial e Integral I,1102676,R,1,dme
1.3,2.8,0.2,-1,1.4,20111,1109103,Cálculo Diferencial e Integral I,1102674,R,1,dme
0,0.9,0,-1,0.3,20121,1109103,Cálculo Diferencial e Integral I,1102674,R,2,dme
2,3,7,0.2,2.5,20111,1109103,Cálculo Diferencial e Integral I,1102790,R,1,dme
3.4,4,4.6,1.3,2.9,20121,1109103,Cálculo Diferencial e Integral I,1102790,R,2,dme
