nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento,grupo
7.5,9.5,9,-1,8.7,20121,1411184,Lab. de Interconexão de Redes de Computadores,1091182,A,dsc,1
5.4,1.3,8.7,4.8,5,20121,1411184,Lab. de Interconexão de Redes de Computadores,1091612,A,dsc,1
9.5,8,8,-1,8.5,20121,1411184,Lab. de Interconexão de Redes de Computadores,1091349,A,dsc,1
6.9,6,8,-1,7,20121,1411184,Lab. de Interconexão de Redes de Computadores,1091438,A,dsc,1
0,4.9,5.5,-1,3.5,20121,1411184,Lab. de Interconexão de Redes de Computadores,1072702,R,dsc,2
6,7.5,8.2,-1,7.2,20121,1411184,Lab. de Interconexão de Redes de Computadores,109151,A,dsc,1
6,7.5,7.5,-1,7,20121,1411184,Lab. de Interconexão de Redes de Computadores,109187,A,dsc,1
6,7.7,9.2,-1,7.6,20121,1411184,Lab. de Interconexão de Redes de Computadores,1112672,A,dsc,1
6,6.1,8.8,-1,7,20121,1411184,Lab. de Interconexão de Redes de Computadores,108225,A,dsc,1
4,3.7,8,4.6,5,20121,1411184,Lab. de Interconexão de Redes de Computadores,109195,A,dsc,1
9.8,5.5,5.7,-1,7,20121,1411184,Lab. de Interconexão de Redes de Computadores,1091595,A,dsc,1
5.7,5.7,9.5,-1,7,20121,1411184,Lab. de Interconexão de Redes de Computadores,1042443,A,dsc,1
5,4.5,6.7,1,3.6,20121,1411184,Lab. de Interconexão de Redes de Computadores,1112282,R,dsc,2
6.6,9,9,-1,8.2,20122,1411184,Lab. de Interconexão de Redes de Computadores,1082314,A,dsc,1
5.9,7.7,7.3,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1112685,A,dsc,1
0,8,10,4.2,5.3,20122,1411184,Lab. de Interconexão de Redes de Computadores,1052306,A,dsc,1
4.3,10,8,-1,7.4,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091731,A,dsc,1
0,4,4.8,-1,2.9,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091543,R,dsc,2
3.3,6.5,9,3,5,20122,1411184,Lab. de Interconexão de Redes de Computadores,1082563,A,dsc,1
7.2,10,9,-1,8.7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101236,A,dsc,1
5.5,9.6,7.7,-1,7.6,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101407,A,dsc,1
5.4,8.7,6.8,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101223,A,dsc,1
7.1,7,8.7,-1,7.6,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101481,A,dsc,1
7.5,10,9,-1,8.8,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091668,A,dsc,1
5.3,7.1,8.6,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1092343,A,dsc,1
7.8,7,8,-1,7.6,20122,1411184,Lab. de Interconexão de Redes de Computadores,1111375,A,dsc,1
4,3.8,6.2,1,3.2,20122,1411184,Lab. de Interconexão de Redes de Computadores,1122464,R,dsc,2
5.5,9.4,9,-1,8,20122,1411184,Lab. de Interconexão de Redes de Computadores,1121141,A,dsc,1
7.7,5.2,9.3,-1,7.4,20122,1411184,Lab. de Interconexão de Redes de Computadores,1121746,A,dsc,1
5,9.3,8,-1,7.4,20122,1411184,Lab. de Interconexão de Redes de Computadores,1092405,A,dsc,1
6.3,7.6,7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1122288,A,dsc,1
6.2,8,6.7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091114,A,dsc,1
0,8,6,5.4,5,20122,1411184,Lab. de Interconexão de Redes de Computadores,1072702,A,dsc,1
6.8,6.7,5.6,3.8,5.4,20122,1411184,Lab. de Interconexão de Redes de Computadores,1111137,A,dsc,1
5.7,3.4,8.6,3.6,5,20122,1411184,Lab. de Interconexão de Redes de Computadores,1122468,A,dsc,1
5.3,8.6,7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1081347,A,dsc,1
7.2,7.3,7.9,-1,7.5,20122,1411184,Lab. de Interconexão de Redes de Computadores,1092119,A,dsc,1
3.8,8.8,8.7,-1,7.1,20122,1411184,Lab. de Interconexão de Redes de Computadores,1092424,A,dsc,1
5.8,8.2,7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1081684,A,dsc,1
5.3,10,9,-1,8.1,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091381,A,dsc,1
5.7,7.5,7.7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1121432,A,dsc,1
5.5,7.3,8.3,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1082125,A,dsc,1
5.8,7.4,7.7,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101771,A,dsc,1
7,6.9,7.3,-1,7.1,20122,1411184,Lab. de Interconexão de Redes de Computadores,1091269,A,dsc,1
7.1,4.7,5,4,5,20122,1411184,Lab. de Interconexão de Redes de Computadores,1112282,A,dsc,1
5.4,9,6.5,-1,7,20122,1411184,Lab. de Interconexão de Redes de Computadores,1101794,A,dsc,1
4.5,9.4,7.8,-1,7.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082444,A,dsc,1
3.1,10,9,-1,7.4,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082541,A,dsc,1
1.5,5.7,8.5,4.6,5,20112,1411184,Lab. de Interconexão de Redes de Computadores,1101274,A,dsc,1
4.6,9.2,7.7,-1,7.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082176,A,dsc,1
7.3,8,7.5,-1,7.6,20112,1411184,Lab. de Interconexão de Redes de Computadores,1072745,A,dsc,1
5,8,8.9,-1,7.3,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082324,A,dsc,1
5.1,5.8,8,4.2,5.5,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082351,A,dsc,1
8.3,8,8.9,-1,8.4,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081233,A,dsc,1
7.3,7.2,8.2,-1,7.6,20112,1411184,Lab. de Interconexão de Redes de Computadores,10812,A,dsc,1
6.5,4,8.8,5.8,6.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081362,A,dsc,1
2.1,4.7,7.7,5.3,5,20112,1411184,Lab. de Interconexão de Redes de Computadores,1112733,A,dsc,1
5,7.2,7,5,5.8,20112,1411184,Lab. de Interconexão de Redes de Computadores,108278,A,dsc,1
4.6,10,7.5,-1,7.4,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081717,A,dsc,1
7.3,8,8.9,-1,8.1,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082112,A,dsc,1
1.5,5.6,8.5,8,6.3,20112,1411184,Lab. de Interconexão de Redes de Computadores,108129,A,dsc,1
6,7.3,8.2,-1,7.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081401,A,dsc,1
6.3,7.5,8.7,-1,7.5,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081312,A,dsc,1
3,8,8.9,5,6,20112,1411184,Lab. de Interconexão de Redes de Computadores,1112681,A,dsc,1
2.3,10,8.6,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1112621,A,dsc,1
3,8.6,9.3,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1062280,A,dsc,1
3.3,10,8.8,-1,7.4,20112,1411184,Lab. de Interconexão de Redes de Computadores,1062716,A,dsc,1
3.1,8.5,7.4,8,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1071355,A,dsc,1
2.5,6.2,8.8,3.8,5,20112,1411184,Lab. de Interconexão de Redes de Computadores,1072631,A,dsc,1
0,7.7,8.5,7.5,6.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,1072562,A,dsc,1
3.6,8.1,9.3,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1082104,A,dsc,1
5.8,7,8.8,-1,7.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,108212,A,dsc,1
2.8,3.3,8.8,8.3,6.3,20112,1411184,Lab. de Interconexão de Redes de Computadores,1112110,A,dsc,1
2.8,6,8.3,6.7,6.1,20112,1411184,Lab. de Interconexão de Redes de Computadores,108172,A,dsc,1
3.6,8.3,9.1,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1051730,A,dsc,1
7.8,8,8.9,-1,8.2,20112,1411184,Lab. de Interconexão de Redes de Computadores,10815,A,dsc,1
4.1,8,8.8,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1081371,A,dsc,1
3.5,3.4,7.1,5.8,5.1,20112,1411184,Lab. de Interconexão de Redes de Computadores,107162,A,dsc,1
4.3,6,9,3.1,5.1,20112,1411184,Lab. de Interconexão de Redes de Computadores,1091431,A,dsc,1
3.6,8.7,8.6,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1062185,A,dsc,1
2.1,9.2,9.6,-1,7,20112,1411184,Lab. de Interconexão de Redes de Computadores,1062205,A,dsc,1
3.8,6,9,5.8,6.1,20112,1411184,Lab. de Interconexão de Redes de Computadores,1062738,A,dsc,1
9.5,10,10,-1,9.8,20111,1411183,Lab. de Engenharia de Software,108172,A,dsc,1
9,7.9,9,-1,8.6,20111,1411183,Lab. de Engenharia de Software,1052499,A,dsc,1
9.5,9.5,10,-1,9.7,20111,1411183,Lab. de Engenharia de Software,1081684,A,dsc,1
9,8.5,9,-1,8.8,20111,1411183,Lab. de Engenharia de Software,1082112,A,dsc,1
9.5,10,9.8,-1,9.8,20111,1411183,Lab. de Engenharia de Software,108129,A,dsc,1
9.5,10,9.1,-1,9.5,20111,1411183,Lab. de Engenharia de Software,109157,A,dsc,1
9,8.5,9,-1,8.8,20111,1411183,Lab. de Engenharia de Software,1082541,A,dsc,1
8.2,7.9,9.1,-1,8.4,20111,1411183,Lab. de Engenharia de Software,1042443,A,dsc,1
9.5,10,10,-1,9.8,20111,1411183,Lab. de Engenharia de Software,1101139,A,dsc,1
8.2,7.9,9.1,-1,8.4,20111,1411183,Lab. de Engenharia de Software,1072745,A,dsc,1
9.5,10,9.6,-1,9.7,20111,1411183,Lab. de Engenharia de Software,1072631,A,dsc,1
9.5,10,9.6,-1,9.7,20111,1411183,Lab. de Engenharia de Software,1062179,A,dsc,1
9.5,10,10,-1,9.8,20111,1411183,Lab. de Engenharia de Software,1072552,A,dsc,1
9,8.5,8.4,-1,8.6,20111,1411183,Lab. de Engenharia de Software,1082324,A,dsc,1
9.5,10,10,-1,9.8,20111,1411183,Lab. de Engenharia de Software,1072422,A,dsc,1
8.7,5,9.1,-1,7.6,20111,1411183,Lab. de Engenharia de Software,1072102,A,dsc,1
9.5,10,9.6,-1,9.7,20111,1411183,Lab. de Engenharia de Software,1072702,A,dsc,1
9.5,10,10,-1,9.8,20111,1411183,Lab. de Engenharia de Software,1072272,A,dsc,1
4.5,3.8,7.2,5.2,5.2,20111,1411183,Lab. de Engenharia de Software,1062332,A,dsc,1
8.1,8.4,7.9,-1,8.1,20121,1411183,Lab. de Engenharia de Software,1111585,A,dsc,1
7.9,8.4,7.9,-1,8.1,20121,1411183,Lab. de Engenharia de Software,1112685,A,dsc,1
7.6,6.5,5.8,7,6.8,20121,1411183,Lab. de Engenharia de Software,1101392,A,dsc,1
8.4,8.4,8.5,-1,8.4,20121,1411183,Lab. de Engenharia de Software,1092405,A,dsc,1
8.4,8.4,8.5,-1,8.4,20121,1411183,Lab. de Engenharia de Software,1092427,A,dsc,1
7.9,8.3,7.4,-1,7.9,20121,1411183,Lab. de Engenharia de Software,1111504,A,dsc,1
6.1,7.5,7.5,-1,7,20121,1411183,Lab. de Engenharia de Software,1091699,A,dsc,1
7,6.6,5.8,8.4,7.3,20121,1411183,Lab. de Engenharia de Software,1091601,A,dsc,1
8.6,8.3,6.8,-1,7.9,20121,1411183,Lab. de Engenharia de Software,1091612,A,dsc,1
8.3,8.3,6.8,-1,7.8,20121,1411183,Lab. de Engenharia de Software,1091637,A,dsc,1
9.2,9.2,9.9,-1,9.4,20121,1411183,Lab. de Engenharia de Software,110148,A,dsc,1
9.2,9.2,9.9,-1,9.4,20121,1411183,Lab. de Engenharia de Software,1101657,A,dsc,1
7.6,8.1,7.8,-1,7.8,20121,1411183,Lab. de Engenharia de Software,1082522,A,dsc,1
7.7,8.5,7.4,-1,7.9,20121,1411183,Lab. de Engenharia de Software,1091114,A,dsc,1
7.6,6.5,5.8,7,6.8,20121,1411183,Lab. de Engenharia de Software,1101512,A,dsc,1
9.2,9.5,8.4,-1,9,20121,1411183,Lab. de Engenharia de Software,110120,A,dsc,1
8.4,7.3,8.6,-1,8.1,20121,1411183,Lab. de Engenharia de Software,1092235,A,dsc,1
8.4,8.4,8.5,-1,8.4,20121,1411183,Lab. de Engenharia de Software,1092119,A,dsc,1
8.4,8.5,7.7,-1,8.2,20121,1411183,Lab. de Engenharia de Software,1092424,A,dsc,1
8.9,9.2,9.9,-1,9.3,20121,1411183,Lab. de Engenharia de Software,110167,A,dsc,1
9.2,9.5,8.4,-1,9,20121,1411183,Lab. de Engenharia de Software,1091381,A,dsc,1
7.8,7.3,7.8,-1,7.6,20121,1411183,Lab. de Engenharia de Software,1071589,A,dsc,1
6.3,7.4,7.2,-1,7,20121,1411183,Lab. de Engenharia de Software,10914,A,dsc,1
7.9,9,8.9,-1,8.6,20122,1411183,Lab. de Engenharia de Software,1122338,A,dsc,1
8.1,7.6,7.4,-1,7.7,20122,1411183,Lab. de Engenharia de Software,1092343,A,dsc,1
8.5,7.9,7.4,-1,7.9,20122,1411183,Lab. de Engenharia de Software,1101175,A,dsc,1
5.1,4,1.4,-1,3.5,20122,1411183,Lab. de Engenharia de Software,1101698,R,dsc,2
7.9,8.9,8.9,-1,8.6,20122,1411183,Lab. de Engenharia de Software,1101667,A,dsc,1
8.7,9,9.1,-1,8.9,20122,1411183,Lab. de Engenharia de Software,1101407,A,dsc,1
8,7.6,7.4,-1,7.7,20122,1411183,Lab. de Engenharia de Software,1111281,A,dsc,1
8.7,9,9.1,-1,8.9,20122,1411183,Lab. de Engenharia de Software,1101223,A,dsc,1
8.1,9,9.2,-1,8.8,20122,1411183,Lab. de Engenharia de Software,1092690,A,dsc,1
7.2,9,8.7,-1,8.3,20122,1411183,Lab. de Engenharia de Software,1121108,A,dsc,1
7.8,7.9,7.6,-1,7.8,20122,1411183,Lab. de Engenharia de Software,1122130,A,dsc,1
7.8,7.9,7.6,-1,7.8,20122,1411183,Lab. de Engenharia de Software,1121141,A,dsc,1
6.3,7.1,8.1,-1,7.2,20122,1411183,Lab. de Engenharia de Software,110158,A,dsc,1
7.9,7.6,7.4,-1,7.6,20122,1411183,Lab. de Engenharia de Software,1121746,A,dsc,1
6.6,7.3,7.6,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1101334,A,dsc,1
7.8,7.9,7.6,-1,7.8,20122,1411183,Lab. de Engenharia de Software,1121785,A,dsc,1
6.6,7.3,7.6,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1101275,A,dsc,1
6.6,7.3,7.6,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1121615,A,dsc,1
6.2,7.1,8.1,-1,7.1,20122,1411183,Lab. de Engenharia de Software,1101192,A,dsc,1
7.8,2.1,0,-1,3.3,20122,1411183,Lab. de Engenharia de Software,1082624,R,dsc,2
8.5,7.9,7.5,-1,8,20122,1411183,Lab. de Engenharia de Software,1101749,A,dsc,1
8.5,7.9,7.5,-1,8,20122,1411183,Lab. de Engenharia de Software,1101720,A,dsc,1
8.5,7.9,7.4,-1,7.9,20122,1411183,Lab. de Engenharia de Software,1112625,A,dsc,1
6.6,7.3,7.6,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1111531,A,dsc,1
8.7,9,9.1,-1,8.9,20122,1411183,Lab. de Engenharia de Software,1101772,A,dsc,1
7.8,7.9,7.6,-1,7.8,20122,1411183,Lab. de Engenharia de Software,1111124,A,dsc,1
6.3,7.1,8.1,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1102144,A,dsc,1
8.1,7.8,7.7,-1,7.9,20122,1411183,Lab. de Engenharia de Software,111247,A,dsc,1
6.3,7.1,8.1,-1,7.2,20122,1411183,Lab. de Engenharia de Software,1102473,A,dsc,1
8.7,9,9.1,-1,8.9,20122,1411183,Lab. de Engenharia de Software,1101794,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1091748,A,dsc,1
7.3,7.3,7.3,-1,7.3,20112,1411183,Lab. de Engenharia de Software,109195,A,dsc,1
8.3,8.3,8.3,-1,8.3,20112,1411183,Lab. de Engenharia de Software,1091161,A,dsc,1
7.3,7.3,7.3,-1,7.3,20112,1411183,Lab. de Engenharia de Software,1082125,A,dsc,1
8.2,8.2,8.2,-1,8.2,20112,1411183,Lab. de Engenharia de Software,109115,A,dsc,1
9.4,9.4,9.4,-1,9.4,20112,1411183,Lab. de Engenharia de Software,1082176,A,dsc,1
8.1,8.1,8.1,-1,8.1,20112,1411183,Lab. de Engenharia de Software,1091420,A,dsc,1
8.5,8.5,8.5,-1,8.5,20112,1411183,Lab. de Engenharia de Software,1091451,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1091731,A,dsc,1
8.2,8.2,8.2,-1,8.2,20112,1411183,Lab. de Engenharia de Software,1101658,A,dsc,1
8.3,8.3,8.3,-1,8.3,20112,1411183,Lab. de Engenharia de Software,1091543,A,dsc,1
9,9,9,-1,9,20112,1411183,Lab. de Engenharia de Software,1082563,A,dsc,1
7.4,7.4,7.4,-1,7.4,20112,1411183,Lab. de Engenharia de Software,1101236,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1092153,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1091683,A,dsc,1
8.1,8.1,8.1,-1,8.1,20112,1411183,Lab. de Engenharia de Software,108278,A,dsc,1
7.3,7.3,7.3,-1,7.3,20112,1411183,Lab. de Engenharia de Software,1091251,A,dsc,1
7.6,7.6,7.6,-1,7.6,20112,1411183,Lab. de Engenharia de Software,109160,A,dsc,1
8.2,8.2,8.2,-1,8.2,20112,1411183,Lab. de Engenharia de Software,1082444,A,dsc,1
9.4,9.4,9.4,-1,9.4,20112,1411183,Lab. de Engenharia de Software,1082212,A,dsc,1
9,9,9,-1,9,20112,1411183,Lab. de Engenharia de Software,1111375,A,dsc,1
9.1,9.1,9.1,-1,9.1,20112,1411183,Lab. de Engenharia de Software,1112621,A,dsc,1
8.3,8.3,8.3,-1,8.3,20112,1411183,Lab. de Engenharia de Software,1091668,A,dsc,1
7.4,7.4,7.4,-1,7.4,20112,1411183,Lab. de Engenharia de Software,1092423,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1091182,A,dsc,1
9.4,9.4,9.4,-1,9.4,20112,1411183,Lab. de Engenharia de Software,1081347,A,dsc,1
9.1,9.1,9.1,-1,9.1,20112,1411183,Lab. de Engenharia de Software,1091349,A,dsc,1
8.1,8.1,8.1,-1,8.1,20112,1411183,Lab. de Engenharia de Software,1091438,A,dsc,1
7.6,7.6,7.6,-1,7.6,20112,1411183,Lab. de Engenharia de Software,1072562,A,dsc,1
8.3,8.3,8.3,-1,8.3,20112,1411183,Lab. de Engenharia de Software,1082104,A,dsc,1
8.2,8.2,8.2,-1,8.2,20112,1411183,Lab. de Engenharia de Software,109151,A,dsc,1
7.9,7.9,7.9,-1,7.9,20112,1411183,Lab. de Engenharia de Software,108212,A,dsc,1
8.5,8.5,8.5,-1,8.5,20112,1411183,Lab. de Engenharia de Software,109187,A,dsc,1
8.2,8.2,8.2,-1,8.2,20112,1411183,Lab. de Engenharia de Software,1112672,A,dsc,1
7.6,7.6,7.6,-1,7.6,20112,1411183,Lab. de Engenharia de Software,1111137,A,dsc,1
8.1,8.1,8.1,-1,8.1,20112,1411183,Lab. de Engenharia de Software,108225,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1092640,A,dsc,1
9,9,9,-1,9,20112,1411183,Lab. de Engenharia de Software,1111359,A,dsc,1
9,9,9,-1,9,20112,1411183,Lab. de Engenharia de Software,1082768,A,dsc,1
9.6,9.6,9.6,-1,9.6,20112,1411183,Lab. de Engenharia de Software,1091595,A,dsc,1
9.4,9.4,9.4,-1,9.4,20112,1411183,Lab. de Engenharia de Software,1082314,A,dsc,1
7.2,7.2,7.2,-1,7.2,20112,1411183,Lab. de Engenharia de Software,1092588,A,dsc,1
8.1,8.1,8.1,-1,8.1,20112,1411183,Lab. de Engenharia de Software,1082351,A,dsc,1
7.6,7.6,7.6,-1,7.6,20112,1411183,Lab. de Engenharia de Software,1101771,A,dsc,1
7.6,7.6,7.6,-1,7.6,20112,1411183,Lab. de Engenharia de Software,1091269,A,dsc,1
6.1,6.1,6.1,5.3,5.8,20111,1411173,Lógica Matemática,1092343,A,dsc,1
8.8,8.8,8.8,-1,8.8,20111,1411173,Lógica Matemática,1092153,A,dsc,1
9.4,9.4,9.4,-1,9.4,20111,1411173,Lógica Matemática,1092423,A,dsc,1
6.2,6.2,6.2,5.5,5.9,20111,1411173,Lógica Matemática,1091518,A,dsc,1
8.2,8.2,8.2,-1,8.2,20111,1411173,Lógica Matemática,1092640,A,dsc,1
9.4,9.4,9.4,-1,9.4,20111,1411173,Lógica Matemática,1091381,A,dsc,1
7,7,7,-1,7,20111,1411173,Lógica Matemática,109115,A,dsc,1
8.9,8.9,8.9,-1,8.9,20111,1411173,Lógica Matemática,1092690,A,dsc,1
7,7,7,-1,7,20111,1411173,Lógica Matemática,1091543,A,dsc,1
5.3,5.3,5.3,4.6,5,20111,1411173,Lógica Matemática,1101392,A,dsc,1
5.9,5.9,5.9,5.6,5.8,20111,1411173,Lógica Matemática,1071589,A,dsc,1
2.2,2.2,2.2,-1,2.2,20111,1411173,Lógica Matemática,1091747,R,dsc,2
0.7,0.7,0.7,-1,0.7,20111,1411173,Lógica Matemática,108217,R,dsc,2
5.6,5.6,5.6,5,5.4,20111,1411173,Lógica Matemática,110213,A,dsc,1
6.5,6.5,6.5,7,6.7,20111,1411173,Lógica Matemática,1082522,A,dsc,1
7.4,7.4,7.4,-1,7.4,20111,1411173,Lógica Matemática,1091114,A,dsc,1
6.1,6.1,6.1,6.3,6.2,20111,1411173,Lógica Matemática,1091637,A,dsc,1
7.7,7.7,7.7,-1,7.7,20111,1411173,Lógica Matemática,109151,A,dsc,1
6.4,3.7,5.7,5,5.4,20121,1411173,Lógica Matemática,1091618,A,dsc,1
6,5.3,5.8,4.8,5.4,20121,1411173,Lógica Matemática,1102106,A,dsc,1
4.2,7.5,5,5.3,5.1,20121,1411173,Lógica Matemática,1121500,A,dsc,1
6.5,10,7.4,-1,7.4,20121,1411173,Lógica Matemática,1102453,A,dsc,1
5.4,6,5.6,7.8,6.5,20121,1411173,Lógica Matemática,1102455,A,dsc,1
4.5,10,5.9,5.5,5.7,20121,1411173,Lógica Matemática,110299,A,dsc,1
2.3,2.8,2.5,-1,2.4,20121,1411173,Lógica Matemática,1101452,R,dsc,2
4.8,3.7,4.5,3,3.9,20121,1411173,Lógica Matemática,1101698,R,dsc,2
8.9,10,9.2,-1,9.2,20121,1411173,Lógica Matemática,1101667,A,dsc,1
5,10,6.3,4.5,5.6,20121,1411173,Lógica Matemática,1102412,A,dsc,1
5.7,4.2,5.3,7.8,6.3,20121,1411173,Lógica Matemática,1121616,A,dsc,1
4.9,7.2,5.4,6.5,5.9,20121,1411173,Lógica Matemática,1092765,A,dsc,1
7.8,10,8.4,-1,8.4,20121,1411173,Lógica Matemática,1101749,A,dsc,1
6.1,9.7,7,-1,7,20121,1411173,Lógica Matemática,1101573,A,dsc,1
6.6,9,7.2,-1,7.2,20121,1411173,Lógica Matemática,1101598,A,dsc,1
3.8,5.5,4.3,2,3.3,20121,1411173,Lógica Matemática,1082146,R,dsc,2
6.7,3.3,5.9,7.8,6.7,20121,1411173,Lógica Matemática,1111600,A,dsc,1
5.8,8.5,6.5,5.5,6.1,20121,1411173,Lógica Matemática,1121108,A,dsc,1
8.2,9.8,8.6,-1,8.6,20121,1411173,Lógica Matemática,1102400,A,dsc,1
6,10,7,-1,7,20121,1411173,Lógica Matemática,1112761,A,dsc,1
6,10,7,-1,7,20121,1411173,Lógica Matemática,1102776,A,dsc,1
5.6,9.6,6.6,3.5,5.4,20121,1411173,Lógica Matemática,1101320,A,dsc,1
7.6,7.5,7.6,-1,7.6,20121,1411173,Lógica Matemática,1101334,A,dsc,1
6.6,10,7.5,-1,7.5,20121,1411173,Lógica Matemática,1102315,A,dsc,1
6.6,8.9,7.2,-1,7.2,20121,1411173,Lógica Matemática,1101454,A,dsc,1
4.7,6.8,5.2,6,5.5,20121,1411173,Lógica Matemática,1092335,A,dsc,1
6.7,9.5,7.4,-1,7.4,20121,1411173,Lógica Matemática,110222,A,dsc,1
7.8,10,8.3,-1,8.3,20121,1411173,Lógica Matemática,1101515,A,dsc,1
5.9,5.6,5.8,8.5,6.9,20121,1411173,Lógica Matemática,1101275,A,dsc,1
7.2,6.8,7.1,-1,7.1,20121,1411173,Lógica Matemática,1101168,A,dsc,1
4.9,10,6.2,3.1,5,20121,1411173,Lógica Matemática,1102613,A,dsc,1
5.7,6.7,5.9,6.5,6.1,20121,1411173,Lógica Matemática,1102607,A,dsc,1
6,5.5,5.9,4.5,5.3,20121,1411173,Lógica Matemática,1091169,A,dsc,1
7.8,9.1,8.1,-1,8.1,20121,1411173,Lógica Matemática,1121742,A,dsc,1
5.1,9.9,6.3,7.3,6.7,20121,1411173,Lógica Matemática,1101145,A,dsc,1
6.1,5.5,6,5.3,5.7,20121,1411173,Lógica Matemática,1082624,A,dsc,1
8.8,10,9.1,-1,9.1,20121,1411173,Lógica Matemática,1101686,A,dsc,1
6.1,6.6,6.2,4.3,5.4,20121,1411173,Lógica Matemática,1101386,A,dsc,1
5.8,6.3,5.9,10,7.5,20121,1411173,Lógica Matemática,1101512,A,dsc,1
8.1,10,8.6,-1,8.6,20121,1411173,Lógica Matemática,1101720,A,dsc,1
4.3,9.8,5.7,6,5.8,20121,1411173,Lógica Matemática,1112625,A,dsc,1
7.8,7.8,7.8,-1,7.8,20121,1411173,Lógica Matemática,1111531,A,dsc,1
6.9,8.5,7.3,-1,7.3,20121,1411173,Lógica Matemática,1112261,A,dsc,1
7.1,9.7,7.8,-1,7.8,20121,1411173,Lógica Matemática,1102115,A,dsc,1
7.7,6.6,7.4,-1,7.4,20121,1411173,Lógica Matemática,111247,A,dsc,1
7.8,4.6,7,-1,7,20121,1411173,Lógica Matemática,1102219,A,dsc,1
6.7,10,7.5,-1,7.5,20121,1411173,Lógica Matemática,1102178,A,dsc,1
3.6,3.1,3.5,-1,3.5,20121,1411173,Lógica Matemática,1101703,R,dsc,2
8.1,6.2,7.6,-1,7.6,20121,1411173,Lógica Matemática,1101691,A,dsc,1
4,2.8,7.5,2.5,3.8,20122,1411173,Lógica Matemática,1111156,R,dsc,2
5.7,10,10,-1,7,20122,1411173,Lógica Matemática,1121542,A,dsc,1
5.6,4.3,9,6,6.1,20122,1411173,Lógica Matemática,111153,A,dsc,1
6.1,7.3,10,-1,7,20122,1411173,Lógica Matemática,1102664,A,dsc,1
5.7,5.8,9.5,4.1,5.5,20122,1411173,Lógica Matemática,1112133,A,dsc,1
7.8,9.1,7.5,-1,7.9,20122,1411173,Lógica Matemática,1111587,A,dsc,1
2.8,2.8,9,6.4,5,20122,1411173,Lógica Matemática,1112782,A,dsc,1
6,7.8,8,6.8,6.7,20122,1411173,Lógica Matemática,1111568,A,dsc,1
