"disciplina" "matricula" "periodo" "competencia" "media"
"Algebra Linear" "1111487" "2011.1" "50" "5"
"Algebra Linear" "1112746" "2012.2" "90" "0.8"
"Algebra Linear" "108218" "2011.1" "30" "5.6"
"Algebra Linear" "1082593" "2011.2" "50" "4"
"Algebra Linear" "1091364" "2011.2" "30" "5.7"
"Algebra Linear" "1091479" "2011.1" "100" "0.2"
"Algebra Linear" "1091479" "2011.2" "60" "2.8"
"Algebra Linear" "1092739" "2011.2" "80" "1.3"
"Algebra Linear" "1092714" "2011.2" "40" "5.1"
"Algebra Linear" "1092427" "2011.1" "10" "7.2"
"Algebra Linear" "109245" "2011.1" "30" "5.6"
"Algebra Linear" "1092249" "2011.2" "50" "4.1"
"Algebra Linear" "1092483" "2011.2" "70" "2.7"
"Algebra Linear" "1092483" "2012.1" "30" "5.6"
"Algebra Linear" "1092288" "2011.2" "0" "8.2"
"Algebra Linear" "1092107" "2011.1" "10" "7.4"
"Algebra Linear" "109250" "2011.1" "40" "5.3"
"Algebra Linear" "1092398" "2011.1" "90" "1.4"
"Algebra Linear" "1092398" "2011.2" "20" "7.3"
"Algebra Linear" "1101167" "2011.1" "30" "6.5"
"Algebra Linear" "1101219" "2011.2" "40" "5"
"Algebra Linear" "1101782" "2011.2" "20" "7"
"Algebra Linear" "1101335" "2012.1" "10" "7.3"
"Algebra Linear" "110133" "2011.1" "40" "5.2"
"Algebra Linear" "1101420" "2011.2" "70" "2.7"
"Algebra Linear" "1101607" "2011.1" "20" "7"
"Algebra Linear" "1101692" "2011.1" "80" "1.7"
"Algebra Linear" "1101692" "2011.2" "10" "7.5"
"Algebra Linear" "1101312" "2011.1" "80" "3"
"Algebra Linear" "1101301" "2011.2" "0" "8.2"
"Algebra Linear" "1101610" "2011.1" "50" "5"
"Algebra Linear" "1101732" "2011.1" "50" "4.3"
"Algebra Linear" "1101128" "2011.1" "30" "5.6"
"Algebra Linear" "1101377" "2011.1" "60" "3.6"
"Algebra Linear" "1101377" "2011.2" "40" "5.1"
"Algebra Linear" "1101247" "2011.1" "20" "7.1"
"Algebra Linear" "1101514" "2011.2" "0" "8.2"
"Algebra Linear" "1101179" "2011.1" "30" "5.8"
"Algebra Linear" "1101535" "2012.1" "60" "3.6"
"Algebra Linear" "110137" "2012.1" "0" "8.2"
"Algebra Linear" "1101333" "2011.2" "70" "2.5"
"Algebra Linear" "1101318" "2011.1" "60" "4.2"
"Algebra Linear" "1101318" "2012.1" "40" "5.3"
"Algebra Linear" "1101281" "2011.1" "0" "8.2"
"Algebra Linear" "1101295" "2011.1" "20" "7"
"Algebra Linear" "1101708" "2012.1" "40" "5"
"Algebra Linear" "1101687" "2011.1" "70" "3.2"
"Algebra Linear" "1101687" "2011.2" "30" "5.6"
"Algebra Linear" "1101682" "2011.1" "10" "7.6"
"Algebra Linear" "1101254" "2011.1" "30" "5.8"
"Algebra Linear" "110142" "2011.2" "40" "5.1"
"Algebra Linear" "110147" "2011.2" "50" "4.2"
"Algebra Linear" "1101697" "2011.2" "20" "7.2"
"Algebra Linear" "1101669" "2011.1" "0" "9.3"
"Algebra Linear" "1101774" "2011.1" "50" "5"
"Algebra Linear" "1101108" "2011.1" "40" "5.4"
"Algebra Linear" "1101297" "2011.1" "30" "6.1"
"Algebra Linear" "1101370" "2012.1" "10" "7"
"Algebra Linear" "1101408" "2011.1" "0" "8.2"
"Algebra Linear" "1101681" "2012.2" "70" "2.9"
"Algebra Linear" "1101771" "2011.2" "0" "9"
"Algebra Linear" "1101689" "2011.1" "10" "7.5"
"Algebra Linear" "1101478" "2011.1" "50" "5.1"
"Algebra Linear" "1101383" "2011.1" "20" "6.6"
"Algebra Linear" "1101379" "2011.1" "0" "8.9"
"Algebra Linear" "1101503" "2011.1" "20" "6.7"
"Algebra Linear" "1101104" "2011.1" "80" "2.3"
"Algebra Linear" "1101104" "2011.2" "20" "7"
"Algebra Linear" "1101651" "2011.1" "20" "7"
"Algebra Linear" "1101447" "2011.2" "20" "6.2"
"Algebra Linear" "1101450" "2011.1" "80" "2.3"
"Algebra Linear" "1101450" "2011.2" "30" "5.5"
"Algebra Linear" "1101545" "2011.1" "90" "1.2"
"Algebra Linear" "1101545" "2011.2" "40" "5.1"
"Algebra Linear" "1101240" "2011.1" "70" "3.4"
"Algebra Linear" "1101207" "2011.1" "70" "3.1"
"Algebra Linear" "1101207" "2012.2" "50" "4.3"
"Algebra Linear" "1101793" "2011.2" "90" "0.5"
"Algebra Linear" "1101793" "2012.1" "60" "3.4"
"Algebra Linear" "1101793" "2012.2" "40" "5.4"
"Algebra Linear" "1101437" "2011.2" "90" "0.7"
"Algebra Linear" "1102453" "2012.2" "90" "0.2"
"Algebra Linear" "1102706" "2011.2" "80" "1.8"
"Algebra Linear" "1102734" "2011.2" "80" "2"
"Algebra Linear" "1102639" "2011.1" "30" "5.8"
"Algebra Linear" "1102113" "2012.1" "70" "3.1"
"Algebra Linear" "1102113" "2012.2" "50" "4.4"
"Algebra Linear" "1102727" "2011.2" "70" "2.4"
"Algebra Linear" "1102605" "2012.1" "70" "3.1"
"Algebra Linear" "1102605" "2012.2" "80" "2.2"
"Algebra Linear" "1102262" "2012.2" "60" "3.7"
"Algebra Linear" "1102575" "2011.1" "70" "3.3"
"Algebra Linear" "1102354" "2012.2" "80" "2.2"
"Algebra Linear" "11027" "2011.2" "30" "5.5"
"Algebra Linear" "1102351" "2012.1" "20" "6.4"
"Algebra Linear" "1102410" "2011.2" "60" "3.4"
"Algebra Linear" "1102410" "2012.2" "30" "5.7"
"Algebra Linear" "110265" "2011.1" "60" "3.5"
"Algebra Linear" "110265" "2012.2" "20" "6.7"
"Algebra Linear" "1102416" "2011.2" "40" "5.3"
"Algebra Linear" "1102695" "2011.2" "90" "0.8"
"Algebra Linear" "1102695" "2012.2" "70" "3"
"Algebra Linear" "1102498" "2011.1" "50" "4.7"
"Algebra Linear" "1102498" "2011.2" "30" "5.7"
"Algebra Linear" "1102606" "2012.1" "30" "5.4"
"Algebra Linear" "1102334" "2012.1" "0" "8.3"
"Algebra Linear" "1102583" "2011.1" "40" "5.5"
"Algebra Linear" "1102572" "2012.2" "60" "3.5"
"Algebra Linear" "1102547" "2011.2" "40" "5.4"
"Algebra Linear" "1102711" "2011.2" "100" "0"
"Algebra Linear" "1102187" "2011.2" "80" "1.3"
"Algebra Linear" "1102173" "2011.2" "100" "0.3"
"Algebra Linear" "1102173" "2012.2" "80" "2"
"Algebra Linear" "1102520" "2011.1" "80" "1.9"
"Algebra Linear" "1102520" "2011.2" "60" "3.2"
"Algebra Linear" "1102520" "2012.2" "90" "1.9"
"Algebra Linear" "1102621" "2011.1" "90" "1"
"Algebra Linear" "1102621" "2011.2" "90" "0.8"
"Algebra Linear" "1102393" "2011.2" "90" "0.8"
"Algebra Linear" "1102741" "2011.2" "40" "4.3"
"Algebra Linear" "1102741" "2012.2" "30" "5.8"
"Algebra Linear" "1102718" "2011.1" "90" "1.3"
"Algebra Linear" "1102718" "2012.2" "20" "7"
"Algebra Linear" "1102227" "2011.1" "100" "0.3"
"Algebra Linear" "1102227" "2011.2" "80" "1.7"
"Algebra Linear" "1102596" "2012.1" "40" "5"
"Algebra Linear" "1102518" "2011.1" "50" "5.1"
"Algebra Linear" "1111442" "2012.1" "50" "4.4"
"Algebra Linear" "111159" "2012.2" "40" "5"
"Algebra Linear" "111153" "2012.1" "80" "1.4"
"Algebra Linear" "1111394" "2012.2" "10" "7.3"
"Algebra Linear" "1111540" "2012.1" "10" "7.6"
"Algebra Linear" "1111122" "2012.2" "40" "5"
"Algebra Linear" "1111632" "2012.1" "10" "7.4"
"Algebra Linear" "1111615" "2012.1" "20" "5.9"
"Algebra Linear" "1111579" "2012.2" "80" "2.2"
"Algebra Linear" "1111745" "2012.2" "10" "7.4"
"Algebra Linear" "111177" "2012.2" "10" "8.1"
"Algebra Linear" "1111656" "2012.1" "10" "7.4"
"Algebra Linear" "1111344" "2011.2" "40" "5"
"Algebra Linear" "1111189" "2012.1" "20" "6.5"
"Algebra Linear" "1111412" "2012.1" "40" "5.3"
"Algebra Linear" "1111197" "2012.1" "70" "3.1"
"Algebra Linear" "1111145" "2011.2" "10" "7.7"
"Algebra Linear" "1111126" "2011.2" "20" "7"
"Algebra Linear" "1111629" "2012.1" "40" "4.5"
"Algebra Linear" "1111629" "2012.2" "10" "7.9"
"Algebra Linear" "1111653" "2011.2" "40" "5"
"Algebra Linear" "1111265" "2012.2" "10" "7.3"
"Algebra Linear" "1111776" "2011.2" "60" "2.9"
"Algebra Linear" "1111776" "2012.1" "40" "5"
"Algebra Linear" "1111376" "2012.1" "80" "1.8"
"Algebra Linear" "111180" "2011.2" "80" "1.7"
"Algebra Linear" "111180" "2012.1" "20" "6"
"Algebra Linear" "1111595" "2011.2" "20" "6.5"
"Algebra Linear" "1111777" "2012.1" "70" "3.1"
"Algebra Linear" "1111777" "2012.2" "40" "5.4"
"Algebra Linear" "1111684" "2012.1" "40" "5.1"
"Algebra Linear" "1111724" "2012.1" "70" "2.8"
"Algebra Linear" "1111724" "2012.2" "70" "3.3"
"Algebra Linear" "1111307" "2012.1" "50" "4.3"
"Algebra Linear" "1111307" "2012.2" "40" "5"
"Algebra Linear" "1111384" "2012.1" "60" "3.4"
"Algebra Linear" "1111384" "2012.2" "30" "5.7"
"Algebra Linear" "1111395" "2011.2" "60" "3.8"
"Algebra Linear" "1111395" "2012.1" "30" "5.4"
"Algebra Linear" "1111588" "2011.2" "0" "7.9"
"Algebra Linear" "1111440" "2012.2" "40" "5.3"
"Algebra Linear" "1111134" "2011.1" "60" "3.8"
"Algebra Linear" "1111134" "2011.2" "80" "1.3"
"Algebra Linear" "111188" "2011.2" "90" "0.7"
"Algebra Linear" "111193" "2011.2" "60" "3.4"
"Algebra Linear" "111193" "2012.2" "0" "8.7"
"Algebra Linear" "1112516" "2012.1" "90" "0.8"
"Algebra Linear" "1112613" "2012.2" "60" "3.5"
"Algebra Linear" "1112761" "2012.1" "90" "1"
"Algebra Linear" "1112761" "2012.2" "100" "0"
"Algebra Linear" "1112299" "2011.2" "100" "0.3"
"Algebra Linear" "1112468" "2012.1" "40" "5"
"Algebra Linear" "1112459" "2012.1" "60" "3.5"
"Algebra Linear" "1112459" "2012.2" "10" "8.1"
"Algebra Linear" "111283" "2012.1" "70" "2.7"
"Algebra Linear" "1112637" "2012.1" "90" "1.3"
"Algebra Linear" "1112637" "2012.2" "80" "2.7"
"Algebra Linear" "1112257" "2012.2" "90" "0.7"
"Algebra Linear" "1112646" "2011.2" "90" "0.5"
"Algebra Linear" "1112646" "2012.1" "80" "1.7"
"Algebra Linear" "1112627" "2011.2" "90" "0.7"
"Algebra Linear" "1112627" "2012.1" "90" "0.7"
"Algebra Linear" "112111" "2012.2" "20" "6.8"
"Algebra Linear" "1121267" "2012.2" "40" "5.1"
"Algebra Linear" "1121484" "2012.1" "80" "2.3"
"Algebra Linear" "1121484" "2012.2" "10" "7.3"
"Algebra Linear" "1121755" "2012.2" "90" "0.8"
"Algebra Linear" "112168" "2012.2" "70" "2.9"
"Algebra Linear" "112171" "2012.1" "100" "0"
"Algebra Linear" "1121119" "2012.2" "70" "2.9"
"Algebra Linear" "112140" "2012.1" "50" "4.1"
"Algebra Linear" "112140" "2012.2" "40" "5"
"Algebra Linear" "1121786" "2012.2" "40" "5"
"Algebra Linear" "1121558" "2012.1" "60" "3.3"
"Algebra Linear" "1121542" "2012.2" "60" "3.6"
"Algebra Linear" "1121159" "2012.2" "80" "2.6"
"Algebra Linear" "1121655" "2012.1" "30" "5.5"
"Algebra Linear" "1121469" "2012.1" "50" "4.3"
"Algebra Linear" "1121469" "2012.2" "20" "5.9"
"Algebra Linear" "1122528" "2012.2" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "1092258" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "1101566" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "1102538" "2011.1" "100" "0"
"Algebra Vetorial e Geometria Analitica" "1102538" "2011.2" "40" "5.3"
"Algebra Vetorial e Geometria Analitica" "1102677" "2011.2" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102677" "2012.1" "60" "4.2"
"Algebra Vetorial e Geometria Analitica" "1111519" "2011.1" "20" "8.1"
"Algebra Vetorial e Geometria Analitica" "1111154" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1111154" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1112337" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1112214" "2011.2" "50" "4.5"
"Algebra Vetorial e Geometria Analitica" "1112214" "2012.1" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "1112114" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "1112114" "2012.1" "50" "5.3"
"Algebra Vetorial e Geometria Analitica" "1112746" "2011.2" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "1112783" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "1112620" "2011.2" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "1112620" "2012.1" "90" "1.2"
"Algebra Vetorial e Geometria Analitica" "1112250" "2011.2" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "1112250" "2012.1" "90" "1.8"
"Algebra Vetorial e Geometria Analitica" "1112585" "2011.2" "30" "6.1"
"Algebra Vetorial e Geometria Analitica" "1121224" "2012.1" "60" "3.8"
"Algebra Vetorial e Geometria Analitica" "1121224" "2012.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1121474" "2012.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1121474" "2012.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "1092739" "2011.1" "40" "6.3"
"Algebra Vetorial e Geometria Analitica" "1101793" "2011.1" "30" "7.1"
"Algebra Vetorial e Geometria Analitica" "1102354" "2011.2" "70" "3"
"Algebra Vetorial e Geometria Analitica" "1102354" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1102187" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111442" "2011.1" "0" "9.4"
"Algebra Vetorial e Geometria Analitica" "111159" "2011.1" "50" "3.9"
"Algebra Vetorial e Geometria Analitica" "111159" "2011.2" "20" "7.1"
"Algebra Vetorial e Geometria Analitica" "111153" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "111153" "2011.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "1111394" "2011.1" "10" "9.2"
"Algebra Vetorial e Geometria Analitica" "1111540" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "1111122" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1111122" "2011.2" "30" "6.2"
"Algebra Vetorial e Geometria Analitica" "1111632" "2011.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "1111615" "2011.1" "50" "4"
"Algebra Vetorial e Geometria Analitica" "1111615" "2011.2" "0" "8.3"
"Algebra Vetorial e Geometria Analitica" "1111579" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "1111579" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "1111745" "2011.1" "10" "8.8"
"Algebra Vetorial e Geometria Analitica" "111177" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1111656" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "1111344" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "1111189" "2011.1" "20" "7.8"
"Algebra Vetorial e Geometria Analitica" "1111412" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "1111197" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "1111145" "2011.1" "10" "8.6"
"Algebra Vetorial e Geometria Analitica" "1111126" "2011.1" "0" "10"
"Algebra Vetorial e Geometria Analitica" "1111629" "2011.1" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "1111629" "2011.2" "0" "8.6"
"Algebra Vetorial e Geometria Analitica" "1111265" "2011.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "1111776" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111376" "2011.1" "70" "2.6"
"Algebra Vetorial e Geometria Analitica" "1111376" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1111595" "2011.1" "30" "6.4"
"Algebra Vetorial e Geometria Analitica" "1111777" "2011.1" "30" "6.5"
"Algebra Vetorial e Geometria Analitica" "1111684" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "1111724" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1111724" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1111307" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1111384" "2011.1" "20" "7.2"
"Algebra Vetorial e Geometria Analitica" "1111395" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1111440" "2011.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "111188" "2011.1" "30" "6.9"
"Algebra Vetorial e Geometria Analitica" "111193" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "1112516" "2011.2" "10" "8.1"
"Algebra Vetorial e Geometria Analitica" "1112613" "2011.2" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1112761" "2011.2" "20" "6.9"
"Algebra Vetorial e Geometria Analitica" "1112468" "2011.2" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "1112637" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1112257" "2011.2" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "1112257" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "112111" "2012.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "1121267" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121755" "2012.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "112168" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121119" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1121786" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1121542" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1121159" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "1092465" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1092112" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "1092317" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1092441" "2011.2" "0" "8.8"
"Algebra Vetorial e Geometria Analitica" "1101169" "2011.1" "90" "0.4"
"Algebra Vetorial e Geometria Analitica" "1101169" "2011.2" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "110158" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "1101372" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "1101548" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102449" "2011.1" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "1102449" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "1102329" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1102373" "2011.1" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "1102373" "2011.2" "30" "6.3"
"Algebra Vetorial e Geometria Analitica" "1102730" "2011.1" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "1102730" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1102481" "2011.1" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "1102723" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "1102246" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "1102366" "2011.1" "60" "2.9"
"Algebra Vetorial e Geometria Analitica" "1102366" "2011.2" "30" "6.7"
"Algebra Vetorial e Geometria Analitica" "1102291" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102315" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "1102315" "2011.2" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "110230" "2011.1" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "1102139" "2011.1" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "1102534" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "1102534" "2012.1" "70" "3"
"Algebra Vetorial e Geometria Analitica" "1102586" "2011.1" "80" "1.5"
"Algebra Vetorial e Geometria Analitica" "1102464" "2011.1" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "1102458" "2011.1" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "1102458" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "1102208" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "1102208" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "1102719" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1102719" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1102536" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "1102536" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "110295" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "110295" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "1102431" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1102612" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "1102612" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102177" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1102177" "2011.2" "10" "7.6"
"Algebra Vetorial e Geometria Analitica" "1102340" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "1102766" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "1102402" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "1102509" "2011.2" "10" "7.7"
"Algebra Vetorial e Geometria Analitica" "1102270" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111113" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "1111389" "2011.1" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "1111238" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "1111238" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "111192" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "111192" "2011.2" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "1111533" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111197" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111197" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "111139" "2011.1" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111139" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111128" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "111114" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "1111736" "2011.1" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "1111472" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "1111466" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "1111466" "2011.2" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "11116" "2011.1" "70" "2.4"
"Algebra Vetorial e Geometria Analitica" "11116" "2011.2" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "1111426" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "1111426" "2011.2" "90" "1"
"Algebra Vetorial e Geometria Analitica" "1111397" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111160" "2011.1" "20" "7.9"
"Algebra Vetorial e Geometria Analitica" "111198" "2011.1" "10" "8.9"
"Algebra Vetorial e Geometria Analitica" "1111504" "2011.1" "80" "1.8"
