"matricula" "media" "periodo" "posicao"
"091787" "7.28" "091" "19"
"09167" "7.13" "091" "20"
"09180" "7.1" "091" "21"
"091198" "7.04" "091" "22"
"091460" "6.88" "091" "23"
"091247" "6.58" "091" "24"
"091592" "6.47" "091" "25"
"09186" "6.42" "091" "26"
"091396" "6.41" "091" "27"
"091689" "6.33" "091" "28"
"091227" "6.17" "091" "29"
"09157" "6" "091" "30"
"091741" "5.78" "091" "31"
"091764" "5.52" "091" "32"
"09199" "5.51" "091" "33"
"091260" "5.27" "091" "34"
"091417" "5.05" "091" "35"
"091659" "4.91" "091" "36"
"091692" "4.72" "091" "37"
"09165" "4.12" "091" "38"
"091486" "3.61" "091" "39"
"092151" "8.77" "092" "1"
"092153" "8.66" "092" "2"
"09213" "8.64" "092" "3"
"092117" "8.55" "092" "4"
"092533" "8.53" "092" "5"
"092377" "8.39" "092" "6"
"092123" "8.34" "092" "7"
"092768" "7.9" "092" "8"
"09215" "7.85" "092" "9"
"09211" "7.77" "092" "10"
"092571" "7.7" "092" "11"
"092665" "7.59" "092" "12"
"092236" "6.98" "092" "13"
"092653" "6.85" "092" "14"
"092705" "6.76" "092" "15"
"092378" "6.61" "092" "16"
"092599" "6.11" "092" "17"
"09275" "6.02" "092" "18"
"092752" "5.86" "092" "19"
"092335" "5.81" "092" "20"
"092213" "5.7" "092" "21"
"092719" "5.47" "092" "22"
"092749" "5.47" "092" "23"
"092576" "5.39" "092" "24"
"0923" "5.34" "092" "25"
"092411" "5.16" "092" "26"
"09246" "5" "092" "27"
"092629" "4.97" "092" "28"
"09226" "4.71" "092" "29"
"092641" "4.56" "092" "30"
"092464" "4.02" "092" "31"
"092600" "3.7" "092" "32"
"092786" "3.59" "092" "33"
"09236" "3.32" "092" "34"
"092456" "2.28" "092" "35"
"092628" "2.21" "092" "36"
"092403" "0" "092" "37"
"10174" "9.32" "101" "1"
"101397" "9" "101" "2"
"101496" "8.84" "101" "3"
"101339" "8.81" "101" "4"
"101329" "8.56" "101" "5"
"101724" "8.12" "101" "6"
"101545" "8.01" "101" "7"
"101483" "7.94" "101" "8"
"101748" "7.94" "101" "9"
"101673" "7.91" "101" "10"
"101393" "7.85" "101" "11"
"101392" "7.76" "101" "12"
"101730" "7.75" "101" "13"
"10117" "7.72" "101" "14"
"101312" "7.72" "101" "15"
"101136" "7.66" "101" "16"
"10130" "7.62" "101" "17"
"101781" "7.49" "101" "18"
"101215" "7.44" "101" "19"
"101132" "7.36" "101" "20"
"101251" "7.15" "101" "21"
"101316" "7.14" "101" "22"
"10118" "6.93" "101" "23"
"101621" "6.82" "101" "24"
"101696" "6.79" "101" "25"
"101661" "6.79" "101" "26"
"101783" "6.77" "101" "27"
"101192" "6.76" "101" "28"
"101557" "6.7" "101" "29"
"101291" "6.7" "101" "30"
"101616" "6.62" "101" "31"
"101299" "6.55" "101" "32"
"101739" "6.44" "101" "33"
"101341" "6.42" "101" "34"
"101130" "6.37" "101" "35"
"101241" "6.31" "101" "36"
"101797" "6.31" "101" "37"
"101125" "6.3" "101" "38"
"101577" "6.24" "101" "39"
"10194" "6.16" "101" "40"
"10188" "6.03" "101" "41"
"101534" "5.99" "101" "42"
"101292" "5.98" "101" "43"
"101701" "5.96" "101" "44"
"101144" "5.81" "101" "45"
"101646" "5.81" "101" "46"
"101290" "5.64" "101" "47"
"101351" "5.62" "101" "48"
"101523" "5.42" "101" "49"
"101461" "4.95" "101" "50"
"101116" "4.93" "101" "51"
"101166" "4.58" "101" "52"
"101110" "4.19" "101" "53"
"101458" "3.71" "101" "54"
"101264" "3.15" "101" "55"
"10121" "2.71" "101" "56"
"101267" "1.25" "101" "57"
"101366" "0" "101" "58"
"102448" "8.38" "102" "1"
"10247" "8.31" "102" "2"
"102306" "7.94" "102" "3"
"102772" "7.59" "102" "4"
"102361" "7.25" "102" "5"
"10245" "7.12" "102" "6"
"102549" "7.08" "102" "7"
"102235" "6.99" "102" "8"
"102455" "6.95" "102" "9"
"102404" "6.58" "102" "10"
"102273" "6.48" "102" "11"
"102209" "6.4" "102" "12"
"10279" "6.39" "102" "13"
"102118" "6.34" "102" "14"
"102678" "6.33" "102" "15"
"102206" "6.32" "102" "16"
"10277" "6.19" "102" "17"
"102541" "6.17" "102" "18"
"102664" "6.16" "102" "19"
"102720" "6.01" "102" "20"
"102575" "6" "102" "21"
"102303" "5.97" "102" "22"
"102408" "5.94" "102" "23"
"102402" "5.88" "102" "24"
"102793" "5.82" "102" "25"
"102173" "5.79" "102" "26"
"102160" "5.72" "102" "27"
"102107" "5.67" "102" "28"
"102639" "5.63" "102" "29"
"102536" "5.59" "102" "30"
"102506" "5.57" "102" "31"
"10238" "5.46" "102" "32"
"102294" "5.4" "102" "33"
"102443" "5.24" "102" "34"
"102773" "5.12" "102" "35"
"102268" "5.11" "102" "36"
"102388" "5.03" "102" "37"
"102473" "4.94" "102" "38"
"102721" "4.9" "102" "39"
"102753" "4.77" "102" "40"
"102608" "4.76" "102" "41"
"102572" "4.55" "102" "42"
"102170" "4.53" "102" "43"
"102202" "4.39" "102" "44"
"102668" "4.3" "102" "45"
"102259" "4.29" "102" "46"
"102168" "4.16" "102" "47"
"102731" "4.09" "102" "48"
"102373" "3.89" "102" "49"
"102365" "3.84" "102" "50"
"102223" "3.63" "102" "51"
"102261" "2.99" "102" "52"
"102248" "2" "102" "53"
"10227" "1.05" "102" "54"
"102311" "0" "102" "55"
"102567" "0" "102" "56"
"10292" "0" "102" "57"
"111129" "9.21" "111" "1"
"111315" "9.01" "111" "2"
"111504" "8.79" "111" "3"
"11151" "8.49" "111" "4"
"111512" "8.46" "111" "5"
"111662" "8.36" "111" "6"
"111163" "8.13" "111" "7"
"111243" "8" "111" "8"
"111610" "7.8" "111" "9"
"11176" "7.71" "111" "10"
"111171" "7.71" "111" "11"
"111591" "7.39" "111" "12"
"111509" "7.33" "111" "13"
"111220" "7.31" "111" "14"
"111588" "7.22" "111" "15"
"111649" "7.11" "111" "16"
"111459" "6.99" "111" "17"
"111336" "6.94" "111" "18"
"111414" "6.93" "111" "19"
"111667" "6.87" "111" "20"
"111106" "6.86" "111" "21"
"111732" "6.75" "111" "22"
"111776" "6.69" "111" "23"
"111427" "6.67" "111" "24"
"111663" "6.67" "111" "25"
"111655" "6.64" "111" "26"
"111647" "6.63" "111" "27"
"111426" "6.54" "111" "28"
"111305" "6.53" "111" "29"
"11137" "6.51" "111" "30"
"111217" "6.45" "111" "31"
"111755" "6.41" "111" "32"
"111147" "6.38" "111" "33"
"111188" "6.31" "111" "34"
"111164" "6.29" "111" "35"
"11185" "6.25" "111" "36"
"111693" "6.24" "111" "37"
"111249" "6.13" "111" "38"
"111301" "6.06" "111" "39"
"111717" "5.99" "111" "40"
"111480" "5.97" "111" "41"
"111369" "5.94" "111" "42"
"111210" "5.63" "111" "43"
"111325" "5.44" "111" "44"
"111687" "5.39" "111" "45"
"111558" "5.34" "111" "46"
"111638" "5.3" "111" "47"
"111193" "5.22" "111" "48"
"111561" "5.19" "111" "49"
"111580" "4.83" "111" "50"
"111172" "4.78" "111" "51"
"111111" "4.75" "111" "52"
"111657" "4.74" "111" "53"
"111161" "4.73" "111" "54"
"111555" "4.65" "111" "55"
"111298" "4.57" "111" "56"
"11172" "4.48" "111" "57"
"111100" "4.38" "111" "58"
"111307" "4.25" "111" "59"
"111529" "4.2" "111" "60"
"111469" "4.14" "111" "61"
"111598" "4.09" "111" "62"
"111148" "3.82" "111" "63"
"111101" "3.34" "111" "64"
"111690" "2.97" "111" "65"
"111778" "2.92" "111" "66"
"11129" "2.69" "111" "67"
"111238" "1.26" "111" "68"
"11193" "0.57" "111" "69"
"11114" "0" "111" "70"
"112289" "8.27" "112" "1"
"112516" "7.54" "112" "2"
"112519" "7.52" "112" "3"
"112155" "7.36" "112" "4"
"112452" "7.29" "112" "5"
"112137" "7.23" "112" "6"
"11278" "7.21" "112" "7"
"112332" "7.2" "112" "8"
"112568" "7.18" "112" "9"
"112319" "7.08" "112" "10"
"112729" "7.05" "112" "11"
"11216" "7.05" "112" "12"
"112551" "7.04" "112" "13"
"112521" "6.96" "112" "14"
"112475" "6.92" "112" "15"
"112212" "6.92" "112" "16"
"112104" "6.87" "112" "17"
"112363" "6.86" "112" "18"
"112765" "6.85" "112" "19"
"112406" "6.84" "112" "20"
"112274" "6.76" "112" "21"
"112590" "6.71" "112" "22"
"112520" "6.71" "112" "23"
"112356" "6.66" "112" "24"
"112681" "6.58" "112" "25"
"11271" "6.52" "112" "26"
"112167" "6.3" "112" "27"
"112487" "6.24" "112" "28"
"112254" "6.2" "112" "29"
"112711" "6.14" "112" "30"
"112467" "6.1" "112" "31"
"11233" "6.06" "112" "32"
"112578" "5.97" "112" "33"
"112449" "5.95" "112" "34"
"112503" "5.84" "112" "35"
"112623" "5.83" "112" "36"
"112539" "5.83" "112" "37"
"112355" "5.81" "112" "38"
"112162" "5.78" "112" "39"
"112760" "5.76" "112" "40"
"11254" "5.58" "112" "41"
"112379" "5.38" "112" "42"
"112216" "5.35" "112" "43"
"112146" "5.29" "112" "44"
"112444" "5.22" "112" "45"
"112232" "5.18" "112" "46"
"112736" "5.01" "112" "47"
"112769" "5" "112" "48"
"112791" "5" "112" "49"
"112150" "4.86" "112" "50"
"112682" "4.86" "112" "51"
"112738" "4.73" "112" "52"
"112712" "4.71" "112" "53"
"112177" "4.64" "112" "54"
"112553" "4.57" "112" "55"
"112742" "4.44" "112" "56"
"112645" "4.37" "112" "57"
"112725" "4.22" "112" "58"
"112383" "3.94" "112" "59"
"112625" "3.9" "112" "60"
"121718" "9.43" "121" "1"
"121684" "9.41" "121" "2"
"121774" "9" "121" "3"
"121429" "8.96" "121" "4"
"121436" "8.91" "121" "5"
"121746" "8.81" "121" "6"
"121179" "8.56" "121" "7"
"121686" "8.49" "121" "8"
"121309" "8.46" "121" "9"
"121237" "8.32" "121" "10"
"121284" "8.26" "121" "11"
"121643" "7.73" "121" "12"
"12170" "7.61" "121" "13"
"121515" "7.57" "121" "14"
"121102" "7.56" "121" "15"
"121263" "7.56" "121" "16"
"121595" "7.41" "121" "17"
"121602" "7.36" "121" "18"
"121420" "7.32" "121" "19"
"121189" "7.28" "121" "20"
"121594" "7.24" "121" "21"
"12166" "7.22" "121" "22"
"121199" "7.19" "121" "23"
"121642" "7.19" "121" "24"
"121257" "7.18" "121" "25"
"121401" "7.16" "121" "26"
"121421" "7.08" "121" "27"
"121180" "7.07" "121" "28"
"121796" "7.07" "121" "29"
"121767" "6.88" "121" "30"
"121283" "6.85" "121" "31"
"121465" "6.85" "121" "32"
"121489" "6.83" "121" "33"
"121340" "6.77" "121" "34"
"121780" "6.71" "121" "35"
"121563" "6.55" "121" "36"
"12191" "6.52" "121" "37"
"12197" "6.48" "121" "38"
"12183" "6.47" "121" "39"
"121478" "6.45" "121" "40"
"121612" "6.4" "121" "41"
"121758" "6.37" "121" "42"
"121272" "6.21" "121" "43"
"121704" "6.17" "121" "44"
"121671" "6.14" "121" "45"
"121276" "6.08" "121" "46"
"121360" "5.97" "121" "47"
"121320" "5.84" "121" "48"
"121538" "5.83" "121" "49"
"121300" "5.75" "121" "50"
"121490" "5.72" "121" "51"
"121502" "5.72" "121" "52"
"12112" "5.67" "121" "53"
"121430" "5.64" "121" "54"
"121296" "5.6" "121" "55"
"121618" "5.57" "121" "56"
"121334" "5.34" "121" "57"
"121636" "5.34" "121" "58"
"121353" "5.28" "121" "59"
"12125" "5.27" "121" "60"
"121716" "5.14" "121" "61"
"121633" "5.13" "121" "62"
"12153" "5.08" "121" "63"
"121622" "4.94" "121" "64"
"121374" "4.91" "121" "65"
"121165" "4.83" "121" "66"
"121225" "4.79" "121" "67"
"121214" "4.72" "121" "68"
"121384" "4.52" "121" "69"
"1217" "4.3" "121" "70"
"121750" "4.09" "121" "71"
"121470" "3.5" "121" "72"
"121175" "3.16" "121" "73"
"121128" "3.09" "121" "74"
"121178" "0" "121" "75"
"12248" "9.1" "122" "1"
"122428" "9.04" "122" "2"
"122364" "9.03" "122" "3"
"122242" "8.96" "122" "4"
"12224" "8.62" "122" "5"
"122367" "8.37" "122" "6"
"12268" "8.29" "122" "7"
"122330" "8.29" "122" "8"
"122574" "8.27" "122" "9"
"122737" "8.25" "122" "10"
"122280" "8.13" "122" "11"
"122795" "8.13" "122" "12"
"122278" "8" "122" "13"
"122722" "7.98" "122" "14"
"122726" "7.81" "122" "15"
"122338" "7.8" "122" "16"
"12289" "7.8" "122" "17"
"122679" "7.79" "122" "18"
"122423" "7.77" "122" "19"
"122544" "7.6" "122" "20"
"12240" "7.56" "122" "21"
"122604" "7.45" "122" "22"
"122462" "7.43" "122" "23"
"122757" "7.39" "122" "24"
"122416" "7.39" "122" "25"
"122491" "7.37" "122" "26"
"122548" "7.35" "122" "27"
"122145" "7.31" "122" "28"
"122187" "7.15" "122" "29"
"122688" "7.13" "122" "30"
"122398" "7.04" "122" "31"
"122550" "6.99" "122" "32"
"122790" "6.98" "122" "33"
"122680" "6.86" "122" "34"
"122410" "6.85" "122" "35"
"122535" "6.77" "122" "36"
"122184" "6.67" "122" "37"
"122565" "6.63" "122" "38"
"122708" "6.4" "122" "39"
"122424" "6.36" "122" "40"
"122231" "6.35" "122" "41"
"122510" "6.3" "122" "42"
"122337" "6.26" "122" "43"
"12296" "6.16" "122" "44"
"122250" "6.05" "122" "45"
"12263" "6" "122" "46"
"12262" "6" "122" "47"
"122154" "5.98" "122" "48"
"122546" "5.96" "122" "49"
"122581" "5.95" "122" "50"
"122734" "5.94" "122" "51"
"12264" "5.94" "122" "52"
"122547" "5.77" "122" "53"
"122229" "5.68" "122" "54"
"122357" "5.68" "122" "55"
"122376" "5.59" "122" "56"
"122658" "5.49" "122" "57"
"122441" "5.43" "122" "58"
"122472" "5.35" "122" "59"
"122124" "5.33" "122" "60"
"122345" "5.22" "122" "61"
"122727" "5.1" "122" "62"
"1226" "4.97" "122" "63"
"122302" "4.97" "122" "64"
"122630" "4.96" "122" "65"
"122505" "4.8" "122" "66"
"122407" "4.59" "122" "67"
"12255" "4.44" "122" "68"
"122310" "4.05" "122" "69"
"122511" "3.98" "122" "70"
"1225" "3.97" "122" "71"
"12258" "3.95" "122" "72"
"122517" "3.69" "122" "73"
"122344" "3.66" "122" "74"
"122244" "3.61" "122" "75"
"122440" "3.6" "122" "76"
"122652" "3.42" "122" "77"
"122113" "3.21" "122" "78"
"122224" "2.89" "122" "79"
"122634" "2.5" "122" "80"
