"disciplina" "matricula" "periodo" "competencia" "media"
"Algebra Linear" "101545" "2011.1" "10" "7.6"
"Algebra Linear" "101621" "2011.1" "30" "5.8"
"Algebra Linear" "101739" "2011.2" "40" "5.1"
"Algebra Linear" "101116" "2011.2" "50" "4.2"
"Algebra Linear" "101169" "2011.2" "20" "7.2"
"Algebra Linear" "101397" "2011.1" "0" "9.3"
"Algebra Linear" "101601" "2011.1" "50" "5"
"Algebra Linear" "101661" "2011.1" "40" "5.4"
"Algebra Linear" "101393" "2011.1" "30" "6.1"
"Algebra Linear" "101215" "2012.1" "10" "7"
"Algebra Linear" "101673" "2011.1" "0" "8.2"
"Algebra Linear" "101468" "2012.2" "70" "2.9"
"Algebra Linear" "10174" "2011.2" "0" "9"
"Algebra Linear" "101251" "2011.1" "10" "7.5"
"Algebra Linear" "101797" "2011.1" "50" "5.1"
"Algebra Linear" "101492" "2011.1" "20" "6.6"
"Algebra Linear" "101392" "2011.1" "0" "8.9"
"Algebra Linear" "101125" "2011.1" "20" "6.7"
"Algebra Linear" "101351" "2011.1" "80" "2.3"
"Algebra Linear" "101351" "2011.2" "20" "7"
"Algebra Linear" "101748" "2011.1" "20" "7"
"Algebra Linear" "101616" "2011.2" "20" "6.2"
"Algebra Linear" "101534" "2011.1" "80" "2.3"
"Algebra Linear" "101534" "2011.2" "30" "5.5"
"Algebra Linear" "101253" "2011.1" "90" "1.2"
"Algebra Linear" "101253" "2011.2" "40" "5.1"
"Algebra Linear" "101458" "2011.1" "70" "3.4"
"Algebra Linear" "101290" "2011.1" "70" "3.1"
"Algebra Linear" "101290" "2012.2" "50" "4.3"
"Algebra Linear" "101130" "2011.2" "90" "0.5"
"Algebra Linear" "101130" "2012.1" "60" "3.4"
"Algebra Linear" "101130" "2012.2" "40" "5.4"
"Algebra Linear" "101166" "2011.2" "90" "0.7"
"Algebra Linear" "102202" "2012.2" "90" "0.2"
"Algebra Linear" "10277" "2011.2" "80" "1.8"
"Algebra Linear" "102308" "2011.2" "80" "2"
"Algebra Linear" "102639" "2011.1" "30" "5.8"
"Algebra Linear" "102572" "2012.1" "70" "3.1"
"Algebra Linear" "102572" "2012.2" "50" "4.4"
"Algebra Linear" "102168" "2011.2" "70" "2.4"
"Algebra Linear" "102408" "2012.1" "70" "3.1"
"Algebra Linear" "102408" "2012.2" "80" "2.2"
"Algebra Linear" "102209" "2012.2" "60" "3.7"
"Algebra Linear" "102203" "2011.1" "70" "3.3"
"Algebra Linear" "102608" "2012.2" "80" "2.2"
"Algebra Linear" "102549" "2011.2" "30" "5.5"
"Algebra Linear" "10279" "2012.1" "20" "6.4"
"Algebra Linear" "102303" "2011.2" "60" "3.4"
"Algebra Linear" "102303" "2012.2" "30" "5.7"
"Algebra Linear" "102773" "2011.1" "60" "3.5"
"Algebra Linear" "102773" "2012.2" "20" "6.7"
"Algebra Linear" "102235" "2011.2" "40" "5.3"
"Algebra Linear" "102160" "2011.2" "90" "0.8"
"Algebra Linear" "102160" "2012.2" "70" "3"
"Algebra Linear" "102419" "2011.1" "50" "4.7"
"Algebra Linear" "102419" "2011.2" "30" "5.7"
"Algebra Linear" "102361" "2012.1" "30" "5.4"
"Algebra Linear" "102448" "2012.1" "0" "8.3"
"Algebra Linear" "1022" "2011.1" "40" "5.5"
"Algebra Linear" "102268" "2012.2" "60" "3.5"
"Algebra Linear" "102586" "2011.2" "40" "5.4"
"Algebra Linear" "102259" "2011.2" "100" "0"
"Algebra Linear" "102107" "2011.2" "80" "1.3"
"Algebra Linear" "102707" "2011.2" "100" "0.3"
"Algebra Linear" "102707" "2012.2" "80" "2"
"Algebra Linear" "102186" "2011.1" "80" "1.9"
"Algebra Linear" "102186" "2011.2" "60" "3.2"
"Algebra Linear" "102186" "2012.2" "90" "1.9"
"Algebra Linear" "102721" "2011.1" "90" "1"
"Algebra Linear" "102721" "2011.2" "90" "0.8"
"Algebra Linear" "10238" "2011.2" "90" "0.8"
"Algebra Linear" "102678" "2011.2" "40" "4.3"
"Algebra Linear" "102678" "2012.2" "30" "5.8"
"Algebra Linear" "102541" "2011.1" "90" "1.3"
"Algebra Linear" "102541" "2012.2" "20" "7"
"Algebra Linear" "102365" "2011.1" "100" "0.3"
"Algebra Linear" "102365" "2011.2" "80" "1.7"
"Algebra Linear" "102118" "2012.1" "40" "5"
"Algebra Linear" "102402" "2011.1" "50" "5.1"
"Algebra Linear" "111732" "2012.1" "50" "4.4"
"Algebra Linear" "111210" "2012.2" "40" "5"
"Algebra Linear" "111555" "2012.1" "80" "1.4"
"Algebra Linear" "111315" "2012.2" "10" "7.3"
"Algebra Linear" "111129" "2012.1" "10" "7.6"
"Algebra Linear" "111480" "2012.2" "40" "5"
"Algebra Linear" "111662" "2012.1" "10" "7.4"
"Algebra Linear" "11176" "2012.1" "20" "5.9"
"Algebra Linear" "111558" "2012.2" "80" "2.2"
"Algebra Linear" "111504" "2012.2" "10" "7.4"
"Algebra Linear" "111163" "2012.2" "10" "8.1"
"Algebra Linear" "111459" "2012.1" "10" "7.4"
"Algebra Linear" "111301" "2011.2" "40" "5"
"Algebra Linear" "111663" "2012.1" "20" "6.5"
"Algebra Linear" "11156" "2012.1" "40" "5.3"
"Algebra Linear" "111497" "2012.1" "70" "3.1"
"Algebra Linear" "111243" "2011.2" "10" "7.7"
"Algebra Linear" "111164" "2011.2" "20" "7"
"Algebra Linear" "111755" "2012.1" "40" "4.5"
"Algebra Linear" "111755" "2012.2" "10" "7.9"
"Algebra Linear" "111451" "2011.2" "40" "5"
"Algebra Linear" "111106" "2012.2" "10" "7.3"
"Algebra Linear" "111687" "2011.2" "60" "2.9"
"Algebra Linear" "111687" "2012.1" "40" "5"
"Algebra Linear" "111111" "2012.1" "80" "1.8"
"Algebra Linear" "111249" "2011.2" "80" "1.7"
"Algebra Linear" "111249" "2012.1" "20" "6"
"Algebra Linear" "111660" "2011.2" "20" "6.5"
"Algebra Linear" "111305" "2012.1" "70" "3.1"
"Algebra Linear" "111305" "2012.2" "40" "5.4"
"Algebra Linear" "111336" "2012.1" "40" "5.1"
"Algebra Linear" "111298" "2012.1" "70" "2.8"
"Algebra Linear" "111298" "2012.2" "70" "3.3"
"Algebra Linear" "111103" "2012.1" "50" "4.3"
"Algebra Linear" "111103" "2012.2" "40" "5"
"Algebra Linear" "111188" "2012.1" "60" "3.4"
"Algebra Linear" "111188" "2012.2" "30" "5.7"
"Algebra Linear" "111369" "2011.2" "60" "3.8"
"Algebra Linear" "111369" "2012.1" "30" "5.4"
"Algebra Linear" "111171" "2011.2" "0" "7.9"
"Algebra Linear" "111647" "2012.2" "40" "5.3"
"Algebra Linear" "111469" "2011.1" "60" "3.8"
"Algebra Linear" "111469" "2011.2" "80" "1.3"
"Algebra Linear" "111161" "2011.2" "90" "0.7"
"Algebra Linear" "111147" "2011.2" "60" "3.4"
"Algebra Linear" "111147" "2012.2" "0" "8.7"
"Algebra Linear" "112503" "2012.1" "90" "0.8"
"Algebra Linear" "112323" "2012.2" "60" "3.5"
"Algebra Linear" "112645" "2012.1" "90" "1"
"Algebra Linear" "112645" "2012.2" "100" "0"
"Algebra Linear" "112738" "2011.2" "100" "0.3"
"Algebra Linear" "112167" "2012.1" "40" "5"
"Algebra Linear" "112104" "2012.1" "60" "3.5"
"Algebra Linear" "112104" "2012.2" "10" "8.1"
"Algebra Linear" "112736" "2012.1" "70" "2.7"
"Algebra Linear" "112218" "2012.1" "90" "1.3"
"Algebra Linear" "112218" "2012.2" "80" "2.7"
"Algebra Linear" "11233" "2012.2" "90" "0.7"
"Algebra Linear" "112751" "2011.2" "90" "0.5"
"Algebra Linear" "112751" "2012.1" "80" "1.7"
"Algebra Linear" "112712" "2011.2" "90" "0.7"
"Algebra Linear" "112712" "2012.1" "90" "0.7"
"Algebra Linear" "12170" "2012.2" "20" "6.8"
"Algebra Linear" "12112" "2012.2" "40" "5.1"
"Algebra Linear" "12149" "2012.1" "80" "2.3"
"Algebra Linear" "12149" "2012.2" "10" "7.3"
"Algebra Linear" "12125" "2012.2" "90" "0.8"
"Algebra Linear" "121320" "2012.2" "70" "2.9"
"Algebra Linear" "121384" "2012.1" "100" "0"
"Algebra Linear" "121490" "2012.2" "70" "2.9"
"Algebra Linear" "121514" "2012.1" "50" "4.1"
"Algebra Linear" "121514" "2012.2" "40" "5"
"Algebra Linear" "121283" "2012.2" "40" "5"
"Algebra Linear" "121204" "2012.1" "60" "3.3"
"Algebra Linear" "121430" "2012.2" "60" "3.6"
"Algebra Linear" "121785" "2012.2" "80" "2.6"
"Algebra Linear" "121563" "2012.1" "30" "5.5"
"Algebra Linear" "121502" "2012.1" "50" "4.3"
"Algebra Linear" "121502" "2012.2" "20" "5.9"
"Algebra Linear" "122630" "2012.2" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "092641" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "101264" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "102173" "2011.1" "100" "0"
"Algebra Vetorial e Geometria Analitica" "102173" "2011.2" "40" "5.3"
"Algebra Vetorial e Geometria Analitica" "102313" "2011.2" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "102313" "2012.1" "60" "4.2"
"Algebra Vetorial e Geometria Analitica" "111512" "2011.1" "20" "8.1"
"Algebra Vetorial e Geometria Analitica" "111307" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111307" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "112137" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "112481" "2011.2" "50" "4.5"
"Algebra Vetorial e Geometria Analitica" "112481" "2012.1" "70" "2.8"
"Algebra Vetorial e Geometria Analitica" "112356" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "112356" "2012.1" "50" "5.3"
"Algebra Vetorial e Geometria Analitica" "112578" "2011.2" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "112406" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "11254" "2011.2" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "11254" "2012.1" "90" "1.2"
"Algebra Vetorial e Geometria Analitica" "112742" "2011.2" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "112742" "2012.1" "90" "1.8"
"Algebra Vetorial e Geometria Analitica" "112791" "2011.2" "30" "6.1"
"Algebra Vetorial e Geometria Analitica" "121225" "2012.1" "60" "3.8"
"Algebra Vetorial e Geometria Analitica" "121225" "2012.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "121750" "2012.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "121750" "2012.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "092786" "2011.1" "40" "6.3"
"Algebra Vetorial e Geometria Analitica" "101130" "2011.1" "30" "7.1"
"Algebra Vetorial e Geometria Analitica" "102608" "2011.2" "70" "3"
"Algebra Vetorial e Geometria Analitica" "102608" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "102107" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111732" "2011.1" "0" "9.4"
"Algebra Vetorial e Geometria Analitica" "111210" "2011.1" "50" "3.9"
"Algebra Vetorial e Geometria Analitica" "111210" "2011.2" "20" "7.1"
"Algebra Vetorial e Geometria Analitica" "111555" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "111555" "2011.2" "50" "4.4"
"Algebra Vetorial e Geometria Analitica" "111315" "2011.1" "10" "9.2"
"Algebra Vetorial e Geometria Analitica" "111129" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "111480" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "111480" "2011.2" "30" "6.2"
"Algebra Vetorial e Geometria Analitica" "111662" "2011.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "11176" "2011.1" "50" "4"
"Algebra Vetorial e Geometria Analitica" "11176" "2011.2" "0" "8.3"
"Algebra Vetorial e Geometria Analitica" "111558" "2011.1" "60" "3.5"
"Algebra Vetorial e Geometria Analitica" "111558" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "111504" "2011.1" "10" "8.8"
"Algebra Vetorial e Geometria Analitica" "111163" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111459" "2011.1" "0" "9.6"
"Algebra Vetorial e Geometria Analitica" "111301" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "111663" "2011.1" "20" "7.8"
"Algebra Vetorial e Geometria Analitica" "11156" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "111497" "2011.1" "30" "7"
"Algebra Vetorial e Geometria Analitica" "111243" "2011.1" "10" "8.6"
"Algebra Vetorial e Geometria Analitica" "111164" "2011.1" "0" "10"
"Algebra Vetorial e Geometria Analitica" "111755" "2011.1" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "111755" "2011.2" "0" "8.6"
"Algebra Vetorial e Geometria Analitica" "111106" "2011.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "111687" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111111" "2011.1" "70" "2.6"
"Algebra Vetorial e Geometria Analitica" "111111" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "111660" "2011.1" "30" "6.4"
"Algebra Vetorial e Geometria Analitica" "111305" "2011.1" "30" "6.5"
"Algebra Vetorial e Geometria Analitica" "111336" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111298" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111298" "2011.2" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "111103" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111188" "2011.1" "20" "7.2"
"Algebra Vetorial e Geometria Analitica" "111369" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "111647" "2011.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "111161" "2011.1" "30" "6.9"
"Algebra Vetorial e Geometria Analitica" "111147" "2011.1" "10" "8.3"
"Algebra Vetorial e Geometria Analitica" "112503" "2011.2" "10" "8.1"
"Algebra Vetorial e Geometria Analitica" "112323" "2011.2" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "112645" "2011.2" "20" "6.9"
"Algebra Vetorial e Geometria Analitica" "112167" "2011.2" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "112218" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "11233" "2011.2" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "11233" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "12170" "2012.1" "0" "9.7"
"Algebra Vetorial e Geometria Analitica" "12112" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "12125" "2012.1" "40" "5.9"
"Algebra Vetorial e Geometria Analitica" "121320" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "121490" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "121283" "2012.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "121430" "2012.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "121785" "2012.1" "40" "6.1"
"Algebra Vetorial e Geometria Analitica" "092411" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "092456" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "092628" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "092333" "2011.2" "0" "8.8"
"Algebra Vetorial e Geometria Analitica" "101637" "2011.1" "90" "0.4"
"Algebra Vetorial e Geometria Analitica" "101637" "2011.2" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "101139" "2011.1" "40" "6"
"Algebra Vetorial e Geometria Analitica" "101245" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "101110" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "102762" "2011.1" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "102762" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "10227" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "10234" "2011.1" "90" "0.8"
"Algebra Vetorial e Geometria Analitica" "10234" "2011.2" "30" "6.3"
"Algebra Vetorial e Geometria Analitica" "102388" "2011.1" "70" "2.7"
"Algebra Vetorial e Geometria Analitica" "102388" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "102530" "2011.1" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "102170" "2011.1" "70" "2.3"
"Algebra Vetorial e Geometria Analitica" "102285" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "102668" "2011.1" "60" "2.9"
"Algebra Vetorial e Geometria Analitica" "102668" "2011.2" "30" "6.7"
"Algebra Vetorial e Geometria Analitica" "102258" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "102672" "2011.1" "60" "2.8"
"Algebra Vetorial e Geometria Analitica" "102672" "2011.2" "80" "1.3"
"Algebra Vetorial e Geometria Analitica" "102583" "2011.1" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "102698" "2011.1" "40" "5.8"
"Algebra Vetorial e Geometria Analitica" "102793" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "102793" "2012.1" "70" "3"
"Algebra Vetorial e Geometria Analitica" "102297" "2011.1" "80" "1.5"
"Algebra Vetorial e Geometria Analitica" "102753" "2011.1" "40" "5.6"
"Algebra Vetorial e Geometria Analitica" "102443" "2011.1" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "102443" "2011.2" "30" "6.6"
"Algebra Vetorial e Geometria Analitica" "102728" "2011.1" "80" "1.7"
"Algebra Vetorial e Geometria Analitica" "102728" "2011.2" "20" "7"
"Algebra Vetorial e Geometria Analitica" "102269" "2011.1" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "102269" "2012.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "10220" "2011.1" "80" "2.2"
"Algebra Vetorial e Geometria Analitica" "10220" "2011.2" "40" "6"
"Algebra Vetorial e Geometria Analitica" "102536" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "102536" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "102409" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "102731" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "102731" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "102219" "2011.1" "90" "1"
"Algebra Vetorial e Geometria Analitica" "102219" "2011.2" "10" "7.6"
"Algebra Vetorial e Geometria Analitica" "102261" "2011.1" "80" "1.2"
"Algebra Vetorial e Geometria Analitica" "102387" "2011.1" "40" "5.7"
"Algebra Vetorial e Geometria Analitica" "102223" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "102373" "2011.2" "10" "7.7"
"Algebra Vetorial e Geometria Analitica" "102635" "2011.2" "50" "5"
"Algebra Vetorial e Geometria Analitica" "111400" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "111657" "2011.1" "90" "0.7"
"Algebra Vetorial e Geometria Analitica" "111580" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "111580" "2011.2" "20" "7.4"
"Algebra Vetorial e Geometria Analitica" "111115" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "111115" "2011.2" "60" "3.2"
"Algebra Vetorial e Geometria Analitica" "111427" "2011.1" "20" "7.7"
"Algebra Vetorial e Geometria Analitica" "111100" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111100" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "111101" "2011.1" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111101" "2011.2" "70" "2.5"
"Algebra Vetorial e Geometria Analitica" "111370" "2011.1" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "11129" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111591" "2011.1" "20" "7.3"
"Algebra Vetorial e Geometria Analitica" "111220" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111694" "2011.1" "100" "0.3"
"Algebra Vetorial e Geometria Analitica" "111694" "2011.2" "50" "5.1"
"Algebra Vetorial e Geometria Analitica" "111230" "2011.1" "70" "2.4"
"Algebra Vetorial e Geometria Analitica" "111230" "2011.2" "60" "3.3"
"Algebra Vetorial e Geometria Analitica" "111372" "2011.1" "80" "2.1"
"Algebra Vetorial e Geometria Analitica" "111372" "2011.2" "90" "1"
"Algebra Vetorial e Geometria Analitica" "111485" "2011.1" "50" "5"
"Algebra Vetorial e Geometria Analitica" "11151" "2011.1" "20" "7.9"
"Algebra Vetorial e Geometria Analitica" "111610" "2011.1" "10" "8.9"
"Algebra Vetorial e Geometria Analitica" "111717" "2011.1" "80" "1.8"
"Algebra Vetorial e Geometria Analitica" "111717" "2011.2" "80" "1.9"
"Algebra Vetorial e Geometria Analitica" "111717" "2012.2" "10" "8"
"Algebra Vetorial e Geometria Analitica" "11172" "2011.1" "60" "3.4"
"Algebra Vetorial e Geometria Analitica" "11172" "2011.2" "50" "5.2"
"Algebra Vetorial e Geometria Analitica" "111265" "2011.1" "100" "0.2"
"Algebra Vetorial e Geometria Analitica" "111265" "2011.2" "90" "0.5"
"Algebra Vetorial e Geometria Analitica" "111265" "2012.1" "80" "2"
"Algebra Vetorial e Geometria Analitica" "111667" "2011.1" "20" "7.5"
"Algebra Vetorial e Geometria Analitica" "111598" "2011.1" "80" "1.8"
