"disciplina" "matricula" "competencia"
"Banco de Dados II" "108110031" "40"
"Banco de Dados II" "108110032" "10"
"Banco de Dados II" "108110034" "40"
"Banco de Dados II" "108110035" "0"
"Banco de Dados II" "108110500" "50"
"Banco de Dados II" "108110604" "30"
"Banco de Dados II" "108210003" "60"
"Banco de Dados II" "108210200" "10"
"Banco de Dados II" "108210204" "30"
"Banco de Dados II" "108210206" "30"
"Banco de Dados II" "110110093" "80"
"Banco de Dados II" "110210045" "80"
"Banco de Dados II" "111110914" "80"
"Banco de Dados II" "111210061" "80"
"Banco de Dados II" "112110046" "20"
"Banco de Dados II" "112110069" "100"
"Banco de Dados II" "108110023" "30"
"Banco de Dados II" "108210205" "20"
"Banco de Dados II" "111110893" "80"
"Banco de Dados II" "112210874" "60"
"BASQUETE   MASC/FEM" "110210069" "0"
"BASQUETE   MASC/FEM" "110210494" "50"
"BASQUETEBOL - FEM" "111210057" "70"
"BASQUETEBOL - FEM" "111110091" "30"
"BASQUETEBOL - FEM" "110110045" "0"
"BASQUETEBOL - FEM" "110210045" "0"
"BASQUETEBOL - FEM" "111110122" "30"
"BASQUETEBOL - MASC" "107210004" "50"
"BASQUETEBOL - MASC" "107210007" "50"
"BASQUETEBOL - MASC" "109110806" "40"
"BASQUETEBOL - MASC" "110110044" "40"
"BASQUETEBOL - MASC" "110110061" "0"
"BASQUETEBOL - MASC" "110110853" "80"
"BASQUETEBOL - MASC" "110210075" "50"
"BASQUETEBOL - MASC" "110210390" "40"
"BASQUETEBOL - MASC" "110210397" "80"
"BASQUETEBOL - MASC" "110210560" "10"
"BASQUETEBOL - MASC" "112150443" "50"
"BASQUETEBOL - MASC" "110210115" "10"
"BASQUETEBOL - MASC" "110210385" "10"
"BASQUETEBOL - MASC" "111110904" "80"
"BASQUETEBOL - MASC" "111110926" "50"
"BASQUETEBOL - MASC" "112190146" "10"
"BASQUETEBOL - MASC" "108110007" "80"
"BASQUETEBOL - MASC" "109150027" "60"
"BASQUETEBOL - MASC" "109210029" "80"
"BASQUETEBOL - MASC" "110110123" "80"
"BASQUETEBOL - MASC" "107210012" "50"
"BASQUETEBOL - MASC" "107210013" "60"
"BASQUETEBOL - MASC" "108110016" "40"
"BASQUETEBOL - MASC" "106210147" "50"
"BASQUETEBOL - MASC" "107110003" "80"
"BASQUETEBOL - MASC" "107210017" "60"
"BASQUETEBOL - MASC" "109210288" "90"
"BASQUETEBOL - MASC" "112210431" "20"
"BASQUETEBOL - MASC" "112210642" "10"
"Calculo Diferencial e Integral I" "109210284" "50"
"Calculo Diferencial e Integral I" "110210386" "90"
"Calculo Diferencial e Integral I" "110210615" "90"
"Calculo Diferencial e Integral I" "111110133" "10"
"Calculo Diferencial e Integral I" "111150427" "80"
"Calculo Diferencial e Integral I" "111210079" "80"
"Calculo Diferencial e Integral I" "111210390" "100"
"Calculo Diferencial e Integral I" "111210392" "100"
"Calculo Diferencial e Integral I" "111210401" "50"
"Calculo Diferencial e Integral I" "111210430" "90"
"Calculo Diferencial e Integral I" "111210660" "90"
"Calculo Diferencial e Integral I" "111210787" "70"
"Calculo Diferencial e Integral I" "112110934" "80"
"Calculo Diferencial e Integral I" "112190042" "90"
"Calculo Diferencial e Integral I" "110110061" "40"
"Calculo Diferencial e Integral I" "110110077" "50"
"Calculo Diferencial e Integral I" "110110122" "50"
"Calculo Diferencial e Integral I" "110110979" "30"
"Calculo Diferencial e Integral I" "110150169" "50"
"Calculo Diferencial e Integral I" "110210041" "40"
"Calculo Diferencial e Integral I" "110210044" "60"
"Calculo Diferencial e Integral I" "110210046" "50"
"Calculo Diferencial e Integral I" "110210053" "50"
"Calculo Diferencial e Integral I" "110210058" "60"
"Calculo Diferencial e Integral I" "110210059" "40"
"Calculo Diferencial e Integral I" "110210065" "80"
"Calculo Diferencial e Integral I" "110210066" "70"
"Calculo Diferencial e Integral I" "110210078" "40"
"Calculo Diferencial e Integral I" "110210093" "40"
"Calculo Diferencial e Integral I" "110210107" "40"
"Calculo Diferencial e Integral I" "110210117" "70"
"Calculo Diferencial e Integral I" "110210118" "30"
"Calculo Diferencial e Integral I" "110210130" "70"
"Calculo Diferencial e Integral I" "110210391" "50"
"Calculo Diferencial e Integral I" "110210392" "50"
"Calculo Diferencial e Integral I" "111110060" "10"
"Calculo Diferencial e Integral I" "111110064" "60"
"Calculo Diferencial e Integral I" "111110069" "90"
"Calculo Diferencial e Integral I" "111110071" "0"
"Calculo Diferencial e Integral I" "111110076" "0"
"Calculo Diferencial e Integral I" "111110080" "90"
"Calculo Diferencial e Integral I" "111110083" "10"
"Calculo Diferencial e Integral I" "111110090" "10"
"Calculo Diferencial e Integral I" "111110091" "50"
"Calculo Diferencial e Integral I" "111110092" "10"
"Calculo Diferencial e Integral I" "111110103" "30"
"Calculo Diferencial e Integral I" "111110114" "20"
"Calculo Diferencial e Integral I" "111110118" "50"
"Calculo Diferencial e Integral I" "111110121" "30"
"Calculo Diferencial e Integral I" "111110126" "20"
"Calculo Diferencial e Integral I" "111110127" "40"
"Calculo Diferencial e Integral I" "111110128" "20"
"Calculo Diferencial e Integral I" "111110134" "10"
"Calculo Diferencial e Integral I" "111110135" "40"
"Calculo Diferencial e Integral I" "111110898" "40"
"Calculo Diferencial e Integral I" "111110900" "70"
"Calculo Diferencial e Integral I" "111110905" "80"
"Calculo Diferencial e Integral I" "111110908" "70"
"Calculo Diferencial e Integral I" "111110911" "40"
"Calculo Diferencial e Integral I" "111110912" "30"
"Calculo Diferencial e Integral I" "111110922" "80"
"Calculo Diferencial e Integral I" "111110928" "80"
"Calculo Diferencial e Integral I" "111110929" "30"
"Calculo Diferencial e Integral I" "111110931" "50"
"Calculo Diferencial e Integral I" "111150283" "40"
"Calculo Diferencial e Integral I" "111150493" "100"
"Calculo Diferencial e Integral I" "111150551" "70"
"Calculo Diferencial e Integral I" "111210081" "100"
"Calculo Diferencial e Integral I" "111210393" "30"
"Calculo Diferencial e Integral I" "111210396" "90"
"Calculo Diferencial e Integral I" "111210416" "50"
"Calculo Diferencial e Integral I" "111210417" "90"
"Calculo Diferencial e Integral I" "111210655" "40"
"Calculo Diferencial e Integral I" "111210658" "90"
"Calculo Diferencial e Integral I" "111210659" "100"
"Calculo Diferencial e Integral I" "112110036" "10"
"Calculo Diferencial e Integral I" "112110050" "70"
"Calculo Diferencial e Integral I" "112110085" "70"
"Calculo Diferencial e Integral I" "112110096" "70"
"Calculo Diferencial e Integral I" "112110912" "70"
"Calculo Diferencial e Integral I" "112110924" "60"
"Calculo Diferencial e Integral I" "112110955" "70"
"Calculo Diferencial e Integral I" "112110958" "70"
"Calculo Diferencial e Integral I" "112210433" "60"
"Calculo Diferencial e Integral I" "109210474" "30"
"Calculo Diferencial e Integral I" "110110048" "70"
"Calculo Diferencial e Integral I" "110110063" "80"
"Calculo Diferencial e Integral I" "110110098" "90"
"Calculo Diferencial e Integral I" "110110107" "70"
"Calculo Diferencial e Integral I" "110210049" "90"
"Calculo Diferencial e Integral I" "110210055" "90"
"Calculo Diferencial e Integral I" "110210069" "80"
"Calculo Diferencial e Integral I" "110210081" "70"
"Calculo Diferencial e Integral I" "110210096" "40"
"Calculo Diferencial e Integral I" "110210099" "50"
"Calculo Diferencial e Integral I" "110210103" "80"
"Calculo Diferencial e Integral I" "110210104" "90"
"Calculo Diferencial e Integral I" "110210108" "30"
"Calculo Diferencial e Integral I" "110210111" "80"
"Calculo Diferencial e Integral I" "110210113" "80"
"Calculo Diferencial e Integral I" "110210115" "70"
"Calculo Diferencial e Integral I" "110210124" "80"
"Calculo Diferencial e Integral I" "110210381" "70"
"Calculo Diferencial e Integral I" "110210382" "90"
"Calculo Diferencial e Integral I" "110210384" "50"
"Calculo Diferencial e Integral I" "110210385" "80"
"Calculo Diferencial e Integral I" "110210387" "80"
"Calculo Diferencial e Integral I" "110210393" "30"
"Calculo Diferencial e Integral I" "110210396" "100"
"Calculo Diferencial e Integral I" "110210495" "90"
"Calculo Diferencial e Integral I" "110210557" "60"
"Calculo Diferencial e Integral I" "110210558" "80"
"Calculo Diferencial e Integral I" "110210559" "70"
"Calculo Diferencial e Integral I" "110210613" "90"
"Calculo Diferencial e Integral I" "110210614" "70"
"Calculo Diferencial e Integral I" "110210639" "100"
"Calculo Diferencial e Integral I" "111110063" "40"
"Calculo Diferencial e Integral I" "111110066" "90"
"Calculo Diferencial e Integral I" "111110070" "80"
"Calculo Diferencial e Integral I" "111110087" "100"
"Calculo Diferencial e Integral I" "111110100" "50"
"Calculo Diferencial e Integral I" "111110113" "90"
"Calculo Diferencial e Integral I" "111110116" "90"
"Calculo Diferencial e Integral I" "111110120" "80"
"Calculo Diferencial e Integral I" "111110130" "30"
"Calculo Diferencial e Integral I" "111110895" "40"
"Calculo Diferencial e Integral I" "111110901" "90"
"Calculo Diferencial e Integral I" "111110904" "90"
"Calculo Diferencial e Integral I" "111110915" "100"
"Calculo Diferencial e Integral I" "111110919" "90"
"Calculo Diferencial e Integral I" "111110921" "20"
"Calculo Diferencial e Integral I" "111110925" "20"
"Calculo Diferencial e Integral I" "111110926" "50"
"Calculo Diferencial e Integral I" "111110933" "90"
"Calculo Diferencial e Integral I" "111110940" "90"
"Calculo Diferencial e Integral I" "111110941" "80"
"Calculo Diferencial e Integral I" "111150279" "90"
"Calculo Diferencial e Integral I" "111150282" "50"
"Calculo Diferencial e Integral I" "111150285" "70"
"Calculo Diferencial e Integral I" "111150494" "90"
"Calculo Diferencial e Integral I" "111210049" "90"
"Calculo Diferencial e Integral I" "111210050" "60"
"Calculo Diferencial e Integral I" "111210055" "70"
"Calculo Diferencial e Integral I" "111210056" "20"
"Calculo Diferencial e Integral I" "111210062" "40"
"Calculo Diferencial e Integral I" "111210080" "90"
"Calculo Diferencial e Integral I" "111210085" "90"
"Calculo Diferencial e Integral I" "111210096" "80"
"Calculo Diferencial e Integral I" "111210098" "90"
"Calculo Diferencial e Integral I" "111210102" "100"
"Calculo Diferencial e Integral I" "111210391" "70"
"Calculo Diferencial e Integral I" "111210398" "100"
"Calculo Diferencial e Integral I" "111210400" "30"
"Calculo Diferencial e Integral I" "111210403" "90"
"Calculo Diferencial e Integral I" "111210405" "80"
"Calculo Diferencial e Integral I" "111210407" "90"
"Calculo Diferencial e Integral I" "111210410" "90"
"Calculo Diferencial e Integral I" "111210411" "30"
"Calculo Diferencial e Integral I" "111210412" "90"
"Calculo Diferencial e Integral I" "111210413" "90"
"Calculo Diferencial e Integral I" "111210414" "50"
"Calculo Diferencial e Integral I" "111210421" "90"
"Calculo Diferencial e Integral I" "111210422" "30"
"Calculo Diferencial e Integral I" "111210423" "90"
"Calculo Diferencial e Integral I" "111210426" "40"
"Calculo Diferencial e Integral I" "111210428" "80"
"Calculo Diferencial e Integral I" "111210433" "40"
"Calculo Diferencial e Integral I" "111210434" "90"
"Calculo Diferencial e Integral I" "111210438" "70"
"Calculo Diferencial e Integral I" "111210441" "90"
"Calculo Diferencial e Integral I" "111210442" "40"
"Calculo Diferencial e Integral I" "111210446" "90"
"Calculo Diferencial e Integral I" "111210448" "80"
"Calculo Diferencial e Integral I" "111210451" "90"
"Calculo Diferencial e Integral I" "111210452" "40"
"Calculo Diferencial e Integral I" "111210653" "80"
"Calculo Diferencial e Integral I" "111210656" "80"
"Calculo Diferencial e Integral I" "111210661" "60"
"Calculo Diferencial e Integral I" "111210663" "60"
"Calculo Diferencial e Integral I" "111210665" "90"
"Calculo Diferencial e Integral I" "111210669" "90"
"Calculo Diferencial e Integral I" "111210792" "50"
"Calculo Diferencial e Integral I" "111210796" "90"
"Calculo Diferencial e Integral I" "111210841" "100"
"Calculo Diferencial e Integral I" "111210870" "90"
"Calculo Diferencial e Integral I" "111210872" "40"
"Calculo Diferencial e Integral I" "111210873" "90"
"Calculo Diferencial e Integral I" "111210951" "80"
"Calculo Diferencial e Integral I" "111210952" "100"
"Calculo Diferencial e Integral I" "111250009" "90"
"Calculo Diferencial e Integral I" "111250014" "70"
"Calculo Diferencial e Integral I" "111250017" "100"
"Calculo Diferencial e Integral I" "112110001" "0"
"Calculo Diferencial e Integral I" "112110002" "30"
"Calculo Diferencial e Integral I" "112110019" "60"
"Calculo Diferencial e Integral I" "112110020" "10"
"Calculo Diferencial e Integral I" "112110024" "40"
"Calculo Diferencial e Integral I" "112110025" "30"
"Calculo Diferencial e Integral I" "112110039" "30"
"Calculo Diferencial e Integral I" "112110044" "30"
"Calculo Diferencial e Integral I" "112110047" "50"
"Calculo Diferencial e Integral I" "112110048" "10"
"Calculo Diferencial e Integral I" "112110051" "60"
"Calculo Diferencial e Integral I" "112110055" "30"
"Calculo Diferencial e Integral I" "112110057" "80"
"Calculo Diferencial e Integral I" "112110068" "20"
"Calculo Diferencial e Integral I" "112110071" "10"
"Calculo Diferencial e Integral I" "112110076" "10"
"Calculo Diferencial e Integral I" "112110081" "40"
"Calculo Diferencial e Integral I" "112110083" "30"
"Calculo Diferencial e Integral I" "112110089" "60"
"Calculo Diferencial e Integral I" "112110090" "30"
"Calculo Diferencial e Integral I" "112110092" "70"
"Calculo Diferencial e Integral I" "112110094" "10"
"Calculo Diferencial e Integral I" "112110101" "50"
"Calculo Diferencial e Integral I" "112110106" "60"
"Calculo Diferencial e Integral I" "112110108" "90"
"Calculo Diferencial e Integral I" "112110917" "60"
"Calculo Diferencial e Integral I" "112110923" "90"
"Calculo Diferencial e Integral I" "112110929" "20"
"Calculo Diferencial e Integral I" "112110936" "10"
"Calculo Diferencial e Integral I" "112110937" "50"
"Calculo Diferencial e Integral I" "112110938" "40"
"Calculo Diferencial e Integral I" "112110940" "30"
"Calculo Diferencial e Integral I" "112110941" "20"
"Calculo Diferencial e Integral I" "112110943" "30"
"Calculo Diferencial e Integral I" "112110944" "80"
"Calculo Diferencial e Integral I" "112110945" "10"
"Calculo Diferencial e Integral I" "112110947" "20"
"Calculo Diferencial e Integral I" "112110948" "80"
"Calculo Diferencial e Integral I" "112110949" "40"
"Calculo Diferencial e Integral I" "112110954" "70"
"Calculo Diferencial e Integral I" "112110956" "100"
"Calculo Diferencial e Integral I" "112110960" "90"
"Calculo Diferencial e Integral I" "112110961" "50"
"Calculo Diferencial e Integral I" "112150439" "90"
"Calculo Diferencial e Integral I" "112150451" "70"
"Calculo Diferencial e Integral I" "112150453" "100"
"Calculo Diferencial e Integral I" "112150455" "0"
"Calculo Diferencial e Integral I" "112150725" "100"
"Calculo Diferencial e Integral I" "112150728" "40"
"Calculo Diferencial e Integral I" "112150735" "40"
"Calculo Diferencial e Integral I" "112150916" "90"
"Calculo Diferencial e Integral I" "112150922" "30"
"Calculo Diferencial e Integral I" "112190043" "100"
"Calculo Diferencial e Integral I" "112190146" "60"
"Calculo Diferencial e Integral I" "112190148" "60"
"Calculo Diferencial e Integral I" "112210041" "30"
"Calculo Diferencial e Integral I" "112210045" "70"
"Calculo Diferencial e Integral I" "112210046" "30"
"Calculo Diferencial e Integral I" "112210056" "60"
"Calculo Diferencial e Integral I" "112210060" "90"
"Calculo Diferencial e Integral I" "112210065" "30"
"Calculo Diferencial e Integral I" "112210067" "60"
"Calculo Diferencial e Integral I" "112210068" "30"
"Calculo Diferencial e Integral I" "112210078" "70"
"Calculo Diferencial e Integral I" "112210079" "40"
"Calculo Diferencial e Integral I" "112210081" "90"
"Calculo Diferencial e Integral I" "112210086" "20"
"Calculo Diferencial e Integral I" "112210089" "30"
"Calculo Diferencial e Integral I" "112210094" "20"
"Calculo Diferencial e Integral I" "112210095" "100"
"Calculo Diferencial e Integral I" "112210096" "40"
"Calculo Diferencial e Integral I" "112210099" "80"
"Calculo Diferencial e Integral I" "112210100" "90"
"Calculo Diferencial e Integral I" "112210103" "20"
"Calculo Diferencial e Integral I" "112210105" "90"
"Calculo Diferencial e Integral I" "112210108" "80"
"Calculo Diferencial e Integral I" "112210112" "80"
"Calculo Diferencial e Integral I" "112210121" "30"
"Calculo Diferencial e Integral I" "112210122" "20"
"Calculo Diferencial e Integral I" "112210123" "60"
"Calculo Diferencial e Integral I" "112210128" "90"
"Calculo Diferencial e Integral I" "112210425" "20"
"Calculo Diferencial e Integral I" "112210434" "60"
"Calculo Diferencial e Integral I" "112210436" "40"
"Calculo Diferencial e Integral I" "112210437" "70"
"Calculo Diferencial e Integral I" "112210439" "90"
"Calculo Diferencial e Integral I" "112210446" "100"
"Calculo Diferencial e Integral I" "112210449" "100"
"Calculo Diferencial e Integral I" "112210451" "70"
"Calculo Diferencial e Integral I" "112210453" "90"
"Calculo Diferencial e Integral I" "112210454" "90"
"Calculo Diferencial e Integral I" "112210456" "70"
"Calculo Diferencial e Integral I" "112210464" "90"
"Calculo Diferencial e Integral I" "112210471" "70"
"Calculo Diferencial e Integral I" "112210472" "80"
"Calculo Diferencial e Integral I" "112210479" "90"
"Calculo Diferencial e Integral I" "112210640" "20"
"Calculo Diferencial e Integral I" "112210647" "80"
"Calculo Diferencial e Integral I" "112210650" "30"
"Calculo Diferencial e Integral I" "112210653" "50"
"Calculo Diferencial e Integral I" "112210660" "60"
"Calculo Diferencial e Integral I" "112210665" "60"
"Calculo Diferencial e Integral I" "112210666" "30"
"Calculo Diferencial e Integral I" "112210667" "70"
"Calculo Diferencial e Integral I" "112210668" "80"
"Calculo Diferencial e Integral I" "112210672" "70"
"Calculo Diferencial e Integral I" "112210777" "80"
"Calculo Diferencial e Integral I" "112210783" "90"
"Calculo Diferencial e Integral I" "112210785" "100"
"Calculo Diferencial e Integral I" "112210788" "30"
"Calculo Diferencial e Integral I" "112210789" "90"
"Calculo Diferencial e Integral I" "112210790" "40"
"Calculo Diferencial e Integral I" "112210791" "30"
"Calculo Diferencial e Integral I" "112210797" "40"
"Calculo Diferencial e Integral I" "112210869" "80"
"Calculo Diferencial e Integral I" "112210953" "20"
"Calculo Diferencial e Integral I" "112210993" "100"
"Calculo Diferencial e Integral I" "112211076" "70"
"Calculo Diferencial e Integral I" "110210047" "40"
"Calculo Diferencial e Integral I" "110210494" "50"
"Calculo Diferencial e Integral I" "112210642" "60"
"Calculo Diferencial e Integral I" "109210053" "50"
"Calculo Diferencial e Integral I" "109210295" "70"
"Calculo Diferencial e Integral I" "110210054" "70"
"Calculo Diferencial e Integral I" "110210067" "50"
"Calculo Diferencial e Integral I" "110210073" "50"
"Calculo Diferencial e Integral I" "110210095" "30"
"Calculo Diferencial e Integral I" "110210097" "40"
"Calculo Diferencial e Integral I" "110210388" "40"
"Calculo Diferencial e Integral I" "111110892" "90"
"Calculo Diferencial e Integral I" "111150553" "90"
"Calculo Diferencial e Integral I" "111210406" "90"
"Calculo Diferencial e Integral I" "111250010" "100"
"Calculo Diferencial e Integral I" "112150438" "70"
"Calculo Diferencial e Integral I" "112150448" "100"
"Calculo Diferencial e Integral I" "112210077" "100"
"Calculo Diferencial e Integral I" "112210423" "40"
"Calculo Diferencial e Integral I" "112210458" "100"
"Calculo Diferencial e Integral I" "112210480" "10"
"Calculo Diferencial e Integral II" "109110806" "100"
"Calculo Diferencial e Integral II" "109210051" "100"
"Calculo Diferencial e Integral II" "109210293" "60"
"Calculo Diferencial e Integral II" "110210102" "20"
"Calculo Diferencial e Integral II" "110210128" "40"
"Calculo Diferencial e Integral II" "110210386" "80"
"Calculo Diferencial e Integral II" "110210394" "80"
"Calculo Diferencial e Integral II" "111110089" "30"
"Calculo Diferencial e Integral II" "111110133" "10"
"Calculo Diferencial e Integral II" "111210079" "50"
"Calculo Diferencial e Integral II" "111210401" "90"
"Calculo Diferencial e Integral II" "111210787" "90"
"Calculo Diferencial e Integral II" "109110801" "40"
"Calculo Diferencial e Integral II" "109210014" "100"
"Calculo Diferencial e Integral II" "109210032" "90"
"Calculo Diferencial e Integral II" "109210046" "50"
"Calculo Diferencial e Integral II" "110110055" "70"
"Calculo Diferencial e Integral II" "110110061" "20"
"Calculo Diferencial e Integral II" "110110062" "60"
"Calculo Diferencial e Integral II" "110110067" "40"
"Calculo Diferencial e Integral II" "110110070" "70"
"Calculo Diferencial e Integral II" "110110072" "80"
"Calculo Diferencial e Integral II" "110110077" "50"
"Calculo Diferencial e Integral II" "110110090" "40"
"Calculo Diferencial e Integral II" "110110095" "60"
"Calculo Diferencial e Integral II" "110110104" "90"
"Calculo Diferencial e Integral II" "110110112" "70"
"Calculo Diferencial e Integral II" "110110122" "60"
"Calculo Diferencial e Integral II" "110110129" "70"
"Calculo Diferencial e Integral II" "110110130" "70"
"Calculo Diferencial e Integral II" "110110851" "80"
"Calculo Diferencial e Integral II" "110110853" "40"
"Calculo Diferencial e Integral II" "110110973" "30"
"Calculo Diferencial e Integral II" "110110974" "50"
"Calculo Diferencial e Integral II" "110110979" "60"
"Calculo Diferencial e Integral II" "110150167" "40"
"Calculo Diferencial e Integral II" "110150169" "40"
"Calculo Diferencial e Integral II" "110150173" "80"
"Calculo Diferencial e Integral II" "110210041" "80"
"Calculo Diferencial e Integral II" "110210046" "100"
"Calculo Diferencial e Integral II" "110210053" "100"
"Calculo Diferencial e Integral II" "110210058" "50"
"Calculo Diferencial e Integral II" "110210059" "100"
"Calculo Diferencial e Integral II" "110210060" "60"
"Calculo Diferencial e Integral II" "110210061" "50"
"Calculo Diferencial e Integral II" "110210066" "70"
"Calculo Diferencial e Integral II" "110210068" "40"
"Calculo Diferencial e Integral II" "110210072" "50"
"Calculo Diferencial e Integral II" "110210075" "30"
"Calculo Diferencial e Integral II" "110210078" "80"
"Calculo Diferencial e Integral II" "110210079" "20"
"Calculo Diferencial e Integral II" "110210080" "90"
"Calculo Diferencial e Integral II" "110210083" "40"
"Calculo Diferencial e Integral II" "110210088" "20"
"Calculo Diferencial e Integral II" "110210092" "60"
"Calculo Diferencial e Integral II" "110210093" "70"
"Calculo Diferencial e Integral II" "110210094" "40"
"Calculo Diferencial e Integral II" "110210107" "90"
"Calculo Diferencial e Integral II" "110210118" "80"
"Calculo Diferencial e Integral II" "110210130" "40"
"Calculo Diferencial e Integral II" "110210380" "70"
"Calculo Diferencial e Integral II" "110210390" "60"
"Calculo Diferencial e Integral II" "110210391" "70"
"Calculo Diferencial e Integral II" "110210392" "100"
"Calculo Diferencial e Integral II" "110210397" "40"
"Calculo Diferencial e Integral II" "110210560" "70"
"Calculo Diferencial e Integral II" "111110060" "40"
"Calculo Diferencial e Integral II" "111110064" "50"
"Calculo Diferencial e Integral II" "111110071" "0"
"Calculo Diferencial e Integral II" "111110076" "0"
"Calculo Diferencial e Integral II" "111110080" "50"
"Calculo Diferencial e Integral II" "111110083" "0"
"Calculo Diferencial e Integral II" "111110090" "10"
"Calculo Diferencial e Integral II" "111110091" "70"
"Calculo Diferencial e Integral II" "111110092" "10"
"Calculo Diferencial e Integral II" "111110103" "20"
"Calculo Diferencial e Integral II" "111110114" "60"
"Calculo Diferencial e Integral II" "111110118" "80"
"Calculo Diferencial e Integral II" "111110121" "20"
"Calculo Diferencial e Integral II" "111110126" "20"
"Calculo Diferencial e Integral II" "111110128" "20"
"Calculo Diferencial e Integral II" "111110134" "10"
"Calculo Diferencial e Integral II" "111110135" "40"
"Calculo Diferencial e Integral II" "111110139" "30"
"Calculo Diferencial e Integral II" "111110898" "30"
"Calculo Diferencial e Integral II" "111110900" "60"
"Calculo Diferencial e Integral II" "111110905" "80"
"Calculo Diferencial e Integral II" "111110911" "50"
"Calculo Diferencial e Integral II" "111110912" "40"
"Calculo Diferencial e Integral II" "111110922" "90"
"Calculo Diferencial e Integral II" "111110929" "40"
"Calculo Diferencial e Integral II" "111110931" "50"
"Calculo Diferencial e Integral II" "111110939" "10"
"Calculo Diferencial e Integral II" "111150283" "80"
"Calculo Diferencial e Integral II" "111150292" "70"
"Calculo Diferencial e Integral II" "111150493" "100"
"Calculo Diferencial e Integral II" "111150551" "80"
"Calculo Diferencial e Integral II" "111210417" "80"
"Calculo Diferencial e Integral II" "111210655" "90"
"Calculo Diferencial e Integral II" "111210748" "90"
"Calculo Diferencial e Integral II" "112110036" "20"
"Calculo Diferencial e Integral II" "112110100" "90"
"Calculo Diferencial e Integral II" "112110920" "80"
"Calculo Diferencial e Integral II" "112150443" "60"
"Calculo Diferencial e Integral II" "110210109" "100"
"Calculo Diferencial e Integral II" "110210111" "50"
"Calculo Diferencial e Integral II" "110210385" "90"
"Calculo Diferencial e Integral II" "110210495" "100"
"Calculo Diferencial e Integral II" "111110063" "40"
"Calculo Diferencial e Integral II" "111110100" "100"
"Calculo Diferencial e Integral II" "111110130" "40"
"Calculo Diferencial e Integral II" "111110895" "50"
"Calculo Diferencial e Integral II" "111110919" "40"
"Calculo Diferencial e Integral II" "111110921" "0"
"Calculo Diferencial e Integral II" "111110925" "20"
"Calculo Diferencial e Integral II" "111110926" "80"
"Calculo Diferencial e Integral II" "111110938" "90"
"Calculo Diferencial e Integral II" "111110941" "80"
"Calculo Diferencial e Integral II" "111150282" "60"
"Calculo Diferencial e Integral II" "111150494" "100"
"Calculo Diferencial e Integral II" "111210050" "70"
"Calculo Diferencial e Integral II" "111210056" "20"
"Calculo Diferencial e Integral II" "111210391" "60"
"Calculo Diferencial e Integral II" "111210400" "60"
"Calculo Diferencial e Integral II" "111210407" "80"
"Calculo Diferencial e Integral II" "111210410" "80"
"Calculo Diferencial e Integral II" "111210411" "40"
"Calculo Diferencial e Integral II" "111210414" "100"
"Calculo Diferencial e Integral II" "111210422" "20"
"Calculo Diferencial e Integral II" "111210426" "70"
"Calculo Diferencial e Integral II" "111210428" "90"
"Calculo Diferencial e Integral II" "111210438" "80"
"Calculo Diferencial e Integral II" "111210442" "40"
"Calculo Diferencial e Integral II" "111210445" "40"
"Calculo Diferencial e Integral II" "111210452" "50"
"Calculo Diferencial e Integral II" "111210653" "70"
"Calculo Diferencial e Integral II" "111210665" "100"
"Calculo Diferencial e Integral II" "111210792" "60"
"Calculo Diferencial e Integral II" "111210870" "90"
"Calculo Diferencial e Integral II" "111210872" "60"
"Calculo Diferencial e Integral II" "111210951" "100"
"Calculo Diferencial e Integral II" "112110001" "20"
"Calculo Diferencial e Integral II" "112110002" "80"
"Calculo Diferencial e Integral II" "112110020" "30"
"Calculo Diferencial e Integral II" "112110024" "80"
"Calculo Diferencial e Integral II" "112110025" "40"
"Calculo Diferencial e Integral II" "112110044" "20"
"Calculo Diferencial e Integral II" "112110048" "20"
"Calculo Diferencial e Integral II" "112110055" "60"
"Calculo Diferencial e Integral II" "112110068" "60"
"Calculo Diferencial e Integral II" "112110071" "10"
"Calculo Diferencial e Integral II" "112110076" "0"
"Calculo Diferencial e Integral II" "112110081" "70"
"Calculo Diferencial e Integral II" "112110083" "50"
"Calculo Diferencial e Integral II" "112110090" "10"
"Calculo Diferencial e Integral II" "112110094" "30"
"Calculo Diferencial e Integral II" "112110101" "90"
"Calculo Diferencial e Integral II" "112110929" "80"
"Calculo Diferencial e Integral II" "112110936" "40"
"Calculo Diferencial e Integral II" "112110938" "60"
"Calculo Diferencial e Integral II" "112110940" "30"
"Calculo Diferencial e Integral II" "112110941" "30"
"Calculo Diferencial e Integral II" "112110943" "60"
"Calculo Diferencial e Integral II" "112110945" "10"
"Calculo Diferencial e Integral II" "112110947" "60"
"Calculo Diferencial e Integral II" "112110949" "40"
"Calculo Diferencial e Integral II" "112110961" "90"
"Calculo Diferencial e Integral II" "112150455" "60"
"Calculo Diferencial e Integral II" "112150728" "80"
"Calculo Diferencial e Integral II" "112150735" "60"
"Calculo Diferencial e Integral II" "112190146" "70"
"Calculo Diferencial e Integral II" "112210795" "100"
"Calculo Diferencial e Integral II" "109110095" "70"
"Calculo Diferencial e Integral II" "110210110" "40"
"Calculo Diferencial e Integral II" "110210114" "60"
"Calculo Diferencial e Integral II" "110210526" "10"
"Calculo Diferencial e Integral II" "109110111" "40"
"Calculo Diferencial e Integral II" "109110800" "60"
