"disciplina" "matricula" "competencia"
"Calculo Diferencial e Integral I" "112210479" "90"
"Calculo Diferencial e Integral I" "112210640" "10"
"Calculo Diferencial e Integral I" "112210647" "70"
"Calculo Diferencial e Integral I" "112210650" "20"
"Calculo Diferencial e Integral I" "112210653" "40"
"Calculo Diferencial e Integral I" "112210660" "40"
"Calculo Diferencial e Integral I" "112210665" "40"
"Calculo Diferencial e Integral I" "112210666" "20"
"Calculo Diferencial e Integral I" "112210667" "60"
"Calculo Diferencial e Integral I" "112210668" "70"
"Calculo Diferencial e Integral I" "112210672" "60"
"Calculo Diferencial e Integral I" "112210777" "70"
"Calculo Diferencial e Integral I" "112210783" "70"
"Calculo Diferencial e Integral I" "112210785" "90"
"Calculo Diferencial e Integral I" "112210788" "20"
"Calculo Diferencial e Integral I" "112210789" "70"
"Calculo Diferencial e Integral I" "112210790" "20"
"Calculo Diferencial e Integral I" "112210791" "10"
"Calculo Diferencial e Integral I" "112210797" "30"
"Calculo Diferencial e Integral I" "112210869" "60"
"Calculo Diferencial e Integral I" "112210953" "10"
"Calculo Diferencial e Integral I" "112210993" "90"
"Calculo Diferencial e Integral I" "112211076" "50"
"Calculo Diferencial e Integral I" "110210047" "20"
"Calculo Diferencial e Integral I" "110210494" "30"
"Calculo Diferencial e Integral I" "112210642" "40"
"Calculo Diferencial e Integral I" "109210053" "40"
"Calculo Diferencial e Integral I" "109210295" "60"
"Calculo Diferencial e Integral I" "110210054" "60"
"Calculo Diferencial e Integral I" "110210067" "40"
"Calculo Diferencial e Integral I" "110210073" "40"
"Calculo Diferencial e Integral I" "110210095" "20"
"Calculo Diferencial e Integral I" "110210097" "30"
"Calculo Diferencial e Integral I" "110210388" "30"
"Calculo Diferencial e Integral I" "111110892" "80"
"Calculo Diferencial e Integral I" "111150553" "80"
"Calculo Diferencial e Integral I" "111210406" "90"
"Calculo Diferencial e Integral I" "111250010" "100"
"Calculo Diferencial e Integral I" "112150438" "50"
"Calculo Diferencial e Integral I" "112150448" "100"
"Calculo Diferencial e Integral I" "112210077" "90"
"Calculo Diferencial e Integral I" "112210423" "30"
"Calculo Diferencial e Integral I" "112210458" "90"
"Calculo Diferencial e Integral I" "112210480" "0"
"Calculo Diferencial e Integral II" "109110806" "100"
"Calculo Diferencial e Integral II" "109210051" "100"
"Calculo Diferencial e Integral II" "109210293" "50"
"Calculo Diferencial e Integral II" "110210102" "10"
"Calculo Diferencial e Integral II" "110210128" "20"
"Calculo Diferencial e Integral II" "110210386" "70"
"Calculo Diferencial e Integral II" "110210394" "80"
"Calculo Diferencial e Integral II" "111110089" "20"
"Calculo Diferencial e Integral II" "111110133" "0"
"Calculo Diferencial e Integral II" "111210079" "40"
"Calculo Diferencial e Integral II" "111210401" "80"
"Calculo Diferencial e Integral II" "111210787" "80"
"Calculo Diferencial e Integral II" "109110801" "30"
"Calculo Diferencial e Integral II" "109210014" "90"
"Calculo Diferencial e Integral II" "109210032" "90"
"Calculo Diferencial e Integral II" "109210046" "40"
"Calculo Diferencial e Integral II" "110110055" "60"
"Calculo Diferencial e Integral II" "110110061" "10"
"Calculo Diferencial e Integral II" "110110062" "60"
"Calculo Diferencial e Integral II" "110110067" "30"
"Calculo Diferencial e Integral II" "110110070" "60"
"Calculo Diferencial e Integral II" "110110072" "80"
"Calculo Diferencial e Integral II" "110110077" "40"
"Calculo Diferencial e Integral II" "110110090" "20"
"Calculo Diferencial e Integral II" "110110095" "60"
"Calculo Diferencial e Integral II" "110110104" "80"
"Calculo Diferencial e Integral II" "110110112" "60"
"Calculo Diferencial e Integral II" "110110122" "50"
"Calculo Diferencial e Integral II" "110110129" "70"
"Calculo Diferencial e Integral II" "110110130" "60"
"Calculo Diferencial e Integral II" "110110851" "70"
"Calculo Diferencial e Integral II" "110110853" "20"
"Calculo Diferencial e Integral II" "110110973" "20"
"Calculo Diferencial e Integral II" "110110974" "40"
"Calculo Diferencial e Integral II" "110110979" "50"
"Calculo Diferencial e Integral II" "110150167" "30"
"Calculo Diferencial e Integral II" "110150169" "30"
"Calculo Diferencial e Integral II" "110150173" "70"
"Calculo Diferencial e Integral II" "110210041" "80"
"Calculo Diferencial e Integral II" "110210046" "90"
"Calculo Diferencial e Integral II" "110210053" "90"
"Calculo Diferencial e Integral II" "110210058" "40"
"Calculo Diferencial e Integral II" "110210059" "100"
"Calculo Diferencial e Integral II" "110210060" "40"
"Calculo Diferencial e Integral II" "110210061" "40"
"Calculo Diferencial e Integral II" "110210066" "70"
"Calculo Diferencial e Integral II" "110210068" "30"
"Calculo Diferencial e Integral II" "110210072" "40"
"Calculo Diferencial e Integral II" "110210075" "20"
"Calculo Diferencial e Integral II" "110210078" "80"
"Calculo Diferencial e Integral II" "110210079" "10"
"Calculo Diferencial e Integral II" "110210080" "80"
"Calculo Diferencial e Integral II" "110210083" "30"
"Calculo Diferencial e Integral II" "110210088" "10"
"Calculo Diferencial e Integral II" "110210092" "50"
"Calculo Diferencial e Integral II" "110210093" "60"
"Calculo Diferencial e Integral II" "110210094" "20"
"Calculo Diferencial e Integral II" "110210107" "90"
"Calculo Diferencial e Integral II" "110210118" "80"
"Calculo Diferencial e Integral II" "110210130" "30"
"Calculo Diferencial e Integral II" "110210380" "60"
"Calculo Diferencial e Integral II" "110210390" "50"
"Calculo Diferencial e Integral II" "110210391" "60"
"Calculo Diferencial e Integral II" "110210392" "90"
"Calculo Diferencial e Integral II" "110210397" "20"
"Calculo Diferencial e Integral II" "110210560" "60"
"Calculo Diferencial e Integral II" "111110060" "20"
"Calculo Diferencial e Integral II" "111110064" "30"
"Calculo Diferencial e Integral II" "111110071" "0"
"Calculo Diferencial e Integral II" "111110076" "0"
"Calculo Diferencial e Integral II" "111110080" "40"
"Calculo Diferencial e Integral II" "111110083" "0"
"Calculo Diferencial e Integral II" "111110090" "0"
"Calculo Diferencial e Integral II" "111110091" "60"
"Calculo Diferencial e Integral II" "111110092" "0"
"Calculo Diferencial e Integral II" "111110103" "10"
"Calculo Diferencial e Integral II" "111110114" "50"
"Calculo Diferencial e Integral II" "111110118" "80"
"Calculo Diferencial e Integral II" "111110121" "10"
"Calculo Diferencial e Integral II" "111110126" "10"
"Calculo Diferencial e Integral II" "111110128" "10"
"Calculo Diferencial e Integral II" "111110134" "0"
"Calculo Diferencial e Integral II" "111110135" "20"
"Calculo Diferencial e Integral II" "111110139" "20"
"Calculo Diferencial e Integral II" "111110898" "20"
"Calculo Diferencial e Integral II" "111110900" "50"
"Calculo Diferencial e Integral II" "111110905" "70"
"Calculo Diferencial e Integral II" "111110911" "40"
"Calculo Diferencial e Integral II" "111110912" "30"
"Calculo Diferencial e Integral II" "111110922" "90"
"Calculo Diferencial e Integral II" "111110929" "20"
"Calculo Diferencial e Integral II" "111110931" "40"
"Calculo Diferencial e Integral II" "111110939" "10"
"Calculo Diferencial e Integral II" "111150283" "70"
"Calculo Diferencial e Integral II" "111150292" "60"
"Calculo Diferencial e Integral II" "111150493" "90"
"Calculo Diferencial e Integral II" "111150551" "70"
"Calculo Diferencial e Integral II" "111210417" "70"
"Calculo Diferencial e Integral II" "111210655" "90"
"Calculo Diferencial e Integral II" "111210748" "90"
"Calculo Diferencial e Integral II" "112110036" "10"
"Calculo Diferencial e Integral II" "112110100" "80"
"Calculo Diferencial e Integral II" "112110920" "70"
"Calculo Diferencial e Integral II" "112150443" "50"
"Calculo Diferencial e Integral II" "110210109" "100"
"Calculo Diferencial e Integral II" "110210111" "40"
"Calculo Diferencial e Integral II" "110210385" "80"
"Calculo Diferencial e Integral II" "110210495" "90"
"Calculo Diferencial e Integral II" "111110063" "30"
"Calculo Diferencial e Integral II" "111110100" "100"
"Calculo Diferencial e Integral II" "111110130" "30"
"Calculo Diferencial e Integral II" "111110895" "40"
"Calculo Diferencial e Integral II" "111110919" "30"
"Calculo Diferencial e Integral II" "111110921" "0"
"Calculo Diferencial e Integral II" "111110925" "10"
"Calculo Diferencial e Integral II" "111110926" "70"
"Calculo Diferencial e Integral II" "111110938" "80"
"Calculo Diferencial e Integral II" "111110941" "70"
"Calculo Diferencial e Integral II" "111150282" "50"
"Calculo Diferencial e Integral II" "111150494" "100"
"Calculo Diferencial e Integral II" "111210050" "60"
"Calculo Diferencial e Integral II" "111210056" "10"
"Calculo Diferencial e Integral II" "111210391" "40"
"Calculo Diferencial e Integral II" "111210400" "50"
"Calculo Diferencial e Integral II" "111210407" "70"
"Calculo Diferencial e Integral II" "111210410" "70"
"Calculo Diferencial e Integral II" "111210411" "30"
"Calculo Diferencial e Integral II" "111210414" "100"
"Calculo Diferencial e Integral II" "111210422" "10"
"Calculo Diferencial e Integral II" "111210426" "60"
"Calculo Diferencial e Integral II" "111210428" "90"
"Calculo Diferencial e Integral II" "111210438" "80"
"Calculo Diferencial e Integral II" "111210442" "30"
"Calculo Diferencial e Integral II" "111210445" "30"
"Calculo Diferencial e Integral II" "111210452" "40"
"Calculo Diferencial e Integral II" "111210653" "60"
"Calculo Diferencial e Integral II" "111210665" "100"
"Calculo Diferencial e Integral II" "111210792" "40"
"Calculo Diferencial e Integral II" "111210870" "80"
"Calculo Diferencial e Integral II" "111210872" "50"
"Calculo Diferencial e Integral II" "111210951" "100"
"Calculo Diferencial e Integral II" "112110001" "10"
"Calculo Diferencial e Integral II" "112110002" "80"
"Calculo Diferencial e Integral II" "112110020" "20"
"Calculo Diferencial e Integral II" "112110024" "70"
"Calculo Diferencial e Integral II" "112110025" "20"
"Calculo Diferencial e Integral II" "112110044" "10"
"Calculo Diferencial e Integral II" "112110048" "10"
"Calculo Diferencial e Integral II" "112110055" "50"
"Calculo Diferencial e Integral II" "112110068" "50"
"Calculo Diferencial e Integral II" "112110071" "10"
"Calculo Diferencial e Integral II" "112110076" "0"
"Calculo Diferencial e Integral II" "112110081" "60"
"Calculo Diferencial e Integral II" "112110083" "40"
"Calculo Diferencial e Integral II" "112110090" "10"
"Calculo Diferencial e Integral II" "112110094" "20"
"Calculo Diferencial e Integral II" "112110101" "80"
"Calculo Diferencial e Integral II" "112110929" "70"
"Calculo Diferencial e Integral II" "112110936" "30"
"Calculo Diferencial e Integral II" "112110938" "40"
"Calculo Diferencial e Integral II" "112110940" "20"
"Calculo Diferencial e Integral II" "112110941" "20"
"Calculo Diferencial e Integral II" "112110943" "40"
"Calculo Diferencial e Integral II" "112110945" "0"
"Calculo Diferencial e Integral II" "112110947" "50"
"Calculo Diferencial e Integral II" "112110949" "30"
"Calculo Diferencial e Integral II" "112110961" "90"
"Calculo Diferencial e Integral II" "112150455" "50"
"Calculo Diferencial e Integral II" "112150728" "70"
"Calculo Diferencial e Integral II" "112150735" "50"
"Calculo Diferencial e Integral II" "112190146" "60"
"Calculo Diferencial e Integral II" "112210795" "90"
"Calculo Diferencial e Integral II" "109110095" "60"
"Calculo Diferencial e Integral II" "110210110" "30"
"Calculo Diferencial e Integral II" "110210114" "50"
"Calculo Diferencial e Integral II" "110210526" "0"
"Calculo Diferencial e Integral II" "109110111" "30"
"Calculo Diferencial e Integral II" "109110800" "50"
"Calculo Diferencial e Integral II" "109210009" "60"
"Calculo Diferencial e Integral II" "110210047" "20"
"Calculo Diferencial e Integral II" "110210091" "80"
"Calculo Diferencial e Integral II" "111210061" "50"
"Calculo Diferencial e Integral II" "112110069" "90"
"Calculo Diferencial e Integral II" "110210494" "70"
"Calculo Diferencial e Integral II" "112210431" "10"
"Calculo Diferencial e Integral II" "110210073" "70"
"Calculo Diferencial e Integral II" "110210095" "40"
"Calculo Diferencial e Integral II" "110210097" "20"
"Calculo Diferencial e Integral II" "110210388" "60"
"Calculo Diferencial e Integral II" "109210050" "80"
"Calculo Diferencial e Integral II" "109210291" "100"
"Calculo Diferencial e Integral II" "109210294" "90"
"Calculo Diferencial e Integral II" "109210299" "10"
"Calculo Diferencial e Integral II" "110210052" "20"
"Calculo Diferencial e Integral II" "110210105" "90"
"Calculo Diferencial e Integral II" "110210129" "50"
"Calculo Diferencial e Integral II" "110210383" "90"
"Calculo Diferencial e Integral II" "110210395" "90"
"Calculo Diferencial e Integral II" "110210580" "70"
"Calculo Diferencial e Integral II" "111110119" "50"
"Calculo Diferencial e Integral II" "112150736" "80"
"Calculo Diferencial e Integral II" "112210469" "80"
"Calculo Diferencial e Integral II" "112210780" "90"
"Calculo Diferencial e Integral II" "112210781" "30"
"Calculo Diferencial e Integral III" "110210560" "0"
"Calculo Diferencial e Integral III" "109110122" "50"
"Compiladores" "105210141" "90"
"Compiladores" "107110017" "60"
"Compiladores" "107210004" "70"
"Compiladores" "107210030" "90"
"Compiladores" "108110013" "30"
"Compiladores" "108110019" "100"
"Compiladores" "108110025" "40"
"Compiladores" "108110501" "50"
"Compiladores" "108210282" "80"
"Compiladores" "109110119" "10"
"Compiladores" "109210019" "20"
"Compiladores" "109210285" "30"
"Compiladores" "110110118" "50"
"Compiladores" "111110074" "90"
"Compiladores" "111110916" "100"
"Compiladores" "111210057" "70"
"Compiladores" "112110919" "50"
"Compiladores" "109210034" "0"
"Compiladores" "109210036" "10"
"Compiladores" "109210286" "10"
"Compiladores" "110110047" "0"
"Compiladores" "110110114" "60"
"Compiladores" "110110848" "90"
"Compiladores" "110110973" "60"
"Compiladores" "110210075" "90"
"Compiladores" "107110032" "70"
"Compiladores" "107110437" "70"
"Compiladores" "107210010" "90"
"Compiladores" "108110007" "20"
"Compiladores" "108210004" "50"
"Compiladores" "108210030" "90"
"Compiladores" "108210039" "70"
"Compiladores" "108210202" "40"
"Compiladores" "108210312" "80"
"Compiladores" "108210334" "40"
"Compiladores" "109110029" "40"
"Compiladores" "109110054" "50"
"Compiladores" "109110063" "10"
"Compiladores" "109110065" "20"
"Compiladores" "109110066" "70"
"Compiladores" "109110070" "50"
"Compiladores" "109110073" "60"
"Compiladores" "109110075" "60"
"Compiladores" "109110076" "100"
"Compiladores" "109110084" "0"
"Compiladores" "109110085" "20"
"Compiladores" "109110100" "0"
"Compiladores" "109110108" "60"
"Compiladores" "109110112" "50"
"Compiladores" "109110118" "90"
"Compiladores" "109110120" "40"
"Compiladores" "109110122" "20"
"Compiladores" "109110808" "60"
"Compiladores" "109150001" "70"
"Compiladores" "109150027" "40"
"Compiladores" "109150038" "10"
"Compiladores" "110110045" "80"
"Compiladores" "110110069" "60"
"Compiladores" "110110123" "40"
"Compiladores" "110110124" "30"
"Compiladores" "110110978" "60"
"Compiladores" "111110088" "80"
"Compiladores" "111210042" "80"
"Compiladores" "111210113" "80"
"Compiladores" "105110107" "80"
"Compiladores" "105210160" "90"
"Compiladores" "106210151" "80"
"Compiladores" "106210165" "60"
"Compiladores" "106210176" "50"
"Compiladores" "107110001" "10"
"Compiladores" "107110021" "20"
"Compiladores" "107110434" "80"
"Compiladores" "107210001" "70"
"Compiladores" "107210012" "70"
"Compiladores" "107210013" "90"
"Compiladores" "108110001" "30"
"Compiladores" "108110002" "30"
"Compiladores" "108110003" "40"
"Compiladores" "108110004" "60"
"Compiladores" "108110005" "10"
"Compiladores" "108110010" "30"
"Compiladores" "108110015" "50"
"Compiladores" "108110016" "70"
"Compiladores" "108110018" "10"
"Compiladores" "108110020" "40"
"Compiladores" "108110021" "30"
"Compiladores" "108110024" "10"
"Compiladores" "108110028" "40"
"Compiladores" "108110031" "20"
"Compiladores" "108110032" "10"
"Compiladores" "108110034" "30"
"Compiladores" "108110035" "0"
"Compiladores" "108110500" "30"
"Compiladores" "108110502" "0"
"Compiladores" "108110604" "30"
"Compiladores" "108210003" "20"
"Compiladores" "108210200" "10"
"Compiladores" "108210204" "20"
"Compiladores" "108210206" "10"
"Compiladores" "108210284" "30"
"Compiladores" "110110093" "70"
"Compiladores" "110210045" "50"
"Compiladores" "111110122" "90"
"Compiladores" "111210419" "100"
"Compiladores" "108210211" "60"
"Compiladores" "108110023" "40"
"Compiladores" "104210032" "80"
"Compiladores" "107110005" "20"
"Compiladores" "107110025" "20"
"Compiladores" "107110436" "40"
"Compiladores" "111110902" "100"
"Compiladores" "111210090" "50"
"Compiladores" "112110935" "90"
"Compiladores" "112210088" "80"
"Direito e Cidadania" "108110025" "40"
"Direito e Cidadania" "108110501" "40"
"Direito e Cidadania" "108210019" "40"
"Direito e Cidadania" "108210282" "40"
"Direito e Cidadania" "108210353" "60"
"Direito e Cidadania" "109110057" "40"
"Direito e Cidadania" "109110119" "30"
"Direito e Cidadania" "109150028" "10"
"Direito e Cidadania" "110210128" "90"
"Direito e Cidadania" "110210386" "50"
"Direito e Cidadania" "110210615" "80"
"Direito e Cidadania" "111110074" "70"
"Direito e Cidadania" "111150427" "90"
"Direito e Cidadania" "109210034" "90"
"Direito e Cidadania" "109210036" "30"
"Direito e Cidadania" "109210046" "30"
"Direito e Cidadania" "109210286" "10"
"Direito e Cidadania" "110110044" "60"
"Direito e Cidadania" "110110049" "80"
"Direito e Cidadania" "110110052" "30"
"Direito e Cidadania" "110110055" "80"
"Direito e Cidadania" "110110058" "80"
"Direito e Cidadania" "110110061" "30"
"Direito e Cidadania" "110110070" "30"
"Direito e Cidadania" "110110085" "100"
"Direito e Cidadania" "110110095" "60"
"Direito e Cidadania" "110110104" "30"
"Direito e Cidadania" "110110110" "60"
"Direito e Cidadania" "110110112" "90"
"Direito e Cidadania" "110110117" "70"
"Direito e Cidadania" "110110121" "80"
"Direito e Cidadania" "110110125" "50"
"Direito e Cidadania" "110110127" "80"
"Direito e Cidadania" "110110129" "50"
"Direito e Cidadania" "110110130" "30"
"Direito e Cidadania" "110110132" "90"
"Direito e Cidadania" "110110853" "10"
"Direito e Cidadania" "110110973" "70"
"Direito e Cidadania" "110150167" "30"
"Direito e Cidadania" "110150169" "80"
"Direito e Cidadania" "110210044" "30"
"Direito e Cidadania" "110210046" "30"
"Direito e Cidadania" "110210053" "30"
"Direito e Cidadania" "110210065" "90"
"Direito e Cidadania" "110210066" "20"
"Direito e Cidadania" "110210068" "60"
"Direito e Cidadania" "110210072" "70"
"Direito e Cidadania" "110210079" "90"
"Direito e Cidadania" "110210080" "60"
"Direito e Cidadania" "110210082" "90"
"Direito e Cidadania" "110210083" "80"
"Direito e Cidadania" "110210088" "10"
"Direito e Cidadania" "110210092" "20"
"Direito e Cidadania" "110210093" "20"
"Direito e Cidadania" "110210107" "20"
"Direito e Cidadania" "110210117" "10"
"Direito e Cidadania" "110210130" "70"
"Direito e Cidadania" "110210380" "50"
"Direito e Cidadania" "110210391" "80"
"Direito e Cidadania" "110210397" "90"
"Direito e Cidadania" "110210560" "50"
"Direito e Cidadania" "111110060" "10"
"Direito e Cidadania" "111110090" "70"
"Direito e Cidadania" "111110091" "10"
"Direito e Cidadania" "111110118" "90"
"Direito e Cidadania" "111110127" "100"
"Direito e Cidadania" "111110135" "60"
"Direito e Cidadania" "111110139" "60"
"Direito e Cidadania" "111110898" "10"
"Direito e Cidadania" "111110900" "60"
"Direito e Cidadania" "111110905" "10"
"Direito e Cidadania" "111110907" "20"
"Direito e Cidadania" "111110908" "90"
"Direito e Cidadania" "111110911" "0"
"Direito e Cidadania" "111110928" "0"
"Direito e Cidadania" "111110929" "70"
"Direito e Cidadania" "111110939" "0"
"Direito e Cidadania" "111150283" "60"
"Direito e Cidadania" "111150493" "70"
"Direito e Cidadania" "111210416" "50"
"Direito e Cidadania" "112150437" "80"
"Direito e Cidadania" "109210026" "100"
"Direito e Cidadania" "110110098" "30"
"Direito e Cidadania" "110210049" "100"
"Direito e Cidadania" "110210096" "100"
"Direito e Cidadania" "110210103" "100"
"Direito e Cidadania" "110210108" "70"
"Direito e Cidadania" "110210111" "20"
"Direito e Cidadania" "110210113" "10"
"Direito e Cidadania" "110210115" "70"
"Direito e Cidadania" "110210382" "20"
"Direito e Cidadania" "110210384" "90"
"Direito e Cidadania" "110210559" "100"
"Direito e Cidadania" "110210613" "80"
"Direito e Cidadania" "111110926" "0"
"Direito e Cidadania" "111110938" "0"
"Direito e Cidadania" "111210062" "90"
"Direito e Cidadania" "111210096" "0"
"Direito e Cidadania" "111210415" "90"
"Direito e Cidadania" "111210445" "0"
"Direito e Cidadania" "111210794" "80"
"Direito e Cidadania" "112110954" "0"
"Direito e Cidadania" "112150726" "0"
"Direito e Cidadania" "108210022" "20"
"Direito e Cidadania" "108210030" "60"
"Direito e Cidadania" "108210039" "60"
"Direito e Cidadania" "108210202" "40"
"Direito e Cidadania" "108210312" "40"
"Direito e Cidadania" "108210334" "40"
"Direito e Cidadania" "109110029" "20"
"Direito e Cidadania" "109110062" "100"
"Direito e Cidadania" "109110063" "70"
"Direito e Cidadania" "109110068" "20"
"Direito e Cidadania" "109110070" "10"
"Direito e Cidadania" "109110073" "80"
"Direito e Cidadania" "109110075" "40"
"Direito e Cidadania" "109110084" "70"
"Direito e Cidadania" "109110085" "10"
"Direito e Cidadania" "109110092" "100"
"Direito e Cidadania" "109110095" "50"
"Direito e Cidadania" "109110100" "10"
"Direito e Cidadania" "109110115" "70"
"Direito e Cidadania" "109110120" "10"
"Direito e Cidadania" "109110122" "10"
"Direito e Cidadania" "109150001" "10"
"Direito e Cidadania" "109150027" "80"
"Direito e Cidadania" "109150038" "10"
"Direito e Cidadania" "109210029" "50"
"Direito e Cidadania" "109210300" "70"
"Direito e Cidadania" "110110053" "30"
"Direito e Cidadania" "110210114" "80"
"Direito e Cidadania" "110210526" "70"
"Direito e Cidadania" "111110079" "20"
"Direito e Cidadania" "111110923" "20"
"Direito e Cidadania" "111210042" "50"
"Direito e Cidadania" "111210066" "90"
"Direito e Cidadania" "111210120" "60"
"Direito e Cidadania" "107210016" "60"
"Direito e Cidadania" "107210032" "50"
"Direito e Cidadania" "107210333" "90"
"Direito e Cidadania" "108110001" "70"
"Direito e Cidadania" "108110002" "20"
"Direito e Cidadania" "108110003" "50"
"Direito e Cidadania" "108110004" "90"
"Direito e Cidadania" "108110005" "50"
"Direito e Cidadania" "108110009" "50"
"Direito e Cidadania" "108110015" "50"
"Direito e Cidadania" "108110021" "40"
"Direito e Cidadania" "108110028" "40"
"Direito e Cidadania" "108110031" "40"
"Direito e Cidadania" "108110032" "40"
"Direito e Cidadania" "108110500" "40"
"Direito e Cidadania" "108110502" "40"
"Direito e Cidadania" "108110604" "40"
"Direito e Cidadania" "108210003" "70"
"Direito e Cidadania" "108210206" "40"
"Direito e Cidadania" "109110079" "40"
"Direito e Cidadania" "109110807" "80"
"Direito e Cidadania" "109210009" "80"
"Direito e Cidadania" "110210047" "90"
"Direito e Cidadania" "110210091" "20"
"Direito e Cidadania" "111110086" "20"
"Direito e Cidadania" "111210061" "50"
"Direito e Cidadania" "112110046" "70"
"Direito e Cidadania" "108110023" "40"
"Direito e Cidadania" "110210054" "20"
"Direito e Cidadania" "110210095" "20"
"Direito e Cidadania" "110210388" "10"
"Direito e Cidadania" "112150448" "60"
"Direito e Cidadania" "109210291" "30"
"Direito e Cidadania" "110210052" "30"
"Direito e Cidadania" "110210105" "60"
"Direito e Cidadania" "110210129" "60"
"Direito e Cidadania" "110210383" "20"
"Direito e Cidadania" "110210395" "80"
"Direito e Cidadania" "110210580" "70"
"Direito e Cidadania" "111210090" "50"
"Direito e Cidadania" "106210600" "50"
"Direito e Cidadania" "109210011" "30"
"Direito e Cidadania" "109210290" "80"
"Direito e Cidadania" "110110059" "30"
"Direito e Cidadania" "110110106" "30"
"Direito e Cidadania" "111110109" "20"
"Direito e Cidadania" "111110896" "10"
"Direito e Cidadania" "111210064" "0"
"Direito e Cidadania" "111210840" "90"
"Direito e Cidadania" "112110103" "50"
"Direito e Cidadania" "112210118" "60"
"Direito e Cidadania" "112210919" "60"
"Economia" "107110017" "20"
"Economia" "107210007" "20"
"Economia" "108110013" "10"
"Economia" "108110501" "30"
"Economia" "109110056" "40"
"Economia" "109110057" "50"
"Economia" "109150028" "70"
"Economia" "109210019" "30"
"Economia" "109210030" "30"
"Economia" "109210051" "60"
"Economia" "109210060" "20"
"Economia" "109210285" "20"
"Economia" "111110089" "30"
"Economia" "111210430" "80"
"Economia" "111210660" "80"
"Economia" "111210787" "50"
"Economia" "112110105" "30"
"Economia" "112110919" "40"
"Economia" "112210460" "10"
"Economia" "109210032" "90"
"Economia" "110110129" "60"
"Economia" "110110853" "20"
"Economia" "110110979" "70"
"Economia" "110150167" "30"
"Economia" "110210078" "40"
"Economia" "110210390" "0"
"Economia" "110210392" "80"
"Economia" "111110127" "50"
"Economia" "112110920" "60"
"Economia" "112110952" "60"
"Economia" "112110955" "90"
"Economia" "112150443" "70"
"Economia" "112210433" "70"
"Economia" "109210001" "30"
"Economia" "109210474" "90"
"Economia" "110110063" "70"
"Economia" "110110098" "70"
"Economia" "110210099" "40"
"Economia" "110210396" "80"
"Economia" "110210557" "90"
"Economia" "111210096" "100"
"Economia" "111210405" "90"
"Economia" "111210434" "100"
"Economia" "111210441" "90"
"Economia" "111210952" "80"
"Economia" "112110092" "80"
"Economia" "112110948" "70"
"Economia" "112150453" "80"
"Economia" "112150732" "60"
"Economia" "112210795" "60"
"Economia" "108210202" "50"
"Economia" "109110074" "50"
"Economia" "109110805" "50"
"Economia" "110110045" "40"
"Economia" "105210160" "50"
"Economia" "107110014" "10"
"Economia" "107210012" "20"
"Economia" "107210013" "10"
"Economia" "107210016" "10"
"Economia" "107210032" "20"
"Economia" "108110005" "0"
"Economia" "108110021" "10"
"Economia" "108110024" "40"
"Economia" "108110031" "20"
"Economia" "108110034" "40"
"Economia" "108110500" "10"
"Economia" "108110604" "10"
"Economia" "108210204" "0"
"Economia" "111110122" "60"
"Economia" "109110807" "40"
"Economia" "109210009" "60"
"Economia" "109210049" "100"
"Economia" "111210061" "50"
"Economia" "107210017" "30"
"Economia" "109210288" "70"
"Economia" "109210053" "80"
"Economia" "109210295" "90"
"Economia" "111210406" "50"
"Economia" "111250010" "0"
"Economia" "111110124" "80"
"Economia" "111110890" "20"
"Economia" "111150430" "90"
"Economia" "111210657" "100"
"Economia" "112110875" "0"
"Empreendedorismo" "107210007" "90"
"Empreendedorismo" "108110025" "40"
"Empreendedorismo" "108210282" "30"
"Empreendedorismo" "108210334" "30"
"Empreendedorismo" "110110123" "80"
"Empreendedorismo" "105110107" "20"
"Empreendedorismo" "105210160" "80"
"Empreendedorismo" "107210009" "60"
"Empreendedorismo" "107210012" "90"
"Empreendedorismo" "107210015" "50"
"Empreendedorismo" "108110034" "70"
"Empreendedorismo" "108110604" "10"
"Empreendedorismo" "108210204" "70"
"Empreendedorismo" "108210206" "40"
"Empreendedorismo" "109210282" "0"
"Empreendedorismo" "110210045" "20"
"Empreendedorismo" "111110914" "60"
"Empreendedorismo" "106210147" "10"
"Engenharia de Software I" "108110025" "20"
"Engenharia de Software I" "108210019" "70"
"Engenharia de Software I" "108210282" "70"
"Engenharia de Software I" "108210353" "30"
"Engenharia de Software I" "109110119" "40"
"Engenharia de Software I" "109210019" "20"
"Engenharia de Software I" "109210030" "0"
"Engenharia de Software I" "109210060" "0"
"Engenharia de Software I" "109210285" "20"
"Engenharia de Software I" "110110050" "60"
"Engenharia de Software I" "110110118" "90"
"Engenharia de Software I" "110210128" "20"
"Engenharia de Software I" "111110074" "70"
"Engenharia de Software I" "111110133" "10"
"Engenharia de Software I" "108210348" "90"
"Engenharia de Software I" "109110089" "20"
"Engenharia de Software I" "109210034" "20"
"Engenharia de Software I" "109210036" "10"
"Engenharia de Software I" "109210065" "0"
"Engenharia de Software I" "109210286" "0"
"Engenharia de Software I" "110110044" "90"
"Engenharia de Software I" "110110047" "10"
"Engenharia de Software I" "110110049" "30"
"Engenharia de Software I" "110110052" "10"
"Engenharia de Software I" "110110058" "50"
"Engenharia de Software I" "110110065" "100"
"Engenharia de Software I" "110110073" "10"
"Engenharia de Software I" "110110076" "90"
"Engenharia de Software I" "110110081" "30"
"Engenharia de Software I" "110110085" "70"
