nota1,nota2,nota3,final,media,disciplina,matricula
7.50,7.50,10.00,-1.00,8.30,TECC (Sistemas de Recuperação da Informação),07144
8.15,6.75,6.10,-1.00,7.00,TECC(Fundamentos de Prog. Concorrente),07144
7.30,7.40,8.00,-1.00,7.60,Interconexão de Redes de Computadores,07144
6.50,5.00,7.00,6.50,6.30,Métodos e Software Numéricos,07144
8.20,7.90,3.00,8.30,7.20,TECC (Visão Computacional),07144
10.00,6.60,10.00,-1.00,8.90,Inglês,112159
7.00,8.00,7.00,-1.00,7.30,Relações Humanas,112159
2.50,4.30,3.50,-1.00,3.40,Álgebra Vetorial e Geometria Analítica,11172
3.00,9.70,6.50,3.30,5.20,Álgebra Vetorial e Geometria Analítica,11172
8.50,7.30,7.90,-1.00,7.90,Informática e Sociedade,11172
1.20,2.50,1.50,-1.00,1.80,Programação I,11172
6.50,7.90,8.80,7.00,6.60,Programação I,11172
0.50,1.00,0.00,-1.00,0.50,Cálculo Diferencial e Integral I,11172
4.00,2.50,5.50,6.50,5.00,Cálculo Diferencial e Integral I,11172
1.20,2.50,1.50,-1.00,1.70,Lab. de Programação I,11172
6.50,7.90,8.80,7.00,6.60,Lab. de Programação I,11172
2.20,2.20,2.20,-1.00,2.20,Introdução à Computação,11172
7.40,4.90,7.60,4.60,5.80,Introdução à Computação,11172
6.00,5.80,5.30,4.10,5.10,Probabilidade e Estatística,112146
6.00,3.50,9.20,8.30,7.00,Banco de Dados I,112146
5.60,5.90,3.00,5.70,5.10,Sistemas de Informação II,112146
4.70,1.60,3.20,-1.00,2.40,Sistemas de Informação II,112146
7.90,6.30,4.50,8.00,6.90,Teoria da Computação,112146
9.00,9.00,9.00,-1.00,9.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO II),112319
7.40,6.10,8.80,-1.00,7.40,Banco de Dados I,112319
9.00,8.50,8.80,-1.00,8.80,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),112319
7.95,8.05,8.25,-1.00,8.10,Sistemas de Informação II,112319
8.00,10.00,10.00,-1.00,9.30,Direito e Cidadania,112319
9.00,10.00,10.00,-1.00,9.70,Fundamentos de Física Moderna,112319
9.30,10.00,9.70,-1.00,9.70,Paradigmas de Linguagem de Programação,112319
7.90,7.10,8.30,-1.00,7.80,Teoria da Computação,112319
8.40,8.40,8.40,-1.00,8.40,Sistemas de Informação I,112319
5.50,7.00,3.00,2.50,4.10,Probabilidade e Estatística,112319
6.75,7.60,7.35,-1.00,7.10,Probabilidade e Estatística,112319
2.60,0.00,0.80,-1.00,1.10,Probabilidade e Estatística,112319
7.50,5.60,2.50,5.00,5.10,Fundamentos de Física Clássica,112319
5.50,1.50,6.00,3.50,4.00,Fundamentos de Física Clássica,112319
6.00,10.00,7.00,-1.00,7.00,Lógica Matemática,112319
9.70,9.60,8.00,-1.00,9.10,Análise e Técnicas de Algoritmos,112319
6.00,8.00,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,092768
7.20,7.30,7.90,-1.00,7.50,Lab. de Interconexão de Redes de Computadores,092768
8.40,8.40,8.50,-1.00,8.40,Lab. de Engenharia de Software,092768
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),092768
5.70,5.50,8.30,7.50,6.90,Banco de Dados I,092768
9.00,8.50,8.80,-1.00,8.80,Informática e Sociedade,092768
6.50,8.50,7.50,-1.00,7.50,Economia,092768
10.00,10.00,6.00,-1.00,8.70,Fundamentos de Física Moderna,092768
7.50,6.90,6.65,-1.00,7.10,Sistemas de Informação II,092768
9.00,8.75,8.50,-1.00,8.80,TECC(Empreendedorismo em Software)   ,092768
9.50,8.50,7.80,-1.00,9.00,Sistemas de Informação I,092768
9.20,6.20,9.50,-1.00,8.30,Sistemas Operacionais,092768
6.00,7.40,0.00,5.80,6.10,Lógica Matemática,092768
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),092768
7.70,7.60,7.10,-1.00,7.50,Organização e Arquitetura de Computadores,092768
9.40,9.10,10.00,-1.00,9.50,Lab. de Organização e Arquitetura de Computadores,092768
4.00,7.30,2.40,5.70,5.00,Probabilidade e Estatística,092768
4.00,5.10,8.00,5.00,5.40,Teoria da Computação,092768
5.30,10.00,9.00,-1.00,8.10,Administração,092768
7.80,7.10,8.50,-1.00,7.90,Metodologia Científica,092768
7.20,7.30,7.90,-1.00,7.50,Interconexão de Redes de Computadores,092768
10.00,9.50,9.50,-1.00,9.70,TECC (Administração de Sistemas),092768
9.70,6.80,9.50,-1.00,8.70,Análise e Técnicas de Algoritmos,092768
8.60,8.60,8.60,-1.00,8.60,Engenharia de Software I,092768
7.70,7.30,9.10,-1.00,8.00,Inteligência Artificial I,092768
9.00,9.20,9.10,-1.00,9.10,TECC(DIDATICA EM CIENCIA DA COMPUTACAO II),092768
8.60,8.60,9.40,-1.00,8.90,Redes de Computadores,092768
7.00,6.70,6.50,7.70,7.10,Métodos Estatísticos,092768
7.80,8.50,6.20,-1.00,7.50,Compiladores,092768
3.70,4.00,7.00,1.60,3.60,Gerência da Informação,092456
4.50,2.50,0.00,-1.00,2.30,Álgebra Vetorial e Geometria Analítica,092456
3.80,6.00,2.90,-1.00,2.90,Teoria dos Grafos,092456
0.10,0.10,0.10,-1.00,0.10,Matemática Discreta,092456
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),082288
5.00,8.60,6.00,7.90,7.10,Sistemas de Informações Geográficas,082288
6.00,7.80,8.00,-1.00,7.30,TECC (Modelagem de Ambientes Virtuais),082288
8.50,8.50,8.50,-1.00,8.50,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),082288
6.40,6.40,6.40,8.00,7.00,Análise e Técnicas de Algoritmos,082288
2.10,6.00,6.90,7.80,6.60,Banco de Dados II,082288
5.30,4.30,4.30,5.50,5.00,Compiladores,082288
9.00,9.50,10.00,-1.00,9.50,Direito e Cidadania,082288
4.70,3.10,5.30,6.30,5.50,Sistemas de Informação II,082288
8.00,8.00,8.00,-1.00,8.00,TECC(Empreendedorismo em Software)   ,082288
6.00,6.10,8.80,-1.00,7.00,Lab. de Interconexão de Redes de Computadores,082288
8.10,8.10,8.10,-1.00,8.10,Lab. de Engenharia de Software,082288
8.20,8.50,4.50,-1.00,7.10,Redes de Computadores,082288
5.00,5.80,9.00,4.50,5.80,Sistemas Operacionais,082288
8.00,8.50,9.00,-1.00,8.50,Projeto em Computação I,082288
8.00,8.00,6.00,-1.00,7.00,Avaliação de Desempenho de Sistemas Discretos,082288
7.85,6.90,6.15,-1.00,7.00,TECC(Fundamentos de Prog. Concorrente),082288
6.00,6.10,8.80,-1.00,7.00,Interconexão de Redes de Computadores,082288
4.00,1.00,8.00,6.20,5.10,Métodos Estatísticos,082288
7.50,5.00,4.00,5.50,5.50,Métodos e Software Numéricos,082288
6.20,6.20,6.20,6.00,6.10,Engenharia de Software I,082288
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),09213
10.00,10.00,9.75,-1.00,9.70,Estágio Integrado,09213
7.70,7.50,8.70,-1.00,8.00,Inteligência Artificial I,09213
5.10,7.20,8.60,-1.00,7.00,Lab. de Interconexão de Redes de Computadores,09213
9.20,9.20,9.70,-1.00,9.40,Projeto em Computação II,09213
9.40,9.65,9.40,-1.00,9.40,Avaliação de Desempenho de Sistemas Discretos,09213
5.00,7.00,9.00,-1.00,7.00,TECC (Sistemas de Recuperação da Informação),09213
9.75,10.00,10.00,-1.00,9.90,Projeto em Computação I,09213
5.10,7.20,8.60,-1.00,7.00,Interconexão de Redes de Computadores,09213
7.00,9.00,0.00,-1.00,8.00,Sociologia Industrial I,09213
9.00,8.50,8.50,-1.00,8.80,Métodos e Software Numéricos,09213
5.90,7.50,9.50,-1.00,7.60,TECC (Visão Computacional),09213
6.00,5.50,9.00,5.50,6.30,Álgebra Vetorial e Geometria Analítica,092786
1.00,0.00,0.00,-1.00,0.30,Cálculo Diferencial e Integral II,092786
1.60,1.60,1.60,-1.00,1.60,Programação II,092786
7.50,7.50,7.50,-1.00,7.50,Programação II,092786
3.50,0.00,0.50,-1.00,1.30,Álgebra Linear,092786
3.30,5.90,3.40,5.50,4.70,Matemática Discreta,092786
4.00,3.20,5.10,0.00,2.50,Matemática Discreta,092786
5.00,7.50,5.20,3.50,5.20,Teoria dos Grafos,092786
0.60,0.10,1.00,-1.00,0.80,Lab. de Programação II,092786
6.00,6.00,6.00,4.10,5.20,Lab. de Programação II,092786
8.50,10.00,8.00,-1.00,8.80,Inglês,092236
9.00,9.00,9.00,-1.00,9.00,Informática e Sociedade,092236
7.10,7.00,7.50,-1.00,7.10,Organização e Arquitetura de Computadores,092236
8.70,2.80,9.50,-1.00,7.00,Lab. de Organização e Arquitetura de Computadores,092236
2.00,5.50,2.00,-1.00,3.20,Probabilidade e Estatística,092236
3.50,4.90,6.20,6.30,5.50,Probabilidade e Estatística,092236
9.50,10.00,10.00,-1.00,9.80,Direito e Cidadania,092236
10.00,10.00,5.00,-1.00,8.30,Fundamentos de Física Moderna,092236
7.10,9.50,8.30,-1.00,8.30,Paradigmas de Linguagem de Programação,092236
4.90,5.00,2.00,6.50,5.00,Teoria da Computação,092236
7.80,7.93,7.80,-1.00,8.00,Sistemas de Informação I,092236
5.00,7.20,0.00,6.00,5.70,Lógica Matemática,092236
4.90,4.90,4.90,7.00,5.70,Engenharia de Software I,092699
8.00,9.00,8.50,-1.00,8.50,TECC(Empreendedorismo em Software)   ,092699
7.20,7.20,7.20,-1.00,7.20,Lab. de Engenharia de Software,092699
8.00,8.00,10.00,-1.00,8.20,Projeto em Computação I,092699
1.70,2.00,8.60,7.00,5.30,Métodos Estatísticos,092699
7.70,9.30,6.00,-1.00,7.70,Sistemas de Informações Geográficas,082207
8.80,7.10,8.40,-1.00,8.10,TECC(METODOS E P T G M DADOS HISTORICOS),082207
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO),082207
7.10,7.10,7.10,-1.00,7.10,Análise e Técnicas de Algoritmos,082207
4.00,8.20,5.40,7.70,6.90,Banco de Dados II,082207
8.70,6.60,4.30,5.20,6.00,Compiladores,082207
8.00,9.50,10.00,-1.00,9.20,Direito e Cidadania,082207
8.20,5.50,5.20,6.60,6.50,Sistemas de Informação II,082207
8.00,8.00,8.00,-1.00,8.00,TECC(Empreendedorismo em Software)   ,082207
5.10,5.80,8.00,4.20,5.50,Lab. de Interconexão de Redes de Computadores,082207
8.10,8.10,8.10,-1.00,8.10,Lab. de Engenharia de Software,082207
9.50,7.00,5.80,-1.00,7.40,Redes de Computadores,082207
8.00,8.50,9.00,-1.00,8.50,Projeto em Computação I,082207
7.90,7.40,7.15,-1.00,7.60,Avaliação de Desempenho de Sistemas Discretos,082207
8.40,7.35,6.40,-1.00,7.40,TECC(Fundamentos de Prog. Concorrente),082207
5.10,5.80,8.00,4.20,5.50,Interconexão de Redes de Computadores,082207
7.50,5.00,4.00,5.50,5.50,Métodos e Software Numéricos,082207
7.70,7.70,7.70,-1.00,7.70,Engenharia de Software I,082207
5.90,4.90,2.00,6.80,5.30,Compiladores,042522
5.50,7.50,8.00,-1.00,7.00,Inteligência Artificial I,042522
5.70,5.70,9.50,-1.00,7.00,Lab. de Interconexão de Redes de Computadores,042522
8.20,7.90,9.10,-1.00,8.40,Lab. de Engenharia de Software,042522
8.00,7.70,5.30,-1.00,7.00,Redes de Computadores,042522
8.50,9.00,8.50,-1.00,8.60,Projeto em Computação II,042522
6.00,5.50,6.00,5.50,5.70,Sistemas Operacionais,042522
7.50,8.50,8.00,-1.00,8.00,Projeto em Computação I,042522
5.70,5.70,9.50,-1.00,7.00,Interconexão de Redes de Computadores,042522
5.50,0.00,3.50,-1.00,3.00,Métodos Estatísticos,042522
5.00,5.50,8.00,7.20,6.60,Métodos Estatísticos,042522
8.00,8.70,6.00,-1.00,7.40,TECC (Fundamentos e Aplicações de Realidade Virtual),042522
5.00,3.50,7.50,5.50,5.40,Métodos e Software Numéricos,042522
7.40,7.50,8.20,-1.00,7.50,Programação I,122790
7.00,8.80,8.70,-1.00,8.20,Leitura e Produção de Textos,122790
1.90,5.70,5.20,9.20,6.30,Gerência da Informação,122790
5.40,6.40,7.90,4.00,5.60,Matemática Discreta,122790
7.40,7.50,8.20,-1.00,7.50,Lab. de Programação I,122790
7.50,0.00,0.00,-1.00,7.50,Introdução à Computação,122790
0.00,1.00,0.00,-1.00,0.30,Estruturas de Dados e Algoritmos,102721
9.30,9.00,9.20,-1.00,9.20,Informática e Sociedade,102721
4.70,6.00,8.40,4.50,5.60,Matemática Discreta,102721
3.50,3.90,3.70,-1.00,3.70,Matemática Discreta,102721
3.50,6.50,3.00,6.00,5.00,Cálculo Diferencial e Integral II,102721
8.50,9.00,9.00,-1.00,8.80,Direito e Cidadania,102721
2.00,4.80,0.20,-1.00,2.30,Cálculo Diferencial e Integral I,102721
7.00,5.70,5.50,5.00,5.70,Cálculo Diferencial e Integral I,102721
7.90,7.90,5.90,-1.00,7.50,Programação II,102721
1.90,1.90,1.90,-1.00,1.90,Programação II,102721
1.00,0.50,1.50,-1.00,1.00,Álgebra Linear,102721
1.50,0.50,0.50,-1.00,0.80,Álgebra Linear,102721
7.00,4.10,6.70,4.00,5.10,Gerência da Informação,102721
7.70,6.10,1.30,8.00,6.70,Programação I,102721
7.00,4.30,8.10,7.30,6.80,Fundamentos de Física Clássica,102721
6.10,7.70,1.30,8.00,6.60,Lab. de Programação I,102721
4.50,6.00,5.20,5.00,5.20,Teoria dos Grafos,102721
7.70,8.30,4.10,5.60,6.00,Lab. de Programação II,102721
0.50,0.00,0.00,-1.00,0.60,Lab. de Programação II,102721
7.00,9.00,8.00,-1.00,8.00,Sociologia Industrial I,102721
1.80,1.20,0.00,-1.00,1.10,Lab. de Estruturas de Dados e Algoritmos,102721
2.50,2.50,4.50,-1.00,3.20,Álgebra Vetorial e Geometria Analítica,122398
6.50,8.00,7.50,-1.00,7.30,Leitura e Produção de Textos,122398
9.90,8.70,9.60,-1.00,9.30,Programação I,122398
3.00,0.70,0.50,-1.00,1.40,Cálculo Diferencial e Integral I,122398
9.90,8.70,9.60,-1.00,9.30,Lab. de Programação I,122398
9.17,9.95,6.70,-1.00,8.80,Introdução à Computação,122398
10.00,8.10,9.70,-1.00,9.10,Lab. de Programação I,122364
8.90,0.00,0.00,-1.00,8.90,Introdução à Computação,122364
10.00,8.10,9.70,-1.00,9.10,Programação I,122364
9.00,8.00,10.00,-1.00,9.00,Leitura e Produção de Textos,122364
5.50,8.50,7.00,-1.00,7.00,TECC (Segurança em Redes de Computadores),062695
7.00,8.00,7.50,-1.00,7.50,TECC (Economia de Tecnologia da Informação),062695
8.50,7.70,8.50,-1.00,8.30,TECC (Modelagem de Ambientes Virtuais),062695
8.30,7.10,3.00,7.90,6.80,Compiladores,062695
6.00,8.30,8.80,-1.00,7.70,Inteligência Artificial I,062695
6.10,6.35,7.90,-1.00,7.00,Sistemas de Informação II,062695
7.20,3.50,3.60,7.10,6.10,Banco de Dados II,062695
4.50,3.80,7.20,5.20,5.20,Lab. de Engenharia de Software,062695
8.50,8.00,8.50,-1.00,8.40,Projeto em Computação II,062695
7.50,5.30,5.00,5.50,5.70,Sistemas Operacionais,062695
9.00,8.50,8.00,-1.00,8.50,Projeto em Computação I,062695
3.50,3.50,8.50,6.00,5.50,Métodos Estatísticos,062695
7.80,7.40,8.00,-1.00,7.80,TECC (Fundamentos e Aplicações de Realidade Virtual),062695
7.50,5.00,6.00,6.80,6.20,Métodos e Software Numéricos,062695
7.80,7.00,7.00,4.50,5.70,Avaliação de Desempenho de Sistemas Discretos,062695
7.00,8.50,4.60,-1.00,2.60,Introdução à Computação,122560
9.50,6.50,9.30,-1.00,8.40,Álgebra Vetorial e Geometria Analítica,122726
6.50,8.50,7.50,-1.00,7.50,Leitura e Produção de Textos,122726
7.40,7.30,8.30,-1.00,7.40,Programação I,122726
8.80,8.20,4.80,-1.00,7.30,Cálculo Diferencial e Integral I,122726
7.40,7.30,8.30,-1.00,7.40,Lab. de Programação I,122726
9.30,8.30,6.17,-1.00,8.20,Introdução à Computação,122726
10.00,10.00,10.00,-1.00,10.00,TECC(DIDATICA EM CIENCIA DA COMPUTACAO II),122737
9.00,8.50,8.80,-1.00,8.80,Informática e Sociedade,122737
8.85,7.95,6.70,-1.00,7.80,Sistemas de Informação II,122737
8.00,9.00,8.50,-1.00,8.50,TECC(Empreendedorismo em Software)   ,122737
7.90,9.00,8.90,-1.00,8.60,Lab. de Engenharia de Software,122737
8.30,4.80,9.00,-1.00,7.40,TECC (Métodos Formais),122737
7.90,3.60,7.80,-1.00,7.00,Metodologia Científica,122737
9.50,8.50,8.50,-1.00,8.80,Análise e Técnicas de Algoritmos,122737
9.00,9.00,9.00,-1.00,9.00,Seminários (Educação Ambiental),082710
3.80,2.80,9.00,6.80,5.80,Banco de Dados I,082710
9.00,9.00,9.00,-1.00,9.00,Informática e Sociedade,082710
8.20,8.20,8.20,-1.00,8.20,Engenharia de Software I,082710
5.70,5.80,6.60,4.00,5.10,Organização e Arquitetura de Computadores,082710
9.67,7.83,4.10,-1.00,7.10,Lab. de Organização e Arquitetura de Computadores,082710
7.00,5.30,5.50,7.20,6.70,Sistemas de Informação II,082710
2.50,1.50,4.10,-1.00,3.60,Sistemas de Informação II,082710
9.00,8.50,10.00,-1.00,9.20,Direito e Cidadania,082710
5.30,8.60,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,082710
8.00,8.75,9.50,-1.00,8.80,TECC(Empreendedorismo em Software)   ,082710
10.00,6.70,9.25,-1.00,8.80,TEC (Princípios de Administração Financeira),082710
7.60,8.10,7.80,-1.00,7.80,Lab. de Engenharia de Software,082710
8.00,3.80,4.30,4.30,5.00,Redes de Computadores,082710
6.80,2.80,5.30,6.00,5.40,Sistemas Operacionais,082710
7.00,8.00,7.00,-1.00,7.30,Administração,082710
5.20,5.50,4.30,5.00,5.00,Probabilidade e Estatística,082710
9.00,5.20,7.50,-1.00,7.20,Métodos Estatísticos,082710
6.50,6.50,6.50,7.00,6.70,Lógica Matemática,082710
10.00,8.50,9.00,-1.00,9.20,Relações Humanas,082710
6.10,5.10,6.80,7.20,6.50,Análise e Técnicas de Algoritmos,082710
10.00,7.80,8.50,-1.00,8.80,Inglês,111649
7.00,7.00,8.80,-1.00,7.60,Sistemas Operacionais,111649
4.80,8.90,8.00,-1.00,7.20,Sistemas de Informações Geográficas,111649
9.00,9.00,9.00,-1.00,9.00,BASQUETEBOL - FEM,111649
5.90,5.50,0.50,-1.00,2.40,Compiladores,111649
7.50,6.40,0.00,8.70,6.20,Compiladores,111649
8.90,8.60,8.50,-1.00,8.70,Inteligência Artificial I,111649
8.50,8.50,8.50,-1.00,8.50,Estágio Integrado,111649
4.60,7.80,9.00,-1.00,7.10,Lab. de Interconexão de Redes de Computadores,111649
4.00,8.50,5.00,5.00,5.50,Economia,111649
7.00,7.00,8.60,-1.00,7.50,Projeto em Computação II,111649
8.60,7.50,5.80,-1.00,7.00,Avaliação de Desempenho de Sistemas Discretos,111649
7.75,7.75,7.75,-1.00,7.80,Projeto em Computação I,111649
4.60,7.80,9.00,-1.00,7.10,Interconexão de Redes de Computadores,111649
6.50,6.00,7.00,6.50,6.50,Métodos e Software Numéricos,111649
8.50,7.80,7.00,-1.00,7.80,Álgebra Vetorial e Geometria Analítica,111663
8.30,7.20,8.60,-1.00,8.00,Introdução à Computação,111663
6.80,7.00,4.90,3.10,5.00,Matemática Discreta,111663
5.50,5.00,9.00,7.70,7.00,Estruturas de Dados e Algoritmos,111663
9.00,5.50,2.00,8.00,6.50,Cálculo Diferencial e Integral II,111663
4.60,6.00,7.30,6.70,6.30,Cálculo Diferencial e Integral I,111663
8.40,5.50,7.00,-1.00,7.00,Paradigmas de Linguagem de Programação,111663
7.95,7.75,8.30,-1.00,8.00,Lab. de Programação II,111663
5.10,6.60,6.40,6.60,6.20,Teoria da Computação,111663
5.50,3.00,3.50,3.50,3.80,Probabilidade e Estatística,111663
8.75,6.75,5.25,-1.00,7.00,Probabilidade e Estatística,111663
9.00,9.00,9.00,-1.00,9.00,Programação II,111663
4.80,7.50,5.50,7.50,6.50,Álgebra Linear,111663
8.10,7.90,8.00,-1.00,8.00,Gerência da Informação,111663
8.70,7.40,9.50,-1.00,8.30,Programação I,111663
1.50,0.10,0.00,-1.00,0.50,Fundamentos de Física Clássica,111663
9.00,8.80,5.90,-1.00,7.90,Fundamentos de Física Clássica,111663
3.50,3.50,5.00,3.50,3.80,Fundamentos de Física Clássica,111663
8.70,7.40,9.50,-1.00,8.40,Lab. de Programação I,111663
7.80,9.50,8.70,-1.00,8.70,Teoria dos Grafos,111663
7.80,9.10,7.50,-1.00,7.90,Lógica Matemática,111663
7.00,7.60,7.30,-1.00,7.30,Sociologia Industrial I,111663
7.05,8.25,8.00,-1.00,7.30,Lab. de Estruturas de Dados e Algoritmos,111663
8.70,6.00,3.70,3.80,5.20,Álgebra Vetorial e Geometria Analítica,111370
9.10,3.80,8.40,-1.00,7.10,Introdução à Computação,111370
8.50,8.50,8.50,-1.00,8.50,Informática e Sociedade,111370
3.40,5.00,0.00,-1.00,2.80,Matemática Discreta,111370
3.60,2.30,0.00,-1.00,2.00,Cálculo Diferencial e Integral I,111370
10.00,9.50,1.50,-1.00,7.00,Cálculo Diferencial e Integral I,111370
3.80,3.30,0.00,-1.00,2.40,Cálculo Diferencial e Integral I,111370
8.00,7.00,7.50,-1.00,7.50,Leitura e Produção de Textos,111370
8.20,8.20,4.10,-1.00,7.40,Programação II,111370
0.30,0.30,0.30,-1.00,0.30,Programação II,111370
5.20,6.90,0.00,9.00,6.50,Programação I,111370
5.20,6.90,0.00,9.00,6.50,Lab. de Programação I,111370
6.50,5.00,5.30,4.50,5.30,Teoria dos Grafos,111370
4.60,8.00,3.50,5.20,5.00,Lab. de Programação II,111370
0.10,0.10,0.10,-1.00,0.10,Lab. de Programação II,111370
1.00,1.80,0.00,-1.00,0.90,Fundamentos de Física Clássica,111497
8.10,8.00,5.00,-1.00,7.40,Lab. de Programação I,111497
5.80,3.20,5.40,8.80,6.20,Lab. de Estruturas de Dados e Algoritmos,111497
9.00,7.00,9.50,-1.00,8.50,Inglês,111497
9.00,9.00,9.00,-1.00,9.00,Informática e Sociedade,111497
8.00,8.00,8.00,-1.00,8.00,Programação II,111497
5.30,2.00,2.00,-1.00,3.10,Álgebra Linear,111497
8.10,8.00,5.00,-1.00,7.40,Programação I,111497
10.00,7.00,8.50,-1.00,8.50,Teoria dos Grafos,111497
3.50,3.50,3.50,-1.00,3.50,Teoria dos Grafos,111497
6.85,7.55,8.30,-1.00,7.60,Lab. de Programação II,111497
6.00,8.50,0.00,-1.00,7.30,Sociologia Industrial I,111497
5.50,5.50,3.50,7.00,5.40,Estruturas de Dados e Algoritmos,111497
6.50,1.50,0.00,-1.00,2.70,Probabilidade e Estatística,111497
8.10,3.60,4.70,5.90,5.50,Teoria da Computação,111497
8.30,4.70,2.50,5.30,5.20,Cálculo Diferencial e Integral I,111497
8.30,4.70,6.80,4.60,5.80,Introdução à Computação,111497
7.50,8.00,5.50,-1.00,7.00,Álgebra Vetorial e Geometria Analítica,111497
8.60,7.80,8.20,-1.00,8.20,Gerência da Informação,111497
0.00,7.00,0.00,-1.00,2.30,Direito e Cidadania,111497
5.50,9.60,2.70,7.50,6.50,Economia,111497
4.90,7.00,5.20,5.30,5.50,Matemática Discreta,111497
3.00,6.50,8.50,8.50,7.00,Cálculo Diferencial e Integral II,11156
9.00,8.60,8.80,-1.00,8.80,Paradigmas de Linguagem de Programação,11156
5.00,1.50,8.50,8.50,6.40,Fundamentos de Física Clássica,11156
9.70,9.10,9.30,-1.00,9.40,Lab. de Programação I,11156
8.30,10.00,8.20,-1.00,8.80,TECC (Algoritmos Avançados I),11156
10.00,7.50,9.00,-1.00,8.80,Fundamentos de Física Moderna,11156
5.70,0.00,5.80,-1.00,2.80,Sistemas de Informação I,11156
8.30,8.30,8.30,-1.00,8.30,Programação II,11156
8.00,4.50,3.00,5.50,5.30,Álgebra Linear,11156
9.70,9.10,9.30,-1.00,9.40,Programação I,11156
6.20,6.20,6.20,9.70,7.60,Lab. de Programação II,11156
9.00,10.00,9.50,-1.00,9.50,Teoria dos Grafos,11156
5.75,8.35,8.45,-1.00,7.20,Lab. de Estruturas de Dados e Algoritmos,11156
7.75,7.50,7.15,-1.00,7.50,Estruturas de Dados e Algoritmos,11156
4.30,5.80,6.70,5.00,5.20,Organização e Arquitetura de Computadores,11156
7.10,1.00,0.00,-1.00,2.70,Lab. de Organização e Arquitetura de Computadores,11156
8.00,9.00,0.00,2.00,4.20,Probabilidade e Estatística,11156
7.80,5.30,4.90,7.90,6.80,Teoria da Computação,11156
10.00,8.00,10.00,-1.00,9.30,TECC (Algoritmos Avançados II),11156
7.00,7.80,5.00,7.80,7.10,Cálculo Diferencial e Integral I,11156
10.00,7.70,9.90,-1.00,9.20,Introdução à Computação,11156
10.00,9.00,6.00,-1.00,8.30,Álgebra Vetorial e Geometria Analítica,11156
7.70,5.60,7.70,-1.00,7.00,Gerência da Informação,11156
7.40,7.70,9.00,-1.00,8.00,Matemática Discreta,11156
7.50,8.50,8.00,-1.00,8.00,Informática e Sociedade,111193
2.30,6.40,7.80,4.50,5.10,Matemática Discreta,111193
2.30,1.40,3.50,-1.00,2.40,Matemática Discreta,111193
8.00,10.00,3.00,-1.00,7.00,Fundamentos de Física Moderna,111193
0.00,1.50,0.50,-1.00,0.50,Probabilidade e Estatística,111193
6.40,5.20,2.70,4.80,4.40,Teoria da Computação,111193
7.30,7.30,6.50,-1.00,7.00,Sistemas de Informação I,111193
5.30,1.00,3.60,-1.00,3.30,Economia,111193
7.40,7.30,5.50,-1.00,7.00,Programação II,111193
4.60,4.60,4.60,4.00,4.40,Programação II,111193
8.60,8.00,4.70,-1.00,7.10,Gerência da Informação,111193
5.50,7.00,7.00,8.00,7.00,Programação I,111193
5.50,6.60,7.00,8.00,7.00,Lab. de Programação I,111193
3.50,8.80,5.00,3.10,5.00,Teoria dos Grafos,111193
7.10,5.00,3.70,5.60,5.80,Lab. de Programação II,111193
2.30,4.50,6.60,4.30,4.50,Lab. de Programação II,111193
4.90,10.00,1.80,7.20,6.20,Álgebra Vetorial e Geometria Analítica,122722
8.50,7.80,9.20,-1.00,8.50,Leitura e Produção de Textos,122722
9.90,7.40,9.60,-1.00,8.70,Programação I,122722
6.50,7.00,7.50,-1.00,7.00,Cálculo Diferencial e Integral I,122722
9.90,7.40,9.60,-1.00,8.70,Lab. de Programação I,122722
8.40,8.75,9.00,-1.00,8.50,Introdução à Computação,122722
0.50,0.50,0.00,-1.00,0.30,Álgebra Vetorial e Geometria Analítica,111529
9.50,6.00,5.50,-1.00,7.00,Álgebra Vetorial e Geometria Analítica,111529
7.50,8.50,8.00,-1.00,8.00,Informática e Sociedade,111529
10.00,8.00,8.50,-1.00,8.80,Leitura e Produção de Textos,111529
0.90,2.60,8.30,-1.00,3.10,Programação I,111529
2.60,3.80,2.30,1.40,3.40,Programação I,111529
1.20,4.40,6.60,4.80,5.00,Programação I,111529
4.20,4.90,3.80,-1.00,3.80,Programação I,111529
0.50,1.50,0.00,-1.00,0.70,Cálculo Diferencial e Integral I,111529
3.00,6.00,4.00,3.70,4.10,Cálculo Diferencial e Integral I,111529
5.00,1.70,0.00,-1.00,2.20,Cálculo Diferencial e Integral I,111529
1.00,0.50,1.50,-1.00,1.00,Cálculo Diferencial e Integral I,111529
0.90,2.60,8.30,-1.00,3.00,Lab. de Programação I,111529
2.60,3.80,2.30,1.40,3.40,Lab. de Programação I,111529
1.20,4.40,6.60,4.80,5.00,Lab. de Programação I,111529
