nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
6.0,7.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,6.5,estrutura de dados e algoritmos,dme,110110043
10.0,10.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,fundamentos de fisica moderna,dme,110110043
7.7,9.5,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,ger?ncia da informacao,dme,110110043
10.0,6.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,ingl?s,dme,110110043
6.6,6.3,5.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.6,lab.de estrutura de dados e algoritmos,dme,110110043
6.7,4.3,2.2,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,0.0,lab.de org.e arquitetura de computadores,dme,110110043
4.9,1.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,4.3,logica matematica,dme,110110043
6.8,4.7,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,4.3,org.e arquitetura de computadores i,dme,110110043
-1.0,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1,-1.0,probabilidade e estatistica,dme,110110043
8.3,5.0,6.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,4.5,probabilidade e estatistica,dme,110110043
7.9,7.9,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,sistemas de informacao i,dme,110110043
4.2,4.1,5.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,6.1,teoria da computacao,dme,110110043
8.3,2.0,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.7,algebra linear i,dme,110110044
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,basquetebol - masc,dme,110110044
8.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,direito e cidadania,dme,110110044
3.4,3.5,7.6,5.0,-1.0,-1.0,-1.0,-1.0,5.0,3.9,engenharia de software i,dme,110110044
4.5,6.1,3.6,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.5,estrutura de dados e algoritmos,dme,110110044
10.0,10.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,fundamentos de fisica moderna,dme,110110044
3.6,1.2,1.6,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,ger?ncia da informacao,dme,110110044
6.3,5.2,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.1,ger?ncia da informacao,dme,110110044
8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,informatica e sociedade,dme,110110044
6.8,3.4,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.3,lab.de estrutura de dados e algoritmos,dme,110110044
6.9,0.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,lab.de org.e arquitetura de computadores,dme,110110044
9.1,10.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,lab.de org.e arquitetura de computadores,dme,110110044
5.1,4.0,1.4,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,laboratorio de engenharia de software,dme,110110044
4.8,3.7,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,3.0,logica matematica,dme,110110044
2.9,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,logica matematica,dme,110110044
6.7,9.1,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,matematica discreta,dme,110110044
3.1,1.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6,-1.0,metodos estatisticos,dme,110110044
6.0,5.1,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.6,org.e arquitetura de computadores i,dme,110110044
3.5,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.2,paradigmas de ling. de programacao,dme,110110044
6.4,2.8,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,6.5,probabilidade e estatistica,dme,110110044
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,110110044
5.0,5.0,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,4.7,sistemas de informacao i,dme,110110044
8.8,3.7,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.7,teoria da computacao,dme,110110044
5.2,4.8,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.1,analise e tecnica de algoritmos,dme,110110045
5.8,4.3,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.0,banco de dados i,dme,110110045
-1.0,2.4,1.0,7.2,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,banco de dados ii,dme,110110045
3.6,5.7,6.1,5.5,-1.0,-1.0,-1.0,-1.0,4.5,3.5,banco de dados ii,dme,110110045
9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,basquetebol - fem,dme,110110045
6.2,5.2,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,6.0,compiladores,dme,110110045
4.0,8.7,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,economia,dme,110110045
7.7,7.7,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,engenharia de software i,dme,110110045
5.5,6.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,estrutura de dados e algoritmos,dme,110110045
10.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,informatica e sociedade,dme,110110045
8.7,6.7,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,lab.de org.e arquitetura de computadores,dme,110110045
7.6,6.5,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,7.0,laboratorio de engenharia de software,dme,110110045
5.3,5.3,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.6,logica matematica,dme,110110045
6.0,5.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.5,metodos e software numericos,dme,110110045
2.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3,-1.0,metodos estatisticos,dme,110110045
6.5,4.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,8.5,metodos estatisticos,dme,110110045
4.1,6.1,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,4.6,3.0,org.e arquitetura de computadores i,dme,110110045
5.5,7.4,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6.0,org.e arquitetura de computadores i,dme,110110045
5.7,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.5,paradigmas de ling. de programacao,dme,110110045
8.0,8.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,projeto em computacao i,dme,110110045
0.0,3.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.8,-1.0,redes de computadores,dme,110110045
6.5,1.5,7.5,7.3,-1.0,-1.0,-1.0,-1.0,6.3,7.1,sistemas de informacao ii,dme,110110045
7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,sociologia industrial i,dme,110110045
8.0,8.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,tecc(empreendedorismo em software),dme,110110045
8.3,9.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,tecc(modelagem de ambientes virtuais),dme,110110045
5.4,8.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,algebra linear i,dme,110110047
10.0,9.2,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,analise e tecnica de algoritmos,dme,110110047
9.9,9.6,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,compiladores,dme,110110047
9.6,9.8,8.8,10.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,engenharia de software i,dme,110110047
6.0,9.0,10.0,9.6,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,estrutura de dados e algoritmos,dme,110110047
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,fundamentos de fisica moderna,dme,110110047
9.0,9.2,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,ger?ncia da informacao,dme,110110047
8.6,9.6,9.5,8.4,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,lab.de estrutura de dados e algoritmos,dme,110110047
9.7,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,lab.de org.e arquitetura de computadores,dme,110110047
7.9,8.9,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,laboratorio de engenharia de software,dme,110110047
9.6,7.2,8.9,9.6,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,laboratorio de programacao ii,dme,110110047
8.9,10.0,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,logica matematica,dme,110110047
8.0,9.4,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,matematica discreta,dme,110110047
7.1,8.1,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,metodos estatisticos,dme,110110047
9.1,8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,org.e arquitetura de computadores i,dme,110110047
9.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,paradigmas de ling. de programacao,dme,110110047
10.0,7.2,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,probabilidade e estatistica,dme,110110047
9.4,9.4,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,programacao ii,dme,110110047
6.0,7.0,8.2,6.8,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,tecc(fundamentos de prog concorrente),dme,110110047
8.3,9.7,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,teoria da computacao,dme,110110047
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria dos grafos,dme,110110047
0.5,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,algebra vetorial e geometria analitica,dme,110110048
5.8,7.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra vetorial e geometria analitica,dme,110110048
3.5,3.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,calculo dif e integral i,dme,110110048
5.3,5.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.5,ger?ncia da informacao,dme,110110048
6.6,6.6,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.6,6.6,laboratorio de programacao ii,dme,110110048
6.6,6.6,6.6,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,7.2,programacao ii,dme,110110048
6.5,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.3,2.8,teoria dos grafos,dme,110110048
6.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,4.0,teoria dos grafos,dme,110110048
6.8,8.8,6.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra linear i,dme,110110049
5.7,8.1,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,analise e tecnica de algoritmos,dme,110110049
8.5,5.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,banco de dados i,dme,110110049
9.0,9.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,direito e cidadania,dme,110110049
7.0,8.2,8.6,10.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,engenharia de software i,dme,110110049
6.5,6.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.0,estrutura de dados e algoritmos,dme,110110049
10.0,10.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,fundamentos de fisica moderna,dme,110110049
6.5,7.3,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,ger?ncia da informacao,dme,110110049
9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,informatica e sociedade,dme,110110049
10.0,5.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,ingl?s,dme,110110049
8.7,6.4,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,lab.de estrutura de dados e algoritmos,dme,110110049
8.1,5.2,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,lab.de org.e arquitetura de computadores,dme,110110049
8.5,7.9,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de engenharia de software,dme,110110049
7.9,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,logica matematica,dme,110110049
8.4,6.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,metodos estatisticos,dme,110110049
6.8,6.6,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,5.4,org.e arquitetura de computadores i,dme,110110049
8.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,paradigmas de ling. de programacao,dme,110110049
7.8,5.2,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,probabilidade e estatistica,dme,110110049
6.1,8.2,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,redes de computadores,dme,110110049
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,110110049
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,sistemas de informacao i,dme,110110049
7.0,5.0,8.8,7.2,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,sistemas de informacao ii,dme,110110049
7.5,8.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,tecc(empreendedorismo em software),dme,110110049
5.2,7.9,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,teoria da computacao,dme,110110049
7.5,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,administracao,dme,110110050
5.5,7.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,aval.de desempenho de sistemas discretos,dme,110110050
3.0,0.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.8,-1.0,banco de dados i,dme,110110050
7.3,7.3,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,engenharia de software i,dme,110110050
3.5,4.8,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.1,estrutura de dados e algoritmos,dme,110110050
8.2,4.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,5.0,ger?ncia da informacao,dme,110110050
9.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,informatica e sociedade,dme,110110050
8.5,4.4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,3.6,lab.de estrutura de dados e algoritmos,dme,110110050
3.6,7.6,4.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.0,lab.de org.e arquitetura de computadores,dme,110110050
7.6,6.5,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,7.0,laboratorio de engenharia de software,dme,110110050
1.2,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,logica matematica,dme,110110050
5.8,6.3,5.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,10.0,logica matematica,dme,110110050
4.7,6.0,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,metodologia cientifica,dme,110110050
6.7,4.6,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,5.8,org.e arquitetura de computadores i,dme,110110050
5.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,paradigmas de ling. de programacao,dme,110110050
7.0,4.4,6.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.4,redes de computadores,dme,110110050
0.0,7.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,-1.0,relacoes humanas,dme,110110050
7.1,7.1,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,sistemas de informacao i,dme,110110050
3.0,6.0,4.5,7.3,-1.0,-1.0,-1.0,-1.0,5.3,5.5,sistemas de informacao ii,dme,110110050
5.1,4.9,5.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,6.5,teoria da computacao,dme,110110050
5.8,5.8,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.4,algebra linear i,dme,110110052
9.4,9.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,analise e tecnica de algoritmos,dme,110110052
8.3,9.3,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,banco de dados i,dme,110110052
9.5,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,direito e cidadania,dme,110110052
8.5,9.5,8.6,10.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,engenharia de software i,dme,110110052
6.0,7.0,9.0,4.5,-1.0,-1.0,-1.0,-1.0,6.6,6.5,estrutura de dados e algoritmos,dme,110110052
6.0,7.4,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.3,6.0,fundamentos de fisica classica,dme,110110052
7.5,10.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,fundamentos de fisica moderna,dme,110110052
4.4,5.6,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.2,ger?ncia da informacao,dme,110110052
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,informatica e sociedade,dme,110110052
9.5,10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,ingl?s,dme,110110052
6.8,4.5,10.0,7.4,-1.0,-1.0,-1.0,-1.0,6.0,5.0,lab.de estrutura de dados e algoritmos,dme,110110052
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,lab.de org.e arquitetura de computadores,dme,110110052
8.5,7.9,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,laboratorio de engenharia de software,dme,110110052
7.8,10.0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,logica matematica,dme,110110052
6.8,3.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,4.5,metodos estatisticos,dme,110110052
8.2,6.8,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,org.e arquitetura de computadores i,dme,110110052
6.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,paradigmas de ling. de programacao,dme,110110052
3.5,6.5,3.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,6.5,probabilidade e estatistica,dme,110110052
7.3,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,redes de computadores,dme,110110052
7.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,sistemas de informacao i,dme,110110052
6.6,6.7,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,teoria da computacao,dme,110110052
7.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,teoria dos grafos,dme,110110052
3.8,3.5,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,7.5,analise e tecnica de algoritmos,dme,110110053
3.2,2.6,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,10.0,banco de dados i,dme,110110053
9.5,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,direito e cidadania,dme,110110053
6.3,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,engenharia de software i,dme,110110053
3.5,3.5,4.0,5.3,-1.0,-1.0,-1.0,-1.0,5.5,7.7,estrutura de dados e algoritmos,dme,110110053
4.0,7.4,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,8.7,fundamentos de fisica classica,dme,110110053
6.0,8.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,fundamentos de fisica moderna,dme,110110053
6.4,9.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,ger?ncia da informacao,dme,110110053
9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,informatica e sociedade,dme,110110053
7.0,9.1,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,ingl?s,dme,110110053
5.9,5.3,9.5,3.7,-1.0,-1.0,-1.0,-1.0,5.9,6.0,lab.de estrutura de dados e algoritmos,dme,110110053
10.0,10.0,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,lab.de org.e arquitetura de computadores,dme,110110053
6.1,6.6,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,4.3,logica matematica,dme,110110053
3.0,2.5,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,6.7,metodos estatisticos,dme,110110053
6.6,4.9,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,5.9,org.e arquitetura de computadores i,dme,110110053
6.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,6.5,paradigmas de ling. de programacao,dme,110110053
1.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,probabilidade e estatistica,dme,110110053
4.8,5.5,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,6.0,probabilidade e estatistica,dme,110110053
9.0,7.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,relacoes humanas,dme,110110053
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,110110053
7.4,7.4,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,7.4,-1.0,sistemas de informacao i,dme,110110053
6.7,4.2,6.4,7.2,-1.0,-1.0,-1.0,-1.0,6.4,6.8,sistemas de informacao ii,dme,110110053
5.7,5.9,5.1,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,8.6,teoria da computacao,dme,110110053
8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,teoria dos grafos,dme,110110053
6.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,algebra linear i,dme,110110055
1.0,4.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.2,-1.0,calculo diferencial e integral ii,dme,110110055
3.5,6.0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,6.0,calculo diferencial e integral ii,dme,110110055
8.5,6.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,direito e cidadania,dme,110110055
6.5,5.3,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,5.5,fundamentos de fisica classica,dme,110110055
8.6,7.2,2.0,5.9,-1.0,-1.0,-1.0,-1.0,4.4,1.0,laboratorio de programacao ii,dme,110110055
5.5,4.9,3.1,5.9,-1.0,-1.0,-1.0,-1.0,4.1,3.2,laboratorio de programacao ii,dme,110110055
2.1,5.3,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,4.4,4.7,matematica discreta,dme,110110055
6.6,5.7,3.7,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.0,matematica discreta,dme,110110055
6.1,6.1,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,5.1,3.5,programacao ii,dme,110110055
6.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,teoria dos grafos,dme,110110055
5.0,4.0,3.3,4.3,-1.0,-1.0,-1.0,-1.0,3.3,2.0,estrutura de dados e algoritmos,dme,110110057
4.5,5.0,4.0,3.5,-1.0,-1.0,-1.0,-1.0,5.1,6.2,estrutura de dados e algoritmos,dme,110110057
5.5,8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,fundamentos de fisica classica,dme,110110057
6.2,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.6,-1.0,fundamentos de fisica moderna,dme,110110057
10.0,7.8,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,ingl?s,dme,110110057
2.0,4.3,9.5,4.1,-1.0,-1.0,-1.0,-1.0,4.5,3.5,lab.de estrutura de dados e algoritmos,dme,110110057
2.0,3.5,7.8,4.4,-1.0,-1.0,-1.0,-1.0,4.1,4.0,lab.de estrutura de dados e algoritmos,dme,110110057
3.5,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,lab.de estrutura de dados e algoritmos,dme,110110057
6.9,7.2,2.8,6.2,-1.0,-1.0,-1.0,-1.0,5.1,3.5,laboratorio de programacao ii,dme,110110057
6.2,7.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,6.0,matematica discreta,dme,110110057
1.9,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.3,-1.0,probabilidade e estatistica,dme,110110057
1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,probabilidade e estatistica,dme,110110057
1.0,0.5,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.4,-1.0,probabilidade e estatistica,dme,110110057
6.2,6.2,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.3,4.0,programacao ii,dme,110110057
9.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,sociologia industrial i,dme,110110057
8.0,8.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,tecc(empreendedorismo em software),dme,110110057
-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-1.0,tecc(fundamentos de prog concorrente),dme,110110057
3.1,5.3,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,3.5,teoria da computacao,dme,110110057
6.1,3.7,4.3,-1.0,-1.0,-1.0,-1.0,-1.0,4.2,3.4,teoria da computacao,dme,110110057
6.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,algebra linear i,dme,110110058
9.0,10.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,banco de dados i,dme,110110058
8.5,8.5,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,direito e cidadania,dme,110110058
7.7,7.7,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,engenharia de software i,dme,110110058
6.0,8.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,estrutura de dados e algoritmos,dme,110110058
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,fundamentos de fisica moderna,dme,110110058
8.9,9.5,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,ger?ncia da informacao,dme,110110058
9.0,9.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,lab.de estrutura de dados e algoritmos,dme,110110058
9.2,8.6,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,lab.de org.e arquitetura de computadores,dme,110110058
