nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,erro
9.0,9.5,9.5,-1.0,9.4,20121,1411186,Projeto em Computação II,081349,A,0.0666666666667
8.0,9.0,8.5,-1.0,8.5,20121,1411186,Projeto em Computação II,08169,A,0.0
8.5,8.5,8.5,-1.0,8.5,20121,1411186,Projeto em Computação II,081607,A,0.0
8.0,8.0,8.5,-1.0,8.3,20121,1411186,Projeto em Computação II,081766,A,0.133333333333
8.5,9.0,9.0,-1.0,8.9,20121,1411186,Projeto em Computação II,081279,A,0.0666666666667
8.5,8.5,8.5,-1.0,8.5,20121,1411186,Projeto em Computação II,081499,A,0.0
6.2,10.0,6.2,-1.0,7.0,20121,1411186,Projeto em Computação II,071476,A,0.466666666667
8.5,9.0,8.5,-1.0,8.6,20121,1411186,Projeto em Computação II,101312,A,0.0666666666667
8.5,9.0,8.5,-1.0,8.6,20121,1411186,Projeto em Computação II,112568,A,0.0666666666667
8.5,8.5,8.5,-1.0,8.5,20121,1411186,Projeto em Computação II,112162,A,0.0
9.5,10.0,8.5,-1.0,9.0,20121,1411186,Projeto em Computação II,072626,A,0.333333333333
8.5,8.0,8.5,-1.0,8.4,20121,1411186,Projeto em Computação II,062695,A,0.0666666666667
8.0,8.5,8.0,-1.0,8.2,20122,1411186,Projeto em Computação II,081700,A,0.0333333333333
9.0,8.0,8.5,-1.0,8.5,20122,1411186,Projeto em Computação II,081143,A,0.0
7.5,8.8,6.0,-1.0,7.4,20122,1411186,Projeto em Computação II,101291,A,0.0333333333333
7.5,8.8,6.0,-1.0,7.4,20122,1411186,Projeto em Computação II,11137,A,0.0333333333333
8.5,8.8,6.0,-1.0,7.8,20122,1411186,Projeto em Computação II,101730,A,0.0333333333333
8.0,8.5,8.0,-1.0,8.2,20122,1411186,Projeto em Computação II,082196,A,0.0333333333333
8.0,8.5,8.0,-1.0,8.2,20122,1411186,Projeto em Computação II,08210,A,0.0333333333333
8.0,8.5,8.0,-1.0,8.2,20122,1411186,Projeto em Computação II,082194,A,0.0333333333333
7.0,8.8,6.0,-1.0,7.3,20122,1411186,Projeto em Computação II,101299,A,0.0333333333333
8.5,8.8,6.0,-1.0,7.8,20122,1411186,Projeto em Computação II,07243,A,0.0333333333333
7.5,8.8,6.0,-1.0,7.4,20122,1411186,Projeto em Computação II,101696,A,0.0333333333333
8.5,8.05,8.45,-1.0,8.3,20112,1411186,Projeto em Computação II,081432,A,0.0333333333333
8.0,8.2,8.8,-1.0,8.3,20112,1411186,Projeto em Computação II,072584,A,0.0333333333333
9.5,8.5,8.7,-1.0,8.9,20112,1411186,Projeto em Computação II,091391,A,0.0
8.5,7.8,8.1,-1.0,8.1,20112,1411186,Projeto em Computação II,082597,A,0.0333333333333
5.0,6.15,6.7,5.0,5.6,20112,1411186,Projeto em Computação II,052135,A,
1.5,0.0,3.4,-1.0,1.6,20112,1411186,Projeto em Computação II,111148,R,
10.0,9.5,8.9,-1.0,9.5,20112,1411186,Projeto em Computação II,061528,A,0.0333333333333
7.0,7.75,8.6,-1.0,7.8,20112,1411186,Projeto em Computação II,1121,A,0.0166666666667
10.0,10.0,9.9,-1.0,10.0,20112,1411186,Projeto em Computação II,081119,A,0.0333333333333
7.5,7.5,8.6,-1.0,7.9,20112,1411186,Projeto em Computação II,102772,A,0.0333333333333
8.5,8.4,9.2,-1.0,8.7,20112,1411186,Projeto em Computação II,081484,A,0.0
10.0,10.0,9.9,-1.0,10.0,20112,1411186,Projeto em Computação II,081228,A,0.0333333333333
8.25,7.55,8.1,-1.0,8.0,20112,1411186,Projeto em Computação II,081331,A,0.0333333333333
9.0,8.3,8.45,-1.0,8.6,20112,1411186,Projeto em Computação II,081281,A,0.0166666666667
9.25,9.25,8.8,-1.0,9.1,20112,1411186,Projeto em Computação II,062131,A,0.0
9.0,7.65,6.6,-1.0,7.8,20112,1411186,Projeto em Computação II,07195,A,0.05
9.25,9.0,8.9,-1.0,9.1,20112,1411186,Projeto em Computação II,062437,A,0.05
8.25,8.1,8.7,-1.0,8.4,20112,1411186,Projeto em Computação II,062234,A,0.05
8.25,8.1,8.7,-1.0,8.4,20112,1411186,Projeto em Computação II,062611,A,0.05
7.0,7.0,8.6,-1.0,7.5,20112,1411186,Projeto em Computação II,111649,A,0.0333333333333
8.5,8.1,8.7,-1.0,8.4,20112,1411186,Projeto em Computação II,062120,A,0.0333333333333
4.5,3.5,0.0,-1.0,2.7,20112,1411186,Projeto em Computação II,101399,R,
6.75,7.15,7.45,-1.0,7.1,20112,1411186,Projeto em Computação II,111638,A,0.0166666666667
9.75,9.0,8.9,-1.0,9.2,20112,1411186,Projeto em Computação II,071389,A,0.0166666666667
8.0,8.7,8.8,-1.0,8.5,20112,1411186,Projeto em Computação II,072326,A,0.0
8.75,8.05,8.1,-1.0,8.3,20112,1411186,Projeto em Computação II,081434,A,1.7763568394e-15
8.5,8.5,8.7,-1.0,8.6,20112,1411186,Projeto em Computação II,072133,A,0.0333333333333
8.0,8.7,8.8,-1.0,8.5,20112,1411186,Projeto em Computação II,072382,A,0.0
9.25,9.25,8.8,-1.0,9.1,20112,1411186,Projeto em Computação II,072239,A,0.0
9.25,9.25,8.8,-1.0,9.1,20112,1411186,Projeto em Computação II,072632,A,0.0
10.0,10.0,9.9,-1.0,10.0,20112,1411186,Projeto em Computação II,081493,A,0.0333333333333
9.5,8.5,8.7,-1.0,8.9,20112,1411186,Projeto em Computação II,092123,A,0.0
8.5,8.4,9.2,-1.0,8.7,20112,1411186,Projeto em Computação II,081666,A,0.0
5.0,6.15,6.7,5.0,5.6,20112,1411186,Projeto em Computação II,052609,A,
9.2,9.2,9.7,-1.0,9.4,20112,1411186,Projeto em Computação II,09213,A,0.0333333333333
9.2,9.2,9.7,-1.0,9.4,20112,1411186,Projeto em Computação II,08182,A,0.0333333333333
8.5,8.4,9.2,-1.0,8.7,20112,1411186,Projeto em Computação II,081706,A,0.0
9.2,9.45,9.7,-1.0,9.5,20112,1411186,Projeto em Computação II,081183,A,0.05
7.75,7.9,7.45,-1.0,7.7,20112,1411186,Projeto em Computação II,111776,A,0.0
8.0,8.7,8.8,-1.0,8.5,20112,1411186,Projeto em Computação II,051442,A,0.0
8.25,8.1,8.7,-1.0,8.4,20112,1411186,Projeto em Computação II,062674,A,0.05
10.0,10.0,6.0,-1.0,8.7,20111,1108090,Fundamentos de Física Moderna,111509,A,0.0333333333333
8.0,10.0,3.0,-1.0,7.0,20111,1108090,Fundamentos de Física Moderna,111193,A,0.0
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,101125,A,0.0333333333333
10.0,10.0,6.0,-1.0,8.7,20111,1108090,Fundamentos de Física Moderna,101169,A,0.0333333333333
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,072582,A,0.0333333333333
9.0,10.0,6.5,-1.0,8.5,20111,1108090,Fundamentos de Física Moderna,101730,A,0.0
10.0,10.0,6.0,-1.0,8.7,20111,1108090,Fundamentos de Física Moderna,10130,A,0.0333333333333
10.0,9.0,7.5,-1.0,8.8,20111,1108090,Fundamentos de Física Moderna,082614,A,0.0333333333333
10.0,10.0,7.5,-1.0,9.2,20111,1108090,Fundamentos de Física Moderna,10194,A,0.0333333333333
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,101523,A,0.0333333333333
10.0,10.0,6.5,-1.0,8.8,20111,1108090,Fundamentos de Física Moderna,091112,A,0.0333333333333
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,101339,A,0.0
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,101144,A,0.0333333333333
10.0,10.0,9.0,-1.0,9.7,20111,1108090,Fundamentos de Física Moderna,092571,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,091689,A,0.0333333333333
10.0,10.0,8.0,-1.0,9.3,20111,1108090,Fundamentos de Física Moderna,111217,A,0.0333333333333
10.0,10.0,2.5,-1.0,7.5,20111,1108090,Fundamentos de Física Moderna,101251,A,0.0
10.0,9.0,5.0,-1.0,8.0,20111,1108090,Fundamentos de Física Moderna,091417,A,0.0
10.0,10.0,4.0,-1.0,8.0,20111,1108090,Fundamentos de Física Moderna,101341,A,0.0
10.0,10.0,9.5,-1.0,9.8,20111,1108090,Fundamentos de Física Moderna,092377,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,11185,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,111655,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,092629,A,0.0333333333333
10.0,9.0,7.5,-1.0,8.8,20111,1108090,Fundamentos de Física Moderna,09186,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,092599,A,0.0333333333333
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,081142,A,0.0333333333333
10.0,10.0,6.5,-1.0,8.8,20111,1108090,Fundamentos de Física Moderna,101724,A,0.0333333333333
9.0,10.0,6.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,092576,A,0.0333333333333
9.0,10.0,10.0,-1.0,9.7,20111,1108090,Fundamentos de Física Moderna,101316,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101783,A,0.0333333333333
9.0,10.0,10.0,-1.0,9.7,20111,1108090,Fundamentos de Física Moderna,101392,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101292,A,0.0333333333333
10.0,9.0,5.0,-1.0,8.0,20111,1108090,Fundamentos de Física Moderna,091227,A,0.0
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,101496,A,0.0
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101136,A,0.0333333333333
9.0,10.0,6.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101661,A,0.0333333333333
10.0,9.0,5.0,-1.0,8.0,20111,1108090,Fundamentos de Física Moderna,082181,A,0.0
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,101329,A,0.0
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,101483,A,0.0
10.0,10.0,7.0,-1.0,9.0,20111,1108090,Fundamentos de Física Moderna,10117,A,0.0
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101324,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101215,A,0.0333333333333
9.0,10.0,8.5,-1.0,9.2,20111,1108090,Fundamentos de Física Moderna,101393,A,0.0333333333333
10.0,10.0,7.5,-1.0,9.2,20111,1108090,Fundamentos de Física Moderna,09215,A,0.0333333333333
10.0,10.0,6.0,-1.0,8.7,20111,1108090,Fundamentos de Física Moderna,092768,A,0.0333333333333
10.0,10.0,7.5,-1.0,9.2,20111,1108090,Fundamentos de Física Moderna,09211,A,0.0333333333333
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,101397,A,0.0
10.0,10.0,6.0,-1.0,8.7,20111,1108090,Fundamentos de Física Moderna,111414,A,0.0333333333333
9.0,10.0,9.0,-1.0,9.3,20111,1108090,Fundamentos de Física Moderna,101739,A,0.0333333333333
10.0,10.0,9.0,-1.0,9.7,20111,1108090,Fundamentos de Física Moderna,091328,A,0.0333333333333
10.0,10.0,10.0,-1.0,10.0,20111,1108090,Fundamentos de Física Moderna,10174,A,0.0
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,092236,A,0.0333333333333
9.0,10.0,9.5,-1.0,9.5,20111,1108090,Fundamentos de Física Moderna,092719,A,0.0
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,09275,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,111426,A,0.0333333333333
9.0,10.0,6.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,091669,A,0.0333333333333
10.0,10.0,3.0,-1.0,7.7,20111,1108090,Fundamentos de Física Moderna,072201,A,0.0333333333333
10.0,10.0,5.0,-1.0,8.3,20111,1108090,Fundamentos de Física Moderna,101673,A,0.0333333333333
10.0,10.0,4.5,-1.0,8.2,20111,1108090,Fundamentos de Física Moderna,101545,A,0.0333333333333
9.0,10.0,5.0,-1.0,8.0,20111,1108090,Fundamentos de Física Moderna,101431,A,0.0
5.0,5.0,6.0,0.0,3.2,20121,1108090,Fundamentos de Física Moderna,091405,R,
8.3,7.3,8.5,-1.0,8.0,20121,1108090,Fundamentos de Física Moderna,111188,A,0.0333333333333
5.0,6.8,6.0,3.6,5.0,20121,1108090,Fundamentos de Física Moderna,121353,A,
10.0,8.5,9.0,-1.0,9.2,20121,1108090,Fundamentos de Física Moderna,11151,A,0.0333333333333
7.5,8.5,9.0,-1.0,8.3,20121,1108090,Fundamentos de Física Moderna,111610,A,0.0333333333333
6.0,6.2,9.0,-1.0,7.1,20121,1108090,Fundamentos de Física Moderna,111249,A,0.0333333333333
10.0,7.5,9.0,-1.0,8.8,20121,1108090,Fundamentos de Física Moderna,11156,A,0.0333333333333
8.8,7.0,8.0,-1.0,7.9,20121,1108090,Fundamentos de Física Moderna,111243,A,0.0333333333333
10.0,9.5,8.0,-1.0,9.2,20121,1108090,Fundamentos de Física Moderna,111427,A,0.0333333333333
9.3,8.0,8.5,-1.0,8.6,20121,1108090,Fundamentos de Física Moderna,111163,A,0.0
8.5,8.0,9.0,-1.0,8.5,20121,1108090,Fundamentos de Física Moderna,111732,A,0.0
9.5,8.3,9.0,-1.0,8.9,20121,1108090,Fundamentos de Física Moderna,101130,A,0.0333333333333
5.0,5.0,9.0,5.0,5.8,20121,1108090,Fundamentos de Física Moderna,092213,A,
6.0,7.5,9.0,-1.0,7.5,20121,1108090,Fundamentos de Física Moderna,101797,A,0.0
9.0,9.3,9.0,-1.0,9.1,20121,1108090,Fundamentos de Física Moderna,111662,A,0.0
10.0,8.0,9.0,-1.0,9.0,20121,1108090,Fundamentos de Física Moderna,111336,A,0.0
8.5,8.8,9.0,-1.0,8.8,20121,1108090,Fundamentos de Física Moderna,102549,A,0.0333333333333
6.0,6.0,9.0,-1.0,7.0,20121,1108090,Fundamentos de Física Moderna,10161,A,0.0
5.5,7.0,9.0,-1.0,7.2,20121,1108090,Fundamentos de Física Moderna,111469,A,0.0333333333333
7.5,9.3,8.0,-1.0,8.3,20121,1108090,Fundamentos de Física Moderna,102408,A,0.0333333333333
6.8,9.0,9.0,-1.0,8.3,20121,1108090,Fundamentos de Física Moderna,102209,A,0.0333333333333
6.3,7.5,9.0,-1.0,7.6,20121,1108090,Fundamentos de Física Moderna,101534,A,8.881784197e-16
7.5,7.5,9.0,-1.0,8.0,20121,1108090,Fundamentos de Física Moderna,112475,A,0.0
9.0,6.2,9.0,-1.0,8.1,20121,1108090,Fundamentos de Física Moderna,111171,A,0.0333333333333
5.0,0.0,8.0,6.0,5.0,20121,1108090,Fundamentos de Física Moderna,101351,A,
10.0,10.0,10.0,-1.0,10.0,20121,1108090,Fundamentos de Física Moderna,121718,A,0.0
5.0,7.0,9.0,-1.0,7.0,20121,1108090,Fundamentos de Física Moderna,121648,A,0.0
0.0,-1.0,4.0,-1.0,1.3,20121,1108090,Fundamentos de Física Moderna,121266,R,
6.0,5.0,8.0,3.0,5.0,20121,1108090,Fundamentos de Física Moderna,101192,A,
10.0,9.3,8.0,-1.0,9.1,20121,1108090,Fundamentos de Física Moderna,111512,A,0.0
6.5,9.0,9.0,-1.0,8.2,20121,1108090,Fundamentos de Física Moderna,1022,A,0.0333333333333
10.0,9.5,7.0,-1.0,8.8,20121,1108090,Fundamentos de Física Moderna,111315,A,0.0333333333333
5.0,5.0,8.0,5.0,5.6,20121,1108090,Fundamentos de Física Moderna,12149,A,
10.0,8.8,4.0,-1.0,7.6,20121,1108090,Fundamentos de Física Moderna,111129,A,8.881784197e-16
10.0,9.5,9.0,-1.0,9.5,20121,1108090,Fundamentos de Física Moderna,111504,A,0.0
5.5,5.0,9.0,7.5,6.9,20121,1108090,Fundamentos de Física Moderna,121758,A,
9.3,9.3,9.0,-1.0,9.2,20121,1108090,Fundamentos de Física Moderna,092665,A,1.7763568394e-15
5.0,5.0,8.0,6.0,6.0,20121,1108090,Fundamentos de Física Moderna,121415,A,
5.0,8.8,8.5,-1.0,7.4,20121,1108090,Fundamentos de Física Moderna,112521,A,0.0333333333333
8.0,8.0,9.0,-1.0,8.3,20121,1108090,Fundamentos de Física Moderna,111591,A,0.0333333333333
7.5,5.0,9.0,-1.0,7.2,20121,1108090,Fundamentos de Física Moderna,101621,A,0.0333333333333
7.0,8.3,8.0,-1.0,7.8,20121,1108090,Fundamentos de Física Moderna,10279,A,0.0333333333333
9.0,10.0,10.0,-1.0,9.7,20122,1108090,Fundamentos de Física Moderna,091405,A,0.0333333333333
9.0,10.0,9.0,-1.0,9.3,20122,1108090,Fundamentos de Física Moderna,102404,A,0.0333333333333
8.0,9.0,9.0,-1.0,8.7,20122,1108090,Fundamentos de Física Moderna,111667,A,0.0333333333333
8.0,9.0,9.0,-1.0,8.7,20122,1108090,Fundamentos de Física Moderna,112195,A,0.0333333333333
9.0,10.0,9.0,-1.0,9.3,20122,1108090,Fundamentos de Física Moderna,102273,A,0.0333333333333
9.0,9.0,9.0,-1.0,9.0,20122,1108090,Fundamentos de Física Moderna,11176,A,0.0
9.0,10.0,9.0,-1.0,9.3,20122,1108090,Fundamentos de Física Moderna,102402,A,0.0333333333333
9.0,9.0,9.0,-1.0,9.0,20122,1108090,Fundamentos de Física Moderna,092208,A,0.0
9.0,10.0,10.0,-1.0,9.7,20122,1108090,Fundamentos de Física Moderna,121266,A,0.0333333333333
8.0,9.0,9.0,-1.0,8.7,20122,1108090,Fundamentos de Física Moderna,112527,A,0.0333333333333
10.0,10.0,9.5,-1.0,9.8,20122,1108090,Fundamentos de Física Moderna,121684,A,0.0333333333333
10.0,10.0,9.5,-1.0,9.8,20122,1108090,Fundamentos de Física Moderna,111220,A,0.0333333333333
9.0,9.0,9.0,-1.0,9.0,20122,1108090,Fundamentos de Física Moderna,111305,A,0.0
9.0,9.0,9.0,-1.0,9.0,20122,1108090,Fundamentos de Física Moderna,111106,A,0.0
9.0,10.0,10.0,-1.0,9.7,20122,1108090,Fundamentos de Física Moderna,112319,A,0.0333333333333
7.5,8.5,9.5,-1.0,8.5,20112,1108090,Fundamentos de Física Moderna,102206,A,0.0
6.3,9.5,9.2,-1.0,8.3,20112,1108090,Fundamentos de Física Moderna,102118,A,0.0333333333333
6.3,9.0,9.0,-1.0,8.1,20112,1108090,Fundamentos de Física Moderna,091592,A,0.0
7.5,6.9,9.0,-1.0,7.8,20112,1108090,Fundamentos de Física Moderna,102586,A,0.0
6.5,5.0,9.4,-1.0,7.0,20112,1108090,Fundamentos de Física Moderna,112712,A,0.0333333333333
10.0,8.0,6.5,-1.0,8.2,20112,1108090,Fundamentos de Física Moderna,09199,A,0.0333333333333
6.3,6.7,8.4,-1.0,7.1,20112,1108090,Fundamentos de Física Moderna,111451,A,0.0333333333333
6.2,9.5,9.0,-1.0,8.2,20112,1108090,Fundamentos de Física Moderna,0923,A,0.0333333333333
6.2,9.0,8.5,-1.0,7.9,20112,1108090,Fundamentos de Física Moderna,102306,A,8.881784197e-16
7.5,9.6,10.0,-1.0,9.0,20112,1108090,Fundamentos de Física Moderna,101748,A,0.0333333333333
5.0,8.5,8.7,-1.0,7.4,20112,1108090,Fundamentos de Física Moderna,101616,A,8.881784197e-16
6.3,8.2,9.5,-1.0,8.0,20112,1108090,Fundamentos de Física Moderna,10245,A,0.0
8.1,9.1,8.8,-1.0,8.7,20112,1108090,Fundamentos de Física Moderna,102419,A,0.0333333333333
6.3,9.7,8.8,-1.0,8.3,20112,1108090,Fundamentos de Física Moderna,102361,A,0.0333333333333
6.5,9.7,8.5,-1.0,8.2,20112,1108090,Fundamentos de Física Moderna,102448,A,0.0333333333333
6.2,8.5,8.0,-1.0,7.6,20112,1108090,Fundamentos de Física Moderna,101651,A,0.0333333333333
7.5,10.0,7.5,-1.0,8.3,20112,1108090,Fundamentos de Física Moderna,101132,A,0.0333333333333
6.0,8.0,9.0,-1.0,7.7,20112,1108090,Fundamentos de Física Moderna,10118,A,0.0333333333333
7.5,9.1,9.0,-1.0,8.5,20112,1108090,Fundamentos de Física Moderna,102304,A,0.0333333333333
7.5,8.3,9.2,-1.0,8.3,20112,1108090,Fundamentos de Física Moderna,102235,A,0.0333333333333
10.0,5.5,8.5,-1.0,8.0,20112,1108090,Fundamentos de Física Moderna,102303,A,0.0
6.3,6.2,9.2,-1.0,7.2,20112,1108090,Fundamentos de Física Moderna,101781,A,0.0333333333333
6.3,9.7,8.6,-1.0,8.2,20112,1108090,Fundamentos de Física Moderna,10247,A,1.7763568394e-15
9.5,9.5,9.5,-1.0,9.5,20121,1304025,BASQUETEBOL - FEM,101394,A,0.0
9.5,9.5,9.5,-1.0,9.5,20121,1304025,BASQUETEBOL - FEM,102772,A,0.0
9.0,9.0,9.0,-1.0,9.0,20121,1304025,BASQUETEBOL - FEM,111649,A,0.0
9.0,9.0,9.0,-1.0,9.0,20122,1304025,BASQUETEBOL - FEM,111558,A,0.0
8.5,8.5,8.5,-1.0,8.5,20122,1304025,BASQUETEBOL - FEM,1121,A,0.0
5.5,-1.0,0.5,-1.0,2.0,20111,1109053,Cálculo Diferencial e Integral II,091405,R,
3.5,7.0,3.0,6.0,5.1,20111,1109053,Cálculo Diferencial e Integral II,102206,A,
0.0,6.0,2.5,-1.0,2.8,20111,1109053,Cálculo Diferencial e Integral II,102273,R,
1.5,2.5,0.0,-1.0,1.3,20111,1109053,Cálculo Diferencial e Integral II,102342,R,
3.5,7.0,2.0,7.0,5.3,20111,1109053,Cálculo Diferencial e Integral II,102118,A,
3.0,4.5,0.5,-1.0,2.7,20111,1109053,Cálculo Diferencial e Integral II,102678,R,
0.0,5.5,1.5,-1.0,2.3,20111,1109053,Cálculo Diferencial e Integral II,102402,R,
3.0,9.5,2.0,5.5,5.1,20111,1109053,Cálculo Diferencial e Integral II,091592,A,
4.0,3.5,-1.0,-1.0,2.5,20111,1109053,Cálculo Diferencial e Integral II,101701,R,
7.0,8.5,5.5,-1.0,7.0,20111,1109053,Cálculo Diferencial e Integral II,102306,A,0.0
4.5,3.5,4.0,7.0,5.2,20111,1109053,Cálculo Diferencial e Integral II,10121,A,
0.0,6.0,-1.0,-1.0,2.0,20111,1109053,Cálculo Diferencial e Integral II,111469,R,
2.5,-1.0,0.0,-1.0,0.8,20111,1109053,Cálculo Diferencial e Integral II,111667,R,
6.0,6.5,3.5,5.5,5.4,20111,1109053,Cálculo Diferencial e Integral II,102586,A,
2.0,0.0,1.0,-1.0,1.0,20111,1109053,Cálculo Diferencial e Integral II,101116,R,
0.5,6.0,2.5,-1.0,3.0,20111,1109053,Cálculo Diferencial e Integral II,1022,R,
0.0,3.5,0.5,-1.0,1.3,20111,1109053,Cálculo Diferencial e Integral II,102720,R,
6.0,8.5,3.5,6.5,6.2,20111,1109053,Cálculo Diferencial e Integral II,111190,A,
3.5,1.5,-1.0,-1.0,1.7,20111,1109053,Cálculo Diferencial e Integral II,101351,R,
0.5,5.5,0.0,-1.0,2.0,20111,1109053,Cálculo Diferencial e Integral II,092213,R,
