"disciplina" "matricula" "competencia"
"Fundamentos de Fisica Classica" "102419" "50"
"Fundamentos de Fisica Classica" "102361" "40"
"Fundamentos de Fisica Classica" "102448" "30"
"Fundamentos de Fisica Classica" "1022" "30"
"Fundamentos de Fisica Classica" "102268" "60"
"Fundamentos de Fisica Classica" "102586" "10"
"Fundamentos de Fisica Classica" "102259" "70"
"Fundamentos de Fisica Classica" "102707" "60"
"Fundamentos de Fisica Classica" "102721" "30"
"Fundamentos de Fisica Classica" "10238" "50"
"Fundamentos de Fisica Classica" "102678" "50"
"Fundamentos de Fisica Classica" "102541" "50"
"Fundamentos de Fisica Classica" "102365" "70"
"Fundamentos de Fisica Classica" "102118" "40"
"Fundamentos de Fisica Classica" "102402" "40"
"Fundamentos de Fisica Classica" "111732" "20"
"Fundamentos de Fisica Classica" "111210" "70"
"Fundamentos de Fisica Classica" "111315" "10"
"Fundamentos de Fisica Classica" "111129" "10"
"Fundamentos de Fisica Classica" "111480" "80"
"Fundamentos de Fisica Classica" "111662" "40"
"Fundamentos de Fisica Classica" "11176" "10"
"Fundamentos de Fisica Classica" "111558" "90"
"Fundamentos de Fisica Classica" "111504" "10"
"Fundamentos de Fisica Classica" "111163" "20"
"Fundamentos de Fisica Classica" "111459" "80"
"Fundamentos de Fisica Classica" "111301" "90"
"Fundamentos de Fisica Classica" "111663" "60"
"Fundamentos de Fisica Classica" "11156" "30"
"Fundamentos de Fisica Classica" "111497" "80"
"Fundamentos de Fisica Classica" "111243" "20"
"Fundamentos de Fisica Classica" "111755" "60"
"Fundamentos de Fisica Classica" "111106" "40"
"Fundamentos de Fisica Classica" "111687" "90"
"Fundamentos de Fisica Classica" "111111" "70"
"Fundamentos de Fisica Classica" "111249" "80"
"Fundamentos de Fisica Classica" "111660" "90"
"Fundamentos de Fisica Classica" "111305" "40"
"Fundamentos de Fisica Classica" "111336" "40"
"Fundamentos de Fisica Classica" "111298" "90"
"Fundamentos de Fisica Classica" "111188" "40"
"Fundamentos de Fisica Classica" "111369" "70"
"Fundamentos de Fisica Classica" "111171" "20"
"Fundamentos de Fisica Classica" "111647" "50"
"Fundamentos de Fisica Classica" "111469" "60"
"Fundamentos de Fisica Classica" "111161" "90"
"Fundamentos de Fisica Classica" "111147" "70"
"Fundamentos de Fisica Classica" "112323" "60"
"Fundamentos de Fisica Classica" "112167" "20"
"Fundamentos de Fisica Classica" "112736" "90"
"Fundamentos de Fisica Classica" "112218" "70"
"Fundamentos de Fisica Classica" "112751" "80"
"Fundamentos de Fisica Classica" "12170" "20"
"Fundamentos de Fisica Classica" "092333" "100"
"Fundamentos de Fisica Classica" "102258" "100"
"Fundamentos de Fisica Classica" "102583" "100"
"Fundamentos de Fisica Classica" "102698" "80"
"Fundamentos de Fisica Classica" "102728" "100"
"Fundamentos de Fisica Classica" "102536" "100"
"Fundamentos de Fisica Classica" "102731" "80"
"Fundamentos de Fisica Classica" "111400" "70"
"Fundamentos de Fisica Classica" "111427" "50"
"Fundamentos de Fisica Classica" "111591" "40"
"Fundamentos de Fisica Classica" "111220" "30"
"Fundamentos de Fisica Classica" "111485" "90"
"Fundamentos de Fisica Classica" "11151" "10"
"Fundamentos de Fisica Classica" "111610" "30"
"Fundamentos de Fisica Classica" "111667" "60"
"Fundamentos de Fisica Classica" "111346" "80"
"Fundamentos de Fisica Classica" "111425" "80"
"Fundamentos de Fisica Classica" "112332" "80"
"Fundamentos de Fisica Classica" "112467" "90"
"Fundamentos de Fisica Classica" "112711" "50"
"Fundamentos de Fisica Classica" "112516" "30"
"Fundamentos de Fisica Classica" "112623" "90"
"Fundamentos de Fisica Classica" "112681" "70"
"Fundamentos de Fisica Classica" "112765" "70"
"Fundamentos de Fisica Classica" "112254" "90"
"Fundamentos de Fisica Classica" "112452" "90"
"Fundamentos de Fisica Classica" "112525" "80"
"Fundamentos de Fisica Classica" "112518" "60"
"Fundamentos de Fisica Classica" "112444" "70"
"Fundamentos de Fisica Classica" "112520" "90"
"Fundamentos de Fisica Classica" "112274" "90"
"Fundamentos de Fisica Classica" "112777" "60"
"Fundamentos de Fisica Classica" "112729" "80"
"Fundamentos de Fisica Classica" "11278" "30"
"Fundamentos de Fisica Classica" "11223" "30"
"Fundamentos de Fisica Classica" "112216" "70"
"Fundamentos de Fisica Classica" "112551" "90"
"Fundamentos de Fisica Classica" "11216" "30"
"Fundamentos de Fisica Classica" "112579" "80"
"Fundamentos de Fisica Classica" "121199" "30"
"Fundamentos de Fisica Classica" "121704" "0"
"Fundamentos de Fisica Classica" "121602" "10"
"Fundamentos de Fisica Classica" "121276" "50"
"Fundamentos de Fisica Classica" "12166" "10"
"Fundamentos de Fisica Classica" "121152" "0"
"Fundamentos de Fisica Classica" "121643" "0"
"Fundamentos de Fisica Classica" "121686" "10"
"Fundamentos de Fisica Classica" "121594" "60"
"Fundamentos de Fisica Classica" "121102" "20"
"Fundamentos de Fisica Classica" "121179" "0"
"Fundamentos de Fisica Classica" "121436" "10"
"Fundamentos de Fisica Classica" "121180" "50"
"Fundamentos de Fisica Classica" "121257" "10"
"Fundamentos de Fisica Classica" "121429" "10"
"Fundamentos de Fisica Classica" "121309" "0"
"Fundamentos de Fisica Classica" "121780" "0"
"Fundamentos de Fisica Classica" "121237" "0"
"Fundamentos de Fisica Classica" "121263" "10"
"Fundamentos de Fisica Classica" "121796" "20"
"Fundamentos de Fisica Classica" "121284" "0"
"Fundamentos de Fisica Classica" "121401" "20"
"Fundamentos de Fisica Classica" "121189" "30"
"Fundamentos de Fisica Classica" "121774" "0"
"Fundamentos de Fisica Classica" "121420" "20"
"Fundamentos de Fisica Classica" "121515" "10"
"Fundamentos de Fisica Classica" "121636" "20"
"Fundamentos de Fisica Classica" "121642" "20"
"Fundamentos de Fisica Classica" "121538" "20"
"Fundamentos de Fisica Classica" "121300" "80"
"Fundamentos de Fisica Classica" "121595" "0"
"Fundamentos de Fisica Classica" "10118" "20"
"Fundamentos de Fisica Classica" "102206" "20"
"Fundamentos de Fisica Classica" "102273" "40"
"Fundamentos de Fisica Classica" "112319" "60"
"Fundamentos de Fisica Classica" "102455" "70"
"Fundamentos de Fisica Classica" "102720" "40"
"Fundamentos de Fisica Classica" "112521" "40"
"Fundamentos de Fisica Classica" "121246" "90"
"Fundamentos de Fisica Classica" "102294" "40"
"Fundamentos de Fisica Classica" "12296" "50"
"Fundamentos de Fisica Classica" "102390" "100"
"Fundamentos de Fisica Classica" "102575" "50"
"Fundamentos de Fisica Classica" "102709" "70"
"Fundamentos de Fisica Classica" "102644" "60"
"Fundamentos de Fisica Classica" "102404" "50"
"Fundamentos de Fisica Classica" "092208" "40"
"Fundamentos de Fisica Classica" "102304" "10"
"Fundamentos de Fisica Classica" "102676" "70"
"Fundamentos de Fisica Classica" "102631" "80"
"Fundamentos de Fisica Classica" "102473" "70"
"Fundamentos de Fisica Classica" "102506" "80"
"Fundamentos de Fisica Classica" "102675" "60"
"Fundamentos de Fisica Classica" "111447" "80"
"Fundamentos de Fisica Classica" "1217" "80"
"Fundamentos de Fisica Classica" "122229" "50"
"Fundamentos de Fisica Classica" "122511" "70"
"Fundamentos de Fisica Classica" "092697" "40"
"Fundamentos de Fisica Classica" "092464" "50"
"Fundamentos de Fisica Classica" "101651" "20"
"Fundamentos de Fisica Classica" "112475" "50"
"Fundamentos de Fisica Classica" "092482" "90"
"Fundamentos de Fisica Classica" "121683" "90"
"Fundamentos de Fisica Classica" "121178" "90"
"Fundamentos de Fisica Classica" "121474" "0"
"Fundamentos de Fisica Classica" "122535" "20"
"Fundamentos de Fisica Classica" "122634" "70"
"Fundamentos de Fisica Moderna" "082181" "70"
"Fundamentos de Fisica Moderna" "091417" "70"
"Fundamentos de Fisica Moderna" "09199" "70"
"Fundamentos de Fisica Moderna" "092768" "40"
"Fundamentos de Fisica Moderna" "09215" "20"
"Fundamentos de Fisica Moderna" "092377" "10"
"Fundamentos de Fisica Moderna" "092571" "10"
"Fundamentos de Fisica Moderna" "102306" "70"
"Fundamentos de Fisica Moderna" "10245" "70"
"Fundamentos de Fisica Moderna" "111512" "20"
"Fundamentos de Fisica Moderna" "121415" "90"
"Fundamentos de Fisica Moderna" "121266" "100"
"Fundamentos de Fisica Moderna" "082614" "30"
"Fundamentos de Fisica Moderna" "09211" "20"
"Fundamentos de Fisica Moderna" "09275" "60"
"Fundamentos de Fisica Moderna" "0923" "60"
"Fundamentos de Fisica Moderna" "092665" "20"
"Fundamentos de Fisica Moderna" "101144" "80"
"Fundamentos de Fisica Moderna" "101523" "80"
"Fundamentos de Fisica Moderna" "101339" "0"
"Fundamentos de Fisica Moderna" "10130" "40"
"Fundamentos de Fisica Moderna" "101132" "60"
"Fundamentos de Fisica Moderna" "101329" "0"
"Fundamentos de Fisica Moderna" "10194" "20"
"Fundamentos de Fisica Moderna" "101431" "70"
"Fundamentos de Fisica Moderna" "101192" "100"
"Fundamentos de Fisica Moderna" "101483" "0"
"Fundamentos de Fisica Moderna" "101496" "0"
"Fundamentos de Fisica Moderna" "101136" "60"
"Fundamentos de Fisica Moderna" "10117" "30"
"Fundamentos de Fisica Moderna" "101324" "50"
"Fundamentos de Fisica Moderna" "10161" "90"
"Fundamentos de Fisica Moderna" "101724" "30"
"Fundamentos de Fisica Moderna" "101316" "10"
"Fundamentos de Fisica Moderna" "101781" "90"
"Fundamentos de Fisica Moderna" "101545" "60"
"Fundamentos de Fisica Moderna" "101621" "90"
"Fundamentos de Fisica Moderna" "101739" "20"
"Fundamentos de Fisica Moderna" "101169" "40"
"Fundamentos de Fisica Moderna" "101397" "0"
"Fundamentos de Fisica Moderna" "101661" "50"
"Fundamentos de Fisica Moderna" "101393" "20"
"Fundamentos de Fisica Moderna" "101215" "50"
"Fundamentos de Fisica Moderna" "101673" "50"
"Fundamentos de Fisica Moderna" "10174" "0"
"Fundamentos de Fisica Moderna" "101251" "80"
"Fundamentos de Fisica Moderna" "101797" "80"
"Fundamentos de Fisica Moderna" "101392" "10"
"Fundamentos de Fisica Moderna" "101125" "80"
"Fundamentos de Fisica Moderna" "101351" "100"
"Fundamentos de Fisica Moderna" "101748" "30"
"Fundamentos de Fisica Moderna" "101616" "90"
"Fundamentos de Fisica Moderna" "101534" "80"
"Fundamentos de Fisica Moderna" "101130" "30"
"Fundamentos de Fisica Moderna" "102408" "50"
"Fundamentos de Fisica Moderna" "102209" "50"
"Fundamentos de Fisica Moderna" "102549" "30"
"Fundamentos de Fisica Moderna" "10279" "80"
"Fundamentos de Fisica Moderna" "102303" "70"
"Fundamentos de Fisica Moderna" "102235" "50"
"Fundamentos de Fisica Moderna" "102419" "40"
"Fundamentos de Fisica Moderna" "102361" "50"
"Fundamentos de Fisica Moderna" "102448" "60"
"Fundamentos de Fisica Moderna" "1022" "60"
"Fundamentos de Fisica Moderna" "102586" "80"
"Fundamentos de Fisica Moderna" "102118" "50"
"Fundamentos de Fisica Moderna" "102402" "10"
"Fundamentos de Fisica Moderna" "111732" "40"
"Fundamentos de Fisica Moderna" "111315" "30"
"Fundamentos de Fisica Moderna" "111129" "80"
"Fundamentos de Fisica Moderna" "111662" "20"
"Fundamentos de Fisica Moderna" "11176" "20"
"Fundamentos de Fisica Moderna" "111504" "10"
"Fundamentos de Fisica Moderna" "111163" "40"
"Fundamentos de Fisica Moderna" "11156" "30"
"Fundamentos de Fisica Moderna" "111243" "70"
"Fundamentos de Fisica Moderna" "111451" "90"
"Fundamentos de Fisica Moderna" "111106" "20"
"Fundamentos de Fisica Moderna" "111249" "90"
"Fundamentos de Fisica Moderna" "111305" "20"
"Fundamentos de Fisica Moderna" "111336" "20"
"Fundamentos de Fisica Moderna" "111188" "70"
"Fundamentos de Fisica Moderna" "111171" "70"
"Fundamentos de Fisica Moderna" "111469" "90"
"Fundamentos de Fisica Moderna" "112712" "90"
"Fundamentos de Fisica Moderna" "12149" "100"
"Fundamentos de Fisica Moderna" "111427" "20"
"Fundamentos de Fisica Moderna" "111591" "40"
"Fundamentos de Fisica Moderna" "111220" "10"
"Fundamentos de Fisica Moderna" "11151" "20"
"Fundamentos de Fisica Moderna" "111610" "40"
"Fundamentos de Fisica Moderna" "111667" "30"
"Fundamentos de Fisica Moderna" "072582" "80"
"Fundamentos de Fisica Moderna" "072201" "80"
"Fundamentos de Fisica Moderna" "081142" "80"
"Fundamentos de Fisica Moderna" "091328" "10"
"Fundamentos de Fisica Moderna" "09186" "30"
"Fundamentos de Fisica Moderna" "091405" "100"
"Fundamentos de Fisica Moderna" "091112" "30"
"Fundamentos de Fisica Moderna" "091227" "70"
"Fundamentos de Fisica Moderna" "091669" "60"
"Fundamentos de Fisica Moderna" "092719" "10"
"Fundamentos de Fisica Moderna" "10118" "80"
"Fundamentos de Fisica Moderna" "101783" "50"
"Fundamentos de Fisica Moderna" "101730" "40"
"Fundamentos de Fisica Moderna" "102206" "40"
"Fundamentos de Fisica Moderna" "102273" "10"
"Fundamentos de Fisica Moderna" "10247" "60"
"Fundamentos de Fisica Moderna" "111414" "40"
"Fundamentos de Fisica Moderna" "111217" "10"
"Fundamentos de Fisica Moderna" "111509" "40"
"Fundamentos de Fisica Moderna" "112319" "10"
"Fundamentos de Fisica Moderna" "121648" "90"
"Fundamentos de Fisica Moderna" "121353" "100"
"Fundamentos de Fisica Moderna" "091689" "60"
"Fundamentos de Fisica Moderna" "091592" "70"
"Fundamentos de Fisica Moderna" "092213" "90"
"Fundamentos de Fisica Moderna" "092576" "60"
"Fundamentos de Fisica Moderna" "111655" "50"
"Fundamentos de Fisica Moderna" "112195" "30"
"Fundamentos de Fisica Moderna" "112521" "90"
"Fundamentos de Fisica Moderna" "112527" "30"
"Fundamentos de Fisica Moderna" "121758" "90"
"Fundamentos de Fisica Moderna" "102404" "10"
"Fundamentos de Fisica Moderna" "092208" "30"
"Fundamentos de Fisica Moderna" "102304" "40"
"Fundamentos de Fisica Moderna" "092236" "60"
"Fundamentos de Fisica Moderna" "111426" "50"
"Fundamentos de Fisica Moderna" "121684" "10"
"Fundamentos de Fisica Moderna" "111193" "90"
"Fundamentos de Fisica Moderna" "121718" "0"
"Fundamentos de Fisica Moderna" "092599" "60"
"Fundamentos de Fisica Moderna" "092629" "60"
"Fundamentos de Fisica Moderna" "101651" "80"
"Fundamentos de Fisica Moderna" "101341" "70"
"Fundamentos de Fisica Moderna" "101292" "50"
"Fundamentos de Fisica Moderna" "11185" "40"
"Fundamentos de Fisica Moderna" "112475" "70"
"Futsal" "072703" "60"
"Futsal" "07243" "50"
"Futsal" "092752" "90"
"Futsal" "101299" "10"
"Futsal" "1121" "20"
"Futsal" "101621" "10"
"Futsal" "101534" "40"
"Futsal" "10277" "20"
"Futsal" "102541" "20"
"Futsal" "102402" "60"
"Futsal" "102793" "0"
"Futsal" "102269" "30"
"Futsal" "112467" "80"
"Futsal" "072584" "90"
"Futsal" "072632" "10"
"Futsal" "072239" "30"
"Futsal" "072133" "50"
"Futsal" "08169" "80"
"Futsal" "081252" "90"
"Futsal" "081766" "70"
"Futsal" "101312" "50"
"Futsal" "102720" "40"
"Futsal" "11198" "60"
"Futsal" "122708" "30"
"Futsal" "102294" "0"
"Futsal" "072326" "80"
"Futsal" "102390" "100"
"Futsal" "102575" "40"
"Futsal" "092208" "70"
"Futsal" "102304" "70"
"Gerencia da Informacao" "101255" "50"
"Gerencia da Informacao" "102306" "10"
"Gerencia da Informacao" "10245" "30"
"Gerencia da Informacao" "102173" "60"
"Gerencia da Informacao" "102342" "70"
"Gerencia da Informacao" "102313" "80"
"Gerencia da Informacao" "111190" "100"
"Gerencia da Informacao" "111588" "10"
"Gerencia da Informacao" "111512" "0"
"Gerencia da Informacao" "112137" "30"
"Gerencia da Informacao" "112578" "80"
"Gerencia da Informacao" "112406" "20"
"Gerencia da Informacao" "112742" "80"
"Gerencia da Informacao" "112791" "80"
"Gerencia da Informacao" "092552" "80"
"Gerencia da Informacao" "09275" "80"
"Gerencia da Informacao" "092665" "40"
"Gerencia da Informacao" "101144" "10"
"Gerencia da Informacao" "101523" "100"
"Gerencia da Informacao" "101339" "10"
"Gerencia da Informacao" "10130" "40"
"Gerencia da Informacao" "101132" "70"
"Gerencia da Informacao" "101329" "0"
"Gerencia da Informacao" "101241" "90"
"Gerencia da Informacao" "101701" "20"
"Gerencia da Informacao" "10194" "20"
"Gerencia da Informacao" "101192" "20"
"Gerencia da Informacao" "10188" "20"
"Gerencia da Informacao" "101496" "0"
"Gerencia da Informacao" "101136" "20"
"Gerencia da Informacao" "101240" "50"
"Gerencia da Informacao" "10117" "30"
"Gerencia da Informacao" "10161" "30"
"Gerencia da Informacao" "101724" "40"
"Gerencia da Informacao" "101316" "20"
"Gerencia da Informacao" "101781" "10"
"Gerencia da Informacao" "101545" "20"
"Gerencia da Informacao" "101621" "70"
"Gerencia da Informacao" "101739" "0"
"Gerencia da Informacao" "101169" "10"
"Gerencia da Informacao" "101397" "0"
"Gerencia da Informacao" "101601" "20"
"Gerencia da Informacao" "101661" "60"
"Gerencia da Informacao" "101393" "30"
"Gerencia da Informacao" "101215" "40"
"Gerencia da Informacao" "101673" "10"
"Gerencia da Informacao" "10174" "0"
"Gerencia da Informacao" "101251" "60"
"Gerencia da Informacao" "101797" "40"
"Gerencia da Informacao" "101492" "20"
"Gerencia da Informacao" "101392" "20"
"Gerencia da Informacao" "101125" "20"
"Gerencia da Informacao" "101351" "30"
"Gerencia da Informacao" "101748" "0"
"Gerencia da Informacao" "101616" "50"
"Gerencia da Informacao" "101534" "80"
"Gerencia da Informacao" "101253" "100"
"Gerencia da Informacao" "101290" "40"
"Gerencia da Informacao" "101130" "40"
"Gerencia da Informacao" "101166" "80"
"Gerencia da Informacao" "102202" "30"
"Gerencia da Informacao" "10277" "80"
"Gerencia da Informacao" "102639" "90"
"Gerencia da Informacao" "102572" "90"
"Gerencia da Informacao" "102168" "40"
"Gerencia da Informacao" "102408" "60"
"Gerencia da Informacao" "102209" "20"
"Gerencia da Informacao" "102549" "10"
"Gerencia da Informacao" "10279" "70"
"Gerencia da Informacao" "102303" "30"
"Gerencia da Informacao" "102773" "90"
"Gerencia da Informacao" "102235" "40"
"Gerencia da Informacao" "102160" "50"
"Gerencia da Informacao" "102419" "50"
"Gerencia da Informacao" "102361" "70"
"Gerencia da Informacao" "102448" "20"
"Gerencia da Informacao" "1022" "90"
"Gerencia da Informacao" "102268" "50"
"Gerencia da Informacao" "102259" "90"
"Gerencia da Informacao" "102721" "70"
"Gerencia da Informacao" "10238" "20"
"Gerencia da Informacao" "102678" "70"
"Gerencia da Informacao" "102541" "50"
"Gerencia da Informacao" "102365" "80"
"Gerencia da Informacao" "102118" "70"
"Gerencia da Informacao" "102402" "90"
"Gerencia da Informacao" "111732" "70"
"Gerencia da Informacao" "111210" "60"
"Gerencia da Informacao" "111555" "50"
"Gerencia da Informacao" "111315" "10"
"Gerencia da Informacao" "111129" "10"
"Gerencia da Informacao" "111480" "40"
"Gerencia da Informacao" "111662" "40"
"Gerencia da Informacao" "11176" "40"
"Gerencia da Informacao" "111558" "70"
"Gerencia da Informacao" "111504" "0"
"Gerencia da Informacao" "111163" "0"
"Gerencia da Informacao" "111459" "30"
"Gerencia da Informacao" "111301" "50"
"Gerencia da Informacao" "111663" "10"
"Gerencia da Informacao" "11156" "30"
"Gerencia da Informacao" "111497" "10"
"Gerencia da Informacao" "111243" "30"
"Gerencia da Informacao" "111755" "70"
"Gerencia da Informacao" "111106" "70"
"Gerencia da Informacao" "111687" "60"
"Gerencia da Informacao" "111111" "70"
"Gerencia da Informacao" "111249" "60"
"Gerencia da Informacao" "111305" "50"
"Gerencia da Informacao" "111336" "70"
"Gerencia da Informacao" "111298" "60"
"Gerencia da Informacao" "111103" "60"
"Gerencia da Informacao" "111188" "50"
"Gerencia da Informacao" "111369" "20"
"Gerencia da Informacao" "111171" "10"
"Gerencia da Informacao" "111647" "60"
"Gerencia da Informacao" "111469" "90"
"Gerencia da Informacao" "111161" "90"
"Gerencia da Informacao" "111147" "70"
"Gerencia da Informacao" "112323" "50"
"Gerencia da Informacao" "112645" "80"
"Gerencia da Informacao" "112218" "80"
"Gerencia da Informacao" "11233" "50"
"Gerencia da Informacao" "12112" "50"
"Gerencia da Informacao" "12125" "50"
"Gerencia da Informacao" "121384" "30"
"Gerencia da Informacao" "092411" "10"
"Gerencia da Informacao" "092456" "90"
"Gerencia da Informacao" "092628" "100"
"Gerencia da Informacao" "101637" "70"
"Gerencia da Informacao" "101245" "70"
"Gerencia da Informacao" "102388" "50"
"Gerencia da Informacao" "102170" "90"
"Gerencia da Informacao" "102285" "100"
"Gerencia da Informacao" "102668" "0"
"Gerencia da Informacao" "102258" "60"
"Gerencia da Informacao" "102672" "100"
"Gerencia da Informacao" "102583" "100"
"Gerencia da Informacao" "102698" "70"
"Gerencia da Informacao" "102793" "40"
"Gerencia da Informacao" "102753" "80"
"Gerencia da Informacao" "102731" "90"
"Gerencia da Informacao" "102387" "100"
"Gerencia da Informacao" "102635" "90"
"Gerencia da Informacao" "111400" "10"
"Gerencia da Informacao" "111115" "80"
"Gerencia da Informacao" "111427" "10"
"Gerencia da Informacao" "111100" "80"
"Gerencia da Informacao" "111591" "30"
"Gerencia da Informacao" "111220" "20"
"Gerencia da Informacao" "11151" "20"
"Gerencia da Informacao" "111610" "30"
"Gerencia da Informacao" "111717" "70"
"Gerencia da Informacao" "111346" "40"
"Gerencia da Informacao" "111561" "50"
"Gerencia da Informacao" "112590" "60"
"Gerencia da Informacao" "112332" "10"
"Gerencia da Informacao" "112711" "90"
"Gerencia da Informacao" "112516" "20"
"Gerencia da Informacao" "112623" "60"
"Gerencia da Informacao" "112765" "40"
"Gerencia da Informacao" "112769" "90"
"Gerencia da Informacao" "112539" "90"
"Gerencia da Informacao" "112254" "70"
"Gerencia da Informacao" "112449" "50"
"Gerencia da Informacao" "112452" "10"
"Gerencia da Informacao" "112177" "80"
"Gerencia da Informacao" "112520" "60"
"Gerencia da Informacao" "112274" "50"
"Gerencia da Informacao" "11260" "60"
"Gerencia da Informacao" "112777" "70"
"Gerencia da Informacao" "112729" "60"
"Gerencia da Informacao" "11278" "20"
"Gerencia da Informacao" "112379" "90"
"Gerencia da Informacao" "112487" "80"
"Gerencia da Informacao" "112216" "30"
"Gerencia da Informacao" "112551" "60"
"Gerencia da Informacao" "11216" "40"
"Gerencia da Informacao" "112579" "60"
"Gerencia da Informacao" "1218" "80"
"Gerencia da Informacao" "121300" "60"
"Gerencia da Informacao" "10118" "20"
"Gerencia da Informacao" "102206" "40"
"Gerencia da Informacao" "102273" "50"
"Gerencia da Informacao" "10247" "10"
"Gerencia da Informacao" "112556" "80"
"Gerencia da Informacao" "102455" "40"
"Gerencia da Informacao" "102720" "30"
"Gerencia da Informacao" "102294" "40"
"Gerencia da Informacao" "12296" "60"
"Gerencia da Informacao" "092600" "90"
"Gerencia da Informacao" "09236" "90"
"Gerencia da Informacao" "102390" "90"
"Gerencia da Informacao" "102575" "20"
"Gerencia da Informacao" "102644" "30"
"Gerencia da Informacao" "102404" "10"
"Gerencia da Informacao" "112519" "10"
"Gerencia da Informacao" "092208" "80"
"Gerencia da Informacao" "102304" "40"
"Gerencia da Informacao" "102676" "30"
"Gerencia da Informacao" "102631" "0"
"Gerencia da Informacao" "102506" "90"
"Gerencia da Informacao" "102675" "100"
"Gerencia da Informacao" "1217" "80"
"Gerencia da Informacao" "101557" "30"
"Gerencia da Informacao" "111193" "30"
"Gerencia da Informacao" "092629" "100"
"Gerencia da Informacao" "111325" "40"
"Gerencia da Informacao" "112475" "30"
"Gerencia da Informacao" "121474" "80"
"Gerencia da Informacao" "121128" "60"
"Gerencia da Informacao" "122790" "50"
"GERENCIA DE Redes de Computadores" "072703" "10"
"GERENCIA DE Redes de Computadores" "07144" "20"
"GERENCIA DE Redes de Computadores" "08210" "20"
"GERENCIA DE Redes de Computadores" "082670" "60"
"GERENCIA DE Redes de Computadores" "082327" "30"
"GERENCIA DE Redes de Computadores" "091391" "90"
"GERENCIA DE Redes de Computadores" "101399" "40"
"GERENCIA DE Redes de Computadores" "062234" "80"
"GERENCIA DE Redes de Computadores" "072239" "40"
"GERENCIA DE Redes de Computadores" "072626" "80"
"GERENCIA DE Redes de Computadores" "081666" "50"
"GERENCIA DE Redes de Computadores" "081493" "10"
"GERENCIA DE Redes de Computadores" "081766" "60"
"GERENCIA DE Redes de Computadores" "081228" "0"
"GERENCIA DE Redes de Computadores" "082453" "70"
"GERENCIA DE Redes de Computadores" "121465" "90"
"Informatica e Sociedade" "082710" "30"
"Informatica e Sociedade" "091733" "80"
"Informatica e Sociedade" "091141" "80"
"Informatica e Sociedade" "091764" "0"
"Informatica e Sociedade" "092768" "40"
"Informatica e Sociedade" "092477" "90"
"Informatica e Sociedade" "092571" "30"
"Informatica e Sociedade" "101255" "30"
"Informatica e Sociedade" "102173" "50"
"Informatica e Sociedade" "102342" "30"
"Informatica e Sociedade" "102313" "0"
"Informatica e Sociedade" "111588" "0"
"Informatica e Sociedade" "111693" "10"
"Informatica e Sociedade" "112137" "20"
"Informatica e Sociedade" "112578" "20"
"Informatica e Sociedade" "112406" "20"
"Informatica e Sociedade" "112791" "50"
"Informatica e Sociedade" "082614" "30"
"Informatica e Sociedade" "091562" "80"
"Informatica e Sociedade" "091659" "80"
"Informatica e Sociedade" "092117" "40"
"Informatica e Sociedade" "09211" "40"
"Informatica e Sociedade" "092335" "70"
"Informatica e Sociedade" "092533" "10"
"Informatica e Sociedade" "092153" "40"
"Informatica e Sociedade" "0923" "30"
"Informatica e Sociedade" "101523" "90"
"Informatica e Sociedade" "10130" "40"
"Informatica e Sociedade" "101132" "30"
"Informatica e Sociedade" "101241" "40"
"Informatica e Sociedade" "101431" "100"
"Informatica e Sociedade" "10117" "0"
"Informatica e Sociedade" "101316" "80"
"Informatica e Sociedade" "101621" "70"
"Informatica e Sociedade" "101739" "10"
"Informatica e Sociedade" "101397" "80"
"Informatica e Sociedade" "101601" "100"
"Informatica e Sociedade" "101215" "40"
"Informatica e Sociedade" "101673" "40"
"Informatica e Sociedade" "101251" "40"
"Informatica e Sociedade" "101797" "70"
"Informatica e Sociedade" "101392" "80"
"Informatica e Sociedade" "101534" "30"
"Informatica e Sociedade" "101253" "100"
"Informatica e Sociedade" "101130" "30"
"Informatica e Sociedade" "101166" "100"
"Informatica e Sociedade" "102202" "40"
"Informatica e Sociedade" "10277" "80"
"Informatica e Sociedade" "102308" "90"
"Informatica e Sociedade" "102572" "90"
"Informatica e Sociedade" "102168" "0"
"Informatica e Sociedade" "102408" "80"
"Informatica e Sociedade" "102209" "30"
"Informatica e Sociedade" "102203" "70"
"Informatica e Sociedade" "102549" "10"
"Informatica e Sociedade" "10279" "30"
"Informatica e Sociedade" "102773" "80"
"Informatica e Sociedade" "102361" "70"
"Informatica e Sociedade" "1022" "70"
"Informatica e Sociedade" "102268" "50"
"Informatica e Sociedade" "102107" "10"
"Informatica e Sociedade" "102707" "40"
"Informatica e Sociedade" "102721" "10"
"Informatica e Sociedade" "10238" "60"
"Informatica e Sociedade" "102678" "70"
"Informatica e Sociedade" "102541" "30"
"Informatica e Sociedade" "102365" "50"
"Informatica e Sociedade" "102118" "70"
"Informatica e Sociedade" "102402" "70"
"Informatica e Sociedade" "111732" "40"
"Informatica e Sociedade" "111210" "60"
"Informatica e Sociedade" "111480" "80"
"Informatica e Sociedade" "11176" "30"
"Informatica e Sociedade" "111497" "20"
"Informatica e Sociedade" "111755" "20"
"Informatica e Sociedade" "111451" "60"
"Informatica e Sociedade" "111111" "40"
"Informatica e Sociedade" "111660" "60"
"Informatica e Sociedade" "111103" "20"
"Informatica e Sociedade" "111188" "20"
"Informatica e Sociedade" "111369" "40"
"Informatica e Sociedade" "111171" "20"
