MatriculaAluno
1071580
1071252
1062290
1062236
1071573
1111293
1062158
1061462
107163
1061195
1071209
1071424
1071625
11015
1071343
1062526
1071436
1062152
107156
1071686
107296
1072460
1042694
108186
1081765
1081521
1081609
1082192
1081510
1091553
1082789
1081539
111224
112175
1081709
1101591
1071374
1071421
1072229
107246
1072211
1081282
1081332
1081763
1081178
1081141
1081645
1071551
1101788
1112603
1112345
1072703
1062626
108138
1081164
110185
1111234
1101750
1082100
1082216
1082156
1101220
1072624
1101143
1081311
107217
1091569
1082310
1052181
1061601
1112622
1081241
1102772
1081149
1081578
1081467
1081406
106244
1071309
106219
1062531
1062762
1111101
1062704
111115
1071268
1072641
1081672
1072508
1072404
1072550
1072274
1081683
1092322
1081400
1052523
1092251
1081700
1081190
1081186
1111292
1051259
106261
1111210
1111396
1101503
1101697
107220
1101335
108218
1101301
1101219
1091530
1101782
1101167
1092355
1091203
1111146
1101689
1091623
1101628
1092352
1111316
1111532
1092294
109173
1092375
1081191
1101281
1092742
1101295
1101722
1101379
1101737
1091116
1101514
1101179
1101108
1082497
1101607
1101247
110137
1101333
1101370
1101297
1092212
1092380
109245
1101669
1111304
110142
109187
1101771
1092103
1092513
1092483
1111359
1091744
1072244
1101408
1101682
1101610
1091368
1111384
1121174
111160
111198
111180
1111412
1111145
1111533
111177
1111442
1101793
1092277
1101478
1111632
1111684
11027
1101318
1111134
1102605
1102262
1101450
1112757
1111588
1101104
1121471
1121127
1121740
1101128
1111519
1102583
1111394
1121484
1111540
1111745
1121264
1092398
1121451
1112485
1111736
1101254
1102351
1102779
1111434
1112589
1102640
1111615
1102518
1092559
1112102
1121161
1111472
1111777
1111265
1112418
1102475
1102596
109112
1102547
1112627
1091131
1111653
109250
110251
1101651
1101447
1102454
1102498
1102606
1102334
1101502
110133
1101278
1102342
1102416
1102410
1101687
1102635
1101151
1111579
1102147
1102741
1101312
1101732
110147
1102775
1111225
1101207
1102118
1092249
1102341
1101383
1102315
1102393
1102678
1102695
1101377
1101420
1092675
1092714
1092213
1101774
1092574
1092739
1092749
1102392
1092258
1091479
1091457
1091598
1101708
1101437
110230
112140
1112646
1111724
1102718
1102227
1111376
1112256
1111504
1111776
1111715
1102572
1112543
1101681
111193
1112500
1102612
1112549
111188
1121188
1111122
1121469
1102734
1112680
1102453
111243
111225
1112388
111283
1102711
1111395
1112783
1101535
1102719
1111344
1111663
1111656
1112248
111159
1112448
1102639
110265
112171
1112494
1111198
1111440
1102727
1102113
1121506
1112239
1112660
1112726
1121361
1122255
1122137
1112286
1121232
1121243
1121674
1121581
1121524
1112337
1121644
1121568
112194
112221
1121760
1121567
1112235
112111
1121773
1111397
1121455
1121562
1112125
1112585
1122382
1121791
1121269
1102173
1121405
1121633
1121140
1112206
1112690
1112468
1102354
1121698
112176
1121233
112172
1112180
111113
1111721
1121106
1121429
1112456
1121570
1101545
1102538
1121787
1121298
1122330
112182
1121584
1102621
1102657
1101692
1102554
1102522
1111126
1111629
1111189
1102541
1102561
1102120
1121511
1082738
1091364
1082658
1082751
1091733
1091671
109170
1121266
1091300
109164
1112425
1082587
1091476
1091150
1091648
10928
1091768
1092275
1091133
111169
1082346
1082796
1091490
1091577
1111105
1071664
1091461
108267
1072347
1091668
1091565
1092107
1121390
1112261
1092427
1082593
1092288
1112200
11012
1102520
109131
1121786
1121111
1121699
1111652
1121505
1121267
1121592
1121409
1121542
1121594
1121319
1121153
1121159
1121673
1121184
1121432
1121350
1121226
1121713
1121324
1121428
1121599
1121564
1121194
1121662
1121529
1121491
112168
1121716
1121474
1121602
1111707
1121287
1121755
1121119
1121630
1121353
112184
1121260
1121323
1121224
111139
1121731
1121305
112116
112281
1122770
1122419
112299
1122117
1122661
1122555
1122283
1122201
1122109
1122289
1122136
1122411
1122142
1122552
1122115
1122215
112257
1122166
1122617
1122764
1122614
112255
1122688
1122571
1122237
1122367
1122438
1122435
1122753
1122308
1122473
112279
1122148
1122386
1122659
1122272
1122369
1122401
1122582
112274
1122242
1122642
1122517
1122752
112236
1122486
1122544
1122634
1122616
1122537
1122223
111197
1122204
1122170
1122162
1122157
1122199
1122501
1122748
1122590
1122488
1122385
1122313
1122758
1122693
1122263
112249
1122381
1122495
1122638
1112193
1112280
111223
1112445
111128
1112196
1112785
1111124
1112784
1112620
1112647
1112165
1112160
1112284
1112328
1112378
1112735
1112331
1112649
1112781
1112489
1112299
1112780
1112171
1112257
1112705
1112250
1112746
1112761
1112613
1112114
1111426
1112221
1112423
1112222
1112493
1112387
1112611
1112637
111266
1112218
111252
1112363
1112759
1112172
1112444
1112743
1112516
111234
1112326
1112636
1112336
1112175
1112183
1091665
1091230
1091557
1091756
1091414
1091720
1112365
1091576
1091631
1112643
108262
1122339
1121515
1121245
112290
1122482
1121527
1082303
1072356
1082747
1082767
1052696
1062399
1122360
1122560
112189
111129
1112459
108254
1092685
1121558
1111307
1071135
1041228
10524
1061358
109227
1091769
1092276
1101240
1092123
1102139
110295
1111197
1111595
1102706
1121327
110226
1102291
1102208
1121778
