CodigoDisciplina,MatriculaAluno,Periodo,Nota1,Nota2,Nota3,Media,Final,Situacao,PeriodoRelativo
1108090,1111588,20121,9,6.2,9,8.1,-1,A,3
1108090,1101104,20121,5,0,8,5,6,A,5
1108090,1121471,20121,10,10,10,10,-1,A,1
1108090,1121127,20121,5,7,9,7,-1,A,1
1108090,1121740,20121,0,0,4,1.3,-1,R,1
1108090,1101128,20121,6,5,8,5,3,A,5
1108090,1111519,20121,10,9.3,8,9.1,-1,A,3
1108090,1102583,20121,6.5,9,9,8.2,-1,A,4
1108090,1111394,20121,10,9.5,7,8.8,-1,A,3
1108090,1121484,20121,5,5,8,5.6,5,A,1
1108090,1111540,20121,10,8.8,4,7.6,-1,A,3
1108090,1111745,20121,10,9.5,9,9.5,-1,A,3
1108090,1121264,20121,5.5,5,9,6.9,7.5,A,1
1108090,1092398,20121,9.3,9.3,9,9.2,-1,A,6
1108090,1121451,20121,5,5,8,6,6,A,1
1108090,1112485,20121,5,8.8,8.5,7.4,-1,A,2
1108090,1111736,20121,8,8,9,8.3,-1,A,3
1108090,1101254,20121,7.5,5,9,7.2,-1,A,5
1108090,1102351,20121,7,8.3,8,7.8,-1,A,4
1108090,1091368,20122,9,10,10,9.7,-1,A,8
1108090,1102779,20122,9,10,9,9.3,-1,A,5
1108090,1111434,20122,8,9,9,8.7,-1,A,4
1108090,1112589,20122,8,9,9,8.7,-1,A,3
1108090,1102640,20122,9,10,9,9.3,-1,A,5
1108090,1111615,20122,9,9,9,9,-1,A,4
1108090,1102518,20122,9,10,9,9.3,-1,A,5
1108090,1092559,20122,9,9,9,9,-1,A,7
1108090,1121740,20122,9,10,10,9.7,-1,A,2
1108090,1112102,20122,8,9,9,8.7,-1,A,3
1108090,1121161,20122,10,10,9.5,9.8,-1,A,2
1108090,1111472,20122,10,10,9.5,9.8,-1,A,4
1108090,1111777,20122,9,9,9,9,-1,A,4
1108090,1111265,20122,9,9,9,9,-1,A,4
1108090,1112418,20122,9,10,10,9.7,-1,A,3
1108090,1102475,20112,7.5,8.5,9.5,8.5,-1,A,3
1108090,1102596,20112,6.3,9.5,9.2,8.3,-1,A,3
1108090,109112,20112,6.3,9,9,8.1,-1,A,6
1108090,1102547,20112,7.5,6.9,9,7.8,-1,A,3
1108090,1112627,20112,6.5,5,9.4,7,-1,A,1
1108090,1091131,20112,10,8,6.5,8.2,-1,A,6
1108090,1111653,20112,6.3,6.7,8.4,7.1,-1,A,2
1108090,109250,20112,6.2,9.5,9,8.2,-1,A,5
1108090,110251,20112,6.2,9,8.5,7.9,-1,A,3
1108090,1101651,20112,7.5,9.6,10,9,-1,A,4
1108090,1101447,20112,5,8.5,8.7,7.4,-1,A,4
1108090,1102454,20112,6.3,8.2,9.5,8,-1,A,3
1108090,1102498,20112,8.1,9.1,8.8,8.7,-1,A,3
1108090,1102606,20112,6.3,9.7,8.8,8.3,-1,A,3
1108090,1102334,20112,6.5,9.7,8.5,8.2,-1,A,3
1108090,1101502,20112,6.2,8.5,8,7.6,-1,A,4
1108090,110133,20112,7.5,10,7.5,8.3,-1,A,4
1108090,1101278,20112,6,8,9,7.7,-1,A,4
1108090,1102342,20112,7.5,9.1,9,8.5,-1,A,3
1108090,1102416,20112,7.5,8.3,9.2,8.3,-1,A,3
1108090,1102410,20112,10,5.5,8.5,8,-1,A,3
1108090,1101687,20112,6.3,6.2,9.2,7.2,-1,A,4
1108090,1102635,20112,6.3,9.7,8.6,8.2,-1,A,3
1304025,1101151,20121,9.5,9.5,9.5,9.5,-1,A,5
1304025,1102772,20121,9.5,9.5,9.5,9.5,-1,A,4
1304025,1111101,20121,9,9,9,9,-1,A,3
1304025,1111579,20122,9,9,9,9,-1,A,4
1304025,1112622,20122,8.5,8.5,8.5,8.5,-1,A,3
1109053,1091368,20111,5.5,0,0.5,2,-1,R,5
1109053,1102475,20111,3.5,7,3,5.1,6,A,2
1109053,1102640,20111,0,6,2.5,2.8,-1,R,2
1109053,1102147,20111,1.5,2.5,0,1.3,-1,R,2
1109053,1102596,20111,3.5,7,2,5.3,7,A,2
1109053,1102741,20111,3,4.5,0.5,2.7,-1,R,2
1109053,1102518,20111,0,5.5,1.5,2.3,-1,R,2
1109053,109112,20111,3,9.5,2,5.1,5.5,A,5
1109053,1101312,20111,4,3.5,0,2.5,-1,R,3
1109053,110251,20111,7,8.5,5.5,7,-1,A,2
1109053,1101732,20111,4.5,3.5,4,5.2,7,A,3
1109053,1111134,20111,0,6,0,2,-1,R,1
1109053,1111434,20111,2.5,0,0,0.8,-1,R,1
1109053,1102547,20111,6,6.5,3.5,5.4,5.5,A,2
1109053,110147,20111,2,0,1,1,-1,R,3
1109053,1102583,20111,0.5,6,2.5,3,-1,R,2
1109053,1102775,20111,0,3.5,0.5,1.3,-1,R,2
1109053,1111225,20111,6,8.5,3.5,6.2,6.5,A,1
1109053,1101104,20111,3.5,1.5,0,1.7,-1,R,3
1109053,1092277,20111,0.5,5.5,0,2,-1,R,4
1109053,1101478,20111,3.5,2,0,1.8,-1,R,3
1109053,1101207,20111,1,8.5,2.5,4.2,4.5,R,3
1109053,1102118,20111,0,1,0,0.3,-1,R,2
1109053,1092249,20111,3,6.5,0.5,3.3,-1,R,4
1109053,11027,20111,2.5,6.5,3,4.4,5,R,2
1109053,1111588,20111,5.5,9,7,7.2,-1,A,1
1109053,1102605,20111,3,4.5,2,3.2,-1,R,2
1109053,1102262,20111,1.5,7,3.5,3.6,3,R,2
1109053,1101450,20111,1,7,2.5,3.5,-1,R,3
1109053,1102341,20111,1.5,0,0,0.5,-1,R,2
1109053,1101651,20111,3.5,9,4,5.3,5,A,3
1109053,1101447,20111,2.5,8,5,5.9,7,A,3
1109053,1101383,20111,2,4,0.5,2.2,-1,R,3
1109053,1102315,20111,0,0,0,0,-1,R,2
1109053,1102393,20111,2,3,0.5,1.8,-1,R,2
1109053,1102678,20111,2,4,1.5,2.5,-1,R,2
1109053,1102454,20111,5,6.5,1.5,5.4,7,A,2
1109053,1102695,20111,3,0,0,1,-1,R,2
1109053,1102606,20111,1.5,6,4.5,5,6.5,A,2
1109053,1101128,20111,1.5,5.5,0,2.3,-1,R,3
1109053,1101377,20111,3,1,0,1.3,-1,R,3
1109053,1102334,20111,4,9,5.5,6.9,8,A,2
1109053,1101420,20111,1,4,1.5,2.2,-1,R,3
1109053,1111653,20111,3.5,9,1,5.5,7,A,1
1109053,1092675,20111,1,6,1,2.7,-1,R,4
1109053,1092714,20111,1,0,1.5,0.8,-1,R,4
1109053,1092213,20111,0.5,0,0,0.2,-1,R,4
1109053,1101774,20111,1,3,3,2.3,-1,R,3
1109053,1092574,20111,1,0,0,0.3,-1,R,4
1109053,1092739,20111,1,0,0,0.3,-1,R,4
1109053,1092749,20111,7.5,3.5,3.5,6.3,8.5,A,4
1109053,1102392,20111,2.5,2.5,0,1.7,-1,R,2
1109053,1102635,20111,4,7,8,7.4,9,A,2
1109053,1092258,20111,0,0,0,0,-1,R,4
1109053,1102342,20111,4.5,6.5,3,5.6,7,A,2
1109053,1091479,20111,5.5,5,1.5,4.2,4.5,R,5
1109053,1091457,20111,4,4,0.5,2.8,-1,R,5
1109053,1102416,20111,2.5,9,7,6.7,7.5,A,2
1109053,1091598,20111,0,0.5,0,0.2,-1,R,5
1109053,1102410,20111,5.5,5.5,3.5,5.7,7,A,2
1109053,1101708,20111,4.5,7,3,5.3,6,A,3
1109053,1102351,20111,3,5.5,1.5,3.3,-1,R,2
1109053,1101437,20111,1.5,2,1.5,1.7,-1,R,3
1109053,1101254,20111,1.5,5,1,2.5,-1,R,3
1109053,110230,20121,5.5,2,3.8,3.8,-1,R,4
1109053,112140,20121,2,1,1,1.3,-1,R,1
1109053,1112646,20121,2,0,0,0.7,-1,R,2
1109053,1102640,20121,7.5,4.5,8,6.4,6,A,4
1109053,1111724,20121,2,0,0,0.7,-1,R,3
1109053,1111777,20121,5.5,5.5,4,5,5,A,3
1109053,1102718,20121,4,4,3.2,3.7,-1,R,4
1109053,1102227,20121,3.5,2,7.8,4.1,3.6,R,4
1109053,1111376,20121,1,1,2,1.3,-1,R,3
1109053,1112256,20121,3.5,3.8,1.5,2.9,-1,R,2
1109053,1111504,20121,2.5,1,1,1.5,-1,R,3
1109053,1111776,20121,2,4.8,2,2.9,-1,R,3
1109053,1111715,20121,2,1,1.5,1.5,-1,R,3
1109053,1102572,20121,8,4.8,5.3,5.1,3.8,A,4
1109053,1102775,20121,3.5,3.5,6,4,3.5,R,4
1109053,1112543,20121,5,0,1,2,-1,R,2
1109053,1101681,20121,0,3.7,5.3,3,-1,R,5
1109053,111193,20121,1,3,0,1.3,-1,R,3
1109053,1112500,20121,5,5.2,7,6.7,8.2,A,2
1109053,1102612,20121,0,1,0,0.3,-1,R,4
1109053,1112549,20121,8,4.6,4,5,4.3,A,2
1109053,111188,20121,0,1,0,0.3,-1,R,3
1109053,1121188,20121,1,1.5,0,0.8,-1,R,1
1109053,1111122,20121,5.5,1.5,3,3.3,-1,R,3
1109053,1101207,20121,5.5,4.5,4.5,4.2,3.3,R,5
1109053,1121469,20121,4.5,2,1,2.5,-1,R,1
1109053,1102734,20121,0,1,0,0.3,-1,R,4
1109053,1112680,20121,3,3.3,3.5,3.3,-1,R,2
1109053,1102453,20121,0,2.8,5,2.6,-1,R,4
1109053,1111472,20121,6,5.8,7,6.4,6.5,A,3
1109053,111243,20121,3,1.7,0,1.6,-1,R,2
1109053,111225,20121,4.5,3.2,4.3,5,6.5,A,2
1109053,1112388,20121,0,0.5,0,0.2,-1,R,2
1109053,111283,20121,0,1.8,0,0.6,-1,R,2
1109053,1102779,20121,5.8,7,8.1,7,-1,A,4
1109053,1102341,20121,3.5,1.1,8,4,3.8,R,4
1109053,1102711,20121,2,3.5,3.5,3,-1,R,4
1109053,1102393,20121,4.5,3,4.5,4,4,R,4
1109053,1111395,20121,6.7,4,1.3,3.8,3.5,R,3
1109053,1102678,20121,4,1,4,3,-1,R,4
1109053,1102695,20121,4.5,2.5,2,3,-1,R,4
1109053,1112783,20121,1,1,1,1,-1,R,2
1109053,1101535,20121,3.3,5,1.8,3.4,-1,R,5
1109053,1102719,20121,2.5,0,0,0.8,-1,R,4
1109053,1111344,20121,1.5,0,2.5,1.3,-1,R,3
1109053,1111663,20121,2,2,3.5,2.5,-1,R,3
1109053,1111656,20121,8.3,8.3,3.5,6.1,5.3,A,3
1109053,1112248,20121,4,3.1,1,2.7,-1,R,2
1109053,111159,20121,5.5,4.5,2,4,4,R,3
1109053,1112589,20121,7.5,6.5,7,7,-1,A,2
1109053,1112448,20121,4.5,5.7,3,4.4,4.3,R,2
1109053,1102639,20121,4,5.5,2.5,4.3,4.8,R,4
1109053,1092559,20121,4.8,4.5,6.5,5,4.6,A,6
1109053,110265,20121,3.3,2.6,4,3.3,-1,R,4
1109053,112171,20121,0,1.5,1.5,1,-1,R,1
1109053,1112494,20121,0,1,1,0.7,-1,R,2
1109053,1111198,20121,6.5,1.5,4,2.8,1,R,3
1109053,1111440,20121,1.5,3.7,0,1.7,-1,R,3
1109053,1102727,20121,0.5,1,0,0.5,-1,R,4
1109053,1102113,20121,4.5,3.8,4.5,3.4,2,R,4
1109053,1121506,20121,0,1.5,0,0.5,-1,R,1
1109053,1112239,20121,5.5,7,8,6.6,6.3,A,2
1109053,1112660,20121,2.5,1.5,1,1.7,-1,R,2
1109053,1102741,20122,2.9,6.5,8.2,5.6,5.1,A,5
1109053,1102718,20122,6,6.6,4.6,5,3.9,A,5
1109053,1102227,20122,6,7,4,5,4,A,5
1109053,1102775,20122,5,8.5,5,5.7,5,A,5
1109053,1112726,20122,0.8,4,1.7,2.2,-1,R,3
1109053,1121361,20122,2.9,4.5,0.2,2.5,-1,R,2
1109053,1112680,20122,1,7,7,6.4,8.5,A,3
1109053,1122255,20122,4.3,3.5,5.3,5,5.8,A,1
1109053,1122137,20122,0,1.5,0,0.5,-1,R,1
1109053,1112286,20122,0,5.5,4,3.2,-1,R,3
1109053,1121232,20122,2.4,0.8,2,1.7,-1,R,2
1109053,1102695,20122,3.5,6,4,5.3,6.5,A,5
1109053,1101535,20122,2.5,8,5,5.1,5,A,6
1109053,1121243,20122,1.1,0,2,1,-1,R,2
1109053,1121674,20122,1.6,8.5,8.8,6,5.5,A,2
1109053,1121581,20122,1.5,5,6.5,5.4,7,A,2
1109053,1121524,20122,0,2,2,1.3,-1,R,2
1109053,1111376,20122,1,0.5,6,2.5,-1,R,4
1109053,1112337,20122,2.8,6.8,0.5,3.4,-1,R,3
1109053,1121644,20122,4.5,5,8.5,6.2,6.5,A,2
1109053,1121568,20122,0.9,7.5,6.5,6,7.5,A,2
1109053,1111776,20122,1,5,3,3,-1,R,4
1109053,112194,20122,6.5,8.5,8.5,7.8,-1,A,2
1109053,112221,20122,5,7.3,6.5,6.5,6.8,A,1
1109053,1121760,20122,1.4,5,7.5,5,5.5,A,2
1109053,1121469,20122,1.5,3,0.5,1.7,-1,R,2
1109053,1121567,20122,2,1.2,2.6,1.9,-1,R,2
1109053,1112235,20122,0,0,0,0,-1,R,3
1109053,112111,20122,7,4.8,8,6.4,6,A,2
1109053,1121773,20122,2,6.3,0.7,3,-1,R,2
1109053,1102341,20122,5.5,9,4,6.1,6,A,5
1109053,1102711,20122,1.5,4,6.5,4.2,4.5,R,5
1109053,1111397,20122,7.5,4,3.5,5,5,A,4
1109053,1121455,20122,4.3,4,1.8,3.4,-1,R,2
1109053,1121562,20122,2.2,3,1,2.1,-1,R,2
1109053,1112125,20122,0,0,0,0,-1,R,3
1109053,1111579,20122,2,1.5,3.5,2.3,-1,R,4
1109053,1112585,20122,0,1.2,1.5,0.9,-1,R,3
1109053,1122382,20122,0,1,0,0.3,-1,R,1
1109053,110265,20122,7,7.5,8,7.5,-1,A,5
1109053,1112783,20122,3.2,5.5,1.3,3.3,-1,R,3
1109053,1112248,20122,3.5,9,4.5,5.8,6,A,3
1109053,1121791,20122,1.2,0,2.5,1.2,-1,R,2
1109053,1121269,20122,6.2,4.5,4.5,6.7,9,A,2
1109053,110230,20122,5,8.5,4,5.1,4,A,5
1109053,1111724,20122,0.5,0.5,4.5,1.8,-1,R,4
1109053,1102173,20122,5,9,8,7.3,-1,A,5
1109053,1121405,20122,4,3.6,0,2.5,-1,R,2
1109053,1111504,20122,0.5,0,0,0.2,-1,R,4
1109053,1121633,20122,7,6,8.5,7.2,-1,A,2
1109053,1121140,20122,6.1,6.9,7.5,6,4.8,A,2
1109053,1111122,20122,4,3.5,5.5,5,6,A,4
1109053,1101207,20122,4.5,3,1,2.8,-1,R,6
1109053,1112206,20122,0,4.5,2.3,2.3,-1,R,3
1109053,111283,20122,1.6,4.8,2,2.8,-1,R,3
1109053,1112690,20122,0.6,5.5,3,3,-1,R,3
1109053,1112468,20122,2,2,1,1.7,-1,R,3
1109053,1112388,20122,0,3.8,0,1.3,-1,R,3
1109053,1111395,20122,4.2,6.8,1,5,6.5,A,4
1109053,1102678,20122,2.5,7.5,7,7,9,A,5
1109053,1102354,20122,1,1.3,3.1,1.8,-1,R,5
1109053,1121698,20122,2.5,4.8,1.9,3.1,-1,R,2
1109053,1102639,20122,9,6,7,7.3,-1,A,5
1109053,1112494,20122,0,0,0,0,-1,R,3
1109053,1112543,20122,1.5,3,5.3,3.3,-1,R,3
1109053,1102727,20122,0.5,1,0.5,0.7,-1,R,5
1109053,1121506,20122,0.8,0,0,0.3,-1,R,2
1109053,112176,20122,2.2,4,2,2.7,-1,R,2
1109053,1121233,20122,1,3.5,3,2.5,-1,R,2
1109053,112172,20122,0,2,0,0.7,-1,R,2
1109053,1112180,20122,1,1,0.5,0.8,-1,R,3
1109053,1112256,20122,6.2,7,9,7.4,-1,A,3
1109053,1111715,20122,1.9,3,0,1.6,-1,R,4
1109053,111113,20122,3,6.5,6.5,5,4.5,A,4
1109053,111193,20122,0.6,0,0,0.2,-1,R,4
1109053,111159,20122,4.2,5,7,5,4.5,A,4
1109053,111188,20122,1.4,0,0,0.5,-1,R,4
1109053,1121188,20122,0,1,0,0.3,-1,R,2
1109053,1111721,20122,0,0,0,0,-1,R,4
1109053,1121106,20122,6.5,10,7.9,8.1,-1,A,2
1109053,1102734,20122,2.7,5,7.4,5,5,A,5
1109053,1102453,20122,3,2,0.5,1.8,-1,R,5
1109053,1121429,20122,6.7,8.2,7,7.3,-1,A,2
